PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(appear),termFreq(appoint),termFreq(better),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(chariti),termFreq(children),termFreq(church),termFreq(citi),termFreq(counti),termFreq(court),termFreq(famili),termFreq(gave),termFreq(gener),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(inhabit),termFreq(justic),termFreq(king),termFreq(labour),termFreq(laid),termFreq(land),termFreq(law),termFreq(littl),termFreq(live),termFreq(mean),termFreq(monei),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parish),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(poor),termFreq(pound),termFreq(power),termFreq(present),termFreq(provid),termFreq(rate),termFreq(reason),termFreq(receiv),termFreq(relief),termFreq(remov),termFreq(rich),termFreq(school),termFreq(set),termFreq(settlement),termFreq(tax),termFreq(think),termFreq(town),termFreq(want),termFreq(wife),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0525900701_000042,"The history of the poor; their rights, duties, and the laws respecting them. In a series of letters. By Tho. Ruggles, Esq. F. A. S. One of his Majesty's Justices of the Peace for the Counties of Essex and Suffolk. In two volumes. ...",Thomas Ruggles,90,11,3,0,2,0,3,1,0,0,0,1,0,1,0,2,0,1,0,1,3,0,0,5,0,1,0,0,0,1,0,0,4,3,3,1,3,2,0,3,5,0,2,1,2,13,1,2,4,2,0,0,0,2,0,0,0,1,0,0,1793,1,2,"London : printed for J. Deighton, No. 325, Opposite Gray's-Inn Gate, Holborn, MDCCXCIII. [1793]-94.",London,317,male,1737,1813,FALSE,"preamble of the act of the 17th Gco. II cap. "" on frivolous pretences and private ends, frequently make unjust and illegal rates , in a secret and clandestine manner; "" and the preamble to the 38th chapter of the the same statute states, "" that the money raised for"
0551701100_000011,"A discourse of the poor. Shewing the Pernicious Tendency Of the laws now in Force For their Maintenance and Settlement: Containing likewise, Some Considerations Relating to national improvement in general. By the late Hon. Roger North, Esq;",Roger North,79,1,2,2,0,1,6,0,1,1,2,0,2,0,0,2,0,0,0,0,0,2,1,0,0,4,1,1,5,1,3,1,1,1,0,0,5,1,3,0,9,0,0,0,2,1,1,0,0,2,1,0,0,1,0,0,1,8,1,2,1753,1,1,"London : printed for M. Cooper in Pater-Noster Row; and sold by W. Craighton, Ipswich, 1753.",London,97,male,1653,1734,FALSE,"Poor , by the Laws of Rates and Settlements , carry a FALSE Face, and in the Use and Practice of them, ere really more prejudicial than of Advantage to them. Some may be strong in the dt gb, Affirmative of this; therefore I ot ot&b.uie shall a little confider"
0894100100_000100,"Parish law: or, a guide to justices of the peace, ministers, church-wardens, Overseers of the Poor, Constables, Surveyors of the Highways, Vestry-Clerks, and all Others concern'd in Patish Business: compiled from the common, statute, and other authentick books; as also from some adjudged Cases never before published: Together With correct Forms of Warrants, Commitments, Indictments, Presentments, Convictions, &c. To which is added A Choice Collection of Precedents for Justices of the Peace, communicated by an able Hand. With a New and Correct Table. By Joseph Shaw, Esq;","Shaw, Joseph",104,1,1,2,0,1,7,0,1,1,5,0,0,0,0,1,0,0,0,3,1,3,0,3,1,1,0,1,6,0,1,4,0,0,5,0,7,3,1,5,11,0,0,0,3,0,0,0,5,3,0,0,0,8,0,1,1,0,2,5,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for F. Cogan at the Middle Temple Gate Fleet-Street,, and J. Nourse at the Lamb without Temple-Bar, MDCCXLIII. [1743].",London,391,male,1671,1733,FALSE,"13 G.. C 2z. A Commitment of a Person to he House of Correfion. To thp Keeper of the House of Correflion, rc. 8,. ece.ve into your cody the Body of A.. an idle and 3 El. C.. JI\ disorderly Petfon. as appears upon Oath (or, as appears 7 ac."
0397900600_000007,"A proposal to render effectual a plan, to remove the nuisance of common prostitutes from the streets of this metropolis; to prevent the innocent from being seduced; To provide A decent and comfortable Maintenance for those whom Necessity or Vice hath already forced into that infamous Course of Life; and to maintain and educate those children of the poor, who are either orphans, or are deserted by wicked Parents. To which is annexed, a Letter upon the Subject of Robberies, wrote in the year 1753. By Saunders Welch, One of his Majesty's Justices of the Peace for the County of Middlesex, and for the City and Liberty of Westminster.",Saunders Welch,98,3,3,2,0,0,0,0,5,0,1,0,0,2,3,0,0,3,0,5,1,2,0,13,0,1,0,0,3,0,1,1,2,3,3,1,4,8,1,7,5,5,2,1,0,0,1,1,1,0,0,0,1,2,0,0,0,1,0,0,1758,1,1,"London : printed for C. Henderson, at the Royal Exchange, and sold at the booksellers and pamphlet shops of London and Westminster, 1758.",London,72,male,1710,1784,FALSE,"set (down. The power given to convene proper persons to be examined, is agreeable to our laws . [ 22 ] bawds, their agents, and servants; and if such parish or peace officers , or such persons whom the justice fiall deem material evidence, hall neglec: or refuse to appear"
0599501200_000005,"The vestry laid open; or, a full and plain detection of the many gross abuses, impositions, and oppressions of select-vestries. In two parts. Part I. Containing an account of the duty of parish officers, with Respect to their Election, Assessments, Application of the Publick Money, Accounts, &c. Part II. Many instances of abuses in every branch of their duty: With a Proposal for a Reformation of the Tyrannical Oppressions of these Officers. With Remarks upon the Electing and Fining of Constables, the unequal Billeting of Soldiers, &c. Necessary for all Householders in Town and Country: By Joseph Phipps.",Joseph Phipps,101,0,4,1,0,1,3,3,3,2,2,0,0,0,0,1,0,0,0,1,1,4,0,6,0,5,0,0,1,1,3,2,5,2,2,0,2,1,0,12,9,0,0,0,3,0,1,1,3,0,0,0,1,0,0,0,3,2,1,9,1739,1,1,"London : printed for J. Millan, opposite the Admiralty, Charing-Cross; and F. Noble, at Otway's Head, St. Martin's-Court (opposite New-Street) St. Martin's-Lane near Leicester-Fields, [1739].",London,63,male,1708,1787,FALSE,"says Dalton, T paag. 150 are three: To set the Poor at Work by a Stock, c. to relieve the Impotent,  and'to put forth Apprentices. by Money .' The Causes are the Ends for which they are raised.; : and therefore [ t7] therefore to these Ends thi> money"
0119400402_000054,"The practical justice of peace: or, a treatise shewing the power and authority of that office ... Extracted from the several books hitherto written on that subject, ... By Joseph Shaw, ... In two volumes. ...","Shaw, Joseph",135,3,0,0,1,2,2,1,0,0,4,0,5,1,1,0,0,1,0,0,0,11,1,5,0,1,0,5,1,0,1,0,1,0,1,0,9,3,0,10,23,0,1,0,6,0,1,6,3,0,0,0,6,2,0,1,1,0,0,15,1728,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Tho. Ward, 1728.",London,599,male,1671,1733,FALSE,"By Stat. C. 4 One jurfice of Peace may any Trde, gigve' his Conlent to the churchwardens and Over;; of the Poor , for their ereaing, using, and carrying on any Trade, Mystery, or Occupation, for the employing, fitting to Work , and better Relief of the Poor of their"
0470300103_000868,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,107,0,0,1,3,0,0,1,1,0,6,0,3,6,1,0,0,0,1,2,2,0,1,10,0,1,0,0,2,0,1,0,1,1,5,1,6,7,0,14,16,1,0,0,1,0,1,2,1,1,0,0,0,3,0,0,4,0,0,0,1770,3,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,790,male,1723,1769,FALSE,"whipped and kept to hard Labour , for any Number of Days not exceeding one and cwenty, as to the said Jufice in his Discretion it shall tfem moult meet; and if any such Churchwarden or Overseer of the Poor , from and after the said first Day of Srp"
0174300202_000255,"An abridgment of the publick statutes of Ireland, now in force and of general use: and also, of such English and British statutes as relate to and bind Ireland, from Magna Charta to the Twenty first and Twenty second Years of the Reign of His present Majesty King George the Third inclusive. In two volumes. By Ed. Bullingbrooke, Doctor of Laws. And Francis Vesey, Esq; And Francis Vesey, Esq; The second edition. With alphabetical tables of the heads under which the acts are abridged, by James Goddard Butler, Esq; ...","Vesey, Francis",109,0,0,0,3,0,3,1,0,0,0,0,5,11,1,0,0,3,0,16,2,2,2,3,0,0,0,0,2,0,0,0,8,2,0,1,2,3,0,6,0,5,2,7,1,2,1,3,1,0,0,0,2,0,2,2,2,0,0,3,1786,2,2,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",Dublin,1255,male,1721,1804,FALSE,"and ( hall at the request of any justice of the peace for the said county , during the assizes, deliver unto such justice , when L i of rctic;, to he shall require the same, or with all convenient speed afterwards, a fair and j: tlicts t ue LI"
0068000109_000709,"The statutes at large, from the second year of the reign of King George the third to the end of the last session of Parliament. To which is prefixed, A table of the titles of all the Publick and Private Statutes during that Time. With a copious index. And an appendix, consisting of obsolete and curious acts, some of which were never before printed. Volume the ninth.",Great Britain,117,1,1,0,0,0,3,1,6,0,0,0,7,1,4,0,0,3,0,14,1,3,3,0,0,0,3,3,2,0,0,1,4,1,0,2,0,0,0,16,1,1,0,1,4,7,0,7,1,0,0,8,0,0,2,0,5,0,0,0,1765,9,9,"London : printed for Mark Basket, Printer to the King's Most Excellent Majesty, and by the assigns of Robert Basket; and by Henry Woodfall and William Strahan, Law Printers to the King's Most Excellent Majesty, MDCCLXV. [1765].",London,704,unknown,,,FALSE,"or more of them, may and ( hall , by virtue of this Ae, Impose on such Person and Persons , so refuting or neglecting their Duties, any Fine not exceeding the Sum of Five pounds for any one Otfence, the same to be Levied and Certfied as aforesaid, into"
0677401102_000095,"Reports of cases relative to the duty and office of a justice of the peace, from Michaelmas term 1776, inclusive, to Trinity term 1785, inclusive. By Thomas Caldecott, of the Middle Temple, Esq.",Thomas Caldecott,111,0,0,6,0,0,3,2,2,0,2,0,0,4,2,0,0,0,0,0,0,1,3,8,0,0,0,9,0,0,2,1,0,4,11,1,13,1,0,2,2,1,0,0,0,11,1,0,0,3,0,0,0,3,7,0,5,0,1,0,1786,2,3,"London : printed by His Majesty's law-printers. For P. Uriel, Inner Temple Lane, MDCCLXXXVI. [1786]-1800.",London,231,male,1744,1833,FALSE,"of Thomas Justices in an Day, and their four children from the parish of Andover in orerof re the county of Southampton to the parith of Lanbourne in the county themselves to of Berks. be j ufices for a "" borough "" or town and parish "" describe themselves with"
0614400102_000061,"A series of the decisions of the Court of King's Bench upon settlement-cases; from The Death of Lord Raymond in March 1732: To which is Added A Complete Abridgment of the Substance of each Case, and two Tables of the Names of them. Published for the Use of Gentlemen in the Commission of the Peace, and of Barristers and others attending the Quarter-Sessions. By James Burrow, Esq; Master of the Crown-Office, and one of the Benchers of the Honourable Society of the Inner Temple.",Great Britain. Court of King's Bench,85,1,4,2,0,0,5,2,2,0,1,4,0,1,1,3,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,6,12,6,2,0,0,1,3,0,0,2,0,5,0,1,1,2,0,0,1,2,5,0,1,0,1,0,1768,2,2,"London : printed by His Majesty's Law-Printers, for J. Worrall and B. Tovey, at the Dove, in Bell-Yard near Lincoln's Inn, MDCCLXVIII. [1768].",London,585,unknown,,,FALSE,"and Mr. Vernon had obtained the Rule in Michaelmas Term last. Mr. Morton and Mr. Ferncn, on Behalf of the Parish of St. Philip and Yacob, and in Support of the Order of Sessions, insisted that though the Pauper aced as subrittute for Mr. Bayly, yet as Mr. Eay. ly"
0753200302_000015,"The practical justice of peace: or, a treatise shewing the present power and authority of that officer, ... Compiled from the common and statute law, ... The third edition, corrected and amended, with large additions ... By Joseph Shaw, ... In two volumes. ...","Shaw, Joseph",100,5,2,1,3,0,3,1,0,0,0,3,0,1,5,0,0,0,0,1,0,1,5,11,1,0,0,1,1,0,0,0,4,1,9,0,6,1,0,2,11,0,4,1,1,4,1,2,2,0,0,0,2,1,3,0,0,0,0,0,1736,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for Messieurs Ward and Wicksteed, 1736.",London,715,male,1671,1733,FALSE,"a Tax for the Poor of themselves in the same or another Year; Per Yi'niham. An Order was made by two Justices , that W'. R. should take upon himself the Office of Overseer of the Poor ; but ill, because it did not appear that Tf. R. was an"
0838100300_000228,"An abridgement of the statutes of Ireland, from the first session of parliament in the third year of the reign of King Edward the Second, to the end of the twenty fifth year of the reign of His Present Majesty King George the Second; and Of all the English and British Statutes which extend to and bind Ireland; With Tables of The Statutes in their Chronological Order, directing to the Heads under which they are abridged; The Statutes taken from any English Statutes, The English Statutes from which any Irish Statutes are taken, Such Statutes as are to be given in charge at the Assises, Such Statutes as are to be given in charge at the Quarter-Sessions, Such Statutes as are injoined to be read in Churches; together with an alphabetical table of the principal matters referring to the Titles and Paragraphs in the Abridgement, and to the respective Statutes; and also the new rules. By Edward Bullingbrooke, L.L.D. and Jonathan Belcher, Esq; Barrister at Law.",Jonathan Belcher,112,6,0,0,3,0,3,1,4,0,0,1,7,1,5,0,0,3,0,3,1,19,2,1,1,0,4,0,2,0,0,0,5,0,2,3,5,1,0,4,1,4,0,2,0,0,1,4,0,0,0,0,1,0,1,2,1,0,0,8,1754,1,1,"Dublin : printed by George Abraham Grierson, Printer to the King's most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street; and G; and A. Ewing in Dame-Street, M,DCC,LIV [1754].",Dublin,1376,male,1710,1776,FALSE,"be done, and all persons who hall be entrusted with the receipt of the revenue of the corporation hereby created, and all persons who ( hall account with the said corporation, fifteen of the governors at least being present , for any money by them colleced and received for the"
0172301900_000045,"The laws concerning the poor. Wherein is treated of overseers, and their office. Of rates and contributions. Of settlements. Of families, vagrants, children, servants, &c. What shall make or amount to a Settlement by the former and latter Statutes. Stat. 14 Car. 2. c. 12. Explained. Of the 40 Days continuance; Of Notice by Statute 1 Jac. 2. and what shall amount to a Notice or not. Statute 3 & 4 W. & M. c. 11. Explained. What shall be said a Disturbance. Of Vagranes, Vagabonds; Stat. 39 El c. 4. 11 W. 3. c. 18. 1 Ann. c. 13. Explained. Of Workhouses, House of Correctio &c. and many other Matters relating to the Poor. All which lying in a confused Manner, are here setled under their proper Titles; And Illustrated with many late Resolutions of the Judges, as to Allowance or quashing several Orders of Sessions. To which are added several forms of orders of sessions, warrants, mittimus, &c.",,100,9,1,0,0,0,1,0,3,0,1,1,0,5,1,0,0,2,0,1,1,3,0,4,0,1,0,0,0,0,2,0,3,2,18,0,12,1,0,2,5,0,0,0,1,2,0,1,2,5,0,0,4,3,1,0,0,1,1,0,1705,1,1,"London : printed by the assigns of Richard and Edward Atkins, for Abel Roper at the Black Boy against St. Dunstan's Church, Fleetstreet, 1705.",London,239,unknown,,,FALSE,"in Bridewell till Conviaion. 6 Conveyance to the House of Corre aion, at whose Charge 167 For what persons the House of Cor retion is intended 170 The Government thereof, and of yielding their Accounts 172 Action of Slander to ajuftice of Peace , for being indebted for Refcoufe oc"
0470300103_000627,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,113,0,0,0,0,0,2,0,6,2,2,0,12,4,2,0,0,0,0,7,0,8,5,0,0,0,0,9,1,0,0,0,1,2,0,0,3,0,0,9,3,0,0,1,6,8,1,2,4,0,0,3,0,0,2,0,8,0,0,0,1770,3,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,790,male,1723,1769,FALSE,"by Process of the said Court , accordinl to the Coulrie of the Court of Exchequer in such Cafes . XXIVI. And be it further enacted by the Authority aforesaid, That no Letters patentsno Privilege of Exemption fio.m granted by their Majesties or any of their royal Progenitors, to any"
0406301003_000076,"The justice of the peace, and parish officer. By Richard Burn, L.L.D. Chancellor of the Diocese of Carlisle, and one of his Majesty's Justices of the Peace for the County of Westmorland. The tenth edition. In four volumes. ...",Richard Burn,122,11,4,0,1,0,0,1,0,0,1,0,15,13,1,5,0,2,0,10,2,0,0,2,0,3,0,0,0,0,0,0,7,4,0,4,4,1,0,1,6,0,1,0,3,3,1,1,3,0,0,0,1,0,0,1,9,0,1,0,1766,3,4,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's most excellent Majesty ; for A. Millar, in the Strand, M.DCC.LXVI. [1766].",London,501,male,1709,1785,FALSE,"film not cxceed 1 ing ing the price of three days labour ; for five or more children under the age aforesaid, any umr not exceeding the price of four days labour ; and for the wife of such militia man, any sum not exceeding the price of one day's"
0838100300_000539,"An abridgement of the statutes of Ireland, from the first session of parliament in the third year of the reign of King Edward the Second, to the end of the twenty fifth year of the reign of His Present Majesty King George the Second; and Of all the English and British Statutes which extend to and bind Ireland; With Tables of The Statutes in their Chronological Order, directing to the Heads under which they are abridged; The Statutes taken from any English Statutes, The English Statutes from which any Irish Statutes are taken, Such Statutes as are to be given in charge at the Assises, Such Statutes as are to be given in charge at the Quarter-Sessions, Such Statutes as are injoined to be read in Churches; together with an alphabetical table of the principal matters referring to the Titles and Paragraphs in the Abridgement, and to the respective Statutes; and also the new rules. By Edward Bullingbrooke, L.L.D. and Jonathan Belcher, Esq; Barrister at Law.",Jonathan Belcher,112,3,0,0,6,0,1,3,0,0,0,0,4,5,1,0,0,6,0,3,1,0,3,9,5,0,3,0,0,0,0,2,8,8,1,0,4,4,0,4,2,0,1,3,0,5,2,5,2,0,0,0,0,0,2,2,4,0,0,0,1754,1,1,"Dublin : printed by George Abraham Grierson, Printer to the King's most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street; and G; and A. Ewing in Dame-Street, M,DCC,LIV [1754].",Dublin,1376,male,1710,1776,FALSE,"that whereof they they were judged, unless it be by writ or other command of the King ; upon pain to lore his office . And if fch warden be attainted, that he hath luirered such prisoner to go at large, the plaintiffs shall have their recovery against the warden"
0340300800_000023,"The history of the poor laws: with observations. By Richard Burn, LL. D. One of his Majesty's Justices of the Peace for the County of Westmorland.",Richard Burn,100,0,1,0,7,1,0,4,1,1,0,0,0,3,0,0,0,2,0,2,1,9,3,3,0,0,2,1,1,0,3,0,1,2,2,0,5,0,1,12,3,0,1,0,5,0,1,2,0,0,0,0,2,0,3,2,3,0,1,9,1764,1,1,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's most Excellent Majesty ; for A. Millar, in the Strand, M.DCC.LXIV. [1764].",London,298,male,1709,1785,FALSE,"mayor or other head officer , and in every other market town or other place where the justices in their general sessions yearly after ealter shall think meet, shall be provided (of all the inhabitants to be taxed , levied, and gathered) a competent flock of wool, hemp, flax, iron,"
1202301502_000005,"The practical justice of peace: or, a treatise shewing the power and authority of that officer in all its branches. Extracted from the several books hitherto written on that subject, ... By Joseph Shaw, ... In two volumes.","Shaw, Joseph",116,2,0,1,0,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,5,2,10,0,1,0,2,2,0,0,0,3,1,8,0,15,3,0,8,18,0,0,0,1,1,4,3,6,4,0,0,0,3,1,1,2,0,1,1,1733,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Messieurs Ward and Wicksteed, 1733.",London,740,male,1671,1733,FALSE,"ro the Parifil or Place, may upon Application to and Order from two Ju'ticcs, rake and seize so much of the Goods and Chattels, and receive so mulch of the annual Rents and Profits of the Lands and Tcnements of Norc, Ir moni be in fucil Parifhlles oily where fuci"
0676700301_000226,"The office and authority of a justice of peace: collected out of all the books, whether of common or statute law, hitherto written on that subject. ... Digested under alphabetical titles. To which are added English precedents, of indictments, warrants, &c. ... The twelft edition, corrected, amended and continued down to this present year; ... By W. Nelson, ... In two volumes. ...",William Nelson,94,2,1,1,3,0,1,1,1,0,2,0,2,4,1,1,0,2,0,1,1,12,1,11,0,1,0,1,2,0,3,2,0,0,2,2,1,2,0,11,2,0,1,2,0,1,0,0,0,1,0,0,3,1,0,1,3,0,0,4,1745,1,2,"[London] : In the Savoy: printed by H. Lintot, (assignee of Edward Sayer, Esq;) for T. Woodward, J. Walthoe, R. Ware, S. Birt [and 7 others in London], 1745.",London,642,male,1652,,FALSE,"the other toward the Building the House . Which House , when built or purchased, shall be conveyed toperfons appointed by Jufiices in Sessions, in Trurf to be employed for the Keeping, Correcing and Setting to Work Persons sent thither. He is to be appointed by the Justices in their"
0639300300_000048,"The laws respecting parish matters. Containing the several offices and duties of churchwardens, overseers of the poor, constables, watchmen, and Other Parish Officers. The Laws Concerning Rates and Assessments, Settlements and Removals of the Poor, and of the Poor in General. The Laws relating to Repairs of Highways, Weights and Measures, &c. The whole laid down in a plain and easy Manner: in which all technical Terms of Law are familiarly explained. As collected and digested from the several reports, and other books of authority, Up to the Present Time. Also an appendix of precedents; Comprising a great Variety of the most approved Forms of all such Instruments as most frequently occur in the Management of Parish Affairs. The second edition, improved and much enlarged. By the author of The laws of landlord and tenant, Law of Wills, Laws of Masters and Servants, &c.","Bird, James Barry",114,1,1,1,0,0,5,0,0,0,5,0,0,2,4,1,0,0,0,2,2,0,5,5,0,0,3,0,3,0,1,2,0,0,5,2,14,4,0,17,1,0,2,0,4,0,1,3,1,6,0,0,0,6,0,0,1,0,0,4,1799,1,1,"London : printed for W. Clarke and Son, Portugal Street, Lincoln's-Inn, [1799].",London,143,male,,,FALSE,"that the fun so awarded be more than of right ought to have been directed to be paid , sich court is dircoed to strike ont the fium contained in the said order , and iifcrt the luon which in the judgement of such court ought to be paid ;"
0470400106_000478,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,103,2,3,2,1,0,0,0,1,0,0,0,0,3,4,0,0,3,0,3,1,0,0,1,3,0,0,0,2,0,0,0,7,0,6,7,1,3,0,5,4,1,1,1,4,17,0,4,3,4,0,0,2,0,1,0,0,1,0,2,1769,6,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,762,male,1723,1769,FALSE,"or have been or shall be quasihd or discharged on any Certiorari brought or to Rates : ich3? r be brought in any of his Majesty's Courts of Record at D fminier, or otherwise, for any \/1oney coli by k r, r: leded or received , or to be collected"
0676700302_000141,"The office and authority of a justice of peace: collected out of all the books, whether of common or statute law, hitherto written on that subject. ... Digested under alphabetical titles. To which are added English precedents, of indictments, warrants, &c. ... The twelft edition, corrected, amended and continued down to this present year; ... By W. Nelson, ... In two volumes. ...",William Nelson,102,5,3,0,3,0,0,2,0,0,0,1,0,2,1,0,0,4,0,2,3,6,4,7,0,2,0,1,3,0,0,0,5,2,6,2,3,2,0,6,5,0,1,0,1,8,0,2,1,6,0,0,1,0,0,2,0,0,0,0,1745,2,2,"[London] : In the Savoy: printed by H. Lintot, (assignee of Edward Sayer, Esq;) for T. Woodward, J. Walthoe, R. Ware, S. Birt [and 7 others in London], 1745.",London,590,male,1652,,FALSE,"to be ereced, as those which are already in Being. Governors or Mailers of Houses of Correction not letting Mailers of or keeping idle and disorderly Persons , Rogues, Vaga houfesofcor bonds, or incorrigible Rogues, c. to hard Labour , and rei0on lo be fined flr Mis notpuniflhing and correcting"
1202700103_000809,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,93,0,1,1,1,0,0,1,1,0,3,0,3,5,1,0,0,0,0,6,2,2,2,1,0,1,0,0,4,0,2,0,2,1,7,1,5,4,0,11,9,0,0,0,0,0,1,2,3,2,0,0,0,1,0,0,6,0,1,0,1786,3,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,763,male,1723,1769,FALSE,"of the Parish , town (hip, or Place, to which such Certificate was given; and then, and not before, it ( hall and may bz lawful for any such Person , and his or her Children , though born in that Parish , not having otherlwire acquired a legal Settlement"
1153500700_000009,"A plan for the establishment of charity-houses for exposed or deserted women and girls, and for penitent prostitutes. Observations concerning the Foundling-Hospital, shewing the ill consequences of giving public support thereto. Considerations relating to the poor and th poor's-laws of England; Wherein the great Increases of Unemployed Poor, and of Thieves and Prostitutes, are shewn to be immediately owing to the Severity, as well as the Defects of our Poor's - Laws; and to be primarily caused by the Monopolizing of Farms, and the Indosure of Common Lands; which have likewise decreased the Number of People, and brought our Woollen Manufacturies into a precarious State, as is made appear by Extracts from several Laws and other Authorities. Also, a New System of Policy, Most humbly proposed, for Relieving, Employing, and Ordering the Poor of England; Whereby a great Saving may be made in the Charge of Maintaining Them; the Poor's - Rates be kept nearly Equal in all Parishes, as in Equity they ought to be; and every Pretence for wandering about Begging, be taken away. To which are annexed, Forms of the principal Accounts necessary to be kept for those Purposes, whereby such Persons as are not conversant in Accounting will easily be able to comprehend all that is here proposed on that Head. By J. Massie.",Joseph Massie,75,0,0,1,1,1,1,1,2,1,1,0,4,1,0,0,0,2,0,0,0,2,4,0,0,0,0,1,1,0,2,1,3,1,0,2,4,0,5,1,8,6,0,0,1,6,0,0,2,2,2,0,1,0,0,0,0,2,0,2,1758,1,1,"London : printed for T. Payne, in Castle-Street, next the Mews Upper Gate, Charing Cross; sold by W. Shropshire, in New Bond-Street; W Owen, at Temple-Bar; and C. Henderson, at the Royal-Exchange. - MDCCLVIII. [1758].",London,153,male,,1784,FALSE,"best Place in the Kingdom to Recruit the Land forces withcountrymen; for if they cannot get fuchemployment as they expected or chute to follow, many of them will not go Home again to be laughed at by their Acquaintances, but enlist for Soldiers, go to the Plantations, c. if they"
0978900100_000062,"The statute-Law common-plac'd: or, a second general table to the statutes. Containing the purport and effect of all the Acts of Parliament in force from Magna Charta down to the reign of King George, in a Method perfectly New and Regular; with the numerous Proviso's and additional Clauses inserted under their proper Titles. The third edition. By G. Jacob, Gent.",Giles Jacob,101,2,0,0,3,1,0,0,0,0,3,1,0,1,0,0,0,4,0,0,1,0,2,9,3,0,0,1,0,0,0,0,2,8,1,0,7,1,0,7,10,0,0,0,0,3,0,6,4,4,0,0,3,5,3,0,2,1,0,3,1731,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for Bernard Lintot, between the Temple Gates, MDCCXXXI. [1731].",London,242,male,1686,1744,FALSE,"to and from the 7 &8 S T' Plantations in Ships built in England or Ireland, or the C z1. said Plantations, and navigated with the Matter and three Fourths of the Mariners of the said Places, on Pain of forfeiting Ship and Goods. Governors of the Plantations to take"
0836800102_000813,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,138,1,0,2,0,0,11,0,1,0,0,1,0,0,4,0,0,0,0,2,1,0,4,6,2,0,0,3,0,0,2,0,3,0,20,1,3,2,0,7,15,0,1,0,0,23,1,1,2,2,0,0,4,1,3,0,7,1,0,1,1771,2,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,871,male,,1789,FALSE,"these towns lives in the borough, and is assesed by the overseer of the borough for the lands within the town , and paid to the overseer of the borough; and the like is done in the other towns ; so that the overseer of the borough had a surplusage"
