PassageID,Title,Author,Total termFreq,termFreq(agre),termFreq(bodi),termFreq(caus),termFreq(certain),termFreq(certainti),termFreq(clear),termFreq(complex),termFreq(conceiv),termFreq(confid),termFreq(differ),termFreq(essenc),termFreq(evid),termFreq(exist),termFreq(figur),termFreq(form),termFreq(gener),termFreq(god),termFreq(idea),termFreq(imagin),termFreq(infinit),termFreq(know),termFreq(knowledg),termFreq(lordship),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(mode),termFreq(motion),termFreq(natur),termFreq(noth),termFreq(notion),termFreq(number),termFreq(observ),termFreq(oper),termFreq(particular),termFreq(perceiv),termFreq(percept),termFreq(power),termFreq(produc),termFreq(proposit),termFreq(qualiti),termFreq(real),termFreq(reason),termFreq(receiv),termFreq(relat),termFreq(sens),termFreq(sensat),termFreq(sever),termFreq(simpl),termFreq(space),termFreq(speci),termFreq(substanc),termFreq(suppos),termFreq(term),termFreq(think),termFreq(thought),termFreq(togeth),termFreq(true),termFreq(truth),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0312300101_000311,The works of John Locke Esq; in three volumes. The contents of which follow in the next leaf. With alphabetical tables. ...,John Locke,141,0,0,0,2,0,2,0,2,0,0,2,2,4,0,0,3,1,29,1,0,4,0,8,1,4,10,4,0,0,5,0,0,0,0,1,3,0,2,0,2,3,0,4,0,6,2,6,0,5,0,0,6,2,0,4,0,0,5,1,5,1722,1,3,"London : printed for A. Churchill, and A. Manship, and sold by W. Taylor in Pater-noster-Row. M.DCC.XXII. [1722].",London,634,male,1632,1704,TRUE,"not hold, because it isfoundcd upon a Supposition which, I think , will not hold, viz. That Reason and Ideas are inconlitent; for if that Suppolicion be not TRUE , then the general Idea of Substance may be grounded on plain and evident Reason : and yet it will not"
0539901100_000099,"Philosophical essays on various subjects; viz. Space, substance, body, spirit, the Operations of the Soul in Union with the Body, Innate Ideas, Perpetual Consciousness, Place and Motion of Spirits, the Departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals. With some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined A brief scheme of ontology, or the Science of Being in General, with its Affections. By Isaac Watts, D.D.",Isaac Watts,119,3,7,0,1,0,0,0,1,2,0,4,0,5,1,2,1,3,6,1,15,2,3,0,3,0,2,8,2,5,3,0,0,0,2,1,0,0,5,0,1,5,7,0,0,3,4,0,0,0,2,0,5,1,0,1,0,0,0,1,1,1793,1,1,"London : printed for J. Murgatroyd, Chiswel-Street; sold also by Guthrie, Elder, and Dixon, Edinburgh; Miller, Glasgow, Binns, Leeds: and all other Booksellers in Town and Country, MDCCXCIII. [1793].",London,425,male,1674,1748,TRUE,"many Modes , properties, and qualities have alto a real a real existence iin nature , and sometimes have other Modes and Affetions belonging to them, befides.vaft powers and influences in the universe, I think they cannot well be excluded from the comprehensive idea of Being. Those philosophers who are"
0329300300_000037,An abridgment of Mr. Locke's Essay concerning human understanding.,John Locke,132,1,0,1,5,3,2,0,0,1,9,0,3,3,5,0,3,0,19,1,0,3,12,0,1,1,13,2,2,0,1,0,5,1,0,1,8,6,0,3,0,1,0,3,1,0,1,1,0,3,0,0,0,2,0,2,1,0,1,1,0,1752,1,1,"Glasgow : printed and sold by Robert and Andrew Foulis, MDCCLII. [1752].",Glasgow,277,male,1632,1704,TRUE,"equal to wvo right ones, we come to. know the equality of ( ii) these three Angles to two right ones. Those in' tervening ideas , which serve to lhew the agreement of any two others, are called Proofs. And where the agreement or disagreement is by this.means' plainly and"
0211100300_000009,An abridgment of Mr. Locke's Essay concerning humane understanding.,John Locke,164,0,4,1,3,0,0,7,1,3,4,0,0,1,2,0,1,0,45,0,1,0,0,0,1,0,7,8,1,0,0,0,1,2,1,2,0,0,6,0,0,2,1,2,1,2,1,1,7,17,9,0,6,0,1,1,3,8,0,0,0,1721,1,1,"London : printed for A. Churchill, and sold by W. Taylor at the Ship and Black Swan in Pater-Noster-Row, 1721.",London,385,male,1632,1704,TRUE,"that kind; and has a Name given it (Whiteness) which signifies the same quality , wherever to be found or ima gin'd. And thus Vniverfals both Ideas and Terms are made This puts the great difference be ltween Man and Brutes: They seem to reason about particular Objects, and Ideas"
0108100101_000326,The works of John Locke Esq; In three volumes. The contents of which follow in the next leaf. With alphabetical tables. ...,John Locke,130,0,2,0,7,5,13,0,1,0,0,1,2,8,3,0,2,0,22,0,0,4,1,9,1,1,6,3,0,0,1,2,0,0,1,0,1,0,0,0,4,0,2,6,0,0,4,0,0,2,0,0,6,3,0,3,1,0,1,1,1,1714,1,3,"London : printed for John Churchill, and Sam. Manship, 1714.",London,659,male,1632,1704,TRUE,"your Lordship will not say is as clear and difinlk a Conception or idem in the Mind , as the Idea of the red Colour of a Cherry, or the bitter Taste of Wormwood, or the Figure of a Circle brought into the Mind by the Senses . your Your"
0578300400_000002,"Four essays, on the ordinary and extraordinary operations of the Holy Spirit; on the application of experience to religion; and on enthusiasm and fanaticism. To which is prefixed a preliminary dissertation on the nature of clear ideas ... By Thomas Ludlam, ...",Thomas Ludlam,151,1,1,0,0,4,8,1,2,1,3,0,0,2,1,9,0,1,36,3,0,0,9,0,0,4,9,1,0,3,0,0,0,2,3,1,1,1,6,0,2,0,0,2,5,11,5,1,0,1,0,0,0,0,0,0,1,1,1,5,3,1797,1,1,"London : printed by and for T. Ludlam, jun. Sold by F. and C. Rivington, and J. Deighton, Cambridge, 1797.",London,115,male,1727,1811,FALSE,"z; Will, or the power of choice;. Sensation , or the power of receiving ideas through the senses . To there we may add, 4 Difpolitions i. e. e.ates of mind , ti. assec tions and passions. 5 The moral sense , in which both are united. * sfe Effiy"
0035700200_000288,"An essay concerning humane understanding. In four books. Written by John Locke, Gent.",John Locke,132,0,3,0,5,6,1,7,1,0,0,11,1,0,0,0,3,0,16,2,0,14,1,0,2,0,1,0,0,2,2,0,0,1,0,1,0,0,0,0,6,11,7,2,0,0,1,0,0,3,0,5,3,2,2,0,0,1,1,6,2,1706,1,1,"London : printed for Awnsham and John Churchill, at the Black Swan in Pater-Noster-Row; and Samuel Manship, at the Ship in Cornhill, near the Royal Exchange, MDCCVI. [1706].",London,586,male,1632,1704,TRUE,"the vnder/landing : Of the Truth Subfsace,. of general Propositions made up of such Terms we cannot be sure. The Reason whereof is plain. For how can we be sure that this or that Quality is in Gold, when we know not what is or is not Gold. Since in"
0104200102_000069,"The works of John Locke, in nine volumes.",John Locke,125,0,8,0,3,5,0,7,0,1,0,1,0,3,0,0,4,0,17,1,0,7,3,0,2,0,2,0,1,1,1,0,0,0,2,0,3,0,1,2,6,15,8,0,1,2,3,0,1,3,0,0,5,0,0,1,0,1,0,3,1,1794,2,9,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. and J. Robinson, [and 14 others in London], 1794.",London,492,male,1632,1704,TRUE,"will not appear to depend on that complex idea , nor follow from any simple one contained in it: the connexion that malleableness has (if it has any) with those other qualities , being only by the intervention of the real constitution of its insensible parts; which, since we know"
0323300402_000105,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,110,0,6,0,2,7,1,1,0,0,1,3,1,0,5,2,6,0,10,0,0,5,5,0,1,0,0,0,5,2,0,1,0,3,6,0,2,0,1,4,4,8,4,0,0,0,1,1,1,0,0,0,2,0,0,2,3,2,0,2,0,1775,2,2,"London : printed for John Beecroft, No. 23, Pater-Noster-Row; W. Strahan, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis; Hawes, Clarke and Collins; B. White, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, J. Wilkie, E. and C. Dilly, T. Davies, J. Robson, T. Becket, G. Robinson, T. Cadell, W. Richardson, T. Evans, and E. Johnston. MDCCLXXV. [1775].",London,383,male,1632,1704,TRUE,"Strucure of the Universe, may, for aught we knows have such a Connexion and Dependence in their Influences and Operations one upon another, that, perhaps, Things in this our Mansion would put on quite another Face, and cease to be what they are, if some one of the Stars, or"
0312300101_000157,The works of John Locke Esq; in three volumes. The contents of which follow in the next leaf. With alphabetical tables. ...,John Locke,141,0,8,0,0,0,0,11,0,1,1,4,1,1,6,0,2,0,30,1,1,3,0,0,0,0,8,0,1,0,2,0,1,1,2,1,1,0,15,7,0,3,3,0,2,4,0,4,0,4,0,3,7,0,0,0,0,1,0,0,1,1722,1,3,"London : printed for A. Churchill, and A. Manship, and sold by W. Taylor in Pater-noster-Row. M.DCC.XXII. [1722].",London,634,male,1632,1704,TRUE,"tried upon any one Body , much less upon all, it is impossible we should have adequate Ideas of any Subitance, made up of a colleaion of all its Properties. §. 9 Whosoever first lit on a parcel of that sort of Substance we denote by the word Gold, could"
0909900105_000009,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, Esquire. ...","Henry St John, 1st Viscount Bolingbroke",146,0,0,4,2,0,0,7,1,0,2,11,0,2,0,0,4,0,34,0,0,6,2,0,0,3,7,0,0,5,0,0,1,3,2,3,4,0,2,0,0,1,9,0,0,0,1,2,1,13,0,2,3,1,2,1,2,0,0,0,3,1793,5,5,"Dublin : printed by P. Byrne, Grafton-Street, M.DCC.XCIII. [1793].",Dublin,599,male,1678,1751,TRUE,"the nature of things, we should know much more than we do concerning the composition and decomposition of fubfiances. If they were real essences , or the ideas of real essences , we should be acquainted with the real essences of fubilances, at least to a certain degree: for, what"
0367400402_000841,"A new and complete dictionary of arts and sciences; comprehending all the branches of useful knowledge, with Accurate Descriptions as well of the various Machines, Instruments, Tools, Figures, and Schemes necessary for illustrating them, as of The Classes, Kinds, Preparations, and Uses of Natural Productions, whether Animals, Vegetables, Minerals, Fossils, or Fluids; Together with The Kingdoms, Provinces, Cities, Towns, and other Remarkable Places throughout the World. Illustrated with above three hundred copper-plates, curiously engraved by Mr. Jefferys, Geographer and Engraver to his Royal Highness the Prince of Wales. The whole extracted from the best authors in all languages. By a society of gentlemen. ...",Society of gentlemen,108,1,0,0,4,4,6,2,0,1,1,1,2,2,0,0,4,0,17,1,0,3,11,0,1,1,3,0,0,3,0,0,0,0,2,0,1,1,0,3,2,1,9,3,1,3,0,0,0,1,0,1,1,1,0,0,3,0,1,6,0,1754,2,4,"London : printed for W. Owen, at Homer's Head, in Fleet-Street, MDCCLIV. [1754].",London,1084,unknown,,,FALSE,"are, 1 Simple ideas ; which, since the mind can by no means make to itself, nus be the ctfec of things operating upon the mliind in a natural way, and producing therein those perceptions which, by the will of our maker, theyareordined tla adapted to. Ience it follows, tilatlimille"
0323100302_000033,"An essay concerning human understanding. Written by John Locke, Gent. The nineteenth edition. To which are now first added, I. An analysis of Mr. Locke's doctrine of ideas, on a large Sheet. II. A defence of Mr. Locke's opinion concerning Personal Identity, with an Appendix. III. A Treatise on the Conduct of the Understanding. IV. Some Thoughts concerning Reading and Study for a Gentleman. V. Elements of Natural Philosophy. VI. A new method of a common-place-book. Extracted from the author's works. ...",John Locke,122,0,5,2,6,1,1,0,1,1,10,0,2,0,6,0,2,0,11,3,0,2,4,0,1,1,4,3,6,1,0,0,10,1,0,0,6,1,0,8,2,0,1,4,0,0,1,4,0,3,1,0,0,3,0,1,2,0,0,0,1,1793,2,2,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. J. and J. Robinson, T. Cadell, W. Richardson, W. Otridge, J. Sewell, F. and C. Rivington, W. Goldsmith, S. Hayes, Leigh and Sotheby, T. Payne, W. Lowndes, R. Faulder, B. and J. White, G. and T. Wilkie, Scatcherd and Whitaker, R. Ryan, and E. Jefferey, 1793.",London,493,male,1632,1704,TRUE,"left out: which because in long deductions, and the use of many proofs, the memory does not always so readily and exactly retain; therefore it comes to pass, that this is more imperfect than intuitive knowledge , and men embrace often falmhood for demonfirations. §. 8 The necefiity of this"
0336400201_000138,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,131,0,5,1,0,0,2,5,1,0,1,0,4,7,0,0,1,2,27,0,4,3,3,0,3,0,0,0,2,2,3,3,0,0,2,1,1,0,7,0,0,3,1,1,3,3,0,4,4,8,0,0,2,1,0,7,2,0,1,0,1,1735,1,2,"London : printed for A. Bettesworth and C. Hitch at the Red Lion in Pater-Noster-Row; E. Parker at the Bible and Crown in Lombard-Street; J. and J. Pemberton at the Golden Buck in Fleetstreet; and E. Symon against the Royal-Exchange in Cornhill, MDCCXXXV. [1735].",London,420,male,1632,1704,TRUE,"in the several Extents and Degrees of their Knowledge , Power , Duration, Happiness, ce. For that in or Ideas , as well of Spirit, as of other Things, we are refrained to those we receivefrom Senlation and Rgefaeion, is evident from hence, that in our Ideas of Spirits, how"
0821500101_000520,An account of the life and writings of John Locke Esq;,Jean Leclerc,99,0,9,2,1,0,2,1,2,0,4,0,1,1,1,1,2,0,11,0,1,1,3,0,0,1,2,4,0,3,0,1,0,1,1,0,0,1,1,0,1,0,2,3,0,9,2,1,0,5,5,3,3,0,3,1,1,1,0,0,1,1714,1,2,"London : printed for J. Clarke, and E. Curll, 1714.",London,658,male,1657,1736,FALSE,"7, 8 General Ideas , general Terms , and Rea fbn, ufualy grow together , 7 5 r1. The Verdis of it not necefjary to confirm a known divinerevelation, 5 64-568. How the Defta of it is helped by Revelation, 572, 573 Recollection, 93 §. 0.1 reflent ion, 32 §."
1076900102_000004,"An essay concerning human understanding. In four books. Written by John Locke, Esq. In three volumes. ...",John Locke,135,0,0,3,1,0,2,4,0,3,2,1,2,5,1,1,0,0,30,0,0,0,2,0,1,1,6,10,1,2,0,0,0,2,1,0,0,0,3,0,0,2,3,0,1,1,1,1,8,8,0,1,7,0,1,3,1,5,0,0,8,1777,2,3,"Edinburgh : printed for J. Dickson and C. Elliot, M,DCC,LXXVII. [1777].",Edinburgh,409,male,1632,1704,TRUE,"imposing our own sense of old authors. CHAP. X Of the abuse of words . S CT. I. Abuse of words . 2, 3 First, Words without ay, or without clear ideas . 4 Occasioned by learning names before the ideas they belong to. 5 Secondly, Unlfeady application of them."
0336400102_000104,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,108,0,5,1,3,4,1,1,0,0,1,2,0,0,4,1,6,0,11,0,0,5,4,0,2,0,0,0,7,2,0,1,0,4,8,0,3,0,1,4,4,5,2,0,0,0,2,2,1,0,0,0,3,0,0,2,3,2,0,1,0,1731,2,2,"London : printed for Edward Symon, over against the Royal Exchange in Cornhill, M.DCC.XXXI. [1731].",London,387,male,1632,1704,TRUE,"Star our Eyes have yet discovered. For how much the Being and Operation of par. ticular Substances in this our Globe, depend on Causes utterly beyond our view, is impossible for us to determine. We see and perceive some of the Motions , and grotfer Operations of Things here about"
0315800101_000319,"The works of John Locke, Esq; In three volumes. The sixth edition. To which is added, the life of the author; and a collection of several of his pieces published by Mr. Desmaizeaux. ...",John Locke,152,0,2,0,6,4,15,0,0,0,0,3,1,4,4,0,5,0,27,0,0,4,1,13,1,3,6,3,0,0,0,3,0,0,1,0,1,0,0,0,4,0,4,6,0,0,4,0,0,3,0,0,13,5,0,2,0,0,1,1,2,1759,1,3,"London : printed for D. Browne, C. Hitch and L. Hawes, J. Shuckburgh, A. Millar, J. Beecroft, John Rivington, James Rivington and J. Fletcher, J. Ward, R. Baldwin, J. Richardson, S. Crowder, P. Davey and B. Law, T. Longman, E. Dilly, R. Withy, T. Payne, and M. Cooper. M.DCC.LIX. [1759].",London,646,male,1632,1704,TRUE,"1 suppose , your Lordship means the general idea of substance : and that which induces me to take the liberty to suppose so, is that I think your Lordship is here difcourfl ing of the idea of substance , and how we come by it. And if your Lordfiip"
0326202901_000068,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ... .",John Locke,139,0,2,1,4,0,0,3,0,0,6,0,1,2,2,0,0,0,33,1,0,0,1,0,0,0,6,9,1,0,1,2,1,3,3,1,1,0,1,0,0,0,0,1,3,3,4,2,6,9,6,0,5,0,0,2,2,7,0,0,4,1741,1,2,"London : printed for C. Hitch in Pater-Noster-Row; J. Pemberton in Fleetstreet; J. Beecroft in Lombard-Street; and S. Symon in Cornhill, MDCCXLI. [1741].",London,404,male,1632,1704,TRUE,"Thoughts of Men; yet, I Relations . think , they may all be reduced under these three Heads. i. Modes . 2 sub/lance. 3 Relations . §. 4 First, Modes I call such complex Ideas , Miode. which, however compounded, contain not in them the Supposition of subsisting by themselves,"
0025900700_000027,"A vindication of Mr. Locke, from the charge of giving encouragement to scepticism, and infidelity, and from several other mistakes and objections of the learned author of The procedure, extent and limits of human understanding. In six dialogues. Wherein is likewise Enquired, Whether Mr. Locke's True Opinion of the Soul's Immateriality was not mistaken by the late Learned Mons. Leibnitz. By Vin. Perronet, A. M. Vicar of Shoreham in Kent, and Chaplain to the Right Honourable Earl Stanhope.",Vincent Perronet,94,2,0,0,1,1,1,2,2,0,1,2,0,3,1,0,2,6,8,1,7,2,2,0,2,0,5,1,0,5,2,3,1,1,0,0,2,1,2,0,1,0,7,4,0,2,0,0,0,0,0,0,0,1,0,1,2,2,0,2,3,1736,1,1,"London : printed for James, John, and Paul Knapton, at the Crown in Ludgate-Street, MDCCXXXVI. [1736].",London,138,male,1693,1785,FALSE,"by this Gentleman would have availed' any Author, who had' not already raised himself above all Suspicion- -- Locke indeed' talked not thus. -- To his Honour be it said, he both thought and talked in a very different manner.1l He did most certainly entertain that gross Opinion, that Morality"
0343700202_000046,"An essay concerning human understanding; with thoughts on the conduct of the understanding. By John Locke, Esq. Collated with Desmaizeaux's edition. To which is prefixed, the life of the author. In three volumes. ...",John Locke,116,2,0,0,1,0,0,3,0,0,3,2,1,3,0,0,1,1,34,0,0,1,2,0,0,2,4,7,0,0,3,0,1,2,0,0,0,1,3,3,0,1,2,2,1,0,2,0,2,8,0,2,2,2,1,1,2,0,2,4,2,1798,2,3,"Edinburgh : printed for Mundell & Son; and J. Mundell, College, Glasgow, 1798.",Edinburgh,280,male,1632,1704,TRUE,"always to be the mark. Hence it is, that we may often observe , that when any one sees a new thing of a kind that he knows not, he presently alks what it is, meaning , by that inquiry, nothing but the name. As if the name carried with"
0323100301_000181,"An essay concerning human understanding. Written by John Locke, Gent. The nineteenth edition. To which are now first added, I. An analysis of Mr. Locke's doctrine of ideas, on a large Sheet. II. A defence of Mr. Locke's opinion concerning Personal Identity, with an Appendix. III. A Treatise on the Conduct of the Understanding. IV. Some Thoughts concerning Reading and Study for a Gentleman. V. Elements of Natural Philosophy. VI. A new method of a common-place-book. Extracted from the author's works. ...",John Locke,113,2,0,1,1,0,0,3,0,0,3,3,1,4,0,0,1,1,33,0,0,1,2,0,0,2,3,7,0,0,2,0,1,2,0,0,0,1,1,1,0,1,2,2,0,0,4,0,2,7,0,2,2,2,1,1,3,0,2,4,2,1793,1,2,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. J. and J. Robinson, T. Cadell, W. Richardson, W. Otridge, J. Sewell, F. and C. Rivington, W. Goldsmith, S. Hayes, Leigh and Sotheby, T. Payne, W. Lowndes, R. Faulder, B. and J. White, G. and T. Wilkie, Scatcherd and Whitaker, R. Ryan, and E. Jefferey, 1793.",London,543,male,1632,1704,TRUE,"is to abstract it, and then get a name to it; and so lay it up in its flore houle, the memory, as containing the essence of a fort' of things, of which that name is always to be the mark. Hence it it is, that we may often observe"
0104200101_000153,"The works of John Locke, in nine volumes.",John Locke,145,0,10,1,0,0,2,3,1,0,0,0,1,11,0,0,0,4,27,0,3,4,4,0,3,0,4,2,5,2,1,8,1,0,1,0,0,0,8,0,0,3,0,2,3,2,1,3,5,6,0,0,2,0,0,9,1,1,1,0,0,1794,1,9,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. and J. Robinson, [and 14 others in London], 1794.",London,590,male,1632,1704,TRUE,"action; i. e. a power of beginning or slopping several thoughts or motions . We have also the ideas of several qii: iities inherent in bodies , and have the clear diftinet ideas of them: which qualities are but the various modifications of the extension of cohering solid parts, and"
0358900101_000138,"The works of John Locke, in four volumes.",John Locke,160,0,3,1,1,0,1,8,0,0,2,0,0,3,2,0,1,0,29,0,0,0,1,0,0,1,4,0,2,1,4,1,1,4,2,4,2,0,15,3,0,15,1,0,1,0,5,0,8,10,0,1,13,2,0,2,1,3,1,0,1,1777,1,4,"London : printed for W. Strahan, J. F. and C. Rivington, L. Davis, W. Owen, S. Baker and G. Leigh, [and 18 others in London], 1777.",London,868,male,1632,1704,TRUE,"say there is no spirit, because we have no clear and distinct idea of the substance of a spirit. § 6 WHATEVER therefore be the secret, abftraet nature of substance in Of the forts general , all the ideas we have of particular distinct sorts of substances , are of"
1092700101_000026,"The philosophical works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes. Published by David Mallet, Esq; ...","Henry St John, 1st Viscount Bolingbroke",100,0,0,0,0,0,2,3,0,1,1,2,0,1,0,1,2,0,19,1,1,0,7,0,2,2,5,2,0,3,0,4,0,1,1,3,0,2,4,0,0,3,1,2,0,0,0,1,0,1,0,0,7,2,0,3,1,2,2,3,2,1754,1,5,"London : [s.n.], Printed in the Year MDCCLIV. [1754].",London,359,male,1678,1751,TRUE,"where it does. IT is, in truth , in those places, and wherever metaphysics and theology have been made sciences, that the arts of controversial legerdemain are practised with most licence, dexterity, and success. Ideas of corporeal substance are not so liable to vary, nor so exposed to perplexity and"
0323100202_000027,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,111,0,1,0,1,0,0,2,2,0,4,1,2,2,1,3,2,4,17,1,2,5,3,0,1,0,5,0,2,1,0,2,1,1,4,1,0,0,4,0,0,3,8,1,0,0,0,0,3,5,0,8,3,0,0,2,0,1,2,0,0,1768,2,2,"London : printed for H. Woodfall, A. Millar, J. Beecroft, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes, Clarke and Collins, B. White, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, A. and J. Shuckburgh, and T. Cadell, M.DCC.LXVIII. [1768].",London,384,male,1632,1704,TRUE,"to their general Denominations. §. 9 Nor indeed can we rank, and fort Not the real Things, and consequently (which is the end of .E Iece, ""uhich sorting) denominate them by their real E'ftnces, Le is; w not. because we know them not. Our Faculties carry us no farther towards"
0329300400_000045,An abridgment of Mr. Locke's Essay concerning human understanding.,John Locke,107,1,2,1,2,1,0,2,2,1,4,0,0,1,4,0,0,1,21,0,1,4,5,0,3,2,3,0,3,3,3,0,0,1,3,2,0,0,1,1,1,2,0,1,0,0,3,1,4,2,0,1,0,0,2,3,5,0,0,1,3,1767,1,1,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVII. [1767].",Edinburgh,271,male,1632,1704,TRUE,"being certain of the truth of this Proposition , as of any in lvlathenzaticks. §. 17 What has given the advantage to the ideas of' §tantity, and made them thought . more capable of Certainty and Demonfiration, is, Firjl, That they. can be represented by sensible marks, which have a"
1099000101_000134,"An essay concerning human understanding. Written by John Locke, Gent. The twentieth edition. To which are now added, I. An analysis of Mr. Locke's Doctrine of Ideas, on a large Sheet. II. A. Defence of Mr. Locke's Opinion concerning Personal Identity, with an Appendix. III. A Treatise on the Conduct of the Understanding. IV. Some Thoughts concerning Reading and Study for a Gentleman. V. Elements of Natural Philosophy. VI. A new method of a Common-Place-Book. Extracted from the author's works. ...",John Locke,106,0,6,0,4,0,3,4,1,1,1,0,0,0,3,0,0,2,20,2,1,1,3,0,2,0,1,0,6,0,1,1,1,4,1,0,2,3,6,0,0,2,0,1,1,0,1,1,1,4,0,0,7,0,1,3,1,3,0,0,0,1796,1,2,"London : printed for T Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. J. and J. Robinson , T. Cadell, W. Richardson, W. Otridge, J. Sewell, F. and C. Rivington, Ogilvy and Speare, S. Hayes, Leigh and Sotheby, T. Payne, W. Lowndes, R. Faulder, B. and J. White, Vernor and Hood, G. and T. Wilkie, Scatcherd and Whitaker, E. Jefferey, and Cadell and Davies, 1796.",London,543,male,1632,1704,TRUE,"radical texture of bodies , he would not make any great advantage by the change, if Iuch an acute sight would not fervc to conduct him to the market and exchange; if he could not see things he was to avoid, at a convenient diffance; nor ditfinguith things he had"
0315800101_000165,"The works of John Locke, Esq; In three volumes. The sixth edition. To which is added, the life of the author; and a collection of several of his pieces published by Mr. Desmaizeaux. ...",John Locke,138,2,3,1,4,0,0,7,0,0,0,16,0,2,4,1,1,0,24,0,0,4,0,0,2,1,7,3,0,0,5,0,0,1,0,6,1,1,0,1,0,6,14,1,0,0,0,0,1,1,1,2,5,6,0,1,1,2,0,0,0,1759,1,3,"London : printed for D. Browne, C. Hitch and L. Hawes, J. Shuckburgh, A. Millar, J. Beecroft, John Rivington, James Rivington and J. Fletcher, J. Ward, R. Baldwin, J. Richardson, S. Crowder, P. Davey and B. Law, T. Longman, E. Dilly, R. Withy, T. Payne, and M. Cooper. M.DCC.LIX. [1759].",London,646,male,1632,1704,TRUE,"signify by the name he uses for it; which name he would have to be a sign of the other man's idea (to which, in it's proper use, it is primarily annexed) and of his own, as agreeing to it: to which, if his own does not exacly correspond, it"
0323100301_000007,"An essay concerning human understanding. Written by John Locke, Gent. The nineteenth edition. To which are now first added, I. An analysis of Mr. Locke's doctrine of ideas, on a large Sheet. II. A defence of Mr. Locke's opinion concerning Personal Identity, with an Appendix. III. A Treatise on the Conduct of the Understanding. IV. Some Thoughts concerning Reading and Study for a Gentleman. V. Elements of Natural Philosophy. VI. A new method of a common-place-book. Extracted from the author's works. ...",John Locke,157,0,9,1,1,0,2,1,0,0,3,0,2,1,1,0,0,0,42,0,0,4,5,0,0,0,7,6,5,0,0,0,0,1,1,0,3,5,2,1,1,5,0,1,2,2,3,4,0,16,10,0,3,0,0,6,1,0,0,0,0,1793,1,2,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. J. and J. Robinson, T. Cadell, W. Richardson, W. Otridge, J. Sewell, F. and C. Rivington, W. Goldsmith, S. Hayes, Leigh and Sotheby, T. Payne, W. Lowndes, R. Faulder, B. and J. White, G. and T. Wilkie, Scatcherd and Whitaker, R. Ryan, and E. Jefferey, 1793.",London,543,male,1632,1704,TRUE,"later, because they need attention. 9 The soul begins to have ideas , when it begins to perceive . so. The soul thinks not always; for this wants proofs. I. It is not always conscious of it. 12 If a sleeping man thinks without knowing it, the sleeping and waking"
0035300102_000116,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,116,1,2,0,5,4,2,1,0,0,0,1,0,2,1,1,2,3,7,0,1,5,6,0,0,0,2,0,2,4,2,2,1,1,0,0,0,0,0,0,10,0,6,2,0,2,3,0,2,1,0,0,2,4,5,0,0,2,0,8,11,1715,2,2,"London : printed for J. Churchill, at the Black-Swan in Pater-Noster-Row; and Samuel Manship, at the Ship in Cornhill, 1715-16.",London,386,male,1632,1704,TRUE,"Potentia fe movendi, Iyationalitas, (ifibilitas, he might, no doubt, with greatcertainty, universally affirm one, more, or all of these together of the Word Homo, but did no more than say, that the Word Homo, in his Country, comprehended in its Signification, all these Ideas . Much like a Romance Knight,"
