PassageID,Title,Author,Total termFreq,termFreq(admir),termFreq(amplitud),termFreq(aris),termFreq(attent),termFreq(author),termFreq(aw),termFreq(boundless),termFreq(caus),termFreq(charact),termFreq(constitu),termFreq(danger),termFreq(dark),termFreq(degre),termFreq(deriv),termFreq(emot),termFreq(essai),termFreq(excit),termFreq(extend),termFreq(extent),termFreq(fear),termFreq(firmament),termFreq(forc),termFreq(gener),termFreq(geniu),termFreq(grand),termFreq(grandeur),termFreq(great),termFreq(height),termFreq(highest),termFreq(idea),termFreq(imagin),termFreq(impress),termFreq(length),termFreq(life),termFreq(light),termFreq(magnific),termFreq(manner),termFreq(mighti),termFreq(mind),termFreq(mountain),termFreq(natur),termFreq(necessari),termFreq(night),termFreq(object),termFreq(ocean),termFreq(part),termFreq(philosoph),termFreq(pleasur),termFreq(poet),termFreq(power),termFreq(produc),termFreq(sensat),termFreq(soul),termFreq(sourc),termFreq(space),termFreq(strength),termFreq(strong),termFreq(sublim),termFreq(terribl),termFreq(terror),termFreq(thunder),termFreq(varieti),termFreq(vast),termFreq(view),termFreq(water),termFreq(work),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0152701500_000044,"The sublime and beautiful. By Edmund Burke, Esq. With an introductory discourse concerning taste, and other additions.",Edmund Burke,86,0,0,1,0,2,0,0,4,0,0,1,15,2,1,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,9,3,2,0,0,6,0,1,0,2,0,7,0,1,1,0,2,0,0,0,0,3,1,0,1,0,1,0,3,7,2,0,0,0,0,0,0,0,1796,1,1,"Oxford : printed and sold at the Universities of Oxford, Cambridge, Edinburgh, Glasgow, St. Andrews, Aberdeen, and Dublin, 1796.",Oxford,205,male,1729,1797,TRUE,"ligh is painful to the sense, that the greatest excess of darkness is no ways troublesome. He observes indeed in another place, that a nurse or an old woman having once afrociated the ideas of ghosts and goblins with that of darkness , night ever after becomes painful and horrible"
1439300101_000027,"Elements of moral science. By James Beattie, LL.D. professor of moral philosophy and logic in Marischal College, Aberdeen. First[-second] volume.","Folwell, Richard",62,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,1,1,0,0,0,0,7,2,2,1,0,2,2,4,0,1,1,1,1,1,1,1,0,0,1,9,0,0,2,2,0,0,0,2,0,1792,1,2,"Philadelphia : From the press of Mathew Carey, no. 118, Market-Street, Jan. 28, M,DCC,XCII. [1792-1794].",Philadelphia,227,male,1735,1803,FALSE,"as tihofe of tobacco and strong liquors. This depends on causes in which the mind has little concern. It may be, that, by the constant use of such things, the.. fiomach, or the palate, and: of course the animal spirits, are reduced to fach a ifate as to be uneasy"
0417500101_000019,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,54,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,2,2,0,0,5,2,0,1,1,1,1,0,1,2,2,2,0,0,0,0,0,0,7,0,3,3,0,0,1,3,0,1,1796,1,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,429,male,1718,1800,TRUE,"sublime ideas is presented to us, in that passage of  -- the xviiith Psalm, where an appearance of the Almighty is described? "" In my diffrefs I called upon the Lord; he heard my voice out of his "" temple, and my cry came before him. Then ""the earth"
0658602401_000047,A philosophical essay on man. Being an attempt to investigate the principles and laws of the reciprocal influence of the soul on the body. ...,Jean-Paul Marat,71,1,0,0,2,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,2,0,5,0,0,0,0,1,0,0,1,1,2,0,1,0,0,2,0,1,0,0,0,0,5,0,1,0,6,0,5,3,11,10,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1773,1,2,"London : printed for J. Ridley, in St. James's Street; and T. Payne, at the Mews Gate, MDCCLXXIII. [1773].",London,279,male,1743,1793,TRUE,"had given place to revenge; his firmness relented; all sentiments of hatred became extinguished, and the cruel pleasure of revenge was succeeded by the love of his family, his friends, his country, and his Gods. A thousand other examples of this kind, equally convincing, might be adduced; the man who"
0025601100_000159,"De l'esprit: or, essays on the mind, and its several faculties. Written by Helvetius.Translated from the edition printed under the author's inspection.",Claude Adrien Helvétius,54,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,5,1,6,1,0,2,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,1,0,1,2,0,0,0,1,7,1,4,0,1,0,0,0,0,0,0,1759,1,1,"London : printed for the translator; and sold by Mr. Dodsley and Co. in Pall-Mall; Mess. Millar, Nourse, and Tonson, in the Strand; Mess. Hitch and Hawes, in Pater-Noster Row; Mr. Fletcher, at Oxford; Mr. Merril, Cambridge; and J. Coote, in Pater-Noster-Row, MDCCLIX. [1759].",London,348,male,1715,1771,TRUE,"be, of such extensive and durable use, as the difcoyeries of a philosopher , which are equally suited to all times and places. In relation to ideas , the only difference between the great and the firong is, that the one is more generally , and the other more warmly"
1031100300_000059,"Solitude considered, with respect to its influence upon the mind and the heart. Written originally in German by M. Zimmermann, aulic counsellor and physician to his Britannic Majesty at Hanover. Translated from the French, of J.B. Mercier.",Johann Georg Ritter von Zimmermann,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,7,0,0,2,0,1,2,0,4,4,4,1,1,3,0,1,0,4,3,3,0,2,1,0,0,1,0,3,0,1,0,1,0,4,0,0,0,1795,1,1,"London : printed for C. Dilly, in the Poultry, 1795.",London,442,male,1728,1795,FALSE,""" on the mountain ; the oaks of a brighter verdure which f"" ucceed them; zthe vines, frill livelier in their teints, in the · middle of which I was seated; and a considerable portion of · thelake, which by that means appeared more extensive, was in the shade; while"
0301400600_000033,"A tour through Sicily and Malta by P. Brydone, F.R.S.","Brydone, Patrick",50,0,0,0,1,1,1,3,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,0,1,2,0,0,1,2,1,0,1,0,10,1,0,0,2,1,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,1792,1,1,"London : printed by J. Johnson St. Pauls Church Yard, 1792.",London,358,male,1743,1818,FALSE,"ever fall hort; for no imagination has dared to form an idea of so glorious and so magnificent a scene. Neither is there on the surface of this globe, any one point that unites fa many awful and sublime objeds the immense elevation from the surface of the earth, drawvn"
0325100102_000015,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone. ...",Hester Chapone,58,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0,4,1,0,1,0,5,0,6,0,1,1,0,2,2,2,1,2,2,1,0,0,0,0,0,1,0,0,0,4,0,1,0,4,1,1778,2,2,"London : printed for J. Walter, at Homer's Head, Charing Cross; and E. and C. Dilly, in the Poultry, MDCCLXXVIII. [1778].",London,231,female,1727,1801,TRUE,"by judgement. This, and many other instances that might be produced , will show you how much of the beauty of the poet's art must be los to you, without some notion of these allegorical personages. Boys, in their fchool learning, have this kind of knowledge impressed on their minds"
0266000602_000080,"Discourses concerning the being and natural perfections of God, in which that first principle of religion, the existence of the deity, is prov'd, From the Frame of the Material World, from the Animal and Rational Life, and from Human Intelligence and Morality. And The Divine Attributes of Spirituality, Unity, Eternity, Immensity, Omnipotence, Omniscience, and Infinite Wisdom, are explain'd. ... . By John Abernethy, M.A.",John Abernethy,58,1,0,0,2,0,0,0,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,0,1,0,0,0,0,0,0,7,1,9,0,0,2,1,3,0,3,0,1,1,2,1,0,0,0,0,0,0,0,0,2,1,2,0,5,0,1746,2,2,"[London] : Dublin, printed: London, re-printed for H. Whitridge, at the Royal Exchange, M.DCC.XLVI. [1746].",London,421,male,1680,1740,FALSE,"or perfetions belong, which qualities in the degree wherein ve discern them are highly esteemed by us; and the matter of our enjoyment; These beings are also the objects of affections which are natural to the human mind : Especially the: most excellent of all beings, who is absolutely perfec"
0566001100_000010,"Three essays: on picturesque beauty; on picturesque travel; and on sketching landscape: to which is added a poem, on landscape painting. By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre in New Forest, Near Lymington.",William Gilpin,72,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,1,3,4,0,0,4,0,0,0,0,1,0,1,0,1,3,8,0,0,12,1,1,0,3,0,0,3,0,0,1,0,0,0,6,0,0,0,3,1,1,0,3,0,1792,1,1,"London : printed for R. Blamire, in the Strand, M.DCC.XCII. [1792].",London,154,male,1724,1804,TRUE,"think however I understand your idea of extending the term to what may be called tajfe in painting or the art of fascinating the eye by splendid colouring, and artificial combinations; which the inferior schools valued; and the dignity of the higher perhaps despised. But I have seen so little"
0065004700_000041,"Further thoughts on the present state of public opinion; being a continuation of A timely appeal to the common sense of the people of Great Britain in general, and of the inhabitants of Buckinghamshire in particular, on the present situation of affairs. By J. Penn, Esq.",John Penn,59,2,0,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,0,1,0,0,2,1,0,0,2,0,1,6,0,0,0,0,0,0,1,0,2,0,4,1,0,1,0,1,1,7,1,1,4,1,0,0,0,1,0,8,0,1,0,0,0,0,0,1,1,1800,1,1,"London : printed for J. Hatchard, Bookseller to her Majesty, No. 173, Piccadilly; by W. Bulmer and Co. Cleveland-Row, St. James's, 1800.",London,202,male,1760,1834,FALSE,"always exist, it is revolting against the decrees of Providence to maintain, tl: at they must be unfit; which would be the consequence of this doctrine. We are apt to say that things go wrong, and that they ought to be rectified; but this is speaking metaphorically. The fact is"
1399301100_000227,The Boston magazine.,,48,2,0,0,0,3,3,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,1,2,0,3,2,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,4,0,1,2,1,1,1,0,0,2,1783,1,1,"[Boston, Mass. : Norman & White], 1783-1786.",Boston,457,unknown,,,FALSE,"fhewi the importance of those requisites which have ju~it been mentioned. It is chiefly amo~ngit the moss ancient authors that we are to look for the most firiking instances of the Aub lime. The early ages of the world, and the rude uncultivated slate of society, · appear to have"
1046700100_000020,A philosophical enquiry into the origin of our ideas of the sublime and beautiful. With an introductory discourse concerning taste; and several other additions.,Edmund Burke,75,0,0,0,0,0,1,0,2,1,0,1,2,3,0,1,0,0,1,0,2,0,2,2,0,2,0,5,0,2,10,1,0,0,0,0,1,0,0,2,0,4,1,1,0,0,2,0,5,0,7,2,0,0,0,0,0,0,3,3,3,0,0,1,2,0,0,0,1793,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.XCIII. [1793].",London,359,male,1729,1797,TRUE,"a tower; his form had yet not los All her original brightness, nor appeared Lffs Less than archangel ruined, and th' excess Of glory obscure: as when thefun new rise Looks through the horizontal mifly air Shorn as his beams; orfrom behind the moon In dim eclipse dfiajrous twilight Jheds"
0257000400_000014,"Essays on the nature and principles of taste. By the Revd. Archibald Alison, LL. B. F. R. S. Edin.",Archibald Alison,99,1,0,0,0,0,2,0,0,4,0,0,0,0,0,24,0,4,0,1,0,0,0,9,0,0,0,0,0,0,18,0,2,1,0,0,0,2,0,2,0,4,0,0,4,1,0,0,2,0,1,4,0,0,0,0,0,0,9,0,2,0,1,0,1,0,0,0,1790,1,1,"Dublin : printed for Messrs. P. Byrne, J. Moore, Grueber and M'allister, W. Jones, and R. White, M.DCC.XC. [1790].",Dublin,394,male,1757,1839,FALSE,"by some of the external objects which happen to surround us. I he indifference with which such trains are either pursued or deserted, is a sufficient evidence, that the ideas of which they are composed, are in general of a kind unfitted to produce any emotion either of pleasure or"
1751500100_000025,"Essays moral, divine, and political. Viz. Of natural reason. Of divine revelation. ... Design'd to illustrate the true dignity and amiableness of reveal'd religion; ...",,49,2,0,0,0,2,1,1,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,2,0,2,0,0,0,1,2,0,3,1,1,1,0,4,1,0,0,1,0,0,5,0,0,0,0,2,0,0,1,0,2,0,1,1,1,1708,1,1,"London : printed for A. and J. Churchill, 1708.",London,227,unknown,,,FALSE,"rot only the Honour to be ranked among Human Creatures, but the most foiemn Invitations and Encouragement, together with the most Efficacious Means, for cultivating and improving both the highest and most intimate Alliance with Heaven it itself, can arrive at this more than Devilish Height of Infatuation, viz. To"
0097800600_000022,Twenty essays on literary and philosophical subjects.,,66,3,0,4,0,0,1,0,3,1,0,0,0,4,0,2,0,4,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,7,0,0,0,2,2,0,7,2,1,0,5,3,3,0,0,2,1,0,1,0,0,0,1,0,0,0,1791,1,1,"[Dublin] : Printed by Richard White, Dublin, 1791.",Dublin,318,unknown,,,FALSE,"That sacred hour, when sealing from the noise Of care and envy, sweet remembrance soothes, With virtue's kinder looks, his aching breast, And turns his tears to rapture. Ask the crowd, Which flies impatient from the village walk E 3 TO To climb the neighbouring cliffs, when far below Tile"
0702600101_000016,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,78,0,0,3,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,2,5,6,1,1,5,2,2,0,0,0,0,2,0,6,0,5,0,1,3,0,2,0,0,0,3,3,0,0,0,1,1,0,12,0,0,0,0,0,3,0,0,0,1787,1,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1787.",London,464,male,1718,1800,TRUE,"an idea clear, and another to make it affecting to the imagination ; and the imagination may be strongly affeeted, and, in fat, often is so, by objeets of which we have no clear conception. Thus we see, that almost all the descriptions given us of the appearances of supernatural"
0379000200_000018,A philosophical enquiry into the origin of our ideas of the sublime and beautiful.,Edmund Burke,78,3,0,0,0,0,0,0,2,0,0,3,3,2,0,1,0,0,0,1,7,0,1,2,0,0,0,6,0,0,7,1,0,0,0,1,0,2,0,5,0,0,1,2,1,3,2,0,0,0,2,1,0,0,0,0,0,2,3,6,7,1,0,0,0,0,0,0,1776,1,1,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXVI. [1776].",London,367,male,1729,1797,TRUE,"degree ; the inferior effects are admiration , reverence, and refpet. S E C T. II TE RROR. N O pafmiori so effctually robs the mind of all its powers of acting and reaonlilg as fear , * For fear being an apprehension of pain or death, it operates in"
0117700100_000104,"The character of the Rev. James Hervey, M. A. Late Rector of Weston Favel, in Northamptonshire, considered, as a man of genius and a preacher -As a Philosopher and Christian United-As a Regenerate Man-As a Man endowed with the Dignity and Prerogatives of a Christian-As a Man of Beautiful Virtue and Holiness. By John Ryland, M.A.",John Collett Ryland,83,2,0,1,2,0,0,1,12,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,7,0,0,3,7,0,0,0,0,0,0,0,1,0,4,1,1,6,2,0,0,7,0,2,0,0,5,0,2,0,0,0,0,1,0,2,2,2,1,1,1,1790,1,1,"London : printed by W. Justins, Blackfriars, for R. Thompson, No. 326, Oxford Street. And sold by H.D. Symonds, Paternoster-Row, and Murgatroyd, Chiswell-Street, M,DCC,XC. [1790].",London,448,male,1723,1792,FALSE,"the original efficient .cave of all the innocent pleasures of the imagination is GOD himfelr. The necessary cause of our being pleased with what is new, beautiful, and great , is unknown. But the final causes are more known and more use sus for us to know. The final cause"
1128700101_000016,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One of the Ministers of the High Church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,77,2,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,2,4,5,1,1,4,0,1,0,0,0,0,3,0,8,0,7,0,1,1,0,2,0,1,0,3,3,0,0,1,1,1,0,11,0,0,0,0,0,4,0,0,0,1783,1,3,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, Walker, Exshaw, White, Beatty, Burton, Byrne, Parker, and Cash, M,DCC,LXXXIII. [1783].",Dublin,435,male,1718,1800,TRUE,"convey, of superior power and might, joined with an awful obscurity. We may see this fully exemplified in the following noble passage of the book of Job. "" In thoughts from the visions of the night , ""when deep sleep falleth upon men, fear "" came upon me, and trembling,"
0640700102_000029,A philosophical essay on man. Being an attempt to investigate the principles and laws of the reciprocal influence of the soul on the body. ...,Jean-Paul Marat,72,2,0,3,0,1,0,0,3,2,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,3,0,0,6,2,0,0,1,0,0,0,0,11,0,3,2,0,1,0,1,1,3,0,1,4,6,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1775,2,2,"London : printed for H. Setchel, Bookseller, King-Street, Covent-Garden, M,DCC,LXXV. [1775].",London,276,male,1743,1793,TRUE,"at all, but are ever chained down to imitation, never never doing anything but what they have seen done before, nor saying anything but what they have heard said, as if endowed with inflind only, and entirely destitute of judgement! In distinguishing the operations of the mind relatively to their"
0405901203_000017,"The romance of the forest: interspersed with some pieces of poetry. In three volumes. ... . The second edition. By Ann Radcliffe, Author of ``a Sicilian-Romance,'' &c.",Ann Radcliffe,43,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,2,4,2,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,2,0,1,5,1,1,0,1792,3,3,"London : printed for T. Hookham and J. Carpenter, New and Old Bond Street, M.DCC.XCII. [1792].",London,349,female,1764,1823,TRUE,"cataracts rolling fi-om the heights into some deep and narrow valley, along which their united waters roared and .foamed, and burst a.'ay to regions in acceffib'e to mortal foot: and now the scene arose less fiercely wild; "" The pomp of groves and garniture of fields"" were intermingled with the"
0417800401_000075,"Sermons, by Hugh Blair, D. D. One of the Ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh.",Hugh Blair,55,0,0,0,0,0,4,0,0,0,0,3,1,0,1,1,0,0,0,0,7,1,0,0,0,0,1,2,0,0,0,0,1,0,4,2,0,0,0,2,2,6,1,0,1,1,1,0,0,0,0,1,1,1,2,0,0,0,1,0,1,0,0,0,4,1,1,0,1777,1,1,"Edinburgh : printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London, M,DCC,LXXVII. [1777].",Edinburgh,480,male,1718,1800,TRUE,"R M. fort in our secret distress, it likewise fills XIV with awe , the heart that is conscious of guilt. For, if he knows our frame, and remembers we are dist; our inliquities, also, are ever before him; our secret Jins, in the light of his countenance. Throughout all"
0937200401_000026,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,55,0,0,3,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,3,0,3,2,0,7,0,3,0,4,0,0,3,3,0,0,0,0,0,3,0,0,0,2,0,2,1,1,0,1793,1,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,468,male,1718,1800,TRUE,"lost in the Sublime . A young tree is a beautiful object ; a spreading ancient oak, is a venerable and a grand one. The calmness of a fine morning is Beautiful; the universal stillness of the evening is highly Sublime . But to return to the Beauty of motion,"
0524100700_000018,"Dionysius Longinus on the sublime: translated from the Greek, with notes and observations, and some account of the life, writings, and character of the author. By William Smith, A. M. Rector of Trinity in Chester.",Pseudo-Longinus,41,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,2,1,0,1,0,1,4,0,1,1,1,0,2,0,0,1,3,1,2,0,0,0,0,0,0,1752,1,1,"London : printed for B. Dod at the Bible and Key in Ave-Mary Lane near Stationers-Hall, MDCCLII. [1752].",London,232,male,,,FALSE,"round A cry of hell hounds never ceasing barked With wide Cerberean mouths full loud, and rung A hideous peal: Yet when they list, would creep, If ought difitrb'd their noise, into her womb, And kennel there; yet there fill barked, and howled Within, unseen Of Death he says, --"
0199400701_000026,"Philosophical and critical observations on the nature, characters and various species of composition. By John Ogilvie, D.D. In two volumes. ...","Ogilvie, John",73,1,0,1,1,4,0,0,1,1,0,1,0,3,0,0,0,1,0,2,0,0,0,0,1,0,1,3,0,1,1,10,0,0,0,1,0,0,0,6,0,2,1,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,5,0,0,0,4,0,7,0,6,1,1774,1,2,"London : printed for G. Robinson, 1774.",London,454,male,1732,1813,FALSE,"da coloro, che si ritrorano in mare. A gli uni e facile gittar la fune in terra, & condur la nave a ficuro liogo, & a gli altri e fummamente difficile."" Letters di I.. Gcnzag, p. 215 sometimes Sometimes use the sublime images of poetry, as we shall show afterwards,"
0550900201_000031,"The works of the Right Honourable Edmund Burke, collected in three volumes. ...",Edmund Burke,78,0,0,1,0,0,0,0,4,2,0,7,0,1,0,4,0,1,0,0,0,0,0,3,0,0,0,2,0,1,7,3,2,0,3,0,0,2,0,6,0,1,0,0,2,0,1,0,10,0,3,2,0,0,1,0,0,2,1,3,2,0,1,0,0,0,0,0,1792,1,3,"Dublin : printed [by William Porter] for Messrs. R. Cross, W. Wilson, P. Wogan, L. White, P. Byrne [and 7 others in Dublin], 1792-93.",Dublin,576,male,1729,1797,TRUE,"I to the glorious dead, for ever dear, Indulge the tribute of a grateful tear. HOM. Od. IV On On the other hand, when we recover our health, when we escape an imminent danger , is it with joy that we are affected? The sense on there occasions is far"
0937200401_000028,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,62,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5,0,0,1,1,0,0,4,2,1,0,0,0,0,1,0,3,0,7,1,0,3,0,1,0,6,2,5,0,1,0,0,0,0,1,2,1,0,0,1,0,1,0,2,4,1793,1,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,468,male,1718,1800,TRUE,"by recalling the original ideas of Beauty or Gran; - .I .z deur L E C T. deur which such objecs themselves exhibited;, K i but even objecs which have neither Beauty nor Grandeur , nay, some which are terrible or deformed, please us in a secondary or represented view"
0658602401_000048,A philosophical essay on man. Being an attempt to investigate the principles and laws of the reciprocal influence of the soul on the body. ...,Jean-Paul Marat,73,1,0,1,0,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,2,0,8,0,0,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,7,1,0,3,0,0,0,6,0,3,5,10,5,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1773,1,2,"London : printed for J. Ridley, in St. James's Street; and T. Payne, at the Mews Gate, MDCCLXXIII. [1773].",London,279,male,1743,1793,TRUE,"country, illumined by the letting fun, and gilded with his departing rays in the evening of a serene day, imparts joy to the soul ; the coolness of the air, the delightful melody of birds, the murmurs of tome gentle fiream, the odours of flowers and easy motion of the"
1353800100_000283,"Elegant extracts: Or Useful and entertaining passages in prose selected for the improvement of scholars at classical & other schools in the art of speaking, in reading, thinking, composing; and in the conduct of life.",,78,0,0,0,4,0,6,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,14,4,1,0,0,2,0,0,2,8,0,3,1,2,0,0,1,0,0,1,5,1,1,3,0,0,0,0,1,0,3,0,1,1,0,0,1,1,1785,1,1,"London : Printed for Charles Dilly, [1785?].",London,953,unknown,,,FALSE,"are all fabulous, and that the savages of every quarter of the globe look up to a u per natural power . From the universality of three idea , men who did not ful'ficien tly examine its origin fulpe~ted, and actually taught, thiat we: had an innate idea of God."
0224800501_000038,"An essay on taste. By Alexander Gerard, M. A. Professor of Moral Philosophy and Logic, in the Marischal College of Aberdeen. With three dissertations on the same subject. By Mr. de Voltaire. Mr. D'Alembert, F.R.S. Mr. de Montesquieu.",Alexander Gerard,72,1,0,2,0,1,0,0,1,3,0,0,0,3,4,2,0,3,0,0,0,0,0,5,1,0,0,5,0,0,9,5,0,0,2,0,2,0,0,1,0,4,0,0,1,0,3,1,3,0,2,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1759,1,1,"London : printed for A. Millar in the Strand, A. Kincaid and J. Bell, in Edinburgh, MDCCLIX. [1759].",London,313,male,1728,1795,TRUE,"of tate are not like the gratifications of external sense, followed by un 0 easiness easiness or satiety; nor reflected upon with diffatisfacion. They are confessedly of an higher order. A relish for them adds dignity to a character , and commands no inconsiderable degree of approbation. A man, who"
1046700100_000042,A philosophical enquiry into the origin of our ideas of the sublime and beautiful. With an introductory discourse concerning taste; and several other additions.,Edmund Burke,92,0,0,0,0,0,1,0,6,0,0,5,0,4,2,3,0,0,0,0,0,0,1,1,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,1,0,5,3,0,4,0,11,0,3,0,3,8,0,1,2,0,0,0,7,0,13,0,0,0,1,0,1,0,1793,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.XCIII. [1793].",London,359,male,1729,1797,TRUE,"to that which it receives from, these passions. SECT. V HOW THE SUBLIME IS PRODUCED . shaving considered terror as producing an unnatural tension and certain violent emotions of the nerves; it easily follows, from what we have just said, that whatever is fitted to produce such a enfion mutl"
0773700102_000082,"Discourses concerning the perfections of God; in which his holiness, goodness, and other moral attributes, are explained and proved; ... Volume II. By the late reverend John Abernethy, M.A.",John Abernethy,57,1,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,0,1,0,0,0,0,0,0,7,1,8,0,0,3,1,3,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,2,1,2,0,5,0,1742,2,2,"Dublin : printed by A. Reilly, for J. Smith, 1742.",Dublin,461,male,1680,1740,FALSE,"also the SEM. objets of affetions which are natural to the X human mind ; especially the most excellent of all beings, who is absolutely perfect in knowledge, wisdom, rectitude, and goodness, justly challenges our highest esteem and most affecionate regards; nay, they will naturally and ultimately, of their own"
0096800203_000017,Miscellaneous and fugitive pieces. ...,Samuel Johnson,80,0,0,0,0,5,1,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,3,2,0,0,1,2,1,0,5,0,2,0,1,0,0,3,0,0,2,2,0,0,2,2,0,0,1,19,3,4,1,1,1,0,0,1,0,1774,3,3,"London : printed for T. Davies, in Russel-Street, Covent-Garden, Bookseller to the Royal Academy, [1773]-1774.",London,328,male,1709,1784,TRUE,"voila sin veritable chairatere:  That's the Sublime ; that's the TRUE charaaer of it.' In fat, Longinus's Account of the Sublime is, we apprehend, very just: it is not built on any single Passion; though they all may serve to inflame that pathetic Enthufiafin, which, in conjuntion with an"
1349100304_000004,"Essays, philosophical, historical, and literary. In four volumes. Vol. III.",William Belsham,51,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,5,0,0,0,0,1,3,2,1,1,3,1,0,3,1,2,0,1,0,0,0,0,1,0,4,0,0,1,0,0,0,1,2,3,2,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1791,4,4,"Dublin : Printed by J. Moore, No. 43, College-Green, M,DCC,XCI. [1791].",Dublin,286,male,1752,1827,FALSE,"of this nature , it muss be owing to a radical. defect of art or genius in the Poet .. For a virtuous: man, as Seneca observes,, nobly struggling with misfortune, is.a spectacle which even the Gods may regard with pleasure . Also, if a man of profligate or abandoned"
