PassageID,Title,Author,Total termFreq,termFreq(adversari),termFreq(answer),termFreq(ball),termFreq(begin),termFreq(cafe),termFreq(card),termFreq(chanc),termFreq(club),termFreq(consequ),termFreq(count),termFreq(deal),termFreq(diamond),termFreq(dice),termFreq(equal),termFreq(follow),termFreq(forc),termFreq(gain),termFreq(game),termFreq(hand),termFreq(happen),termFreq(heart),termFreq(hold),termFreq(honour),termFreq(king),termFreq(knave),termFreq(lai),termFreq(lead),termFreq(leav),termFreq(left),termFreq(lose),termFreq(method),termFreq(number),termFreq(odd),termFreq(order),termFreq(parti),termFreq(partner),termFreq(perform),termFreq(person),termFreq(plai),termFreq(player),termFreq(probabl),termFreq(queen),termFreq(reason),termFreq(remain),termFreq(round),termFreq(run),termFreq(small),termFreq(spade),termFreq(stage),termFreq(suit),termFreq(suppos),termFreq(throw),termFreq(trick),termFreq(trump),termFreq(turn),termFreq(win),termFreq(won),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0097700200_000003,"A short treatise on the game of whist. Containing the laws of the game: and also, some rules, ... By a gentleman.",Edmond Hoyle,178,5,0,0,3,7,10,1,0,2,0,6,0,0,2,0,1,3,9,3,0,0,0,2,7,5,0,6,0,0,1,0,1,6,2,0,9,0,1,13,4,2,7,0,0,1,0,5,0,0,17,0,0,9,22,0,6,0,1742,1,1,"London : printed for W. Webb, 1742.",London,42,male,1672,1769,FALSE,"Perfbn ought to demand what is thetrump Card after he has played , because it puts it in the Power of his Partner , (if he thinks fit) to name the wrong Card . il. If any Person revokes, and before the Cards are t.; ned, discovers ir, the advcr!e"
0859200100_000010,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the odds on any Point of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in Critical Parts of the Game. References to cases, viz. at the End of the Rule you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 Certain Cards. With variety of cases added in the appendix. By Edmund Hoyle, gent.",Edmond Hoyle,179,6,0,0,1,5,9,1,0,3,0,1,0,0,1,1,1,0,8,8,0,0,1,2,11,6,0,5,0,0,0,4,0,4,1,0,11,0,0,18,3,0,8,0,1,0,0,3,0,0,24,7,0,3,14,0,5,3,1745,1,1,"Dublin : printed for G. and A. Ewing at the Angel and Bible in Dame street, 1745.",Dublin,70,male,1672,1769,FALSE,"upon such thirteenth or other good Card . C H A P. X S ine dirn&tions for puttiing up at firccoi ]Han., Kiing, tfeen, Klnave or Tin cj any' Suit , ci. . SUPPOSE you have the King and one hfrall card of any Suit , and that your r"
1222300300_000016,"The polite gamester: containing, short treatises on the games of whist, with an artificial memory, quadrille, back-gammon, piquet and chess. Together with an essay towards making the doctrine of chances easy to those who understand Vulgar Arithmetic only. To which are added, some useful tables on Annuities for Lives, &c. &c. &c. By Edmund Hoyle, gent.",Edmond Hoyle,182,9,1,0,0,4,16,0,0,2,0,1,0,0,1,3,2,4,6,10,0,0,2,1,7,7,0,5,0,1,0,1,2,1,0,1,8,0,1,22,2,0,10,0,2,1,1,0,0,0,22,3,1,4,15,2,1,0,1772,1,1,"Dublin : printed by T. Ewing In Capel-Street, M.DCC.LXXII. [1772].",Dublin,218,male,1672,1769,FALSE,"so play to a Disadvantage. 20 Why do you play from a queen fuit preferable to a knave fuit? Answered Cafe 19 21 When you have the 4 befi Cards of any Suit , why do you throwaway the best? Anf. To let your Partner into the state of your"
0859100900_000019,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the Odds on any Points of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in critical Parts of the Game. References to cases, viz. at the End of the Rule, you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 certain Cards. With variety of cases added in the appendix. By Edmond Hoyle, gent.",Edmond Hoyle,124,0,2,0,1,1,20,1,8,0,0,2,3,0,0,1,0,0,4,0,0,3,6,1,9,5,0,1,2,0,0,0,1,3,5,3,4,0,2,6,2,1,5,0,0,0,0,0,4,0,2,1,0,2,8,2,3,0,1755,1,1,"London : printed for T. Osborne, at Gray's-Inn; and sold by W. Reeve, in Fleet-Street, 1755.",London,224,male,1672,1769,FALSE,"revoked before thetrick is turisl. Query, What is the Penalty? B .iy take up his Caidt again, and so may D, and eithzr / or B have it in their Option to oblige C to play the highest or lowell Card of the Suit led. 21 It any Person calls"
1324600700_000005,"A brief and necessary supplement to all former treatises on quadrille, Consisting of hints, questions, explanations, references, suppositions, &c. for the benefit of the unlearned. By no adept.",No adept,99,0,0,0,0,3,3,5,2,0,0,0,2,0,2,0,1,1,2,3,1,3,1,0,7,2,0,3,2,1,0,1,1,4,0,0,2,0,0,9,6,3,2,0,0,0,1,1,2,0,2,2,0,2,9,0,7,1,1764,1,1,"London : Printed for T. Becket and De Hondt, at Tully's Head in the Strand, 1764.",London,35,unknown,,,FALSE,"m~atadore, if there are two or three againf1 you, wyhich you may write in the Margin of this Book from his. EVERY Time a bad Player sits down with three good ones, to playv for an Evening, how many Ftifh may the r easonably be supposed to loile? E Jr"
0506400200_000018,"Hoyle's games improved. Being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, chess, back-gammon, billiards, cricket, tennis, quinze, hazard and lansquenet. In which are also contained, the method of betting at those games upon equal, or advantageous Terms. Including the laws of the several games, as settled and agreed to at White's and Stapleton's Chocolate-Houses. Revised and corrected by Charles Jones, Esq;",Edmond Hoyle,196,10,1,0,0,5,15,0,0,2,0,0,0,0,1,3,2,4,5,14,0,0,2,1,9,7,0,4,0,2,2,1,3,1,0,0,6,0,0,21,2,0,14,0,2,1,1,0,0,0,26,3,2,4,17,2,1,0,1775,1,1,"London : printed for J. Rivington and J. Wilki St. Paul's Church-Yard; S. Crowder and R. Baldwin, Pater-Noster-Row; T. Caslon and B. Law, Stationers-Court; T. Lowndes, Fleet-Street; F. Newbery, Ludgate-Street; W. Donville, Royal-Exchange; T. Becket, in the Strand; T. Davies, Covent-Garden; W. Davis, Piccadilly; and J. Ridley, St. James's-Street, [1775].",London,239,male,1672,1769,FALSE,"firong in all Suits , there is no Necefiity of declaring your strongest Suit . 18 The Ace turned up on your right hand , and that you have the Ten and Nine only of Trumps , why do you play the Ten? Chap. X Cafe I. i9. Why do"
1089500400_000033,"The polite gamester: containing, short treatises on the games of whist, with an artificial memory, quadrille, back-gammon, piquet and chess. Together with an essay towards making the doctrine of chances easy to those who understand Vulgar Arithmetic only. To which are added, some useful tables on annuities for lives, &c. &c. By Edmund Hoyle, Gent.",Edmond Hoyle,188,5,4,0,0,7,28,11,7,2,0,0,3,0,2,2,0,0,2,5,2,3,1,0,23,6,0,0,4,0,2,1,3,1,3,0,0,0,0,6,0,5,10,1,0,0,0,2,4,0,16,3,6,1,0,0,7,0,1776,1,1,"Dublin : printed by James Hoey, at the Mercury in Parliament-Street. (no. 19.), M,DCC,LXXVI. [1776].",Dublin,218,male,1672,1769,FALSE,"out the fourth Suit . XV The younger i land is generally to carry Guards to his qu!ccn suits , in order to make Points, and to save the Cards . XVI When the younger Hand ofcrves that the elder i and, by calling his Point, has five Cards which"
0674200200_000019,"Hoyle's games improved being practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Hazard Lansquenet Billiards Faro Rouge & Noir Cribbage Matrimony Cassino Goff or Golf and Connexions In which are contained the method of betting at those games upon equal or advantageous Terms. Revised and corrected by Charles Jones, Esq.",Edmond Hoyle,178,9,2,0,0,2,23,3,0,2,0,1,1,0,0,3,2,2,4,10,1,0,0,1,3,2,0,8,0,7,0,1,1,0,3,1,6,0,0,9,1,0,4,0,1,0,1,4,0,0,36,1,1,4,15,1,2,0,1796,1,1,"London : printed for R. Baldwi B. Law, C. Dilly, T. Payne, W. Lowndes, James Scatcherd, E. Newbery, S. Bladon, G. and T. Wilkie, W. Miller and W. Stewart, [1796].",London,312,male,1672,1769,FALSE,"in this: When a Card is led, and you have the best and third best Card of that Suit , you judge it best to put your third best Card upon that Lead ; and run the Risque of your Adversary's having the second best of it; that if he"
0520300500_000002,"Hoyle's games improved. Being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, chess, back-gammon, draughts, cricket, Tennis, Quinze, Hazard, Lansquenet, and Billiards. In which are also contained, the method of betting at those games upon equal, or advantageous Terms. Including the laws of the several games, as settled and agreed to at White's and Stapleton's Chocolate-Houses, the Star and Garter, &c. Revised and corrected by Charles Jones Esq.",Edmond Hoyle,131,4,0,1,1,0,9,1,0,0,2,3,0,1,1,1,0,0,24,8,1,0,0,3,1,1,0,5,2,1,2,1,0,6,1,2,8,0,5,11,1,0,2,0,0,0,0,0,0,0,4,0,0,5,4,2,5,2,1786,1,1,"London : printed for J. F. and C. Rivingto T. Payne and Son, S. Crowder, R. Baldwin, B. Law, W. and C. Domville, W. Lowndes, E. Newbery, S. Bladon, and G. and T. Wilkie, [1786].",London,316,male,1672,1769,FALSE,good Situation Explanations and Applications of some of Rules and Observations Some general Rules Laws of Chess p. s 65 the foregoing - 166 - 168 - 172 B CK gammon - - 173 Method ns playing the Game - ib. be Chances on twuo Dice calculated - 174 Tables
0673701200_000003,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the Odds on any Points of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in critical Parts of the Game. References to cases, viz. at the End of the Rule, you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 certain Cards. With variety of cases added in the appendix. By Edmond Hoyle, gent.",Edmond Hoyle,232,7,0,0,18,11,2,3,0,2,0,2,0,0,2,0,0,1,8,2,0,0,0,7,12,17,0,4,1,0,0,0,0,7,2,0,11,0,0,12,2,2,14,7,1,4,0,20,0,0,6,0,0,6,35,1,3,0,1750,1,1,"London : printed for T. Osborne, at Gray's-Inn, 1750.",London,227,male,1672,1769,FALSE,"and you play 2 to i against yourself. An Exception to the foregoing Rule is, when you see a Probability either of saving your Lurch or winning the Game , in either of which Cafes you are to rilk the odd Trick . B v1. VI When you have a"
0520300500_000035,"Hoyle's games improved. Being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, chess, back-gammon, draughts, cricket, Tennis, Quinze, Hazard, Lansquenet, and Billiards. In which are also contained, the method of betting at those games upon equal, or advantageous Terms. Including the laws of the several games, as settled and agreed to at White's and Stapleton's Chocolate-Houses, the Star and Garter, &c. Revised and corrected by Charles Jones Esq.",Edmond Hoyle,185,3,2,0,2,1,18,10,14,1,0,0,16,0,4,1,0,0,1,8,5,1,0,0,12,10,0,1,2,1,1,0,4,2,3,0,0,0,0,3,0,6,13,0,0,0,2,2,2,0,17,9,2,1,0,0,5,0,1786,1,1,"London : printed for J. F. and C. Rivingto T. Payne and Son, S. Crowder, R. Baldwin, B. Law, W. and C. Domville, W. Lowndes, E. Newbery, S. Bladon, and G. and T. Wilkie, [1786].",London,316,male,1672,1769,FALSE,"five to four but that you take in a Queen or a Knave ; it is also about three to two that you take in an Ace: You have also three Cards to your Tierce to a King to take in, viz. the Ace and Ten, or the Ten and"
0929800200_000003,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the odds on any Point of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in Critical Parts of the Game. References to Cases, viz. at the End of the Rule you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 Certain Cards. With variety of cases added in the appendix. By Edmund Hoyle, gent.",Edmond Hoyle,188,6,0,0,8,10,2,3,0,1,0,3,0,0,2,0,1,1,9,2,0,0,0,7,10,13,0,5,1,0,1,0,0,8,2,0,9,0,0,11,1,2,8,2,0,3,0,8,0,0,12,0,0,9,22,1,5,0,1742,1,1,"London : printed by John Watts for the author, MDCCXLII. [1742].",London,92,male,1672,1769,FALSE,"III If you have 2 finall Trumps only, with Ace and King of two other Suits , and a Deficiency of the fourth Suit , make as many Tricks as you can immediately; and if your Partner refuses either of your Suits , do not force him, because that may"
0788100300_000004,"A short treatise on the game of whist. Containing the laws of the game: and also Some Rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will Bet the Odds on any Point of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in Critical Parts of the Game. References to Cases, viz. at the End of the Rule you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 Certain Cards. With Variety of Cases added in the Appendix. By a gentleman.",Edmond Hoyle,225,7,0,0,17,11,2,3,0,2,0,2,0,0,2,0,0,1,8,2,0,0,0,7,12,15,0,4,1,0,0,0,0,7,2,0,10,0,0,11,2,2,14,6,1,4,0,21,0,0,6,0,0,6,33,1,3,0,1743,1,1,"[London] : Bath printed, and London reprinted for W. Webster near St. Paul's, and sold by all the booksellers and pamphlet shops in town and country, MDCCXLIII. [1743].",London,99,male,1672,1769,FALSE,"is, when you see a Probability either of saving your Lurch or winning the Game , in either of which Cafes you are to risk the odd Trick . VI When you have a Probability of winning the Game , always risk a Trick or two, because the Share of"
0613400700_000004,"Pigott's new Hoyle; or, the general repository of games: containing rules and instructions for playing whist, ... From the manuscript of the late Charles Pigott, Esq.",Charles Pigott,189,8,1,0,2,2,28,0,4,0,0,7,0,0,0,1,1,0,3,4,2,0,1,5,1,1,2,13,0,0,1,0,0,1,0,11,15,0,9,19,3,0,1,0,1,0,0,3,0,0,11,0,1,9,10,5,3,0,1797,1,1,"London : printed for James Ridgway, [1797?].",London,238,male,,1794,FALSE,"have him lead ; and when a suit is then named, his partner mufi play it if he has it. A and B are partners against C and D; A plays the ten of a suit , the adversary C plays the knave . of the same suit , B"
0301300100_000019,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon. Complete. In which are contained, the method of playing and betting, at those games, upon equal or advantageous Terms. Including the laws of the several games. To which is now first added, Two New Cases at Whist, never before printed: Also, The New Laws of the Game at Whist, As played at White's and Saunders's Chocolate Houses.",Edmond Hoyle,190,10,1,0,0,6,12,0,0,2,0,0,0,0,1,2,2,4,5,13,0,0,2,1,8,7,0,4,0,2,2,1,3,1,0,0,6,0,0,21,2,0,10,0,2,1,1,0,0,0,28,3,2,4,18,2,1,0,1760,1,1,"London : printed for Thomas Osborne, in Gray's Inn, Stanley Crowder, at the Looking-Glass; and Richard Baldwin, at the Rose, in Pater-Noster-Row, [1760?].",London,222,male,1672,1769,FALSE,"Suit , when pro. per to be done, and when not? as. When you have only one strong Suiti and you trump out to make that Suit , in this Cafe you ought to declare it; but if you are H tronp 73 firong in all Suits , there is"
0674800900_000010,"Hoyle's games improved: being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, back-gammon, chess, billiards and tennis. With the established rules of each game. By James Beaufort, Esq. Of Cavendish-Square.",Edmond Hoyle,220,10,0,0,2,1,10,2,0,0,0,0,0,0,2,1,2,0,3,10,1,0,7,0,11,8,0,3,0,1,0,4,2,0,0,0,14,0,0,21,4,1,11,1,4,1,0,7,0,1,23,3,1,3,42,0,3,0,1788,1,1,"London : printed for Osborne and Griffin; and H. Mozley, Gainsbrough, M.DCC.LXXXVIII. [1788].",London,215,male,1672,1769,FALSE,"suit only, while himself his possessed of the king , ten, and one small card of his part. ner's firong suit , with queen , and two small trumps , he then should judge his partner to have fie cards of each suit , and should play the king of"
0915100300_000029,"The polite gamester: containing short treatises on the games of whist, with an artificial memory, quadrille, backgammon, piquet and chess. Together with an essay towards making the doctrine of chances easy to those who understand vulgar arithmetick only. To which are added, some useful tables on annuities for Lives, &c. &c. &c. By Edmund Hoyle, Gent.",Edmond Hoyle,180,5,1,0,0,7,25,8,6,2,0,0,3,0,2,2,0,0,3,9,2,2,1,0,24,4,0,0,4,0,3,1,1,2,2,0,0,0,0,6,0,4,9,1,0,0,1,2,2,0,20,3,5,1,0,0,7,0,1761,1,1,"Dublin : printed for George and Alexander Ewing, M,DCC,LXI. [1761].",Dublin,216,male,1672,1769,FALSE,"Cards e tquahy dealthim, is not to take in any Card if thereby.'he runs the Risk of losing them, unless he is very backward in the Gaiime, and has then a Scheme for a great game . XII If the younger'hand has a Probability of saving or winning the Cards"
1079500300_000012,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the odds on any Point of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in Critical Parts of the Game. References to Cases, viz. at the End of the Rule you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having I, 2, or 3 Certain Cards. With variety of cases added in the appendix. By Edmond Hoyle, gent.",Edmond Hoyle,214,9,0,0,2,7,10,2,0,2,0,0,0,0,1,3,1,0,4,9,3,0,1,0,9,6,0,4,0,0,0,5,2,0,1,0,13,0,0,19,1,3,7,0,6,1,0,10,0,0,24,9,2,5,29,1,3,0,1743,1,1,"London : printed for F. Cogan at the Middle-Temple-Gate, MDCCXLIII. [1743].",London,103,male,1672,1769,FALSE,"suppose you flould have King , Ten, and one small Card of his firong Suit , with Queen and two small Trumps ; in this C fe, you are to judge he has five Cards of each Suit , and therefore you ought to play out the King of his"
0261300900_000017,"Hoyle's games improved: being practical treatises on the following fashionable games, viz. whist, quadrille, Hiquet, Chess, Back-gammon, Billiards, Cricket, Tennis, Quince, Hazard, and Lansquenet. In which are also contained, the method of betting at those Games upon equal or advantageous Terms. including the laws of the several games, as settled and agreed to at White's and Stapleton's Chocolate Houses. Revised and corrected by Thomas Jones, Esq.",Edmond Hoyle,178,2,0,0,0,2,13,1,0,2,0,0,0,0,3,0,1,2,3,9,2,0,1,3,12,7,0,9,0,1,1,3,0,2,2,0,11,0,0,19,2,1,5,0,3,0,0,4,0,0,23,8,0,6,12,0,2,1,1782,1,1,"London : printed for W. Wood, in Fleet-Street; and sold by all booksellers, M,DCC,LXXXII. [1782].",London,217,male,1672,1769,FALSE,"are strong in Trumps , you may play them. V Snppofe yeu call at the Point of eight, and your Partner has no Honour ; and suppose you Should have the' K; ng, Queen , and Ten; the King , Knave , and Ten; or thi: e een, Knave ,"
1324300400_000012,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a beginner may, with due attention to them, attain to the playing it well. Calculations for those who will bet the odds on any point of the score of the game then playing and depending. Cases stated, to shew what may be effected by a very good player in critical parts of the game. References to cases, viz. at the end of the rule you are directed how to find them. Calculations, directing with moral certainty, how to play well and hand or game, by shewing the chances of your partner's having 1, 2, or 3 certain cards. With variety of cases added in the appendix. By Edmund Hoyle, gent. The second edition. With great additions to the laws of the game, and an explanation of the calculations which are necessary to be understood by those who would play it well, &c. &c.",Edmond Hoyle,208,9,0,0,1,8,11,2,0,1,0,0,0,0,2,2,1,0,4,10,1,0,1,0,9,5,0,4,0,0,1,3,1,0,1,0,11,0,0,18,1,3,7,0,7,1,0,5,0,0,26,9,2,6,30,2,3,0,1743,1,1,"London : Printed for F. Cogan at the Middle-Temple-Gate, MDCCXLIII. [1743].",London,100,male,1672,1769,FALSE,"of that Suit , or his Partner , have the Long Trump , you risk the losing of three Tricks to get one. Suppose your Partner has ten Cards remaining in his Hand , and that it appears to you, that they consist of Trumps and one Suit only; and"
0971200300_000004,"New Hoyle, or the general repository of games; containing rules and instructions for playing whist, Cribbage, Piquet, Quinzf, Goff, Draughts, Faro, Hazard, Quaerille, Cricket, Chess, Matrimony, Rouge et Noir, Tennis, Lansquenet, Backgammon, &c. &c. &c. With their Laws, as established at Brookes's, White's, D'Aubigny's, Scavoir Vivre, Miles's, Payne's, Phillips's, the Jockey Club, And every other Subscription House. From the manuscript of the late Charles Pigott, Esq.",Charles Pigott,197,3,2,0,2,1,27,0,3,0,0,9,0,0,0,2,1,0,2,6,0,0,2,4,6,4,2,14,0,0,1,0,0,1,0,6,9,0,10,13,2,0,6,0,0,5,0,5,0,0,11,0,1,6,26,3,2,0,1795,1,1,"London : printed for James Ridgway, York Street, St. James's Square, [1795?].",London,247,male,,1794,FALSE,"revoke can be claimed after the cards are cut for a new deal . Of calling Ilours. If any person calls at any point of the game , except g, either of the adverse parties may call a new deal ; and they are at liberty to confulr each other,"
1313200500_000011,"Hoyle's games improved: being practical treatises on the following fashionable games, viz. whist quadrille piquet back-gammon chess billiards and tennis. With the established rules of game. By James Beaufort, Esq. of Cavendish-Square.","Rice, James",191,10,0,0,0,3,25,1,0,3,0,0,0,0,4,0,1,2,1,12,2,0,0,1,11,5,0,7,0,0,3,1,0,2,1,0,15,0,0,18,3,3,4,0,5,0,0,5,0,0,7,4,2,5,21,0,4,0,1796,1,1,"Philadelphia : Printed for and sold by H. and P. Rice, no. 50 Market Street. Sold also by James Rice and Co. Market Street, Baltimore, 1796.",Philadelphia|Boston.|Baltimore.,215,unknown,,,FALSE,": by playing in this manner his partner expes him to have a better card or cards in the same failt; and consequently , according to the calculation, be canl form his judgement. X If he is firong in trumps , and thould have ace, king , and two small"
1233301100_000011,"The polite gamester: containing, short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with An artificial memory, or, an easy method of assisting the memory of those that play at the Game of whist. By Edmund Hoyle, Gent.",Edmond Hoyle,204,8,0,0,2,8,9,2,0,2,0,0,0,0,2,2,1,0,5,8,3,0,3,0,7,6,0,4,0,0,0,5,2,0,1,0,12,0,0,21,1,3,4,0,6,1,0,5,0,0,24,6,1,5,30,2,3,0,1752,1,1,"Dublin : printed for G. and A. Ewing, at the Angel and Bible in Dame-Street, M,DCC,LII. [1752].",Dublin,209,male,1672,1769,FALSE,"that likewise comes home, proceed to play Trumps : This Method of Play may be made use of at any Score of the Game , except at 4 and 9 III . III The TRUE br turned up to be remembered. It. is so necessary that the Trump turned up"
1055400100_000004,"A short treatise on the game of piquet. Directing with Moral Certainty how to Discard any Hand to Advantage, by shewing the Chances of taking in any one, two, three, four, or five certain Cards. Computations for those who bet their money at the game. Also the Laws of the Game. To which are added, some rules and observations for playing well at chess. By Edmund Hoyle, gent.",Edmond Hoyle,182,3,2,0,2,1,17,9,15,2,0,0,15,0,4,0,0,1,1,7,5,1,0,0,12,10,0,1,2,1,0,0,4,2,3,0,0,0,0,3,0,6,13,0,0,0,2,1,3,0,17,9,2,1,0,0,5,0,1744,1,1,"London : printed for F. Cogan at the Middle-Temple-Gate, [1744].",London,84,male,1672,1769,FALSE,"Clubs and the four Spades , because it is only five to four but that you take in a Queen or a Knave ; it is also about three to two that you take in an Ace i you have also also three Cards to your Terce to a King"
0403600800_000011,"The accurate gamester's companion: containing infallible rules for playing the game of whist To Perfection In all its Branches. Treated in an easy Manner, and illustrated with Variety of Cases. Also the laws of the game, Calculations relative to it, &c. The ninth edition improv'd. To which are added, the games of quadrille, piquet, chess and back-gammon, fully explain'd. Likewise a dictionary for whist, and an artificial memory. The whole founded on the experience of Edmond Hoyle, Gent.",Edmond Hoyle,206,7,0,0,2,7,7,2,0,2,0,0,0,0,2,2,4,0,5,7,3,0,1,0,8,9,1,5,0,1,0,2,2,0,1,0,10,0,0,15,1,3,7,0,4,1,0,9,0,0,21,7,1,4,41,0,2,0,1748,1,1,"London : printed for Tho. Osborne: and sold by W. Reeve, at Shakespear's-Head, near Serjeant's-Inn-Gate, in Fleet-Street, [1748] [1750].",London,225,male,1672,1769,FALSE,"great Suit ; whereas, if you had taken out A's Trump , it had made only one Trick difference, but by this Me. thod you probably save three or four Tricks . VI The following C A s happlens frequently. That you have two Trumps remaining when your Adversaries have"
0929800300_000014,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the odds on any Point of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in Critical Parts of the Game. References to Cases, viz. at the End of the Rule you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 Certain Cards. With variety of cases added in the appendix. By Edmond Hoyle, gent. to the Laws of the Game, and an Explanation of the Calculations which are necessary to be understood by those who would play it well, &c. &c.",Edmond Hoyle,121,5,0,0,0,6,10,0,2,2,0,0,2,0,1,3,1,3,4,7,0,2,0,1,3,2,0,7,0,0,0,0,1,0,0,0,3,0,0,8,1,0,4,0,0,0,1,0,2,0,15,5,1,7,9,0,3,0,1744,1,1,"London : printed for F. Cogan, at the Middle-Temple-Gate, MDCCXLIV. [1744].",London,83,male,1672,1769,FALSE,"to play at itwo handed Whist, and let, us suppose A to have the Ace, Queen , Ten, Eight, Six, and Four of Clubs , which, in care B always leads , are six sure Tricks . Let us suppose he has the same Hand in Spades , which, in"
0680500600_000005,"Hoyle's games improved; being practical treatises on whist, quadrille, piquet, chess, back-gammon, draughts, cricket, Tennis, Quinze, Hazard, Lansquenet, Billiards, and Goff or Golf: In which are contained, the method of betting at those games upon equal or advantageous Terms; including the laws of each, as settled and agreed to, at Brookes's, White's, D'Aubigny's, the Scavoir Vivre, Miles's, Payne's, and other Fashionable Houses &c. Revised and corrected by Charles Jones, Esq. A new edition enlarged.",Edmond Hoyle,251,14,0,0,3,5,11,0,0,1,0,0,0,0,0,0,2,1,4,11,2,0,0,0,14,4,1,11,0,0,3,1,0,1,1,0,19,0,0,27,2,4,10,0,4,7,0,9,0,0,29,6,2,3,37,0,2,0,1790,1,1,"London : printed for J. F. and C. Rivington, T. Payne and Son, R. Baldwin, B. Law, W. Goldsmith, W. Lowndes, E. Newbery, S. Bladon, G. and T. Wilkiz, and C. Stalker., 1790.",London,301,male,1672,1769,FALSE,"you observe a Probability of either of your Advcr saries being likely to trump that Suit , proceed then and play the King of the Suit of which you have King , Queen , and Knave . If it should so happen , that your adverfar.es do not play to"
0673700200_000010,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon complete. In which are contained, the method of playing and betting at those games, ... Including the laws of the several games ... Also, the new laws of the game at whist, as played at White's and Saunder's Chocolate Houses.",Edmond Hoyle,192,2,0,0,2,9,4,1,0,2,0,0,0,0,3,1,2,0,4,8,2,0,5,1,14,7,0,11,0,1,0,2,0,0,2,0,13,0,0,19,4,0,9,1,0,0,0,7,0,0,11,5,0,6,19,8,4,3,1770,1,1,"London : printed [by Mundell & Son, Edinburgh] for Thomas Osborne; Stanley Crowder; and Richard Baldwin, [1770?].",London,210,male,1672,1769,FALSE,"other pa the Game . CHAP. XI DIRECTIONS Nhow to play when an Ace, King , euren, are turned up on your right hand , ci. PPOSE the Ace is turned up on your right and, and that you have the Ten and Nine rumps only, with Ace, I King"
