PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(bridg),termFreq(carriag),termFreq(cart),termFreq(cattl),termFreq(chair),termFreq(chais),termFreq(charg),termFreq(chariot),termFreq(coach),termFreq(collector),termFreq(counti),termFreq(cross),termFreq(duti),termFreq(forfeit),termFreq(gate),termFreq(good),termFreq(highwai),termFreq(hors),termFreq(hous),termFreq(market),termFreq(monei),termFreq(pai),termFreq(parish),termFreq(pass),termFreq(repair),termFreq(road),termFreq(surveyor),termFreq(ticket),termFreq(toll),termFreq(town),termFreq(truste),termFreq(turnpik),termFreq(wagon),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0349000106_000066,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,73,2,0,5,3,2,4,2,1,3,3,0,0,0,1,0,3,2,3,7,0,0,4,2,0,0,3,5,3,0,8,2,4,0,1,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"and the Laid town of Navan; anything in the said former abt to the contrary notwithstanding. VI And be it enacted by the authority aforesaid, That it fall Snrvyo, and may be lawful for any surveyor or surveyors by order of by order of the said trustees , or any"
0679000210_000464,"The statutes at large, from the fifth year of the reign of King George the third to the tenth year of the reign of King George the third, inclusive. To which is prefixed, A table of the titles of all the Publick and Private Statutes during that Time. with a copious index. Volume the tenth.",Great Britain,81,0,0,5,3,0,0,2,0,1,1,0,1,0,3,1,0,0,2,2,0,0,5,2,4,1,3,14,4,0,12,0,3,10,2,1771,10,10,"London : printed for Charles Eyre and William Strahan, Printers to the King's Most Excellent Majesty; and by W. Strahan and M. Woodfall, Law Printers to the King's Most Excellent Majesty, MDCCLXXI. [1771].",London,856,unknown,,,FALSE,"in le'uf (except as before excepted) shall be paid in the same Manner to all Intents and Purposes, as if no Ext, (adly only y emption or less Toll had been enaceed or allowed by any of the said Ads respectively, and as fully as all Il all other other"
0678300600_000005,"Acts of Assembly passed in the island of Jamaica, in the years 1789 and 1790.",Jamaica,82,1,3,5,3,2,3,3,1,2,2,0,0,0,1,0,8,3,0,7,0,0,2,0,7,3,5,9,0,0,3,0,1,7,1,1790,1,1,"[Kingston, Jamaica, s.n., 1790?].",Kingston,84,unknown,,,FALSE,"TRUE jes or ala.. ""the toi raised by a Turnpike or Turnpikeys on th fitid Road , sir the, purpof/s aforej', bd,  the Truftets therein mentioned are empow Cred to erec, or caulc to be erected, one or more gate or gates , turnpike or turnpikes , near the"
1246900200_000013,"An act for repairing the road from Doncaster (through the parish of Peniston) in the county of York, ...",Great Britain. Parliament,78,3,0,5,4,1,0,0,1,0,1,1,2,0,5,0,9,1,1,1,0,0,4,2,4,2,0,4,0,2,6,1,3,11,4,1741,1,1,"[London, 1741].",London,63,unknown,,,FALSE,"Act be erected in or near the said Town of Ardjey, the same shall be so placed as not to flop or oblige such Passengers as (hall pass with Coaches , Carriages , Cattle , or on Horseback, through the great Roads or Highways leading from Rotherham to Wakefield and"
1203701500_000007,"An act for amending the road from Sacred Gate, in the parish of Thorngumbald, ... to Frodingham Gate, in or near Widow Branton's farm, in the county of York; ...",Great Britain. Parliament,95,0,0,6,3,4,0,0,1,0,0,2,0,0,10,1,6,1,2,5,1,0,1,5,4,2,8,5,0,6,14,0,0,5,3,1761,1,1,"[London, 1761].",London,24,unknown,,,FALSE,"Ac, and afterwards for the amending, repairing , and keeping in Repair , the Highways and Roads hereby directed and appointed to be repaired and amended; and also for repairing , cleansing, and Icouring, the said Creek or Haven called Pat trinzlon Haven, and making and keeping the same navigable"
1203501600_000001,"A bill for repairing the road leading from Oundle, in the county of Northampton, to Alconbury cum Weston, in the county of Huntingdon; ...",Great Britain. Parliament,81,2,0,4,1,3,2,2,0,2,2,0,7,1,3,0,5,1,0,2,2,0,2,1,0,1,5,12,0,0,9,2,3,6,1,1753,1,1,"[London, 1753].",London,16,unknown,,,FALSE,". ? - "". v,,. L ; \; ^- /^; *' 0.7 * , -- ;. i **' - ~ *, *,  ...,,.. _. _. LA B I LL for Repairing the Road leading fromz Oundle, in the County of Northampton, to Alconbury cum Weston, in the Counity ofhuntingdon;"
0977201000_000045,"An abstract of all the acts passed in the fourth session of the sixth parliament of Great Britain, and in the Twelfth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,80,0,0,0,3,1,0,0,2,0,1,0,5,1,0,1,0,1,7,4,0,0,3,4,3,1,5,9,3,3,11,0,5,6,1,1726,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1726.",London,80,unknown,,,FALSE,"Water, till all the Ponds are filled, and the Water run waste; and when a Supply of Water shall be neeifril, the Owners may tfop up any such Watercourse, and bring back the Water to the Ponds or Reservoirs, till the same shall be again supplied. p. 388 Any Ten"
0122101800_000033,"Anno regni Georgii I. Regis. Magn. Britann. Franciæ, & Hiberniæ, quarto. At the Parliament begun and holden at Westminster, the seventeenth day of March, Anno Dom. 1714. In the First Year of the Reign of our Sovereign Lord George I. by the Grace of God, of Great Britain, France, and Ireland, King, Defender of the Faith, &c. And from thence continued by several Prorogations to the Twenty first Day of November, 1717. Being the Third Session of this present Parliament.",Great Britain,94,1,0,0,3,0,0,0,3,1,2,1,0,4,0,1,0,1,5,1,0,0,8,8,0,1,2,5,3,4,24,0,9,5,2,1737,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty, 1737.",London,227,unknown,,,FALSE,"Money raijed by thejft 4tds, be duly applied, ibid. To give an Account upon Oath, if re choir, of the Moneys they have received and disburse, every Mcnth, 15, i6, 133 To pay the Overplus to tie ctrilfees, orfilcb perjons as they fall appoint, 16, i34 4 ai To be"
0121700800_000066,"An appendix to the abridgment of the statutes of Ireland; containing an abridgment of the several acts passed in this Kingdom, in the seventh year of ... King George the Third, to the eleventh and twelfth years inclusive. With a table of the titles of the statutes, ... B Francis Vesey, Esq;","Vesey, Francis",75,0,1,2,2,2,2,2,1,1,1,0,0,0,0,1,3,0,1,1,1,0,2,5,4,0,3,12,1,1,12,0,11,0,3,1773,1,1,"Dublin : printed by the executors of David Hay, assignee of the late Boulter Grierson, 1773.",Dublin,330,male,1721,1804,FALSE,"Surplus, or so much as necessary, laid out in amending.faid highway . Allowance to colletors not exceeding twenty pounds a year;. to surveyors two shillings a day; clerk or treasurer thirty pounds a year for not accounting and paying , iimprifonment. XIII sect. 7 Where not fuffcient materials in adjoining"
0174300201_000644,"An abridgment of the publick statutes of Ireland, now in force and of general use: and also, of such English and British statutes as relate to and bind Ireland, from Magna Charta to the Twenty first and Twenty second Years of the Reign of His present Majesty King George the Third inclusive. In two volumes. By Ed. Bullingbrooke, Doctor of Laws. And Francis Vesey, Esq; And Francis Vesey, Esq; The second edition. With alphabetical tables of the heads under which the acts are abridged, by James Goddard Butler, Esq; ...","Vesey, Francis",64,0,0,3,2,1,2,2,0,1,1,2,2,0,7,0,4,1,2,4,0,0,2,0,0,1,2,7,0,2,7,0,5,4,0,1786,1,2,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",Dublin,1100,male,1721,1804,FALSE,"and from Dublin to Kinnegad and Mullingar, or any of them, cr the t uftees for the same, or their proceedings, treasurer, clerks, or ser ants, nor to any ireafurer of a county , or clerk of peace, in respect of thi same. DXXXVII. Sat. 21 & 22 Geo. 3"
1203702100_000008,"A bill for repairing and widening the road from the north end of Bridgeford-lane, in the county of Nottingham, ... to the bowling-green at Kettering, in the county of Northampton.",Great Britain. Parliament,74,3,0,2,3,1,1,2,0,2,2,0,2,0,7,0,0,0,0,3,2,0,5,0,3,2,5,7,0,3,11,0,4,2,2,1754,1,1,"[London, 1754].",London,24,unknown,,,FALSE,"That all and every Person or Persons to whom any Assignment or Assignments of the said Tolls fiall be made by the said Trustees , or any or more of them, as a Security for any Sum or Sums of Money by any Person or Persons lent and advanced on"
0407200402_000180,"The justice of the peace, and parish officer. By Richard Burn, ... The twelfth edition. In four volumes. ...",Richard Burn,96,0,0,14,8,0,0,2,1,1,1,0,0,0,4,3,2,2,2,6,0,0,2,2,0,2,0,10,3,0,16,0,3,7,5,1772,2,4,"London : printed by W. Strahan and M. Woodfall; for T. Cadell, 1772.",London,518,male,1709,1785,FALSE,"same, without having the said words painted thereon, he shall forfeit 40s. id. 24 Whereas by several particular aas, high and ex iminuton of traordinary tolls are direcicd to be paid for carriages drawn tolls in favourof by more than a certain number of horses or beals of broad whaelr"
0349000107_000139,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,80,3,0,5,5,1,5,5,0,4,4,0,7,0,1,0,2,2,3,6,2,0,0,0,0,1,4,8,0,0,5,2,1,2,2,1786,7,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,948,unknown,,,FALSE,"shall be commenced against any person or persons for anything done in pursuance of this ac, that in every such cafe the aaion shall be laid in the said counties of Kildare, Kil II, ~~~ kenny, kenny, Queen's county , or Carlow, and not elsewhere; and the A. D. defendant"
1202900107_000401,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,62,4,0,4,4,0,1,2,1,1,1,0,2,0,3,1,1,3,3,2,0,0,1,2,0,2,2,4,0,0,5,0,5,3,5,1786,7,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,714,male,1723,1769,FALSE,"Wagons , Wains and Carts , whereof the Fellies of the Wheels are of the Breadth or Gauge of six Inches ches broad, from Side to Side, at the least, drawn by three Horses , Mares, or Geldings, shall only be liable and sub. odrawn by three jet to Payment"
1615800500_000008,"An act for repairing the road leading from the town of Nenagh in the county of Tipperary, through the towns of Bir and Ferbane in the King's County, to Curranaboy Bridge, on the Turnpike road, leading to Athlone in the county of Westmeath.",Ireland,74,5,1,4,6,1,1,1,2,0,2,0,7,0,6,1,0,0,1,3,0,0,1,1,1,1,3,5,0,0,7,1,1,8,4,1740,1,1,"Dublin : Printed by George Grierson, printer to the King's Most Excellent Majesty, at the King's-Arms and Two Bibles in Essex-Street, MDCCXL. [1740].",Dublin,31,unknown,,,FALSE,"of one or more Wit else or Witnesses, before the aid e~ts orn an Sv r more of them, or before any on"" ultices of the Peace for the County wherein iuch Of ~ence or Offences thall be committed, which Oath the id Truffees and the fraid Juffice or Juffices"
0977201000_000033,"An abstract of all the acts passed in the fourth session of the sixth parliament of Great Britain, and in the Twelfth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,85,0,0,0,0,1,0,0,3,0,2,3,6,1,1,1,2,2,2,6,0,0,4,5,3,2,6,7,5,0,11,0,8,2,2,1726,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1726.",London,80,unknown,,,FALSE,"Mill; and also Two third Parts of the Money borrowed on amending th said Roads . If any Suit be commenced for anything done in pursuance of this at, the Action Shall be laid in Corn' Hertford, and not elsewhere; and the Defendants may plead the General Issue, C and"
1410901400_000002,"A bill for repairing, amending, and widening, the road leading from the north-end of Brown's-Lane, on Great-Stoughton Common, in the parish of Great-Stoughton, in the county of Huntingdon, through the town of Kimbolton, in the said county; and through the several parishes of Kimbolton, Tilbrook, Lower-Dean, Shelton, Hargrave, Stanwick, and Chelston cum Caldecot, in the counties of Huntingdon, Bedford, and Northampton, to Higham-Ferrers; and through the parishes of Higham-Ferrers, Rushden, and Irchester, in the said county of Northampton, to the Waypost in Irchester Field, near to the south-end of Wellingborough Bridge, in the said county of Northampton; and the road leading from the Common Pound standing on a place called the Butts, in the parish of Kimbolton aforesaid, through the parishes of Kimbolton and Tilbrook aforesaid, and Great-Catworth, in the said county of Huntingdon, to the Way-Post in Great-Catworth Field, near Brington Bridge, in the said county of Huntingdon.",Great Britain. Parliament,113,0,4,3,1,11,2,1,1,2,2,0,0,0,13,0,8,3,0,10,0,0,1,4,0,2,0,5,0,3,24,0,1,10,2,1755,1,1,"[London : s.n., 1755].",London,24,unknown,,,FALSE,"or Male, laden or unladen, and not drawing, for every Drove of Oxen, : or Neat Cattle , pr Score; and to in proportion for any greater or less number;; and for every Drove of Calves, Swine, Sheep, or lcam'os, per Score; and To in proportion for any greater or"
1298500700_000005,"Anno regni Georgii Regis Magn? Britanni?, Franci?, & Hiberni? duodecimo. At the Parliament begun and holden at Westminster, the ninth day of October, Anno Domini 1722, in the Ninth Year of the Reign of our Sovereign Lord George, by the Grace of God, of Great Britain, France, and Ireland, King, Defender of the Faith, &c. And from thence continued by several Prorogations to the twentieth day of January, 1725, being the fourth session of this present Parliament.",Great Britain,75,1,2,3,4,1,0,0,3,0,0,0,1,2,5,0,4,2,6,4,0,0,5,0,1,1,4,5,3,0,10,0,1,4,3,1765,1,1,"London : printed by Mark Baskett , Printer to the King's most Excellent Majesty ; and by the assigns of Robert Baskett, M.DCC.LXV. [1765].",London,138,unknown,,,FALSE,"Money so borrowed or raied, i biail be o all plied and difpoicd of as the i id T oll or ydur is hereby directed to be applied iand dilpocd, 1 and to no other Use or ?urpofe whadtioevr. XI [i}outld5e ailt1a., That in ca!e there Toll payable shall be"
0596900106_000343,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,92,4,0,5,6,1,1,1,2,0,2,0,6,0,6,0,0,0,1,6,0,0,3,0,2,4,5,4,0,0,9,0,13,6,5,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"of ten ihillings; to be levied, recovered, and disposed of, as any other penalty or forfeiture is directed to be levied, recoered. and disposed of by this at. Toll free on XIX Provided always, and it is hereby declared, That d,, days for Qteens ring the continuance of this ad"
1247002600_000002,"A bill for repairing the highways between Shephards-Shord and Horsely-Upright-Gate, leading down Bagdown-Hill, in the county of Wilts, and other ruinous parts of highways thereunto adjacent.",Great Britain. Parliament,77,1,0,0,4,4,0,4,1,4,4,7,3,0,0,0,0,1,5,4,0,0,5,4,0,3,0,1,6,0,10,0,0,2,4,1714,1,1,"[London, 1714].",London,4,unknown,,,FALSE,"be afrefted and adjudged by the the said Justices, or the majcr part of them, at the next, or any other q(uarter seltions for the said County of Wilts, in cafe of i)ifference concerning the same; and that the Pits and Places where and from whence such Materials shall de"
0474500300_000247,"Acts of Assembly, passed in the island of Jamaica; from 1681, to 1754, inclusive.",Jamaica,75,2,0,6,3,4,3,3,1,2,2,0,0,0,3,0,2,4,1,9,0,0,2,1,0,1,3,7,0,0,6,0,5,3,2,1756,1,1,"London : printed for Curtis Brett and Compy. printers, booksellers, and stationers, in St. Jago de la Vega, Jamaica, MDCCLVI. [1756].",London,391,unknown,,,FALSE,"December next ensuing. II AND be it further enacted by the Authority aforesaid, That the said. Trustees and Commissioners, or any Three or more of them, do and shall, on or before the First Day of May, which stall be in the Year of our Lord One thousand seven hundred"
0977201000_000050,"An abstract of all the acts passed in the fourth session of the sixth parliament of Great Britain, and in the Twelfth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,75,1,0,2,0,0,0,0,4,0,2,0,2,1,0,4,3,0,2,4,4,0,2,5,1,1,1,10,3,2,5,0,5,7,4,1726,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1726.",London,80,unknown,,,FALSE,"of Jlartlebifry, efiqumres, )Dotor Richard Beard, Tdl3jt ha.ris, John p3il pfotr, Vintour Clitord, Ch, zrles Forteftcr, Jifrph lv'wa7e7an, t7'illiarm Berfrd, Edward rpt/lall, rticlardfrezncbh Robert Ierlrice, edv.zard Lcizch, kwilliam ttoodloztor, Ricoard 7looldholfir, James lo?'t, Roger Jones, J'.zh Evctrfto of'dr'oitwic7, gorge ftzluwvood, J77o1 Pslnrice of Droitwich, 7'/o mas Dussard, twillia.n Ollivss, Jbz"
1203702200_000001,"An act for repairing and amending the road leading from Whitecross, in the parish of Leven in Holdernesse in the East Riding of the county of York, to the town of Beverley in the said county.",Great Britain. Parliament,68,1,0,4,3,1,1,2,1,2,2,0,4,1,1,0,2,1,2,9,2,1,1,0,2,1,5,4,0,0,3,7,1,1,3,1761,1,1,"[London, 1761].",London,25,unknown,,,FALSE,"s · * in,, -- /2 A C FOR 7 J 4 A.. Repairing and Amending the Road leading from j/hitecrofs, in the Parish of Leven ini2oldernee/ in the East Riding of the County of rork, to the Town of Beverley in the said County . - 1ereait the Road"
0596900105_000367,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,89,3,0,5,6,1,1,1,3,0,2,0,4,0,6,0,0,0,1,7,0,0,2,1,3,4,4,4,0,0,8,0,11,6,6,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"and disposed of by this at. XII Provided always, and it is hereby declared, That during Toll free the continuance of this adc all coaches and passengers on horse o eleaio days for Kit back llall pass and repass toll free on the day or days, on which dar and"
1246500607_000162,"An exact abridgment of all the statutes in force and use, from the beginning of the eleventh year of King George I. to the fourth year of his present Majesty's reign. Vol. Vii.",Great Britain,104,0,1,6,7,3,2,2,1,3,8,0,6,0,0,0,0,2,0,23,1,1,0,1,1,4,3,4,0,0,11,3,0,2,9,1732,7,7,"London : printed by his Majesty's printers, and by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Crown and Mitre against Fetter-Lane in Fleet-Street, MDCCXXXII. [1732].",London,383,unknown,,,FALSE,"4 d. For every Wagon , Dray, ( Three Horses , 3d. Cart , or Carriage drawn by (Two Horses , z d. 3 One Horse , X d. For every Horse , Mule, or Ass, laden or unladen, and lot drawing, one halfpenny. For every Drove of Oxen,) or"
0596900106_000071,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,75,1,0,6,4,3,5,5,0,4,4,0,0,1,2,0,3,0,2,9,2,0,3,1,0,1,1,3,0,0,7,0,3,3,2,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"may travel through the Truftce for same with safety; be it enacted by the King's most excellent fr the.yropai Majelty, by and with the advice and content of the lords fpi 230.2, 6 ritual and temporal and commons in this present Parliament ass tfincrpo. sembled and by the authority of"
1201900800_000010,"A bill for repairing the road from Wallingford in the county of Berks, through Wantage, to Faringdon in the said county.",Great Britain. Parliament,69,4,0,1,1,0,1,1,2,1,1,0,3,0,0,0,1,2,4,1,0,0,10,2,5,2,1,5,8,0,2,0,6,4,1,1751,1,1,"[London, 1751].",London,22,unknown,,,FALSE,"work on the said Road , and he, she, or they shall be subjea or liable t therefpetive aforementioned, as if he, file, r they had neglected or refused to do or perform the said refpeaive Day's ork so ordered and appointed as aforesaid. j1tobidietl als, and be it further"
1203500800_000001,"A bill for repairing, and widening, the road from the town of Tadcaster, ... to the town of Otley, in the West-Riding of the county of York.",Great Britain. Parliament,77,3,0,2,1,1,1,1,3,0,1,0,2,1,8,0,2,2,3,1,4,0,1,2,0,1,6,6,0,0,14,2,4,3,2,1753,1,1,"[London, 1753].",London,24,unknown,,,FALSE,"; - ¥ 4, >..,, -3,?. -...... -..' -- - :, ...:  _. ..-. ........ A B I L L for Repairing , and Wi'denig, the Road from the 7twn of Tadcafter, through Collingham, Harewood, Arthing tonne, and Pool, to the 7tozn of Otley, i thie 1lwef riding of"
0078701702_000056,"A description of Bath, wherein the antiquity of the city, as well as the eminence of its founder; its Magnitude, Situation, Soil, Mineral Waters, and Physical Plants; its British Works, and the Grecian Ornaments with which they were adorned; its Devastations and Restorations in the Days of the Britons, Romans, Saxons, Danes, and Normans; with its New Buildings, Baths, Conduits, Hospitals, Places of Worship, and other Public Edifices; its Gates, Bridges, Walks, and Streets, &c. are respectively treated of: The Gods, Places of Worship, Religion, and Learning of the Ancient Britons Occasionally considered: And the Limits of the City in its present State; its Government, Trade, and Amusements Severally pointed out. Illustrated with the figure of King Bladud, the First Founder of the City; Together with proper plans and elevations from twenty-two copper plates. By John Wood, Esq; In two volumes.","Wood, John",101,0,0,7,8,3,0,4,0,5,6,1,2,0,0,0,0,1,2,15,2,1,1,8,1,8,0,6,0,0,10,3,0,1,6,1765,2,2,"London : printed for W. Bathoe, in the Strand; and T. Lownds, in Fleet Street, MDCCLXV. [1765].",London,248,male,1705,1754,FALSE,"harveft. THIRDLY, They are to dig, take, and carry away Gravel, Sand, or Stones out of the Waste or Common of any of the Parishes , Towns , Hamlets, or Villages, near the Roads to be Amended; or of any other Parifies, Towns , Hamlets, or Villages next adjoining, for"
0349000105_000344,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,91,1,0,5,3,3,5,5,3,3,4,0,0,0,6,0,2,3,1,11,4,0,4,3,0,1,0,1,0,0,13,0,4,4,2,1786,5,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,668,unknown,,,FALSE,"aodnfi Denis Macarty efqnires, the reverend master Cornelius Pyne, the ^nav foi.pe reverend master Barry Hartwell, the reverend master Henry Har rr oaol. rifon, captain John Harrison, Devereux Sprat, John Spread, Stan dill Barry, Stephen Coppinger, Thomas Cook esquires, the reverend master George Strode, the reverend master Walker Atkins the"
0122301400_000003,"An act for repairing and widening the road from Flimwell Vent in the county of Sussex, through Highgate, in the County of Kent, and the Parishes of Sandhurst, Newenden and Northiam to Rye in the said County of Sussex, and from Highgate aforesaid to Cooper's Corner in the said County of Sussex, and to Tubb's Lake in the said County of Kent.",Great Britain. Parliament,96,2,0,6,3,0,1,1,1,1,1,0,0,3,3,0,14,1,1,2,2,0,1,1,1,4,13,16,0,2,7,0,0,7,2,1762,1,1,"[London : s.n., 1762].",London,27,unknown,,,FALSE,"Gates or Turneikes, upon or crofs'the aid Roads ), one or more Bar 91i ars, Gate or Gates , Turnpike or Tuinpikes, and Toll house or Toll Houifei o the fdes of tie aid Roads , or at the end of or cross any Lane or atay leading ipto or"
1779600300_000026,"An abstract of all the acts passed in the second session of the Seventh Parliament of Great Britain, and in the second year of the reign of our most gracious sovereign lord King George the Second.",Great Britain,66,0,0,1,1,0,0,0,2,0,1,3,3,2,1,0,3,2,6,1,1,0,3,3,1,1,3,0,6,1,9,0,8,3,1,1729,1,1,"London : printed by the assigns of His Majesty's printer, and of Henry Hills deceas'd, 1729.",London,63,unknown,,,FALSE,"of the Promiffes, shall levy the Expenses by Dif'refs of the Goods of the Officers of the Proprietors, as shall have made Default ot Payment on Demand. If any Justice shall,, any special Sessions, make in Writing any Presentment onr hisview of any Offence contrary to this At, .such Presentment"
1411300100_000001,"A bill for repairing and widening the several roads leading to, through, and from, the town of Monmouth.",Great Britain. Parliament,92,2,9,3,1,1,1,1,1,1,1,0,9,1,2,0,3,1,2,1,0,0,4,0,3,2,4,23,0,0,5,7,0,3,1,1755,1,1,"[London : s.n., 1755].",London,32,unknown,,,FALSE,"ABILL for Repairing and 10den ing the several Roads .leading to, through, and from, the Town of Monmouth. Otterip the several Roads herein after mentioned and deferibedpreamble that is to say, The Road leading from Monnow Bridge , in the. Town of Monmouth, by Redbrook, to Hgh Meadow Paddock, in?"
0596900106_000093,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,99,3,0,3,5,1,0,0,5,0,0,0,2,0,5,0,4,0,2,5,2,3,7,0,1,2,6,9,0,0,11,4,10,4,5,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"any person or persons be chargeable corn n with the said toll or duty for any carts , carrs, or wagons loaded firaw, with corn in the straw only; nor for any ploughs, harrows, or ofluslbandry other implements of husbandry in order to the using or repairing of the same"
0349100109_000288,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,87,4,2,4,5,1,0,0,1,0,0,0,4,0,4,0,6,0,1,7,0,0,0,3,1,4,2,11,0,2,11,1,5,3,5,1786,9,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,653,unknown,,,FALSE,"elet. and appoint so many more fit and able persons to be joined with them refpctively in execution of said former act and of this present ad; and that all and every person and persons, so refpesively to be. elected and appointed, (hall and may he .andre. hereby.refpefively empowered to"
0174300201_000635,"An abridgment of the publick statutes of Ireland, now in force and of general use: and also, of such English and British statutes as relate to and bind Ireland, from Magna Charta to the Twenty first and Twenty second Years of the Reign of His present Majesty King George the Third inclusive. In two volumes. By Ed. Bullingbrooke, Doctor of Laws. And Francis Vesey, Esq; And Francis Vesey, Esq; The second edition. With alphabetical tables of the heads under which the acts are abridged, by James Goddard Butler, Esq; ...","Vesey, Francis",64,0,0,4,2,2,2,2,2,1,1,0,1,0,0,2,1,3,3,3,2,0,4,0,0,1,3,3,1,0,9,0,7,4,1,1786,1,2,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",Dublin,1100,male,1721,1804,FALSE,"not sufficient fully to answer the end, the grand jury at i5!. o0 filait of Easer or Michaelmas may present not exceeding fifteen pounds, which iha!l e.i nded b et _r appear by' fidavit to grand jury and king's.bench to have been expended by repi; r 6 perches fiuch overseer"
0977200900_000062,"An abstract of all the acts passed in the fifth session of the sixth parliament of Great Britain, and in the Thirteenth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,77,0,2,0,2,2,0,0,6,0,4,1,2,0,0,1,2,1,0,8,2,0,2,5,0,0,3,9,3,2,9,0,7,2,2,1727,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1727.",London,78,unknown,,,FALSE,"Henry Sherborne, Edmund Southen, Robert their hands, it (hall be paid to the Truiteesor their ó... Styles, William Styles, Smith, Order, to be laid opt in amending the Road ; andp 7 5' Sharp, Robecr Streakley, Gentlemen; Edmund the Trustees are to make such Allowances to them Tlrner, George taj7b,"
1247200600_000039,"Laws relating to the turnpike roads. I. The General Turnpike Road Act. II. Acts relating to Colnbrook Turnpike. With a Plan of the Road from Cranford-Bridge, in Middlesex, to Maidenhead-Bridge, in Bucks.",Great Britain,75,0,1,1,1,1,0,0,2,0,0,1,1,1,3,1,3,1,0,2,6,0,3,2,1,2,5,10,4,0,7,0,6,6,4,1772,1,1,"Eton : printed by J. Pote, MDCCLXXII. [1772].",Eton,220,unknown,,,FALSE,"order of seven or more Trustees , may dig Materials in private Grounds, paying reasonable Expenses to the Ownner or Owners, 108 -, 1 -- may remove Annoyances on the Road , ibid. S urveyors, Surveyors , by order of the Trustees , may make Causeways. cut Drains, and erec"
