PassageID,Title,Author,Total termFreq,termFreq(abandon),termFreq(advantag),termFreq(appetit),termFreq(bosom),termFreq(charact),termFreq(convinc),termFreq(debauch),termFreq(debaucheri),termFreq(design),termFreq(desir),termFreq(despic),termFreq(diabol),termFreq(dissolut),termFreq(evil),termFreq(fear),termFreq(folli),termFreq(gai),termFreq(gaieti),termFreq(glori),termFreq(gratif),termFreq(guilt),termFreq(honour),termFreq(impur),termFreq(infami),termFreq(innoc),termFreq(libertin),termFreq(libidin),termFreq(lost),termFreq(love),termFreq(mortif),termFreq(night),termFreq(passion),termFreq(pleasur),termFreq(plot),termFreq(power),termFreq(pretenc),termFreq(proflig),termFreq(rake),termFreq(rank),termFreq(rape),termFreq(regard),termFreq(render),termFreq(reput),termFreq(ruin),termFreq(sacrific),termFreq(scandal),termFreq(seduc),termFreq(sensual),termFreq(sensualist),termFreq(sex),termFreq(shame),termFreq(sin),termFreq(subterfug),termFreq(subtl),termFreq(vice),termFreq(viciou),termFreq(vile),termFreq(virtu),termFreq(wick),termFreq(wicked),termFreq(woman),termFreq(worst),termFreq(wretch),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0741300701_000135,"Harrison's British classicks. Vol. I. Containing Dr. Johnson's Rambler, and Lord Lyttleton's [sic] Persian letters.",,29,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,6,0,1,0,0,1,0,1796,1,1,"London : printed for Harrison and Co., [1796].",London,566,unknown,,,FALSE,"whether the itudents will find their cause pro. moted, or the compassion which they ex. pea much increased. Let their conduc be impartially surveyed; let them be al. lowed no longer to diret attention at their pleasure , by expatiating on their own deserts; let neither the dignity of knowledge"
1216200701_000271,"The British magazine and general review, of the literature employment and amusements of the times,",,29,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1772,1,2,"[London, England] : printed for T. Evans in Pater Noster Row, 1772.",London,594,unknown,,,FALSE,"more truly contemptible, and none more wretched . They are the only objers to whom cherily refuses her nlantle; or fi-om whole fifferings, p; t.y withholds the tear of 1ympathy. The libertine and fenfualilt, are elrl.ily their ouw, they not Il much the cnemeies of the public. While they lttter"
0594400102_000100,The spectator. ...,,31,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1757,2,8,"London : printed for Jacob and Richard Tonson in the Strand, MDCCLVII. [1757].",London,496,unknown,,,FALSE,"sinews which we once were mailers of. It is (as my author has it) as absurd in an old man to wish for the strength of a youth, as it would be in a young man to wish for the llrength of a bull or a horse. These Wifles are"
0436300100_000229,"Fifty two practical discourses on several subjects. Six of which were never before published. By Richard Fiddes, D. D. Rector of Halsham, and Chaplain to the Right Honourable Robert Earl of Oxford and Earl Mortimer.",Richard Fiddes,35,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,3,0,0,2,0,1,0,0,0,2,0,0,4,1,0,4,0,1,0,0,0,0,1720,1,1,"London : printed for John Wyat in St. Paul's Church-Yard, Benjamin Tooke in Fleetstreet, John Barber on Lambeth-Hill, and H. Clements in St. Paul's Church-Yard, MDCCXX. [1720].",London,665,male,1671,1725,FALSE,"chiefly delgn our future Happiness in k,, > a3 another Life, is admirably accommodated to our present *sq * z ~ and Condition in this. So that setting aside the Con i^1 .)2> fideration of a Judgement to come, and the Rewards and i: $: F: i; ', : -"
0540800800_000007,"The absolute unlawfulness of the stage-entertainment fully demonstrated. By William Law, A. M.",William Law,39,1,0,0,0,1,0,1,6,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,2,0,1,3,0,2,0,1,0,1755,1,1,"London : printed for W. Innys and J. Richardson, in Pater-Noster Row, MDCCLV. [1755].",London,57,male,1686,1761,TRUE,"as that they who worshipped filthy Deities, were in reality Worshippers of the devil Hence it appears, that if instead of considering the Playhouse as only a Place of Diversion, you will but examine what Materials it is made of; if you will but confider the Nature of the Entertainment,"
0578502302_000051,"Sermons to country congregations. By the late Rev. Greo. Haggitt, ...","Haggitt, George",32,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,1797,2,2,"London : printed for F. and C. Rivington, 1797.",London,366,male,1757,1795,FALSE,"essential, to that end, and is as as anxious to preserve it, as the miser to SERM. preserve his gold. If he is accused of xx1. vices or follies , of which he knows himself to be innocent , he complains of the injury to his reputation , as an"
0740500200_000002,"The hive of modern literature: a collection of essays, narratives, allegories, and instructive compositions; Calculated to instil into the youthful Mind the Principles of Morality, Friendship, Honour, Truth, Justice, and the other Virtuous Dispositions. Which Fortify it Against the Allurements of Vice and Youthful Propensities, Too Apt to Grow into Incurable Habits.",,29,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,4,2,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,1799,1,1,"Newcastle : printed for S. Hodgson, and G.G. and J. Robinson, Paternoster-Row, London, 1799.",Newcastle upon Tyne,301,unknown,,,FALSE,"cf fisher's SPELLING DICTIONARY, and EXPOSITOR of the ENGLISH LANGUAGE, on a new Plan peculiar to irfelf; containing a much larger collecion of Primitive Conversation Words than a'iy Book of the Kind and Price; and showing how the same are to he written corredlly and pronounced properly, with the different"
0833900800_000003,"A sermon preached before the governors of the Magdalen Hospital, London: on Tuesday the 30th of April, 1782. By the Reverend W. H. Roberts, D. D. Provost of Eton College, and Chaplain in Ordinary to His Majesty. And Published by the Desire of the Governors of the Hospital.","Roberts, W. H. (William Hayward)",33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,1,0,0,2,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,4,1,1,6,0,0,0,1,0,1,1782,1,1,"London : printed for the Hospital, [1782].",London,19,male,1734,1791,FALSE,"true,, there are vices of such a .nature, that no man dares to acknowledge himself guilty of them. But this does not always arise from the quality of the vice , but from the degree of abhorrence in which it is held by .mankind. Fashion can palliate the worst of"
0177200401_000098,"Practical discourses upon the parables of Our Blessed Saviour. With prayers annex'd to each discourse. By Francis Bragge, B. D. Vicar of Hitchin in Hertfordshire.","Bragge, Francis",36,0,1,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,4,0,4,1,1,1,0,0,1,1,1702,1,2,"London : printed for S. Manship, at the Ship near the Royal Exchange in Cornhil, 1702.",London,496,male,1664,1728,FALSE,"Esau, we fell this inestimable Blessing for a Mess of Pottage, forfeit the Food of our Souls that we may indulge our Sensual Appetites , that we may fear that a.spiritual Famine will be our Punishment, and no place left for Repentance, no Btefing remaining for us, though we seek"
0012800601_000036,"The novelist: or, a choice selection of the best novels. By J. H. Emmert. ... . Containing Sir Charles Grandison and Tom Jones.","Emmert, J. H. (Johann Heinrich)",32,0,1,2,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,2,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,3,1,0,1,1792,1,2,"Gottingen : printed for Vandenhoeck and Ruprecht, 1792-93.",Göttingen,359,unknown,,,FALSE,"competent skill in the Latin tongue; an advantage that was attended with some finall inconveniences, as it produced no little envy and ill-will towards her in the bosoms of her neighbours, which however did not openly display itself till poor Jenny, to the surprise of everybody, and the vexation of"
1123700301_000030,"Thirty nine sermons on several occasions: by the late Reverend John Cooke, A. M. Rector of the United Parishes of St George the Martyr and St. Mary Magdalen in Canterbury, and of Mersham in Kent, and one of the Six Preachers of the Cathedral Church of Canterbury. Publish'd from the Manuscript Copy prepar'd by himself for the Press. ...","Cooke, John",29,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,2,3,0,1,0,0,0,1,0,0,1736,1,2,"London : printed for Edward Cave, at St. John's Gate, M.DCC.XXXVI. [1736].",London,441,male,1647,1726,FALSE,"cross hits in the world, (of necessary use to make a wiseman), he often becomes wild and extravagant in all his discourses, and ever takes up the whole talk to himself: his natural parts, though at first capable of good improvement, give but the more voluble vent to his impertinence"
0592000602_000030,"Sermons to young men. In three volumes. By William Dodd, L L. D. Prebendary of Brecon, and Chaplain in Ordinary to His Majesty.",William Dodd,36,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,1,2,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,5,2,0,2,0,1,2,0,0,2,1772,2,3,"London : printed for J. Knox, and T. Cadell, in the Strand, MDCCLXXII. [1772].",London,313,male,1729,1777,FALSE,"miseries and uneasiness must attend its dissolution ! But if otherwise, what acute and piercing anxieties, what painful refle&ibns will you endure, on having reduced so low, dishonour. ed so much, difireffed in so tender and irreparable a manner, an obje&c amiable in herself, and whom you find as truly"
0235200302_000081,"Essays and treatises on several subjects. By David Hume, Esq; ... . Containing Essays, Moral, Political, and Literary.",David Hume,31,0,4,2,0,1,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1793,2,2,"Edinburgh : printed for T. Cadell, London; and Bell & Bradfute, and T. Duncan, Edinburgh, M.DCC.XCIII. [1793].",Edinburgh,633,male,1711,1776,TRUE,"is not swayed by temper of any kind; but alternately employs enterprise and caution, as each is useful to the particular purpose intended. Such is tliheexcellence which St Evremond ascribes to Marshal Turenne, who displayed, every campaign as he grew older, more temerity in his military enterprises; and being now,"
0077400900_000045,"The polite lady: or, a course of female education. In a series of letters, From a Mother to her Daughter.","Allen, Charles",40,3,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,2,0,0,2,0,2,1,0,2,6,1760,1,1,"London : printed for J. Newbery at the Bible and Sun in St. Paul's Church-Yard, MDCCLX. [1760].",London,300,male,1728,1792,FALSE,"and without which, wit, beauty, sense, knowledge, and every other female accompliflhment, are not only useless and insignificant, but frequently de ftruaive and pernicious. You will easily guess, my Dear, that the virtue I mean is chastity, the greatest glory and ornament of our sex , and what most effecually"
1237000800_000001,"Two letters: one to John Wilkes, Esq. occasioned by his letter ... giving an accovnt[sic] of the engagement at Bagshot, between him and Lord T----. The other, to a friend, on svicide[sic] and madness.",,30,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,1,0,1,1,0,0,1,0,0,0,0,3,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1767,1,1,"London : printed for W. Nicoll, 1767.",London,29,unknown,,,FALSE,"TWO LETTERS: ONE TO JOHN WILKES, ESQ, OCCASIONED BY HIS LET TER inserted IN THE PVB LIC PAPERS, GIVING AN AC COVNT OF THE ENGAGEMENT' AT BAGSHOT, BETWEEN HIM AND LORD T -- - THE OTHER, TO A FRIEND, ON SVICIDE AND MADNESS, LONDON: Printed for W. NICOLL, at n0."
0229100103_000055,"The works of Samuel Johnson, LL.D. A new edition, in six volumes. With an essay on his life and genius, by Arthur Murphy, Esq.",Samuel Johnson,29,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,2,1,0,1,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,1793,3,6,"Dublin : printed for Luke White, 1793.",Dublin,554,male,1709,1784,TRUE,"indeed, be proper to make the first approaches under the conduc of truth, and to secure credit to future encomiumns by such praise as may be ratified by the conscience; but the mind once habituated to the lusciousness of eulogy, becomes, in a short time, nice and faffidious, and, like"
0262101003_000044,"Of the foundations of religion, and the fountains of impiety. Three books, by the Rev. F.A. Valsecchi, Formerly First Public Professor Of Theology, In The University Of Padua. Translated from the original Italian. By the Rev. Thomas Carbry. ...","Valsecchi, Antonino",33,1,0,0,0,2,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,2,1,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1800,3,3,"Dublin : printed by E. & J. Hanvey, II, Fishers-Lane, 1800.",Dublin,610,male,1708,1791,FALSE,"we shall however employ no other theory,  Pcnrfcs djivos. S 18zt theory, but that, which, Bail himself writing in another work with a cooler head, employs to develcpe the motive, that urges libertines to propagate impiety or atheism. The passage is in his Diaionary: here it is in our"
0092400100_000116,"The lives and amours of the empresses, consorts to the first twelve Cæsars of Rome. Containing All the Passages of Chief Note in Roman History: and Particular Characters and Descriptions of the most Celebrated Favourites, Courtiers, Poets, Orators, &c. In those Reigns. Taken from the ancient Greek and Latin authors. With historical and explanatory notes, by Monsieur de Serviez. Translated by Geo. James.",Jacques Roergas de Serviez,30,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,0,0,2,0,0,2,0,0,1,1,1,0,1723,1,1,"London : printed for Abel Roper; and sold by S. Ballard at the Blue Ball in Little Britain, and T. Butler at the King's Head in Fleet-Street, M.DCC.XXIII. [1723].",London,388,male,1679,1727,FALSE,"there where the Author of it can committ it with Impunity. Domitian, therefore, determinine within himself, to conceal from the Public the Knowledge of a Crime, which was ready to burst forth, and spread itself upon Sabina's Pregnancy, had Dio, recourse to another Crime.  He gave her a li."
1028001200_000003,"The proclamation of Cupid: or, a defence of women. A poem from Chaucer.",George Sewell,44,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,2,1,0,1,0,0,0,1,0,0,0,0,2,0,3,1,0,0,7,2,0,0,1,4,0,0,1,0,0,6,0,1,0,1718,1,1,"London : printed for W. Mears, J. Brown, and F. Clay, without Temple-Bar, MDCCXVIII. [1718].",London,25,male,,1726,FALSE,"the Shame , as it in Reason ought. But [5] But she deserves our Gratitude and Praise, Who in these evil , and uncourteous Days, Free of her Store, and bounteous in Relief, Thro'too much Charity preferred a Thief. Yet more Excuses for the Sex succeed, ( And who refuses"
0582003700_000024,"Sermons, on the following subjects: on the clerical character. On superstition. On miracles. On Submission to the Existing Powers. On the Love of Pleasure. On Temperance. On the Temporal Disadvantages of Vice. On Happiness. On Evangelical Righteousness. On Justice. By the Rev. Richard Graves, M. A. Rector of Claverton, Somerset, Late Fellow of all Soul's College, Oxford, and Chaplain to the Countess Dowager of Chatham. To Which is Added, a Letter from a Father to his Son at the University.",Richard Graves,42,0,0,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,1,1,14,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,0,1799,1,1,"Bath : printed by R. Cruttwell; and sold by F. and C. Rivington, St. Paul's Church-Yard, and C. Dilly, Poultry, London, MDCCXCIX. [1799].",Bath,213,male,1715,1804,FALSE,"relieving the poor, and encouraging the industrious; and in these employments, I make no doubt, they would find not only amusement, but more real enjoyment than in the pursuit of a phantom of pleasure , which perpetuallyeludestheir grasp. Btt they still persevere in the same giddy circle, till every species"
0627000201_000048,"Moral discourses on providence and other important subjects. By Thomas Hunter, M. A. Vicar of Weaverham in Cheshire. ...","Hunter, Thomas",38,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,3,0,0,2,2,1,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5,2,0,0,1,0,1774,1,2,"Warrington : printed by William Eyres, MDCCLXXIV. [1774].",Warrington,503,male,1712,1777,FALSE,"monfers asso enamoured of 'ealth, that he is i: lid to hcive * Caliguh. have rolled himself in transport upon his heaps of gold. Yet so far was he from hap. piness, that he wanted even the common repose of nature, indulged to the meanest of his slaves. Guilt seems"
0904000101_000106,"The works of the Rev. Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Arranged, revised, and corrected, with notes, by Thomas Sheridan, A.M.",Jonathan Swift,30,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,5,0,1,0,0,0,1,1784,1,17,"London : printed for W. Strahan, B. Collins, J. F. & C. Rivington, L. Davis [and 8 others in London], 1784.",London,591,male,1667,1745,TRUE,"the minds of youth; who had trained the amiable Stella, from her early days, in such a way, as, by the Re n4arker's own description of her, made her a model of of perfection; this man, I say, all of a sudden became a proselyte to vice ; betrayed the"
0785000401_000075,"Letters of the Right Honourable Lady M-y W-y M-e: written during her travels in Europe, Asia and Africa, to Persons of Distinction, Men of Letters, &c. in different Parts of Europe. Which Contain, Among other Curious Relations, Accounts of the Policy and Manners of the Turks. Drawn from Sources that have been inaccessible to other Travellers. Complete in one volume.",Lady Mary Wortley Montagu,36,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,1,0,0,2,0,0,1,1,0,1,0,0,0,2,0,2,4,0,0,1,1,1,0,0,1,0,0,0,0,2,1,0,2,0,0,4,0,0,0,1781,1,1,"Berlin : sold by August Mylius, MDCCLXXXI. [1781].",Berlin,392,female,1689,1762,TRUE,"of his affections, Should forget that flhe appears to him adorable, and hold confider her merely 368 merely as a mortal, subject to disorders, caprice, and ill temper; he should arm himself with fortitude, to bear the lots of her beauty, and hold provide himself with a fund of complaisance,"
1228800100_000044,"Sermons on the Christian doctrine as received by the different denominations of Christians. To which are added, sermons on the security and happiness of a virtuous course, on the goodness of God, and the resurrection of Lazarus. By Richard Price, D.D. LL.D. F.R.S. And Fellow of the American Philosophical Societies at Philadelphia and Boston.",Richard Price,53,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,4,0,3,0,0,1,0,0,0,2,0,0,1,7,0,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,6,3,0,9,1,1,0,0,0,0,1787,1,1,"Dublin : printed by John Exshaw, No. 98, Grafton-Street, MDCCLXXXVII. [1787].",Dublin,383,male,1723,1791,TRUE,"denial do men often practice in pursuing fame, or honour , or money? What a sacrifice does the man of pleasure make of his health and fortune; and to what fatigues does he often put himfelf? it is, therefore, the utmost injustice to virtue to imagine that the restraint of"
0970501300_000002,"A persuasive to chastity: a sermon, by a late eminent divine. Most respectfully recommended to the youth of the present age.",Edward Cobden,29,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,3,0,0,1,0,2,1,1,0,0,0,1,3,1785,1,1,"Chichester : printed and sold by D. Jaques; and by S. Crowder, London, [1785?].",Chichester,23,male,1684,1764,FALSE,"herclf? Tis well if the does not endeavour to screen herself friom Censure, by the commimion of a more dreadful Sin in the Murder of a frurious Infant; and discard the Bowels of a Mother to avoid the Scandal of being known to be one. The best and wifelf Course"
0662400901_000023,Sermons for the use of families. Vol. I. The third edition. By William Enfield.,William Enfield,39,0,0,0,0,2,0,0,1,1,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,3,1,0,1,1,3,0,0,0,1,1770,1,1,"London : printed for J. Johnson, Bookseller, St. Paul's Church-Yard, MDCCLXX. [1770].",London,299,male,1741,1797,FALSE,"temptations to vice cast in his way; he will see it represented in a pleasing light, and by degrees, begin to think favourably concerning it; he will then, probably, be persuaded to make some faint and irresolute advances towards the path of folly ; with faltering, trembling, and half retracted"
0540301400_000023,"Inferior politics: or, considerations on the wretchedness and profligacy of the poor, especially in London and its vicinity: -On the Defects in the present System of Parochial and Penal Laws:-On the consequent Increase of Robbery and other Crimes:-And on the Means of Redressing these public Grievances. With an appendix, containing a plan for the reduction of the national debt. The second edition. To which is added, a comparative view of Mr. Gilbert's Bill and the plans proposed in this work: Shewing the exact Resemblance between them, as far as the Bill extends, and pointing out farther Regulations necessary to be adopted. By Hewling Luson, of the Navy-Office.","Luson, Hewling",32,2,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,3,0,1787,1,1,"London : printed for the author, and sold by S. Bladon, in Pater-Noster Row, M.DCC.LXXXVII. [1787].",London,155,unknown,,,FALSE,"in a great measure, confined to the parties themselves. Their wealth, which affords them sufficient means to gratify this worfe than brutal appetite , exempts them from the temptation of invading the property of others, while it supplies maintenance and education to their families. But this vice gains an absolute"
0039300101_000105,"The protestant system: containing discourses on the principal doctrines of natural and revealed religion. Compiled from the works of the following Protestant dissenters, viz. Abernethy, Amory, Baker, Benson, Bulkeley, Chandler, Doddridge, Duchal, Emlyn, Fordyce, Foster, Grove, Holland, Leechman, Mason, Morris, Newman, &c. &c. To which are added, Four Discourses never before printed. In two volumes, ...",,42,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,2,0,0,2,0,1,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,2,0,0,0,0,1,0,0,0,8,0,0,7,0,1,0,0,0,0,1758,1,2,"London : printed for R. Griffiths, at the Dunciad, in Pater-Noster Row, MDCCLVIII. [1758].",London,601,unknown,,,FALSE,"as the punishments of in universal degeneracy and corruption of manners, and I think these are the evils they have in such circumstances a great deal of reason always to fear , if there be a providence that really regards the affairs of mankind, and is concerned to maintain the"
0178700300_000046,"The nature of uncleanness consider'd: wherein is discoursed of the causes and consequences of this sin, and the duties of such as are under the guilt of it. To which is added, a discourse Concerning the Nature of Chastity, And the Means of Obtaining it. By J. F. Ostervald, Minister of the Church of Neuschâtel, Author of A Treatise of the Causes of the present Corruption of Christians, A Catechism, &c.",Jean-Frédéric Osterwald,36,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,0,0,0,0,6,2,0,2,5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1708,1,1,"London : printed for R. Bonwicke, W. Freeman, Tim: Goodwin, J. Walthoe, M. Wotton, S. Manship, J. Nicholson, B. Took, R. Parker, and R. Smith, MDCCVIII. [1708].",London,328,male,1663,1747,FALSE,"of Peoplej especially amongst those whole Quality and Eitates diftinguilh them from their Neighbours, and oftentimes allb amongst those of inferior Rank , who never think of any greater Happiness than to waft their Time in doing nothing, to be merry, and continually in Company, or at Play, or some"
0632000300_000015,"Remarks on the late Earl of Chesterfield's Letters to his son. By William Crawford, M.A.","Crawford, William",33,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,0,1,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,4,0,0,4,0,0,1,0,0,0,1776,1,1,"London : printed for T. Cadel, in the Strand, and John Sewell, in Cornhill, MDCCLXXVI. [1776].",London,166,male,1739,1800,FALSE,"in them to restrain the indulgence of a sensual appetite , and he wanted his son to think, and ad in respect to them with the same indifference. beauty G 3 in( () invited, and would he susser innocence , modesty and virtue , to be any obitacle to his"
0373400402_000043,"Secret histories, novels, and poems. In four volumes. Written by Mrs. Eliza Haywood. ...",Eliza Haywood,32,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,1,1,0,0,0,3,0,1,1,0,0,5,0,0,1,1732,2,4,"London : printed [by Samuel Richardson, Henry Woodfall and another printer] for A. Bettesworth, and C. Hitch, in Pater-Noster-Row; D. Browne, without Temple-Bar; T. Astley, in St. Paul's Church-Yard; and T. Green, at Charing-Cross, M.DCC.XXXII. [1732].",London,290,female,1693,1756,TRUE,"it he could ob. tain her for a Wife. This was a Lady of none of the meanelf Families in France, and at the Death of her Father, was left Mistress of a considerable Fortune; but though' Ihe wanted not Wit, she had been extremely deficient in her Conduci, and"
1101200302_000026,"The false friend: a domestic story. By Mary Robinson, Author of Poems, Walsingham, Angelina, Hubert de Sevrac, &c. &c. In four volumes. ...",Mary Robinson,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,3,1,0,4,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,2,0,0,1,0,2,0,0,1,0,0,0,1799,2,4,"London : printed for T.N. Longman and O. Rees, Paternoster-Row, 1799.",London,346,female,1758,1800,TRUE,"to the coach houfe; the luggage fill fastened to ir, till further orders. Soon after dinner I embraced a leisure hour, to begin this long letter, which I now conclude at midnight. Adieu. LETTER XL The Same to the Same. Portman square, Sept. 28, 1796 I HAVE been told that"
0990800401_000023,The female miscellany: in two parts. Part I. Containing a sketch of English grammar; an abridgement of the holy history; a small collection of fables. &c. Part II. Consisting of a series of letters addressed to a young lady who has made some progress in reading. For the use of a boarding school.,,36,1,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0,2,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,0,0,4,0,0,2,1770,1,2,"Salop : printed by Stafford Pryse, and sold by all the booksellers in town and country, 1770-1771.",Shrewsbury,182,unknown,,,FALSE,"the choice of a Husband. Virtue , underjianding, an Even Temper, an easy Fortune, and an Agreeable Peifon, are the chief Things to be regarded in this Choice. "" Good Seize"" "" and Riches, are (as the Rev. ""Mr. Wilkes obf'r'ves) the sirs Mo f' tives that firike the Inclinations"
