PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alon),termFreq(appear),termFreq(arm),termFreq(art),termFreq(beauti),termFreq(care),termFreq(charm),termFreq(death),termFreq(earth),termFreq(face),termFreq(fall),termFreq(fate),termFreq(fear),termFreq(fight),termFreq(flow),termFreq(form),termFreq(foul),termFreq(friend),termFreq(glori),termFreq(god),termFreq(grace),termFreq(hand),termFreq(happi),termFreq(head),termFreq(hear),termFreq(heart),termFreq(heaven),termFreq(hope),termFreq(hour),termFreq(joi),termFreq(king),termFreq(know),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mind),termFreq(natur),termFreq(night),termFreq(onc),termFreq(pain),termFreq(peac),termFreq(plain),termFreq(power),termFreq(prais),termFreq(ring),termFreq(round),termFreq(song),termFreq(sweet),termFreq(tear),termFreq(thought),termFreq(turn),termFreq(vain),termFreq(view),termFreq(virtu),termFreq(voic),termFreq(world),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0423200302_000024,"The art of English poetry. Containing, I. Rules for making verses. II. A collection of the most natural, agreeable and sublime thoughts, viz. Allusions, Similes, Descriptions and Characters of Persons and Things, that are to be found in the best English Poets. III. A dictionary of rhymes. By Edward Bysshe, Gent.",Edward Bysshe,72,0,0,0,1,2,1,1,1,0,2,1,2,1,1,0,2,1,0,1,1,5,1,2,3,1,1,0,1,0,0,3,1,0,0,0,1,8,0,1,0,1,2,0,1,1,1,1,2,1,5,2,0,2,1,0,0,0,3,3,1725,2,2,"London : printed for A. Bettesworth, J. Osborn, F. Fayram, W. Mears, J. Pemberton, C. Rivington, J. Hooke, F. Clay, J. Batley and E. Symon, MDCCXXV. [1725].",London,334,male,,1712,FALSE,"how. other Arts in senseless Matter reign, ick in Brass, or with mixed Juices stain ck, the mighty Artist, Man, can rule, ng as it has Numbers, he a Soul, much as Man can those mean Arts control. D If If Mufck be the Food of Love , play on:"
1055000600_000013,Original poems and imitations. By A. Williams.,"Williams, A., Post Mistress of Gravesend",95,0,3,1,0,1,7,6,2,4,1,1,1,3,2,1,0,0,1,2,1,0,2,3,1,0,1,4,7,2,0,6,1,1,3,0,1,5,3,5,0,0,2,2,0,0,1,0,0,0,1,1,0,1,0,2,1,0,2,0,1773,1,1,"London : printed for the author, and sold by W. Harris, No. 70, St. Paul's Church-Yard, M.DCC.LXXIII. [1773].",London,204,female,,,FALSE,"leave me not behind, Involved in ills, a certain death I find: My My fears to thee muff truly be confcfs'd, My heart recoils at death in terrors dressed. Yet when I die, this glorious fate is mine, I in thy love unrivalled did shine. Triumphing then, this world I'll"
0863100156_000002,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,101,0,1,2,3,2,2,0,3,3,2,3,0,0,0,0,0,2,0,1,3,8,3,1,0,2,0,5,3,0,0,1,2,1,5,3,3,6,4,3,1,3,2,2,0,2,0,0,1,1,3,0,2,0,2,2,1,0,2,0,1790,56,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,251,male,1709,1784,TRUE,"worthy of my passion, meet Harmonious in my Lord. A thousand graces ever rise And bloom upon his face ; A thousand arrows from his eyes Shoot through my heart with dear furprifie And guard around the place. All nature's art shall never cure The heavenly pains I found, And"
0587600203_000042,A collection of poems in six volumes. By several hands.,Robert Dodsley,82,3,2,1,0,0,1,3,1,0,4,0,0,2,1,0,3,2,0,1,0,4,1,0,1,1,0,1,2,1,1,4,0,2,2,0,2,3,0,3,1,1,3,1,1,3,0,0,0,1,5,2,3,0,0,2,3,0,2,2,1765,3,6,"London : printed by J. Hughs, for J. Dodsley, in Pall-Mall, MDCCLXV. [1765].",London,395,male,1703,1764,TRUE,"of mortality, The soul dilated joins in air , To go, alas! we know not where, And the poor body will become A clod within a lonely tomb. Reflection! such bodies must Return, and mingle with the dust! But neither sense nor beauty have Defensive charms against the grave, Nor"
0714501100_000026,Select hymns for the use of Christians of all denominations.,John Wesley,96,0,2,3,0,1,1,1,2,0,6,2,0,0,0,0,1,0,2,0,2,6,6,0,3,2,1,9,3,1,1,4,1,0,2,2,2,7,0,0,1,1,2,1,0,3,1,0,0,0,0,1,2,1,4,2,0,1,3,0,1787,1,1,"London : printed by J. Paramore; and sold at the New Chapel, City-Road; and at the Rev. Mr. Wesley's Preaching-Houses in town and country, 1787.",London,161,male,1703,1791,TRUE,"soul (hall see; O when shall all my wandrings ends, And all my steps to thee ward tend P 4 Is there a thing beneath the fun That frives with thee my heart to share?. Ah! tear it thence, and reign alone : The lord of every motion there: Then"
0965300200_000039,"Exercises in elocution; selected from various authors, and arranged under proper heads: intended as a sequel to a work entitled The speaker. By William Enfield, LL.D. Lecturer on the Belles lettres in the Academy at Warrington.",William Enfield,81,0,1,0,2,3,0,1,2,1,2,1,0,1,1,1,0,2,0,3,1,3,1,0,5,0,0,2,3,0,1,4,2,1,3,2,3,3,2,2,0,0,0,2,0,3,2,0,0,1,2,0,2,0,1,2,4,1,0,2,1783,1,1,"Warrington : printed by W. Eyres, for J. Johnson, No. 72, St. Paul's Church-Yard, London, MDCCLXXXIII. [1783].",Warrington,438,male,1741,1797,FALSE,"yet never wise; Vice walles their vigour, and their mind impairs. Vain , idle, delicate, in thoughtless cafe, cferving woes for age, their prime they spend; All wretched, hopclcfs, in the evil days, ith sorrow, to the verge of life they tend. riev'd with the present; of the pall, afiamn'd;"
0706001000_000032,"Horæ lyricæ. Poems chiefly of the lyric kind, in three books. ... By I. Watts, D.D.",Isaac Watts,77,0,0,1,2,0,1,1,1,1,3,3,1,0,1,0,1,2,0,1,2,2,0,3,2,1,1,2,2,3,1,5,2,1,1,0,2,6,2,0,0,1,1,1,0,2,1,0,2,2,1,3,1,0,1,1,1,0,2,0,1737,1,1,"London : printed for Richard Hett, 1737.",London,354,male,1674,1748,TRUE,"~, Forsaken, yet Hoping . 1 happy the Hours , the golden Days, When I could call my ES US mine, And fit and view his smiling Face , And melt in Pleasures all divine. II Near to my Heart , within my Arms He lay, till Sin defiled my"
1437200300_000003,"To the memory of Devereux Knightly, of Fawsly in the county of Northampton, Esq; a Poem. Also, the plaints of mourning Thirsis; a pastoral poem, to the lamented memory of the said gentleman.",,94,0,0,2,1,2,4,0,6,0,1,0,4,1,0,0,4,1,0,1,0,0,2,0,2,4,2,1,2,0,0,1,0,0,0,2,0,10,1,4,1,1,0,0,4,2,3,0,2,3,3,2,1,0,2,0,1,1,0,10,1708,1,1,"London : Printed for Tim. Goodwin, at the Queen's Head against St. Dunstan's Church, in Fleetstreet, MDCCVIII. [1708].",London,22,unknown,,,FALSE,"Floods of Rain : Each Eapf mefeanchoiy Shade still blacker grow, aa~tev'ry Stream in Sadder Accents flow . Since Strephon's dead, let Mourning Nature te!, How Loved a Touth, how much lamented fe. Ye Flowers, and Tender Plants, with Grief consume, Or only flourish round your Strephon's Tomb : Let"
0357000400_000015,"The poetical monitor: consisting of pieces select and original, for the improvement of the young in virtue and piety; intended to succeed Dr. Watts' Divine and moral songs. Published for the benefit of the Shakespear's Walk Female Charity School, St. George in the East.",,97,0,2,0,0,1,1,1,1,3,4,0,0,2,0,1,0,2,0,2,4,4,0,1,2,0,2,4,5,2,0,4,0,1,7,2,2,10,2,2,1,0,2,1,2,2,1,0,3,0,2,0,2,0,0,1,2,1,3,0,1798,1,1,"London : sold by T. N. Longman, Paternoster-Row; J. Johnson, St. Paul's Church-Yard; C. Dilly, Poultry; A. Cleugh, Ratcliff-Highway; and the Secretary, by orders sent to the school, [1798].",London,171,unknown,,,FALSE,"Guardian, Guide! Thou art each tender name in one; On Thee we call our every care , And comfort seek from Thee alone . Our Father god , to Thee we look; Our rock, our portion; and our friend ! And on thy covenant love and Truth, Our finking souls"
1174900103_000025,"A complete collection of old and new English and Scotch songs, with their respective tunes prefixed. ...",,76,1,0,1,3,0,2,1,5,1,0,1,2,2,2,1,1,0,0,0,1,1,1,1,1,1,0,2,1,0,1,3,0,0,0,0,0,9,1,1,1,1,3,1,2,1,0,0,3,6,2,2,2,0,3,1,0,0,1,0,1736,3,4,"London : printed and sold by T. Boreman; and sold likewise at his shop at the Cock on Ludgate-hill, 1736.",London,189,unknown,,,FALSE,"modei'd by young Cupid's heavenly bow; And sure his fatal shafts are in your eyes, Which at the gazing world in Iport you throw. 0 Nymph! to ease your lover's throbbing heart , Yield, and prepare for a revenging dart. Your honeyed lips, like fair vermilion bright, Moist as Dione's,"
0633400500_000003,The english poems collected from the Oxford and Cambridge verses on the death of His Royal Highness Frederick Prince of Wales.,,85,0,0,0,1,4,1,3,2,4,0,0,0,2,0,0,1,4,0,1,3,0,2,3,1,2,1,1,3,0,2,0,1,0,0,1,1,5,3,2,1,2,1,2,2,3,0,0,1,3,0,3,0,0,3,0,5,1,0,4,1751,1,1,"Edinburgh [i.e. Oxford] : printed for Hamilton Bruce [i.e. W. Jackson], MDCCLI. [1751].",Oxford,182,unknown,,,FALSE,"southern plains . Ah! see his iron sceptre spread To rumh the trembling he'ples head ! Behold Behold his chill Gorgonian frown! When, keen to mow the nation down, His unrelenting fickle stands, Ufurp'd from Time's delaying hands . Adieu! Saturnian years of gold I Ye streams, for nectar famed"
0106200904_000092,The works of Mrs Elizabeth Rowe: in four volumes. ... . Containing Letters from the Dead to the Living. In Twenty Letters. Letters Moral & Entertaining Parts First & Second.,Elizabeth Rowe,88,0,4,1,1,4,4,0,4,1,3,0,0,0,1,0,2,0,1,1,2,2,5,2,0,1,0,2,4,0,1,3,0,1,2,2,0,1,3,2,1,0,0,0,0,3,8,0,0,2,1,1,1,0,2,0,7,0,1,1,1796,4,4,"London : printed for John & Arthur Arch, Grace-Church Street, & for Silvester Doig, Edinburgh, 1796.",London,386,female,1674,1737,TRUE,"roll your crystal volumes to the main!) "" No more let flowers receive their annual birth, Or vernal verdure clothe the laughing earth ; No more, thou solar lamp, the day restore; Yc stars, the fields of aether gild no more; Thou lonar orb, withdraw thy silver light , To"
0134401801_000011,"Poems on several occasions. By Matthew Prior, Esq; In two volumes. ...",Matthew Prior,84,1,0,1,2,3,2,0,3,0,0,0,0,2,3,2,0,1,0,0,1,3,0,1,2,1,1,5,0,1,0,2,0,0,0,2,1,12,0,0,3,1,1,1,3,2,1,1,0,4,0,1,2,1,5,1,0,1,0,4,1754,1,2,"Aberdeen : printed and sold by F. Douglass and W. Murray, M,DCC,LIV. [1754].",Aberdeen,197,male,1664,1721,TRUE,"I hand my oar; Nor think on all I left on Ihoar. But when vain doubt, and groundless fear Do that dear foolish bofoni tear ; When the big lip and watery eye Tell me, the rising form is nigh: Tis then, thou art yon' angry main, Deformed by winds"
0750900400_000010,Poems on various subjects. By Eliza Reeves. Dedicated (by permission) to His Grace the Duke of Manchester.,"Reeves, Eliza",92,1,0,0,0,2,4,5,7,1,0,0,0,2,0,0,3,2,1,1,0,2,1,1,0,0,0,6,2,1,4,1,1,0,4,1,2,6,3,1,2,0,2,1,0,4,0,0,1,0,3,1,1,0,4,0,5,2,0,1,1780,1,1,"London : printed for the author: and sold by C. Dilley, in the Poultry, MDCCLXXX. [1780].",London,239,female,,,FALSE,"60 ] A thousand different forms affuime Love's shape divinely fair! So art awhile by sweet perfume, Conceals polluted air . Avarice oft his charms puts on, And paints the scene all bright; Shows all the splendour of her throne, And cheats the dazzle sight. Rude passions oft lie couched"
0111501400_000009,Miscellaneous poems.,,72,1,1,0,1,1,3,0,1,2,1,1,0,0,1,0,2,1,0,1,1,2,3,3,1,2,0,2,1,0,2,1,1,1,3,1,0,1,4,0,2,0,0,1,3,1,1,0,0,0,2,6,1,0,1,2,3,0,2,1,1800,1,1,"Manchester : printed at the office of W. Shelmerdine and Co. No. 5, Hanging-Ditch, [1800?].",Manchester,144,unknown,,,FALSE,"looks of horror, madly wild, Bent over the body of his breathless child; Heard him in all the agony of grief, Implore the hand of death to bring relief: Revenge and hatred had not ceased to flow , Against the author of this scene of woe! Sure Demons prompted lent"
0790200300_000055,"The beauties of Milton, Thomson, and Young:",Edward Young,85,0,2,0,0,2,1,2,1,5,1,0,3,2,0,0,0,2,0,4,0,2,0,0,1,2,0,4,1,0,1,7,0,1,5,3,2,3,0,0,1,1,1,6,1,1,3,1,0,2,3,1,0,0,2,1,1,1,2,0,1783,1,1,"London : printed for G. Kearsley, at No. 46, Fleet-Street. - 1783.",London,314,male,1683,1765,TRUE,"day Expiring lays the warbling world asleep, Sweetest of birds 1 sweet Philomela! charm The listening shades, and teach the night his praise . Ye chief, for whom the whole creation smiles, At once the head , the heart , and tongue of all, Crown the great ihymr. In swarming"
0297300104_000184,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,106,0,1,1,1,0,4,3,3,0,1,5,1,0,1,1,0,1,0,0,4,3,4,0,1,1,1,7,2,1,0,4,0,2,0,1,1,23,1,2,1,0,4,0,0,1,0,0,2,1,3,1,3,4,3,0,0,1,1,0,1753,4,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,714,male,1674,1748,TRUE,"that little snare The tangles of Amira's hair: Thine arms , my God , are sweeter bands, nor can my heart remove. Grace Iining and Nature faintig. Sol. Song i. 3 & II 5 & VI 5 I. ELL me fairest of thy kind, Tell me, Shepherd, all divine, Where"
0459000201_000005,"Miscellanies: in two volumes. By the Rev. Richard Shepherd, B. D. Late Fellow of C. C. C. Oxford. ...","Shepherd, Richard",91,2,0,0,1,1,1,5,3,1,0,0,0,2,0,0,4,0,0,1,1,0,1,0,1,0,2,3,1,4,5,5,0,1,1,0,1,11,1,2,0,2,3,1,4,2,0,0,0,2,5,5,0,2,2,0,1,0,0,1,1776,1,2,"Oxford : printed for W. Flexney, in Holborn, London; J. Fletcher and S. Parker, in Oxford, MDCCLXXVI. [1776].",Oxford,311,male,1732,1809,FALSE,"efi Meroris Vox; fiebilis, intermifi, framla, conczifa Oratio. LOWTH, de Sacra Poefi, Prelect. 22 E L E G Y I. G O, Queen of Song , to other ihades repair, Gj Go, and inform some happier poet's lay; For there my haunts are clouded over with care , No longer"
0424902900_000004,Poems intended to promote piety and virtue in the minds of young people. Selected by Rachel Barclay.,,103,1,1,1,0,3,1,5,1,3,1,1,0,0,1,0,0,4,0,1,1,0,1,2,2,0,0,6,5,3,3,6,0,0,5,0,2,4,2,2,1,0,1,4,0,8,0,0,2,0,1,2,2,0,4,1,4,3,2,0,1797,1,1,"London : printed and sold by James Phillips and Son, George Yard, Lombard Street, M.DCC.XCVII. [1797].",London,181,unknown,,,FALSE,"boast, Too soon discovered, as too early lost; Studious by every pleasing art to prove, Th' endearing tenderness of filial love , Which guided still by nature's gentlest voice ; Prepared him for that heaven he now enjoys. Yet let not grief pronounce that doom unjust, Which lays a parent's"
0088200107_000570,A complete edition of the poets of Great Britain. ...,,86,1,0,0,1,1,3,1,1,3,2,1,3,5,1,0,0,1,1,0,0,4,1,0,1,0,0,5,2,0,0,2,0,2,0,4,1,8,2,0,3,2,3,0,0,1,1,0,1,1,0,2,1,1,7,0,0,1,2,3,1792,7,13,"London : printed for John and Arthur Arch, and for Bell and Bradfute and I. Mundell and Co., in Edinburgh, [1792-5].",London,794,unknown,,,FALSE,"Ungrateful Myral urge me thus no more, Nor think me tame, that once so long I bore; If paffin, dire revenge, or black despair, Should once prevail beyond what man can bear, Who knows what I? ah: feeble rage, and vain : With how secure a brow she mocksemy pain"
0358400900_000035,"Hymns and spiritual songs, in three books. I. Collected from the Scriptures. II. Composed on Divine Subjects. III. Prepared for the Lord's Supper. By I. Watts, D.D.",Isaac Watts,96,0,0,1,1,0,2,1,2,2,3,3,0,0,2,0,0,1,1,1,4,13,6,3,1,0,1,4,4,0,1,1,4,0,3,2,1,6,1,1,0,0,3,0,0,1,2,0,1,2,2,1,3,0,3,1,0,0,1,0,1799,1,1,"York : printed for Thomas Wilson and Robert Spence, High-Ousegate, Anno 1799.",York,321,male,1674,1748,TRUE,"what.angels do,. Down to our earth he casts his eyes, And bends his footsteps downwards too.. 4: He over rules.all' mortal things,. And. manages our mean aftiirs; On humble souls the King of kings Bestows his .counsels and his cares .. 5 Our sorrows and our tears we pour Into"
0751700500_000077,"Pleasing reflections on life and manners with essays, characters, & poems, moral & entertaining, principally selected from fugitive publications.",,74,1,1,0,1,1,1,2,2,1,0,0,0,2,2,1,1,1,1,0,1,3,2,0,1,1,3,2,1,1,1,2,0,0,4,1,2,0,4,0,1,0,2,2,0,2,0,0,0,1,1,1,2,0,4,0,9,0,0,2,1787,1,1,"[London : printed for S. Hooper?, 1787?].",London,302,unknown,,,FALSE,"absent light the moon supplies, Or planets glitter to enrich the skies; No gleam of comfort from their lustre flows , No harbinger of peace or calm repose: My soul with difquietude oppreft,, dire&ts her flight to heaven in Search of rest; And refuge takes (which "" peace at lall"
0276602400_000002,"Poems, by the late Mr. and Mrs. Johns, of Plymouth.","Johns, Mrs.",90,1,0,0,2,2,0,3,0,5,2,0,2,1,0,0,0,4,0,3,1,2,1,5,1,1,3,4,7,2,2,2,2,0,2,2,2,4,2,0,2,1,1,2,0,1,0,0,1,1,1,3,0,1,0,1,1,3,1,0,1797,1,1,"Plymouth : Clarence Press, [1797?].",,93,female,1731,1792,FALSE,"And sin and death defy. The robe of mercy let us wear; The sword of justice wield; Salvation's helmet let us bear, And, Faith, be thou our ihield. Clad in heaven's armour bold we stand, Our footfieps shall not slide; Though' thousands fall at our right hand , Ten thousand"
0744701401_000033,"A select collection of poems, from the most approved authors. In two volumes. ...",,81,0,2,0,2,5,0,5,1,0,2,0,0,0,1,1,1,0,0,2,0,3,0,0,2,0,2,2,3,0,2,3,0,1,1,0,1,4,1,2,3,0,2,2,1,1,1,0,0,1,2,0,2,2,5,0,1,3,0,6,1768,1,2,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, 1768.",Edinburgh,274,unknown,,,FALSE,"My name, fair youth , is Happiness , she said. Well can my friends this envied truth maintain -  They share my bliss; they belt can speak my praise - Though' Slander call me Sloth detracion vain !  Heed not what Slander, vain detractor, fays: Slander, still prompt"
0516500700_000033,"Poems on several subjects. To which is prefix'd, an essay on the lyric poetry of the ancients; in two letters inscribed to the Right Honourable James Lord Deskfoord. By John Ogilvie, A.M.","Ogilvie, John",75,0,1,1,0,1,2,2,0,0,1,0,0,1,2,0,2,1,1,0,1,1,0,1,0,1,0,2,4,4,3,2,1,1,1,1,0,2,4,0,1,5,1,1,1,2,2,1,0,2,0,1,4,0,1,4,3,2,0,0,1762,1,1,"London : printed for G. Keith, at the Bible-And-Crown in Gracechurch-Street, M.DCC.LXII. [1762].",London,230,male,1732,1813,FALSE,"his mournful eyes, And paused, till thus with intermingling sighs: 630 ""SAY where, vain mortal! now the pomp of state? ""The pride of kings , the triumphs of the great? "" Where now th' imbattled host, the whirling car?, C Where the proud spoils of desolating War? "" Hope's flattering"
1217500300_000033,The fifth part of Miscellany poems. Containing variety of new translations of the ancient poets: Together with Several original poems. By the most eminent hands. Publish'd by Mr. Dryden.,Louis Du Guernier,84,1,1,1,1,1,5,0,2,1,1,2,0,4,1,0,0,2,0,0,0,5,2,1,0,0,3,6,1,0,0,1,0,0,0,2,0,6,2,0,1,1,2,0,0,1,1,0,1,1,2,4,1,2,7,1,0,2,2,3,1716,1,1,"London : printed for Jacob Tonson at Shakespear's Head over-against Katharine Street in the Strand, MDCCXVI. [1716].",London,408,male,1677,1716,FALSE,"Aids, when 1 Bear ready by my Side the Power to die' Be keen my Sword, and serve thy Master well, Heal Wounds with Wounds, and Love with Death re. Strait up I rose, and to my aching Breast, [pcl. My Bosom bare. the pointed Blade I pressed; When lo!"
1112101301_000007,"Poems and essays, by the late Miss Bowdler. ...",Jane Bowdler,105,0,1,1,0,1,1,2,6,0,1,1,0,0,1,0,0,2,1,1,0,0,0,2,1,0,1,7,1,4,5,9,0,0,1,0,0,1,1,3,1,1,1,7,0,3,0,0,0,0,3,2,5,2,10,6,4,3,0,2,1787,1,2,"Bath : printed by R. Cruttwell; and sold by C. Dilly, Poultry, J. Robson and T. Hookham, New-Bond-Street, London; and N. R. Cheyne, New Edinburgh, MDCCLXXXVIII. [1787]-1788.",Bath,239,female,1743,1784,FALSE,"pursuit of woe; For her, in vain rises the cheerful morn, In vain the flowers with fretheft lustre glow, Vain all the charms which Nature's face adorn: they cannot cheer a heart with ceaseless anguish torn. XIII Beside the way that leads to Virtue's ihrine, This wicked hag her favourite"
0250601601_000024,"A gossip's story, and a legendary tale. In two volumes. By the author of Advantages of education. ...",Jane West,94,1,2,1,6,2,2,0,0,1,0,2,2,1,2,0,3,5,0,5,0,0,2,2,3,1,1,6,0,3,2,1,0,0,2,0,1,12,0,0,3,2,1,1,0,0,1,0,0,0,1,5,2,1,1,2,0,1,0,2,1796,1,2,"London : printed for T. N. Longman, Pater-Noster-Row, 1796.",London,235,female,1758,1852,FALSE,"stead of love's impassion' voice , I hear cold duty's tone. tomorrow's fun (but can I then Tafle fu!!nefs of content ?). She seals wish me the nuptial oath, Oh may her heart assent! Even when I left her yesternight.. fondly breathed adieu: And of the morrow talked, her cheek."
0535400802_000034,"Poems on subjects chiefly devotional. In two volumes. A new edition. To which is added, a third volume, consisting of miscellaneous pieces. By Theodosia.",Anne Steele,90,0,1,1,2,1,0,3,1,1,1,1,1,0,2,0,3,0,1,1,1,6,4,2,2,1,2,2,1,2,1,4,3,0,2,1,0,4,1,1,1,0,0,2,0,12,4,0,1,5,2,0,0,0,1,0,0,1,1,0,1780,2,3,"Bristol : printed by W. Pine. Sold by T. Cadell, T. Mills, and T. Evans; - and by J. Buckland, Paternoster-Row, and J. Johnson, St. Paul's Church Yard, London, 1780.",Bristol,266,female,1717,1778,FALSE,"answer all my prayer, And make thy truth and goodness known. II And O let mercy still be nigh; Should awful justice frown severe, Before the terrors of thine eye, What trembling mortal can appear ? III My C 238 ] III My perfecutiug foes prevail, Almost I yield my"
0758301000_000021,"Poems on several occasions. To which is added, The history of Mr Wallace. A novel. By R. Cumming.","Cumming, Robert           1791",87,1,0,1,0,0,3,3,0,0,1,0,0,1,1,0,3,3,0,0,0,0,0,0,4,0,4,2,1,2,1,5,0,0,0,1,1,10,2,2,1,1,3,1,5,4,3,1,0,3,5,2,0,0,1,0,1,3,0,1,1791,1,1,"Edinburgh : printed for the author, by Grant and Moir, Paterson's court, MDCCXCI. [1791].",Edinburgh,217,unknown,,,FALSE,"with beauty croum'd. Off warble thy enchanting strains Through' budding groves and vernal plains , . Where lambkins jocund.play;, Tliofe Those Pacred seats of injured worth, Of friendship, love , and heavenly truth, Oft hear thy plaintive lay.:. -. In the Ieep vale, or ihady groves, The feather'd&fongfers chant their"
0149005601_000006,"Poems on various subjects. By Henry James Pye, Esq. In two volumes. Ornamented with frontispieces. ...",Henry James Pye,77,1,1,1,2,0,2,1,4,3,0,0,0,3,1,0,2,1,0,1,0,0,0,1,0,2,1,2,1,1,5,1,0,1,2,0,0,5,1,2,0,0,1,0,2,4,0,0,0,2,2,1,1,1,4,3,2,2,1,3,1787,1,2,"London : printed for John Stockdale, Opposite Burlington-House, Piccadilly, MDCCLXXXVII. [1787].",London,301,male,1745,1813,FALSE,"transport prove ?- With passion fraught, though smiling now serene, In soft endearments flow each tender hour ; Too soon, alas! must change the biifsful scene, When time's cold blast halla blow on beauty's flower. And oft, amid the blooming days of youth , Inconitancv aflrrts her fickle reign; Or"
0535400803_000010,"Poems on subjects chiefly devotional. In two volumes. A new edition. To which is added, a third volume, consisting of miscellaneous pieces. By Theodosia.",Anne Steele,104,0,0,1,0,1,2,5,2,1,3,0,0,0,2,0,1,1,0,2,1,2,4,8,1,0,1,6,2,7,1,4,0,0,3,0,3,4,2,7,2,0,3,2,0,4,2,0,0,2,3,2,1,0,0,0,0,3,3,0,1780,3,3,"Bristol : printed by W. Pine. Sold by T. Cadell, T. Mills, and T. Evans; - and by J. Buckland, Paternoster-Row, and J. Johnson, St. Paul's Church Yard, London, 1780.",Bristol,243,female,1717,1778,FALSE,"the saint arrived, From life's long, painful voyage safe arrived, And crowned, triumphant, on the blissful (hore, With perfet pleasure, and eternal peace . O could thy lyre but faintly emulate On earth , the firains which her rapt ear imbibes, Her voice melodiousjoins; the notes would charm The mournful"
0739900400_000098,"Lessons in elocution; or, miscellaneous pieces in prose and verse, Selected from the Best Authors, for the perusal of persons of taste, and the improvement of youth in reading and speaking: by William Scott, Teacher in Edinburgh.","Scott, William",67,0,3,0,2,1,0,1,1,1,2,0,4,1,0,1,1,0,1,0,0,1,1,1,1,0,0,2,3,3,0,4,0,0,2,1,2,1,1,0,1,0,1,3,1,0,7,1,0,1,1,1,0,0,3,1,1,1,1,1,1779,1,1,"Edinburgh : printed for, and sold by the compiler: also by C. Elliot, Edinburgh; and T. Longman, London [printed by Churnside and Wilson], MDCCLXXIX. [1779].",Edinburgh,454,male,1750,1804,FALSE,"ceaseless change Vary, to our great Maker, frill new praise . Ye mills and exhalations! that now rise From hill or steaming lake, dusty or grey, Till the fun paint your fleecy skirts with gold, In honour to the world's great Author, rise; Whether to deck with clouds, th' coloured"
0371000300_000002,"Poems, addressed to Mrs. Champion, by her affectionate husband.","Champion, Joseph, Esq",100,0,5,0,1,0,6,4,3,0,1,1,0,2,3,0,2,0,1,1,0,1,4,0,1,0,0,6,1,0,3,4,1,0,1,0,0,11,6,2,0,0,0,0,0,6,0,0,3,5,1,1,2,0,4,4,1,0,1,1,1786,1,1,"Calcutta : printed by Stuart & Cooper, M.DCC.LXXXVI. [1786].",Calcutta,28,unknown,,,FALSE,"Exceeding all the vocal throng, The pride of every dale. The rival Graces round her sport; See all the Nine now pay their court, To Annie of the vale; While wit and sense encircling round , With rapture tread the hallowed ground, And warble through' the dale. Much of beauty"
0152900700_000003,The choice.,"Thomson, Alexander",83,0,1,1,0,0,1,1,2,0,0,1,0,1,1,0,0,1,1,2,0,0,1,1,1,1,1,5,1,2,1,3,0,1,1,1,2,9,4,2,0,4,0,0,0,7,1,0,1,3,2,0,3,1,3,1,3,2,1,1,1788,1,1,"Edinburgh : printed for William Creech; and sold by J. Murray, London, M,DCCLXXXVIII. [1788].",Edinburgh,39,male,1763,1803,FALSE,"thou judged, my Son, with just disdains. To treat Ambition, and his phantoms vain : But I have more substantial joys in store For those who hearken to my prudent love . Me Folly's erring voice aloud reviles, And sordid Avarice contemptuous styles; But fools alone will slight my sacred"
1734400400_000061,Poems on several occasions. By Mr. John Gay. Volume the first.,John Gay,86,0,1,2,1,2,3,1,0,0,0,2,1,0,2,0,1,0,0,0,2,1,0,3,0,1,4,5,2,0,1,2,1,1,0,4,0,8,1,3,7,0,2,0,2,2,0,1,1,2,2,1,2,0,1,1,0,1,4,2,1720,1,1,"London : Printed for Jacob Tonson, at Shakespear's-Head in the Strand, and Bernard Lintot, between the Temple-Gates in Fleetstreet, MDCCXX. [1720].",London,557,male,1685,1732,TRUE,"behind, And faunter'd in the grove. Will never a nymph be kind, And give me love for love . II Oh! those were golden hours , When Love , devoid of cares , In all Arcadia's bowers Lodged swains and nymphs by pairs! But now from wood and plain Flies"
