PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(anim),termFreq(appear),termFreq(author),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(christ),termFreq(common),termFreq(confid),termFreq(creatur),termFreq(death),termFreq(degre),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evil),termFreq(father),termFreq(form),termFreq(gener),termFreq(god),termFreq(holi),termFreq(human),termFreq(idea),termFreq(kind),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(observ),termFreq(order),termFreq(origin),termFreq(particular),termFreq(person),termFreq(power),termFreq(principl),termFreq(proper),termFreq(reason),termFreq(religion),termFreq(sens),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(virtu),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0095700700_000016,"An account of the life of Apollonius Tyaneus. By M. Le Nain de Tillemont. Translated out of French. To which are added, some observations upon Apollonius.",Louis-Sébastien Le Nain de Tillemont,107,0,0,1,2,2,1,1,0,0,1,0,1,0,1,4,1,3,0,0,0,10,0,1,0,0,8,3,0,2,1,0,0,2,0,0,0,0,4,6,4,1,1,0,1,3,10,4,0,4,4,3,5,0,0,5,4,0,2,1,1702,1,1,"London : printed for S. Smith and B. Walford, at the Prince's-Arms in St. Paul's Church-Yard, 1702.",London,118,male,1637,1698,FALSE,"said by him to have been past as what Bodies the Souls of Men, or Beasts had before informed, and what had been done by them : Or by his Knowledge of things then in Agitation, as of the Death of Domitian a while before he was killed or of"
0192800503_000077,"The scotch preacher: or, a collection of sermons. By some of the most eminent clergymen of the Church of Scotland. ...",,87,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,3,0,1,8,0,3,1,4,0,2,1,1,2,2,11,1,1,0,3,1,2,0,0,0,0,1,0,0,4,0,0,1,6,1,10,1,1,1,1,0,1,4,1775,3,3,"Edinburgh : printed for J. Dickson, Edinburgh, and T. Cadell, London, [1775]-79.",Edinburgh,348,unknown,,,FALSE,"the power of "" God unto "" salvation to every one that believeth."" Our Saviour himself has plainly intimated, that the gospel is the great mean which the wisdom of Providence has chosen to enlighten, to fantify, to bless, and to save mankind . "" No man,"" says he, """
0131905200_000004,"On the use and abuse of externals in religion. A sermon. By John Brown, M. A. Chaplain to the Right Rev. the Lord Bishop of Carlisle. Preached at the consecration of St. James's church in Whitehaven, by the right reverend The Lord Bishop of Carlisle.",John Brown,87,0,0,0,1,1,0,0,0,3,2,0,0,0,0,2,5,0,1,2,1,5,1,4,1,1,1,0,2,0,0,0,1,2,1,1,5,0,1,8,0,3,1,0,2,0,0,1,1,1,7,1,4,1,3,3,4,1,1,1,1753,1,1,"[London] : Printed for C. Davis in Holborn, [1753].",London,29,male,1735,1766,TRUE,"goodwill and Charity, like so many Meflcngers from Heaven sent down to conduct us thither, meet us at our Entrance; infusing into our Hearts Peace and Joy, such as the World cannot give. In a Word , every Object that we see or hear, works a firong effea on the"
1071900500_000024,"Of the truth of the Christian religion. From ""observations on man,"" &c. Part II. By David Hartley, M.A.",David Hartley,92,1,0,2,0,2,4,2,0,4,1,0,0,1,2,3,0,1,0,0,8,2,0,1,0,1,2,2,3,0,1,0,0,4,0,2,1,2,2,10,1,3,4,0,3,2,0,0,2,1,2,0,1,1,1,5,0,0,0,2,1793,1,1,"London : [s.n.], Printed in the Year MDCCXCIII. [1793].",London,162,male,1705,1757,TRUE,"opposing general , or even univerfil experience. Now to'this I answer, First, That we do not, by admitting the testimony of mankind concerning the delccnt of heavy bodies upon the surface of our earth, the common effects of heat and cold, c. suppose that this invalidates the tcflimony of those"
0251500404_000097,"A defence of natural and revealed religion: being an abridgment of the sermons preached at the lecture founded by the Honble Robert Boyle, Esq; by Dr. Bentley Bp. Kidder Bp. Williams Bp. Gastrell Dr. Harris Bp. Bradford Bp. Blackhall Dr. Stanhope Dr. S. Clarke Dr. Hancock Mr. Whiston Dr. Turner Dr. Butler Dr. Woodward Mr. Derham Dr. Ibbot Bp. Leng Dr. J. Clarke Archd. Gurdon Dr. Burnet Dr. Berriman. In four volumes. With a general index. By Gilbert Burnet, Vicar of Coggeshall, Essex.",,106,1,0,0,0,0,0,2,1,0,0,4,2,1,4,3,0,1,0,1,0,20,3,3,1,0,1,1,1,3,0,1,0,0,1,8,0,0,7,8,0,0,0,1,2,0,4,1,1,4,2,5,1,1,0,0,0,1,2,3,1752,4,4,"London : printed for Charles Hitch and Lacy Hawes, at the Red-Lion, in Pater Noster-Row, MDCCLII. [1752].",London,414,unknown,,,FALSE,"deficient ib. The Manner in which the Duties of MORALITY are recommended by Revelation 283 MORAL ,. Vol. I. HARRIS. That there is no MORAL Good or Evil refuted 281 STANHOPE. MORAL Service preferred to ritual 447 3 MOSES. MOSES. Page, Vol. I. KIDDER. His Books are worthy of Belief"
0617501500_000077,Letters on education. With observations on religious and metaphysical subjects. By Catherine Macaulay Graham.,Catharine Macaulay,75,0,2,0,1,0,0,1,1,0,2,3,1,0,1,3,1,7,1,0,1,2,0,1,0,1,0,0,0,2,0,1,0,0,1,2,0,4,4,6,0,0,1,2,0,0,6,1,1,2,2,1,2,0,0,2,1,0,2,3,1790,1,1,"Dublin : printed for H. Chamberlaine and Rice, L. White, W. Mc. Kenzie, J. Moore, Grueber and Mc. Allister, [and 2 others in Dublin], 1790.",Dublin,336,female,1731,1791,TRUE,"of what is calculated to exalt the higher passions of the soul, will either fail of the intended purpose, by weakening the strength of their influence, or in minds congenial to such exaltations, they will be apt to raise an enthusiasm unfavourable to the temper of TRUE philosophy, and consequently"
0960000801_000029,"Institutes of natural and revealed religion. In two volumes. To which is prefixed, an essay on the best method of communicating religious knowledge to the members of Christian societies. By Joseph Priestley, LL. D. F. R. S. ...",Joseph Priestley,87,0,0,1,0,0,0,0,0,1,3,1,0,0,0,2,2,1,3,2,2,9,0,1,2,1,0,0,0,5,1,1,2,2,2,0,2,0,5,5,4,2,1,0,0,5,1,2,3,2,3,3,0,0,2,1,1,0,1,0,1782,1,2,"Birmingham : printed by Pearson and Rollason, for J. Johnson, No. 72, St. Paul's Church-Yard, London, MDCCLXXXII. [1782].",Birmingham,496,male,1733,1804,TRUE,"is the best antidote against all the evils of life . life . If we firmly believe that nothing comes to pass, respecting ourselves, our friends, and our dearest interests, but by his appointment or permission; and that he appoints or permits nothing but for the best purposes, we shall"
0617501500_000082,Letters on education. With observations on religious and metaphysical subjects. By Catherine Macaulay Graham.,Catharine Macaulay,79,0,7,0,0,1,0,1,0,0,1,1,0,3,2,3,0,4,0,2,3,3,0,5,1,0,0,1,1,5,0,0,0,0,2,1,0,1,3,6,0,0,0,3,0,0,2,3,0,2,2,2,1,1,2,0,0,0,1,3,1790,1,1,"Dublin : printed for H. Chamberlaine and Rice, L. White, W. Mc. Kenzie, J. Moore, Grueber and Mc. Allister, [and 2 others in Dublin], 1790.",Dublin,336,female,1731,1791,TRUE,"nature equally affect the whole line of animal existence, it must be allowed, that this part of the system of providential government lies quite out of the depth of human knowledge to comprehend, and mufl ever remain an objec of faith and confidence . But if it is permitted to"
0124700404_000059,"The Scotch preacher: or, a collection of sermons, by some of the most eminent clergymen of the church of Scotland.",,79,1,1,2,1,1,1,0,0,0,0,2,1,1,0,0,0,1,0,2,1,6,0,4,4,0,0,1,3,4,0,0,1,3,1,0,0,5,4,5,0,1,0,1,1,0,0,1,0,7,4,3,1,1,0,1,1,0,0,1,1789,4,4,"Edinburgh : printed for J. Dickson, and sold by C. Elliot & T. Kay, London, 1789.",Edinburgh,388,unknown,,,FALSE,"Secondpropofition, That the human mind , up. on being enlightened with the TRUE knowledge of God and of duty, must necefarily be impressed with a consciousness of guilt, and dread of pu njfiment, for which reason and nature have provided no remedy. That mankind in all ages, and under even"
0208400700_000009,"The knowledge of divine things from revelation, not from reason or nature. Wherein The Origin and Obligation of Religious Truths are demonstrated: Arguments of Deists, Moralists, &c. proved to have no Foundation in Nature or Reason. The Inlets of Knowledge, The Law of Nature, The several Texts of Scripture relating to this Subject, The Works of Creation, The Eternal Fitness and Reason of Things, The Demonstrations of a Supreme Being, &c. are fully considered and explained. By a gentleman of Brazen-Nose College, Oxford; now of the diocese of Chester.","Ellis, John",96,2,0,1,1,1,0,1,0,2,0,2,0,1,1,9,2,0,1,1,0,6,0,0,2,0,1,1,4,1,3,0,0,5,0,1,4,2,5,12,1,0,0,1,1,1,0,0,1,10,4,0,1,0,0,1,1,0,1,1,1743,1,1,"London : printed by J. Watts: and sold by B. Dod at the Bible and Key in Ave-Mary-Lane near Stationers-Hall, J. Fletcher at Oxford, and T. Merrill at Cambridge, MDCCXLIII. [1743].",London,465,unknown,1688,,FALSE,"Al"" ""to the first Mortals, and were from them "" communicated to others by Custom and Institution."" Dr. Barrow, among the several Proofs for the Being of a God , urges this, ""That it might, Fol. II, from some common Fountain of Instruction i 6 "" (from one ancient Master,"
0010800101_000015,"The history of religion: particularly of the principal denominations of Christians, viz. Of the Church of Rome, --- England, --- Scotland, - Nonjurors, - Lutherans, - Presbyterians, Of the Independents, - Baptists in general, - Quakers, -- Antinomians, - Moravians, - Methodists in general. Containing a succinct and genuine account of their original and present constitution, discipline, doctrines, worship, and ceremonies: With a general Account of the various Sectaries of less Note, since the first Establishment of Christianity. Including a general History of the Reformation, and so much of Civil and Ecclesiastical History as is connected with, or necessary to explain and illustrate the Work. To which is added, A Dictionary of the principal Religious Orders, Offices, Days, Rites, Customs, Habits, and Characters; the most important Transactions of Ecclesiastical Councils, Synods, &c. explaining all such ambiguous Words and Phrases as have a proper Connexion with the Subjects of this History. By an impartial hand.",James Murray,89,0,0,0,2,1,0,0,5,0,1,0,0,1,0,4,3,1,0,0,0,7,1,1,1,0,0,0,2,6,1,0,1,3,1,0,0,3,6,5,2,4,0,1,2,2,2,1,0,3,9,1,0,1,0,4,1,0,0,0,1764,1,4,"London : printed for C. Henderson, at the Royal Exchange; W. Nicoll, in St. Paul's Church Yard; and J. Johnson, opposite the Monument, MDCCLXIV. [1764].",London,507,male,1732,1782,FALSE,"alone. The ingenious author of the Rational Catechifin gives us a very compendious view of the preceptive and doctrinal part of the New Testament. For, says he, what are the great duties it recommends, but such as are the most sublime and important, spiritual adoration, purity, and integrity of heart,"
0278500200_000012,"The usefulness, truth, and excellency of the Christian revelation defended against the objections contain'd in a late book, intitled, Christianity as old as the creation, &c. By James Foster.",James Foster,86,1,0,0,2,0,2,2,0,0,1,1,0,0,1,2,0,1,0,0,7,6,0,0,1,0,0,4,1,1,2,0,0,4,1,0,0,2,2,7,0,1,1,0,4,0,0,2,1,4,11,1,1,1,2,2,0,1,1,2,1731,1,1,"London : printed for J. Noon, at the White-Hart near Mercers-Chapel in Cheapside, MDCCXXXI. [1731].",London,390,male,1697,1753,FALSE,"than they generally care for. And experience teaches us, that they make but little of it, when they are left to find out the rules of morality for D z them themselves. Indolence, want of use, and the attention of their minds to the necessary bu firess, and the pleasures"
0442200300_000007,"An apology for human nature. By the late reverend and learned Charles Bulkley. With a prefatory address to William Wilberforce, Esq. by John Evans, A.M.",Charles Bulkley,92,0,4,1,0,2,0,1,0,1,1,3,0,0,0,3,0,1,0,1,1,10,1,9,1,1,0,0,0,0,0,0,0,6,0,1,2,2,3,13,0,2,1,6,0,0,2,2,0,2,1,3,0,0,0,1,3,0,0,1,1797,1,1,"London : printed by C. Whittingham, for J. Johnson, St. Paul's Church-Yard; T. N. Longman, Paternoster - Row; B. Crosby, Stationers' - Court; T. Knott, Lombard-Street; and J. Cottle, High-Street, Bristol, [1797].",London,157,male,1719,1797,FALSE,"enough. to be lamented,, that this very expedient itself, even ite mojz ioly gof/ie/ cf Yefus Chrit, has, through the corruption of its principles , been made to countenance this very apostasy?? great the number of those, who, under the fan1tion of the christian religion , have been sir from"
0131902100_000003,"The blessedness of the dead who die in the Lord. A sermon preached the Lord's Day after the funeral of Mrs. Anna Foxcroft, the amiable and pious consort of the Reverend Mr. Thomas Foxcroft, who died October 9th 1749, in the 53d year of her age. By Charles Chauncy, D.D. one of the Pastors of the First Church in Boston. [Two lines from Philippians].",Charles Chauncy,108,4,0,3,0,1,1,0,1,0,0,0,12,0,0,0,3,0,0,1,1,3,1,3,5,0,1,0,2,0,1,1,0,0,4,1,3,8,7,5,2,2,2,0,1,0,4,1,1,6,0,0,3,4,4,1,0,0,1,4,1749,1,1,"Boston : Printed by Rogers and Fowle in Queen-Street, MDCCXLIX. [1749].",Boston,31,male,1705,1787,FALSE,"carried by the Angels into Abraham's Bosom'; by which he means a Place of ineffable Happiness. And it is observable , what he here says of Lazarus is exhibited as an Exanple of what will be the Cafe of all who die in CHRIST : The holy Angels of GOD"
1743600300_000039,"Reflections on the late Lord Bolingbroke's Letters on the study and use of history; especially so far as they relate to Christianity, and the holy scriptures, ... The second edition, corrected. By John Leland, ...","Leland, John",73,1,0,1,2,0,0,1,2,0,1,0,1,1,2,6,1,0,2,1,3,6,3,0,1,0,1,1,2,1,0,1,2,0,1,0,2,1,1,2,0,0,2,1,1,2,3,1,0,2,1,2,0,0,1,2,0,1,0,4,1753,1,1,"Dublin : printed for Robert Main, 1753.",Dublin,158,male,1691,1766,FALSE,"cannot be denied by any Theist; and should for this purpose appoint a code to be published, containing docrines and laws ; it may be juilly qucftioned, whether it could possibly be made so clear and explicit, as that all men in ail ages should agree in their sense of"
0820100101_000334,"A defence of natural and revealed religion: being a collection of the sermons preached at the lecture founded by the Honourable Robert Boyle, Esq; (from the year 1691 to the year 1732.) ... In three volumes. ...",,87,0,0,4,0,1,0,0,2,0,3,4,0,2,0,4,0,3,1,1,1,8,1,1,0,1,0,0,3,0,0,0,0,4,2,2,0,4,1,13,0,2,2,0,1,1,1,1,2,2,0,2,0,3,1,1,1,1,0,0,1739,1,3,"London : printed [by Charles Ackers] for D. Midwinter, R. Wilkin, A. Bettesworth and C. Hitch, J. and J. Pemberton, W. Innys and R. Manby [and 14 others in London], 1739.",London,850,unknown,,,FALSE,"and spiritual, and consequently immortal; and if Men had used their Liberty aright in this State of Trial, it is not to beconceived, that God would have permitted the Cor Bradford. Corruption of the Body ; but rather have preserved for ever that Union which him Srm._i. self had given"
0539901100_000004,"Philosophical essays on various subjects; viz. Space, substance, body, spirit, the Operations of the Soul in Union with the Body, Innate Ideas, Perpetual Consciousness, Place and Motion of Spirits, the Departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals. With some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined A brief scheme of ontology, or the Science of Being in General, with its Affections. By Isaac Watts, D.D.",Isaac Watts,87,0,4,0,0,3,0,1,0,1,0,2,0,0,2,0,0,0,1,2,1,2,0,1,8,2,1,1,1,1,2,0,2,0,0,4,0,2,4,6,3,0,1,4,0,0,6,2,0,0,0,5,4,1,3,0,1,2,0,1,1793,1,1,"London : printed for J. Murgatroyd, Chiswel-Street; sold also by Guthrie, Elder, and Dixon, Edinburgh; Miller, Glasgow, Binns, Leeds: and all other Booksellers in Town and Country, MDCCXCIII. [1793].",London,425,male,1674,1748,TRUE,"God so far as to adore and obey him, without pronouncing concerning the effence of the great unsearchable. We may know him and love him as the original Father of All, and his Son Jesus whom he has lent. This is life eternal. And when we shall have travclled over"
0196900100_000054,"Various prospects of mankind, nature, and providence.","Wallace, Robert",87,0,0,1,1,0,0,0,0,0,1,2,4,0,0,3,1,15,0,1,0,3,0,2,3,1,0,4,0,3,0,1,1,3,2,0,2,2,1,7,0,0,3,1,1,0,2,1,1,5,0,1,1,1,0,0,1,1,2,2,1761,1,1,"London : printed for A. Millar, in the Strand, MDCCLXI. [1761].",London,395,male,1697,1771,FALSE,"In short, the highest virtues and joys of human life suppose evil , and without this bitter ingredient, could never have made their appearance ; so necessary is it for the per section of mankind to have tasted evil , or at least to have had the view and knowledge"
0673301300_000003,"An appeal to the common sense of plain and common Christians, in behalf of the old Christianity of the Gospel. Addressed to a protestant dissenting congregation. Intended as a Preservative against the Principles and Practice of the Infidels and Enthusiasts of the present Age. By Thomas Morgan.","Morgan, Thomas",99,0,0,0,2,0,4,0,7,1,0,2,5,0,0,1,2,3,2,2,1,15,3,2,0,0,3,0,0,0,1,1,0,2,1,0,1,1,3,4,0,2,0,0,1,2,0,0,2,1,1,2,0,2,0,9,0,3,1,4,1771,1,1,"Leeds : printed by J. Bowling, M.DCC.LXXI. [1771].",Leeds,24,male,1719,1799,FALSE,"] Again; The TRUE God only knows all things, and the hearts of all mankind in particular . I Kings VIII 39 Christ knows all things, John XXI 17 And what is in all men, John II 24, 25 Therefore Christ is the TRUE God . Again; The TRUE God"
0542800900_000027,"Discourses on three essential properties of the Gospel-Revelation, which demonstrate its divine original. With a caution against infidelity, addressed to youth. And a supplemental discourse on the supernatural conception of Jesus Christ. By Caleb Fleming, D.D.",Caleb Fleming,87,0,1,2,1,2,0,0,4,0,1,2,3,0,2,2,0,0,3,7,0,14,0,4,4,0,1,0,2,1,0,0,1,0,0,1,0,2,0,2,1,1,2,1,0,0,2,2,0,1,0,1,3,2,1,1,1,2,2,2,1772,1,1,"London : printed for J. Towers, at No. 111, in Fore-Street, near Cripplegate, MDCCLXXII. [1772].",London,101,male,1698,1779,FALSE,"the soul of the man Christ Jesus, appears to me to be very wide from the truth, and far from being defensible on any solid grounds. The idea of reducing an immensity of pretence and power , an unquestionable divinity to the embrio ftate, or to the narrow confinement of"
0987200200_000013,"Kaina kai palaia. Sacred contemplations: in three parts. I. A View of the Covenant of Works; in its Natural State, as common to all Mankind,-And in its Positive State, as peculiar to our First Parents: Discovering the Singular Goodness of God, in that Positive State. II. A View of the Covenant of Grace; in the Establishment of it from Eternity, the Accomplishment of it in Time, and the Effect of it through Eternity. III. A View of the Absolute and Immediate Dependence of all Things on God: In a Discourse concerning Liberty and Necessity. By Adam Gib, Minister of the Gospel; Edinburgh.",Adam Gib,96,2,1,1,0,3,0,0,0,0,0,8,3,0,2,2,1,0,0,4,2,8,4,3,0,0,0,1,3,1,0,2,0,2,0,4,2,0,2,7,3,1,0,4,2,0,1,1,0,4,0,0,0,4,0,1,0,1,2,4,1786,1,1,"Edinburgh : printed by Neill and Company. Sold by C. Dilly, in the Poultry, London; and J. Dickson, Edinburgh, M,DCC,LXXXVI. [1786].",Edinburgh,488,male,1714,1788,FALSE,"as it did the precept; bearing this awful determination, concerning the breach of all and every precept of the: moral law , the soul thatfinneth, it shall die. But, in the positive law , this death , was denounced as the special punishment of that sin which was to consist"
0679600502_000039,"Twelve discourses on different subjects. By George Isaac Huntingford, D. D. Warden of St. Mary's College, Winchester.",George Huntingford,78,0,0,2,0,0,3,2,0,0,1,1,0,0,0,1,0,1,0,3,2,2,1,3,1,0,0,4,0,5,1,0,1,1,0,0,1,1,6,2,3,1,0,0,0,3,0,3,1,1,1,2,1,2,2,3,2,3,2,3,1795,2,2,"London : printed for T. Cadell jun, and W. Davies (successors to Mr. Cadell) in the Strand, MDCCXCV. [1795]-97.",London,557,male,1748,1832,FALSE,"affections, which contribute to the comfort of domestic life ; all those social and political duties which render civil community safe and eligible; all those moral virtues , which form the only solid basis of firength and dignity to nations; in one word , all the principles and sources of"
0277700301_000002,"The works of Mrs. Chapone, containing letters on the improvement of the mind, addressed to a young lady. And miscellanies in prose and verse. In two volumes. ...",Hester Chapone,86,1,1,0,0,1,0,0,0,2,3,4,0,2,1,1,1,1,5,2,0,9,2,2,0,1,1,0,1,2,1,0,6,0,2,0,1,4,1,3,0,0,0,0,0,1,2,2,0,1,3,2,0,0,3,6,4,0,1,0,1775,1,2,"Dublin : printed for J. Williams, 1775.",Dublin,156,female,1727,1801,TRUE,"be thankful to every kind hand that is held out, to set you forward in your journey. The firftl sep muss be to awaken your mind to a sense of the importance of the talk before you; which is no less than to bring your frail nature to that degree"
0773700102_000035,"Discourses concerning the perfections of God; in which his holiness, goodness, and other moral attributes, are explained and proved; ... Volume II. By the late reverend John Abernethy, M.A.",John Abernethy,95,3,0,2,1,0,0,0,0,0,2,3,0,3,4,4,1,1,0,1,1,9,0,3,3,3,3,0,1,0,0,1,1,1,1,0,3,3,7,7,0,0,1,0,0,0,2,4,3,0,3,5,0,0,0,2,0,3,0,0,1742,2,2,"Dublin : printed by A. Reilly, for J. Smith, 1742.",Dublin,461,male,1680,1740,FALSE,"§ our Saviour asserts in the text, that wte''cj God is good, which the scripture constantly teaches, and indeed the very being of religion depends upon it, I have endeavoured to prove by the manifold and most visible fruits of the divine beneficence which are icattered over all the earth,"
0532600101_000043,"Sermons upon the following subjects. The natural advantages of men for attaining to the Knowledge and practice of religion. The true Excellency of Men. The weightier Matters of Religion. The Government of the Heart. The Spiritual and true Worship of God. The external Duties of religious Worship, and positive Rites of Christianity. The Nature of Faith, Hope, and Charity, and the Excellency of Charity above Faith and Hope. The Evidence of a future Judgment, and its Influence for engaging Men to Repentance. The Tendency of Christianity to promote the Happiness of Mankind in this present Life. The Loving our Saviour above all the Objects of our Affection in this World. The peculiar Advantages of our Saviour's Doctrine. The Excellency of an inquisitive Disposition, and the Right, Duty, and Advantages of inquiring into Matters of Religion. Christianity capable of a rational Defence, the Duty of every Man to defend it, and the proper Methods of Supporting it. The spiritual and moral liberty of men. By John Orr, M. A. Rector of Maryborough, in the Diocese of Leighlin, Vol.I.","Orr, John",76,1,0,0,2,0,0,0,0,1,4,1,1,1,1,3,0,0,2,1,1,6,1,0,0,1,3,1,0,2,0,0,5,1,0,0,0,2,2,6,1,1,0,1,0,2,3,2,2,2,2,2,0,2,2,1,1,1,0,2,1750,1,2,"London : printed for A. Millar, opposite Katharine Street in the Strand, MDCCL. [1750].",London,416,male,,,FALSE,"through all the Difficulties that we can ever VII meet with in Religion . I proceed now to the Consideration of Hope, the second of those Principles of a good Con du which St. Paul here mentions. It is so common for Men to express their Hope of Things, and"
1081900101_000095,"A defence of natural and revealed religion: being an abridgment of the sermons preached at the lecture founded by the Honble Robert Boyle, Esq; by Dr. Bentley Bp. Kidder Bp. Williams Bp. Gastrell Dr. Harris Bp. Bradford Bp. Blackhall Dr. Stanhope Dr. S. Clarke Dr. Hancock Mr. Whiston Dr. Turner Dr. Butler Dr. Woodward Mr. Derham Dr. Ibbot Bp. Leng Dr. J. Clarke Archd. Gurdon Dr. Burnet Dr. Berriman. In four volumes. With a general index. By Gilbert Burnet, Vicar of Coggeshall, Essex.",,88,3,1,4,0,4,0,0,1,0,2,7,0,1,0,2,0,2,0,4,0,12,1,2,1,2,0,1,1,0,0,0,1,2,0,0,0,2,2,11,1,1,1,0,0,0,3,1,2,1,0,1,1,1,0,1,0,1,0,4,1737,1,4,"London : printed for Arthur Bettesworth and Charles Hitch, at the Red-Lion in Pater-Noster Row, MDCCXXXVII. [1737].",London,497,unknown,,,FALSE,"to be saved by Christ , both as Men and Sinners. i. As they are Men. As God's Goodness gave a Being at first to his Creatures , so it will necessarily induce him to take Care of them. Now of all Creatures in this World , Man is the"
1092500500_000049,"The analogy of religion, natural and revealed, to the constitution and course of nature. To which are added two brief dissertations: I. Of Personal Identity. II. Of the Nature of Virtue. By Joseph Butler, LL. D. now Lord Bishop of Bristol.",Joseph Butler,97,0,0,4,0,1,0,0,2,2,0,2,0,4,0,0,4,0,0,2,4,2,0,2,0,2,1,0,4,2,4,0,0,3,1,1,2,0,3,9,0,0,2,1,2,1,2,1,0,4,10,2,0,1,0,0,1,1,0,8,1740,1,1,"London : printed for John and Paul Knapton, at the Crown in Ludgate Street, MDCCXL. [1740].",London,479,male,1692,1752,FALSE,"total Ignorance or Forgetfulness of it; and and to declare he was commissioned by godchap. so to do: Suppose him, in Proof of his Cori. mifion, to foretell things future, which no human Foresight could have guessed at; to divide the Sea with a Word ; feed great Multitudes with"
0297300106_000167,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,93,1,0,2,0,0,1,0,0,4,0,4,5,3,1,1,0,3,0,0,0,12,1,1,0,1,1,0,0,5,1,1,1,5,0,0,0,0,3,6,0,3,0,1,0,2,0,1,1,2,1,3,0,2,1,1,5,1,0,6,1753,6,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,869,male,1674,1748,TRUE,"not to be a divine revelation; but their own reason could and might tell them, that if they had offended God , the original and iloereign giver of life , they had forfeited this life , and that God might deprive them of it, that is, put them to death"
0629800105_000105,"The general magazine of Arts and Sciences, philosophical, philological, mathematical, and mechanical ... By Benjamin Martin.",Benjamin Martin,89,0,0,0,0,1,0,0,3,0,0,1,4,0,0,2,0,1,1,2,2,10,1,5,1,1,0,1,1,4,0,0,3,1,3,0,2,2,4,7,0,0,1,1,3,0,1,3,0,2,4,0,4,0,0,0,5,0,1,1,1755,5,14,"London [England] : printed for W. Owen, at Homer's Head, in Fleet-street, M DCC LV. [1755]-[1765].",London,421,male,1704,1782,FALSE,"17 The fameapofcde draws a Similitude from the Resurrection of cr7jfl, and from the Form of Baptism, to lhew the Nature , and enforce the Necefflty of sanaification. Ror, VI 4 Pe are buried with him by Baptifin into Death : That, LI as Christ was raifid up from the"
0266000602_000069,"Discourses concerning the being and natural perfections of God, in which that first principle of religion, the existence of the deity, is prov'd, From the Frame of the Material World, from the Animal and Rational Life, and from Human Intelligence and Morality. And The Divine Attributes of Spirituality, Unity, Eternity, Immensity, Omnipotence, Omniscience, and Infinite Wisdom, are explain'd. ... . By John Abernethy, M.A.",John Abernethy,72,0,0,2,0,0,2,0,0,0,1,2,0,0,3,1,1,2,1,1,2,3,0,5,0,1,0,1,1,1,0,1,1,2,1,0,1,1,5,4,1,1,2,1,2,0,0,1,1,1,4,1,0,0,0,3,5,0,1,2,1746,2,2,"[London] : Dublin, printed: London, re-printed for H. Whitridge, at the Royal Exchange, M.DCC.XLVI. [1746].",London,421,male,1680,1740,FALSE,"he will find a necessary regard tq it in his own heart prior to the consideration of human , or indeed any positive appointments or decisions, and independently .on them; nay that he has in himself a certain measure of right and wrong, whereby to examine and to judge of"
0420400202_000081,"The advantage and necessity of the Christian revelation, shewn from the state of religion in the ancient heathen world: ... To which is prefixed, a preliminary discourse on natural and revealed religion. In two volumes. By John Leland, D.D. ...",John Leland,104,7,5,1,0,0,0,0,0,1,0,0,1,0,2,0,1,3,0,2,2,2,1,2,4,0,1,3,2,1,1,9,0,2,0,0,0,0,3,24,1,1,1,0,0,0,0,4,2,3,0,2,1,0,1,1,7,0,0,0,1768,2,2,"London : printed by W. Richardson and S. Clark; for J. Dodsley, and T. Longman, 1768.",London,486,male,1691,1766,FALSE,"is approaching towards this character: ""do me the favour: do not refute an old man a sight "" which he hath never yet seen."" Here he complains, that he never yet saw a TRUE Stoic, one that acted up to their principles . But what he represents as impracticable, and"
