PassageID,Title,Author,Total termFreq,termFreq(agreeabl),termFreq(answer),termFreq(attent),termFreq(ball),termFreq(believ),termFreq(better),termFreq(brother),termFreq(certainli),termFreq(convers),termFreq(cri),termFreq(dai),termFreq(danc),termFreq(daughter),termFreq(even),termFreq(famili),termFreq(feel),termFreq(felt),termFreq(friend),termFreq(girl),termFreq(happi),termFreq(have),termFreq(hear),termFreq(heard),termFreq(herself),termFreq(hope),termFreq(hous),termFreq(ill),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(littl),termFreq(long),termFreq(love),termFreq(manner),termFreq(mean),termFreq(miss),termFreq(mother),termFreq(parti),termFreq(pleasur),termFreq(pride),termFreq(quit),termFreq(realli),termFreq(repli),termFreq(room),termFreq(saw),termFreq(sir),termFreq(sister),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(time),termFreq(wish),termFreq(woman),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0029000104_000001,"Henry and Isabella; or, a traite through life. By the author of Caroline, or the diversities of fortune. In four volumes. ...","Hughes, Anne",93,2,1,1,0,2,0,1,0,1,5,2,0,0,0,1,0,0,5,0,1,13,1,0,0,4,0,1,0,5,3,3,1,1,1,0,9,1,2,2,0,1,1,1,1,0,8,1,0,1,2,3,5,0,0,0,0,1788,4,4,"London : printed for William Lane, Leadenhall-Street, 1788.",London,257,female,,,FALSE,"HENRY AND ISABELLA; 0 R, A T R A I T E THROUGH L I F E. BY THE AUTHOR OF CAROLINE, OR THE DIVERSITIES OF FORTUNE, IN FOUR VOLUMES. V O L IV LONDON: PRINTED FOR WILLIAM LAN E LEADENHALL st REET. 1788 HENRY AND ISABELLA. C H A"
0699700102_000014,"The exemplary mother: or, letters between Mrs. Villars and her family. New edition. In two volumes. ...",Maria Susanna Cooper,74,1,1,1,0,3,1,1,0,0,0,0,0,0,1,0,1,0,2,1,2,7,0,0,0,4,0,0,3,6,1,0,1,3,0,1,2,2,0,0,1,1,3,0,1,0,7,1,0,3,1,3,3,3,1,0,1,1784,2,2,"London : printed for T. Becket, in Pall-Mall, Bookseller to His Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes, M,DCC,LXXXIV. [1784].",London,247,female,1737,1807,FALSE,"money the other night, and what doeslbe, but in the genteeler mranner present me with a bank noto of iool. to defray my expenses. It has had agood esse. I won't be out done in genero fny; I haveabfolutely determined, never to play so high again. Oh! I have a"
0013600202_000008,"Letters between an English lady and her friend at Paris. In which are contained, The memoirs of Mrs. Williams. By a lady. In two volumes. ...",Lady,70,2,3,0,0,0,0,0,0,2,1,3,0,1,1,0,1,0,0,2,3,3,0,0,2,1,0,1,0,4,1,4,1,2,2,1,6,1,0,0,0,1,1,3,3,1,1,0,0,0,0,5,1,0,1,1,4,1771,2,2,"London : printed for T. Becket and P. A. De Hondt, in the Strand, MDCCLXXI. [1771].",London,289,female,,,FALSE,"younger filter was quite the reverse of her, both in figure and manners .' I found that bbth the young Ladies played upon the harpfi ch6rd, which, as there was luckily one in the room , I kept them as constantly to as I could, during the afternoon, in order"
0036400402_000001,Anecdotes of the Delborough family. A novel. In five volumes. ... . By Mrs. Gunning.,Susannah Gunning,68,0,0,0,0,1,1,1,1,1,1,1,0,1,0,3,1,0,2,0,1,10,0,0,2,1,0,3,1,10,1,2,1,1,0,2,0,2,0,0,2,0,0,3,1,1,1,2,1,0,0,0,1,0,1,2,2,1792,2,5,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, MDCCXCII. [1792].",London,229,female,1740,1800,TRUE,"ANECDOTES OF THE DELBORQUGH FAMILY . A N OVEL. IN FIVE VOLUMES. V 0l. II BY MRS. GUNNING. LONDON: PRINTED FOR WILLIAM LANE, AT THE cinema t1refz, LEADENHALL street. M DCC XCII ANECDOTES OF THE DELBOROUGH FAMILY . CHAP. XX H AVE you observed the beauty of the writing? Every"
1070800201_000023,Eloise de Montblanc. A novel. In four volumes. ...,,64,1,0,0,4,0,0,0,0,1,0,2,1,2,2,0,0,3,1,1,2,3,0,1,0,1,0,0,0,6,1,2,1,0,1,0,7,0,2,3,1,0,0,0,2,1,2,0,0,0,0,3,3,1,1,0,2,1796,1,4,"London : printed for William Lane, at the Minerva Press, 1796.",London,240,unknown,,,FALSE,"she met not what she expected; all was pro pricry; yet, as Pope says, Arnim' with a truth or falhloud, right or wrong S So voluble a weapon is the tongue,"" That she laid the foundation of a poem on Mr. Wharton, and in a few minutes would have finished"
0009200500_000043,"The modern couple, or, the history of Mr. and Mrs. Davers. In a Series of letters.",,66,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,1,1,9,0,0,2,1,1,1,2,3,0,1,1,2,2,0,2,0,0,2,0,2,1,0,0,0,0,3,1,1,3,0,1,3,4,0,4,1776,1,1,"Dublin : printed by and for J. A. Husband, No. 28, Abbey-Street, M.DCC.LXXVI. [1776].",Dublin,273,unknown,,,FALSE,"only answer me by accusing her husband of fresh gallantries. But this is mere conjeeture I with I may be mistaken. Charles has been discovered in the neighbourhood: consequently, he has been obliged to make his appearance at the Wood. Perhaps 1 may be lucky enough to feize.a moment to"
0024300103_000009,"The voluntary exile, in five volumes, by Mrs. Parsons, author of Lucy, &c. &c. ...",Eliza Parsons,74,0,2,0,0,2,0,0,0,0,1,2,0,2,0,0,1,0,2,0,3,10,1,0,1,0,4,3,0,5,1,2,0,1,0,0,5,2,2,0,0,0,0,1,2,1,6,1,1,2,1,2,1,0,1,1,2,1795,3,5,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCV. [1795].",London,251,female,1738,1811,TRUE,"imagine, when I left America, that villain Oliver had so basely seduced her, or ever could have given her up. The heart wounding intelligence of her fituadon, her being driven from her father's house , and subsequent events was sent to me by a friend , I endeavoured to expedite"
0036700302_000003,Helena: or the vicissitudes of a military life. In two volumes. By an officer's daughter. ...,Helenus Scott,77,4,2,1,2,1,0,0,1,1,0,3,3,1,4,0,1,1,1,3,0,7,0,0,0,2,2,0,1,1,2,0,0,1,4,0,9,4,1,2,0,2,1,0,3,0,1,0,0,1,0,0,2,0,0,0,2,1790,2,2,"Cork : printed by James Haly, King's-Arms, North-Main-Street, M.DCC.XC. [1790].",Cork,290,male,1760,1821,FALSE,"Mr. and Mrs. Wentworth have introduced us to all their acquaintance; a very numerous one: they do everything in their power to render our situation agreeable . Indeed, the inhabitants of this metropolis are polite and hospitable to a degree, scarce credible. My mother has just received a note from"
0440300201_000020,"The East Indian, or Clifford Priory. A novel, in four volumes. By Mary Julia Young, ...","Young, Mary Julia",79,0,0,0,0,3,0,1,1,1,0,1,0,2,2,2,0,1,2,1,2,11,1,4,1,0,0,1,3,4,5,0,1,1,0,1,6,0,1,0,0,1,0,0,1,1,7,1,2,0,0,4,1,2,0,0,0,1799,1,4,"London : printed for Earle and Hemet, by John Nicols. Sold also by T. Hurst, 1799.",London,306,female,,,FALSE,"from the earliest infancy of Lefbia that this marriage might take place my Lefbia, Miss Clifford, is worthy of your.friend Ifip: Ihet longs to see you, flbe will come to town tomorrow, 1 believe ."" ""Elinor could not speak , her eyes were fixed upon the ground, her face was"
0128401803_000018,"Persiana, the nymph of the sea. A novel. In three Volumes. ...",,75,0,1,2,4,0,0,0,0,0,0,2,1,2,3,5,0,0,1,1,2,5,0,1,1,0,4,0,5,6,2,3,0,0,1,0,3,2,0,1,0,0,0,0,2,2,1,0,0,1,3,3,2,2,0,0,1,1791,3,3,"London : printed for William Lane, At the Minerva, Leadenhall-Street, M.DCC.XCI. [1791].",London,153,unknown,,,FALSE,"become his wife, he had not before leisure to think about it. She gave him her history exactly as it happened, except her discovering her father; but said, that when her friend and patroness married Lord Normanion, lnormanton, she then became an attendant on his daughter . It was now"
0022300700_000003,The trinket. A novel. By a lady.,Lady,63,3,0,1,0,0,0,2,1,0,2,0,1,1,2,0,2,1,4,1,3,4,1,1,2,0,1,0,0,4,1,3,0,1,0,0,6,0,0,3,0,1,1,0,1,1,3,0,0,1,0,2,2,0,0,0,0,1774,1,1,"London : printed for T. Lowndes, No. 77. in Fleet-Street, MDCCLXXIV. [1774].",London,273,female,,,FALSE,"quality in every individual. Surely , my dear, it isis a mark of understanding, to view every objec in the most agreeable light, and there is a certain elevated benevolence necessary to behold what is amiable in others, which little minds want. Never did your friend so much feel her"
0646700302_000010,"Women as they are. A novel, in four volumes, by Mrs. Parsons. ...",Eliza Parsons,69,2,0,2,0,2,0,0,0,0,3,0,0,0,0,2,1,2,1,2,0,10,0,4,0,1,2,0,4,5,1,1,0,1,0,0,5,1,0,0,0,2,2,0,2,0,1,2,0,1,1,2,0,0,2,1,1,1796,2,4,"London : printed for William Lane, at the Minerva-Press, 1796.",London,265,female,1738,1811,TRUE,"does old Roger de Coverly behave under his wozonidaful mic fortune ?"" The poor man is nearly diftraaed, for you know lie doted on the ungrateful wo nman; and her father, I am sure , will. be extremely raiferable: see therefore how wide the 4 the extent of misery an"
0033300202_000018,"The witch, and the maid of honour. In two volumes. ...",,80,1,2,0,0,1,1,1,0,1,0,2,0,2,1,0,0,0,4,1,1,8,0,0,0,0,5,0,6,5,2,1,1,0,0,0,0,1,0,0,0,0,0,3,3,1,8,2,0,2,2,2,3,0,2,3,2,1799,2,2,"London : printed for the author; and sold by T.N. Longman and O. Rees, Paternoster-Row, 1799.",London,218,unknown,,,FALSE,"still avoiding ( the great road. On the second day ( I found niyfelf fatigued, and wifled; to rest. We stopped at a little pub lic houfe, and inquired for lodgings "" in a farmhouse. They told us, that "" there was no such place proper for ""us in the"
0110300101_000020,The false friends. A Novel. In a series of letters. By the author of The ring. In two volumes. ...,Author of 'The ring',73,2,0,1,0,3,0,0,1,1,1,5,0,1,1,0,0,0,3,4,0,11,1,1,0,2,0,1,1,4,0,0,0,3,0,0,4,0,0,1,0,0,1,1,0,1,5,3,1,2,2,1,2,0,1,1,0,1785,1,2,"London : printed for J. Barker, 1785.",London,262,unknown,,,FALSE,"he will for ever discard you. This advice is needless, I am certain, as your own good sense will keep you from an error, you have but too severely suffered by; but I am certain you will excuse the zeal of an old friend , who has your welfare near"
0018600203_000001,"Ethelinde, or the recluse of the lake. By Charlotte Smith. In five volumes. ...",Charlotte Turner Smith,70,0,1,0,0,2,1,0,1,0,1,0,0,3,2,6,0,0,0,3,0,6,1,0,1,0,1,1,1,5,0,1,0,0,0,0,3,1,5,1,1,0,1,2,0,0,7,1,0,4,3,1,0,0,1,1,1,1790,3,5,"London : printed for T. Cadell, in the Strand, M.DCC.XC. [1790].",London,286,female,1749,1806,TRUE,"E THEL I N D E, OR THE RECLUSE OF THE LAKE.. *~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ET H ELI ND E, OR THE RECLUSE OF THE LAKE. B Y CHARLOTTE SMITH. IN FIVE VOLUMES. VOL. ili THE SECOND EDITION. LONDON:, RINTED EOR T, CADILL, IN THE STRAND; M, PCC, XCV ETHELINDE; OR THE"
0022600301_000037,The errors of education. In two volumes. By Mrs. Parsons. Dedicated (by Permission) to the Right Hon. the Countess of Hillsborough. ...,Eliza Parsons,80,0,2,3,0,1,0,0,2,1,2,0,0,3,2,0,0,0,2,3,0,1,2,0,2,0,0,0,0,16,0,0,1,2,0,0,6,5,3,1,0,1,0,1,1,1,7,0,0,0,0,2,0,2,1,0,4,1792,1,2,"Dublin : printed for T. Jackson, No. 23, Parliament-Street, MDCCXCII. [1792].",Dublin,249,female,1738,1811,TRUE,"put them into the fire -- chis certainly had the appearance of great. generofitv, Lofd Stormer acknowledged it .aas such:; Sir williamn flt staggered, bilt strenuously infified upon paying the money; which Was as obi i, n ate.y refufd; and: the Colonel, affecting. an asperity in hiis mannier, said, """
0149504701_000006,The history of Miss Temple. In two volumes. By a young lady. ...,"Rogers, A.",66,1,2,1,1,1,0,0,1,1,0,0,0,0,1,1,2,1,0,1,5,4,0,0,1,0,0,1,2,4,1,0,0,2,5,0,3,1,0,4,1,0,0,0,1,2,5,1,0,0,0,5,0,1,3,0,0,1777,1,2,"London : printed for the author; and sold by Wallis; Flexney; Davenhill; and Fielding and Walker, 1777.",London,236,unknown,,,FALSE,"more innocent than I am now more demure I might be; and my pride being ing wounded through my ignorance caused those blushes, which were imputed to my modesty. I can now seethe folly of delicacy, and profess to you that the boi tonne has taught me more, than all"
1168300900_000014,"School occurrences: supposed to have arisen among a set of young ladies, under the tuition of Mrs. Teachwell. And to be recorded by one of them.",Ellenor Fenn,73,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,6,1,4,0,0,3,1,2,0,1,2,2,6,3,0,2,1,5,0,0,3,0,1,0,0,2,0,0,1,1,2,6,2,1,3,1,0,4,1790,1,1,"London : printed and sold by John Marshal, at No. 4, Aldermary Church Yard, Bow Lane, and No. 17, Queen Street, Cheapside, [1790?].",London,108,female,1743,1813,FALSE,"she would not regard me. Would the take notice of such a little girl as I am? Mrs. TEACH WELL. She would treat you with as much attention and civility as if you, were a little princess. She is so modeit and unassuming, that when Mrs. Perfei is present, fie"
0363100400_000005,"Village memoirs: in a series of letters between a clergyman and his family in the country, and his son in town.",Joseph Cradock,69,0,0,0,1,2,1,1,2,0,0,2,2,2,1,3,0,0,0,0,1,7,2,1,0,1,0,1,2,4,0,4,0,3,0,1,2,0,1,0,0,1,0,0,1,0,4,3,1,4,1,0,5,0,0,2,0,1765,1,1,"London : printed for T. Davies, in Russel-Street, Covent-Garden, MDCCLXV. [1765] [1774?].",London,195,male,1742,1826,TRUE,"of humour with one another."" [28] another"" i certainly agreed with her that it would, if thdt mufll be the necessary consequence. This ihbort dialogue throws a firong light on their refpecive characters, and when I confider what a total change such a family may bring about in a village,"
0023900101_000004,"The liberal American. A novel, in a series of letters, By a lady. In two volumes. ...",Lady,68,0,0,0,0,2,0,2,3,0,0,1,0,4,0,1,0,0,2,3,2,8,1,1,2,2,0,0,1,4,1,3,0,3,0,0,1,1,0,0,0,0,0,0,0,1,1,6,1,0,4,1,3,1,0,1,1,1785,1,2,"London : printed for William Lane, Leadenhall-Street, M.DCC.LXXXV. [1785].",London,201,female,,,FALSE,"of them, I no longer press his stay. His daughter Emily, whom you have often heard me mention, is soon to be married to a Captain Hammond, of the navy. She. is very pretty, sensible, and lively; and, when. I was about fifteen, I fancied myself passionately in love with"
0728000102_000022,"Anna, or, memoirs of a Welch heiress. By Mrs. Bennett, Author of Ellen Countess of Castle Howell, &c. &c. Fourth edition. In four volumes. ...",Anna Maria Bennett,61,0,2,0,0,0,1,1,0,0,1,0,0,3,0,0,1,0,0,1,0,2,0,1,2,1,1,0,0,4,3,1,0,2,0,0,5,2,0,1,0,1,0,1,4,3,1,1,1,2,3,0,0,2,7,0,0,1796,2,4,"London : printed for William Lane, at the Minerva-Press, Leadenhall-Street, M.DCC.XCVI. [1796].",London,264,female,1760,1808,FALSE,"not forget that."" C But ""' But what,"" said Herbert, "" do you CC think of her yourself? for that's the ""' grand question."" ""Indeed, is it! But as it is a question  which, if answered sincerely, will proc duce a devilish rude one, it had better ""{ not"
0201700701_000037,The young philosopher: a novel. In four volumes. By Charlotte Smith. ...,Charlotte Turner Smith,76,0,1,1,0,0,1,3,0,2,1,0,0,0,2,2,0,1,0,1,0,17,1,3,1,0,2,1,4,1,1,0,0,0,0,3,3,3,1,0,1,1,0,1,1,0,0,2,0,4,1,1,2,0,2,0,4,1798,1,4,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1798.",London,283,female,1749,1806,TRUE,"I am five and twenty. into his power. I don't care whether you do or no. He cannot, now that I am of age, hinder me from marrying he can only keep that principal, and put me to some expense. My dear uncle, I am not to be so frightened."
0485301602_000015,"Zeluco. Various views of human nature, taken from life and manners, foreign and domestic. In two volumes. ...",John Moore,83,0,0,1,0,0,0,2,1,1,0,2,0,0,2,1,0,1,4,4,1,4,1,0,2,0,5,0,0,10,1,2,1,2,1,1,4,8,0,1,0,0,0,4,1,0,0,3,0,0,0,0,4,0,0,0,8,1789,2,2,"Dublin : printed for Messrs. L. White, P. Byrne, A. Grueber, and W. Jones, 1789.",Dublin,311,male,1729,1802,FALSE,"and illuminations, were announcing their joy for a vicory obtained by: a : celebrated naval commander. She stopped her carriage at the door of an oid female acquaintance, C 5 intending intending merely to leave a message, but understanding that she was a little indisposed, Lady Elizabeth went to see"
1217700605_000054,"The life and entertaining adventures of Mr. Cleveland, natural son of Oliver Cromwell, written by himself. Giving a particular Account of his Unhappiness in Love, Marriage, Friendship, &c. and his great Sufferings in Europe and America. Intermixed with Reflections, describing the Heart of Man in all its Variety of Passions and Disguises; also some curious Particulars of Oliver's History and Amours, never before made publick. Vol.V. and last.",,77,0,2,0,0,1,2,7,1,2,1,1,0,3,0,2,0,0,0,0,3,7,2,1,0,3,1,0,1,4,0,1,3,2,0,3,0,0,0,1,0,0,0,6,0,1,2,3,1,0,0,0,6,2,0,1,1,1735,5,5,"London : printed for T. Astley, at the Rose in St. Paul's Church-Yard, 1735.",London,308,unknown,,,FALSE,"then so gracious to me, as to, bring my sister and me together again, after a twenty years reparation; and after we had fo long lost all hopes of ever feeing one another again? I have not been able to hear what was become of you, ever since my eldest"
0440200203_000043,"The valley of St. Gothard, a novel, in three volumes. By Mrs. Parsons, ...",Eliza Parsons,68,1,2,1,0,0,0,1,0,2,0,3,0,0,1,0,1,3,2,1,1,3,0,0,2,1,0,0,0,4,1,0,0,2,3,0,4,0,2,3,0,2,1,0,0,1,4,0,1,0,0,1,2,2,2,3,5,1799,3,3,"Brentford : printed by P. Norbury; and sold by J. Wallis, No.46, Pater-Noster-Row, 1799.",Brentford,253,female,1738,1811,TRUE,"it merely as a badinage, a petite adventure that only proved the invincible power of the lady's attra&ions, and enhanced her value with the polite world . He had no reason to complain of Miss Pennington's indifference; and Madame soon acquainted with her character, advised the brother to give his"
0646600205_000019,"Cecilia, or memoirs of an heiress. By the author of Evelina. In five volumes. ...",Frances Burney,73,0,0,0,0,0,1,2,0,1,2,3,0,0,2,1,1,1,0,1,1,4,2,2,5,1,5,1,1,2,3,2,1,2,1,2,2,4,0,2,0,5,0,0,1,0,0,0,1,1,0,2,2,1,2,0,0,1790,5,5,"Dresden : printed for C. and F. Walther, 1790.",Dresden,355,female,1752,1840,TRUE,"if gone abroad, might now hear this account with exaggerations that Wolitd baffle all his confidence: his mother , too, greatly as she esteemed and loved her, might have the matter so represented as to. fagger her good opinion; - these were thoughts the most afflicing she could could harbour,"
0561400601_000014,The vicar of Wakefield; a tale. Supposed to be written by himself. In two volumes. ...,Oliver Goldsmith,65,0,1,0,2,0,1,0,0,3,2,1,1,3,1,2,0,0,0,4,0,2,1,0,1,0,1,0,0,6,0,4,1,1,2,0,2,0,0,6,2,2,0,1,0,0,2,0,0,0,1,2,2,2,0,2,1,1800,1,2,"Dublin : printed by Pat Wogan, 1800.",Dublin,127,male,1728,1774,TRUE,"led up the ball , to the great delight of the fpetators; for the neigh. hours, hearing what was going forward, came flock. ing about us. My girl moved with so much grace and vivacity, that my wife could not avoid discovering the pride of her heart, by assuring me,"
0029000102_000027,"Henry and Isabella; or, a traite through life. By the author of Caroline, or the diversities of fortune. In four volumes. ...","Hughes, Anne",70,0,3,3,0,0,0,1,1,3,2,1,0,1,0,1,0,0,0,1,0,6,0,0,1,1,1,0,3,8,0,0,0,1,1,1,5,1,1,5,0,0,1,3,1,0,7,1,0,1,1,1,0,0,2,0,0,1788,2,4,"London : printed for William Lane, Leadenhall-Street, 1788.",London,219,female,,,FALSE,"and, in my opinion, the epithet of formal could not have been worse applied than to her whose manners are as easy and pleasing as her conversation is elegant, sensible, and instructive. Miss Mordant and Lady Maitland were both about to reply , when Albert rode up to the coach"
1045800602_000019,"Castle of Wolfenbach; a German story. In two volumes. By Mrs. Parsons, author of errors of education, Miss Meredith, woman as she should be, and intrigues of a morning. ...",Eliza Parsons,78,0,3,1,0,0,0,2,0,0,1,4,0,0,1,2,1,0,5,0,1,8,2,0,1,3,1,1,2,7,2,1,1,0,0,2,0,2,0,0,0,1,0,0,1,2,1,2,1,1,0,1,2,4,1,5,2,1793,2,2,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, and sold by E. Harlow, Pall-Mall, M.DCC.XCIII. [1793].",London,261,female,1738,1811,TRUE,"at your own littleness , when you enjoy the house of wealth and magnificence."" He attempted to speak . "" I hear you no longer, Sir ; you are more mean and contemptible in my eyes than the poorest reptile that crawls upon the earth I stamped with my foot,"
1263300201_000014,"Appearance is against them, in a series of letters, in three volumes, by the author of Emily Herbert, or perfidy punished. ...",Elizabeth Inchbald,91,0,2,1,0,5,2,6,0,0,0,3,0,0,3,1,0,1,4,1,1,16,2,1,0,3,2,0,4,2,0,0,0,0,2,4,1,0,0,2,0,3,1,2,0,0,3,1,0,2,4,2,0,1,0,1,2,1786,1,3,"London : printed for Thomas Jones, at his Circulating Library, Bridge-Street, Westminster, M.DCC.LXXXVI. [1786].",London,222,female,1753,1821,TRUE,"will do me more juftice even the word of a dying brother , should he dare to persist in his first ungenerous, ungentleman like alertion, will not, I am confident, induce her, to believe I could ad dishonourably. I have frequently regretted my dear Isabella, that with minds so congenial"
0019300402_000026,Lumley-House: a novel. The first attempt of a young lady. In three volumes. ...,Young lady,84,1,0,0,0,1,0,2,0,0,0,2,0,2,2,2,2,1,0,1,2,6,0,1,1,0,0,0,6,10,0,2,2,5,0,0,5,0,0,0,0,0,3,0,0,2,6,1,1,0,4,2,2,0,1,0,6,1787,2,3,"London : printed for W. Lane, [1787].",London,199,female,,,FALSE,"were proposed. Miss Melbourne, who at all times hated cards, was nevertheless obliged to sit down to Commerce; Sir Walter Trefyl lian seated himself by her, and chatted very freely, at length he said "" I think the young lady who was with you at the parsonage, that morning, Miss"
1042400301_000015,"False friendship; or, nature in masquerade. A novel. Founded in truth. Consisting of letters which have actually passed between persons in fashionable life, upon the most affecting subjects. In two volumes. ...",,67,1,0,0,0,1,0,0,0,1,0,2,2,0,1,1,1,0,6,2,5,2,1,0,1,2,1,0,3,3,1,0,0,7,2,0,3,2,0,1,0,0,0,0,0,0,3,1,0,1,1,1,2,2,2,1,1,1799,1,2,"London : printed for W. Treppass, No. 31, St. Martin's-le-Grand, 1799.",London,197,unknown,,,FALSE,"unerring counfel. i will be with you tomorrow, till then believe me to be, good Sir , Your grateful,, ""CLARA LENNOX."" ( Miss Lennox in continuation.) ON my return to the parlour, I found Captain Parker and Miss Howe, throwing flowers at each other, which they hadjuft been gathering, while"
0022600302_000011,The errors of education. In two volumes. By Mrs. Parsons. Dedicated (by Permission) to the Right Hon. the Countess of Hillsborough. ...,Eliza Parsons,73,1,0,2,0,0,0,1,2,1,0,2,0,3,0,0,1,2,3,0,1,5,1,0,0,4,3,0,1,12,1,3,0,0,2,0,5,0,0,1,0,0,0,2,2,0,5,2,0,0,0,0,1,3,0,0,1,1792,2,2,"Dublin : printed for T. Jackson, No. 23, Parliament-Street, MDCCXCII. [1792].",Dublin,226,female,1738,1811,TRUE,"her good friends the Stanley's, Warner's, Sir James and. Lady Godfrey, Mr. and Mrs. Hargrave and Sir Charles Frankly. It being her first appearance at a public rout, she was honoured with very particular attention , and among others Lord Delmot, who had been mighty assiduous about Mrs Minors, till"
0765000700_000008,The adventures of a silver three-pence. Containing much amusement and many characters with which young gentlemen and ladies ought to be acquainted. Adorned with cuts. Written by Mr. Truelove. For the Benefit of all good Children who love to be merry and wise.,"Truelove, Mr",71,0,0,0,0,0,1,0,0,0,0,3,0,1,2,3,0,0,0,2,2,6,1,1,1,1,0,4,1,3,3,5,1,1,1,0,2,6,0,1,1,1,3,0,0,1,0,4,0,0,0,0,5,0,1,1,2,1800,1,1,"London : printed by J. Cundee, Ivy Lane, Newgate Street; for E. Newbery, Corner Of St. Paul's Church-Yard, [1800?].",London,118,unknown,,,FALSE,"his education, they were quite charmed with him; and his papa being at this time just recovered from his illness , a little dinner was made, and there was wine and plenty of cake for the children upon the occasion; c3 at at which time , when all the young"
1535900201_000007,"Ethelinde: or, The recluse of the lake. By Charlotte Smith. In three volumes.",Charlotte Turner Smith,87,0,3,0,0,0,2,1,1,0,1,0,0,0,0,3,0,1,0,0,2,13,0,0,3,0,2,1,0,15,0,1,1,0,0,0,5,1,0,1,2,1,1,1,7,0,8,2,0,1,2,0,3,1,1,0,0,1790,1,3,"Dublin : printed for H Chamberlaine, W. Watson, J. Sheppard, P. Wogan, L. White, P. Byrne, J. Parker, H. Colbert, W. Porter, W. M'Kenzie, J. Moore, J. Jones, B. Dornin, Grueber and M'Allister, G. Draper, and W. Jones, M,DCC,XC. [1790].",Dublin,337,female,1749,1806,TRUE,"his sister . He met Ethelinde in the hall; but Miss Newenden was gone with Davenant to the stables to .choose which ihe would have for her own horses. A settee of rich cut velvet, with marly gilt feet, was in the room ; which seemed to have in its"
0642101200_000004,The happy family at Eason House. Exhibited in the amiable conduct of the little Nelsons and their parents. Interspersed with select pieces of poetry.,"Sandham, Elizabeth",64,0,1,0,0,0,0,1,1,1,0,1,0,1,1,2,1,1,5,1,1,6,2,1,1,0,6,0,1,1,2,3,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,1,0,1,4,0,3,1,3,1,2,1799,1,1,"London : printed for T. Hurst, NO. 32, Pater-Noster-Row, 1799.",London,192,female,,,FALSE,"blamed, though it was what ihe ought to have broken herself of. CHAP. CHAP. III a To below a favour on a friend , is to coner : "" happiness on one's self; and to receive an "" obligation, is, in some measure, to repay it, «"" by supply; lg"
0023100101_000006,Woodland cottage. A novel. In two volumes. ...,,73,6,1,3,2,0,0,0,1,1,0,0,0,1,2,1,0,2,1,0,3,6,0,1,4,2,0,0,1,5,1,1,0,0,1,0,4,0,4,3,0,2,0,0,0,1,0,0,0,1,2,5,2,1,0,0,2,1796,1,2,"London : printed for Hookham and Carpenter, Old Bond Street, 1796.",London,242,unknown,,,FALSE,"dress should have been richer; but he ge. nerally suffered her to settle that matter as she thought fit; and when she assured him (he was quite in the fashion, he gave up the point. Indeed, he could not help allowing, in his own mind, that although there was not"
0018900403_000013,The family party. In three volumes. ...,"Young, Mary Julia",81,3,1,0,0,0,0,5,0,0,1,0,0,0,3,4,1,1,3,0,3,15,1,0,3,2,2,1,2,6,5,0,1,1,0,0,0,0,2,1,0,0,0,3,1,0,1,3,0,0,0,0,1,1,2,0,2,1791,3,3,"London : printed at the Minerva, for William Lane, Leadenhall-Street, MDCCXCI. [1791].",London,194,female,,,FALSE,"him, and conclude himself an accepted, since he was not a rejeted, lover then taking a hasty leave , to prevent all reply , he slid off, ascended his chariot and was out of sight in a moment. Dickson, the driven out Dickson, was now more than ever regretted by"
0646700303_000012,"Women as they are. A novel, in four volumes, by Mrs. Parsons. ...",Eliza Parsons,78,3,2,0,0,1,0,1,0,2,0,1,0,1,2,0,3,1,5,0,1,8,1,0,0,2,0,0,1,3,2,3,0,0,2,0,6,3,1,1,0,0,0,1,0,0,5,1,1,0,0,2,1,3,0,1,7,1796,3,4,"London : printed for William Lane, at the Minerva-Press, 1796.",London,263,female,1738,1811,TRUE,"to Mrs. Gordon's. We mingled our tears together, but I had the pleasure of lecing the heroine struggling to overcome the feelings of the mother . ""My Ion must attend his duty, (said the, and Providence will protect him. I will will not doubt it. After such instances as we"
