PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(annuiti),termFreq(appear),termFreq(appoint),termFreq(author),termFreq(bank),termFreq(book),termFreq(cafe),termFreq(capit),termFreq(carri),termFreq(cent),termFreq(charg),termFreq(charter),termFreq(clive),termFreq(committe),termFreq(compani),termFreq(council),termFreq(court),termFreq(debt),termFreq(duti),termFreq(east),termFreq(england),termFreq(follow),termFreq(form),termFreq(fund),termFreq(gener),termFreq(govern),termFreq(governor),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(india),termFreq(king),termFreq(laid),termFreq(law),termFreq(letter),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nabob),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parliament),termFreq(payment),termFreq(person),termFreq(pound),termFreq(power),termFreq(present),termFreq(properti),termFreq(public),termFreq(receiv),termFreq(sea),termFreq(servic),termFreq(sever),termFreq(ship),termFreq(south),termFreq(stock),termFreq(taken),termFreq(trade),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1290300500_000099,"The annual register, or a view of the history, politicks, and literature, for the year 1759.",,91,0,1,9,0,1,0,6,2,0,3,1,0,4,0,0,2,0,0,0,0,4,0,3,1,2,7,0,0,0,4,1,3,1,0,1,0,0,1,1,1,0,0,0,3,5,8,1,6,0,1,0,0,1,0,1,5,0,0,0,1,0,1783,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall, 1783.",London,510,unknown,,,FALSE,"into a committee of the whole house , to confider of ways and means for raiing the supply granted to his ma jeliy; which committee was, by several adjournments, continued to the z5th of May, and the resolutions it came to in that time were agreed to by the house"
1200900806_000164,"An exact abridgment of all the statutes in force and Use, from the beginning of the sixth year of King George, to the eleventh year of his said Majesty's reign. Vol. VI.",Great Britain,110,7,0,11,1,2,1,4,6,2,1,0,0,0,0,0,0,12,0,2,9,0,0,0,0,0,0,6,0,1,0,4,2,0,0,0,2,0,1,1,1,0,4,0,3,2,3,3,0,0,1,0,6,1,2,0,0,0,2,5,2,0,1725,6,6,"London : printed by his Majesty's printers, and by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Middle-Temple-Gate in Fleet-Street, MDCCXXV. [1725].",London,498,unknown,,,FALSE,"be demanded or taken of the said Company , or of the Managers, or Proprietors or their Agents, for making or transmitting the said Schedules; and such Persons or Corporations as shall appear in such Schedules to be entitled to any such Annuities , shall be deemed the TRUE Proprietors"
0635500109_000044,"The statutes at large, from the second year of the reign of King George the third to the end of the last session of Parliament. To which is prefixed, A table of the titles of all the Publick and Private Statutes during that Time. With a copious index. And an appendix, consisting of obsolete and curious acts, some of which were never before printed. Volume the ninth.",Great Britain,92,0,4,8,0,1,6,4,0,0,0,0,0,2,0,0,0,6,0,1,1,1,0,1,0,0,3,2,0,5,2,6,1,0,0,1,1,0,1,1,5,0,3,1,2,4,3,5,2,0,0,0,0,2,0,4,1,0,0,0,2,0,1765,9,9,"London : printed for Mark Basket, Printer to the King's Most Excellent Majesty, and by the assigns of Robert Basket; and by Henry Woodfall and William Strahan, Law Printers to the King's Most Excellent Majesty, MDCCLXV. [1765].",London,704,unknown,,,FALSE,"Interest ( hall go to the Exc cutors, Adminifirators, Successors and Alligns. Bank to continue. acor XIV Provided also, and it is hereby further enated by the Authority aforesaid, That the (aid poration until Redemp Governor and Company of the Bank of england , and their Successors (notwithstanding the Redenip"
1544400101_000321,"A new and complete system of universal geography: Containing a full survey of the natural and civil state of the terraqueous globe: exhibiting all the latest and most authentic information concerning Europe, Asia, Africa, and America; the seas by which they are divided, and the isles scattered amid these seas; with an ample apparatus of tables, maps, &c. as also an accurate explanation of those principles of geography which depend upon the discoveries of astronomy: and a philosophical view of universal history; The last article written by Robert Heron. In two volumes.",Robert Heron,102,1,2,5,0,0,0,0,0,0,4,6,0,1,0,0,0,19,0,3,4,0,0,0,0,1,2,1,2,5,1,0,0,0,0,0,0,0,0,2,6,0,1,1,1,3,1,2,0,0,0,1,1,2,7,0,1,0,8,1,0,7,1796,1,2,"Edinburgh : Printed for R. Morison and Son, Booksellers, Perth, 1796.",Edinburgh,1113,male,1764,1807,FALSE,"compose a court of direaors for managing the affairl the company . The officers and servants of this company are very numerous. south SEA COMPANY .] During the long war with France in the re of queen Anne, the payment of the sailors of the royal navy being gleed, and"
0673500501_000096,"A voyage to the East-Indies; began in 1750; with observations continued till 1764; including authentic accounts of the Mogul government ... of the religions in India; ... general reflections on the trade of India. Of the European settlements, ... Illustrated with views drawn on the spot. By John Henry Grose. In two volumes.","Grose, John Henry",100,2,0,2,1,0,0,0,0,0,2,1,0,1,1,0,10,26,0,3,0,2,1,0,1,0,2,3,4,0,2,0,1,9,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,3,2,1,1,0,11,1766,1,2,"London : printed for the author; and sold by S. Hooper, 1766.",London,370,male,1750,1783,FALSE,"Second, was continued until the 25th of March, 1780; when, on three years notice, and repayment of the capital stock borrowed by the government and the annuities , the company's right to the sole and exclusive trade to the Eaft indies is to cease and determine. To the 2, 0o0,"
1486200500_000011,"The eleventh report of the commissioners appointed to examine, take, and state, the public accounts of the kingdom.","Great Britain. Commissioners Appointed to Examine, Take, and State the Public Accounts of the Kingdom",104,8,0,12,0,1,0,3,0,0,2,1,0,0,0,0,0,8,0,0,1,1,0,1,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,1,1,0,10,0,3,0,6,2,3,2,1,1,8,1,6,0,0,0,6,5,0,1,1783,1,1,"[London? : s.n.], Printed in the year M.DCC.LXXXIII. [1783].",London,107,unknown,,,FALSE,"from Account : The Annuities paid bgoemntu n lthcpita trading Stocks , the Bank , the: South Sea , and the ea/?f Ink Stock , ar e ilfured from the Excheqluer without Account : Thle rcaf~on seems to be thistle Annuity is granted to the Company in their colleaive Capacity,"
0527800103_000045,"The history and proceedings of the House of Commons of England. With the speeches, debates, and conferences, between the Two Houses; through every session from the year 1660. Faithfully collected from the best Authorities, and Compared with the Journals of Parliament. ...",Great Britain. Parliament. House of Commons,74,2,0,0,2,1,0,0,1,1,0,1,3,1,1,0,0,4,0,1,3,2,1,1,2,0,0,1,2,0,1,0,1,5,1,1,0,0,0,0,1,0,0,1,2,3,1,3,4,1,0,0,0,0,0,1,0,3,0,5,1,9,1741,3,3,"London : [s.n.], Printed in the Year M,DCC,XLI. [1741] [1742].",London,493,unknown,,,FALSE,"reat Cail of the Eait india Company , (which had e. dc'it.nd; i: mnmy Years, and because of its Intricacy, i:,! b.c. 1 firtt rel rrecd by the Pariiament to the King , and iv i. -- in bak to th; e Parliament again,) was taken into Con !ier: ato"
0501300101_000551,"A digest of the Statute Law, being an abridgment of all the public acts of Parliament now in force, and of general use, from Magna Charta, in the ninth year of King Henry III to the thirtieth year of his present Majesty King George III. inclusive. By Thomas Walter Williams, of the Inner Temple, Barrister at Law. In two volumes. ...",Thomas Walter Williams,100,3,1,11,0,1,0,3,0,0,4,3,0,5,0,0,0,6,0,0,0,3,0,1,0,0,2,2,0,0,2,3,1,1,1,0,0,0,1,0,5,0,8,0,3,0,1,0,11,0,3,0,3,1,4,1,1,1,3,0,1,0,1791,1,2,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. G. J. & J. Robinsons, Pater-Noster-Row; and C. & G. Kearsley, Fleet-Street, 1791.",London,718,male,1763,1833,FALSE,"revenue ari.qng to his majedy by rents oflands, or forfines of iscals of thefanae, or any of them: And after the demise of hi present majesty, seven thousand and two pounds four reen ihillings and threepence, out of the moneys arising by the new duties on licences to retail wine,"
1202800105_000818,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,102,0,2,5,0,0,6,0,2,2,2,0,0,2,0,0,2,8,0,4,1,1,0,0,0,0,1,2,0,0,0,5,0,0,0,2,2,1,1,0,1,0,2,1,0,1,2,6,0,4,2,0,0,2,8,0,0,0,8,10,0,4,1786,5,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,733,male,1723,1769,FALSE,"be conlltantly kept, within some convenient Place within the City of London, anf Ofice and a Book or Books , in which all - Assignments or Transfers of the said new Joint Stock of south fla Annuities as aforesaid, and of the proportional Annuities attending the same, or any Part"
1202800105_000395,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,115,1,2,9,0,1,3,0,0,1,0,0,0,1,0,0,0,19,0,2,4,1,0,0,0,0,8,2,0,0,0,5,0,0,0,2,1,0,1,3,5,0,0,0,2,1,7,5,3,0,0,0,1,3,7,0,1,0,7,5,2,0,1786,5,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,733,male,1723,1769,FALSE,"as well that pledged to the said Company as aforesaid, as that which was allowed by the said Company for, or arising from or by, Means of the said' Subfcription receipts so pledged as aforesaid, or any Part of the Fund or Annuity iliuing and payable at the Exchequer, to"
0974500107_000162,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,98,1,2,2,1,1,1,12,3,0,0,0,0,0,0,0,2,13,0,5,0,0,0,2,2,1,0,4,0,2,0,1,2,1,0,0,1,1,1,1,2,0,1,2,0,0,2,1,0,0,1,0,2,0,9,0,3,0,8,4,1,0,1758,7,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,599,male,1661,1725,TRUE,"hand, several of the last subscribers of annuities went with a public notary to the South - sea house , to demand their orders ; and, upon the refusal of the officers to deliver them, the proprietors made their protests in due form , and resolved to seek their remedy"
0832800205_000099,"The historical Register, containing an impartial relation of all transactions, Foreign and Domestick. With a chronological diary of all The remarkable Occurrences, viz. Births, Marriages, Deaths, Removals, Promotions, &c. that happen'd in this Year: Together with the Characters and Parentage of Persons deceased, of eminent Rank. Volume V. For the year 1720.",,73,1,0,8,1,0,0,1,0,0,3,1,2,0,0,0,0,4,1,0,5,3,0,1,1,0,1,1,1,1,1,0,0,0,3,1,1,0,0,1,1,0,0,0,1,2,1,2,0,1,0,0,2,0,3,6,4,0,3,3,1,0,1720,5,5,"London : printed and sold by C. Meere, in the Old Baily, near Ludgate, where compleat Sets and single Parts may be had, at 1 s. each Register. Sold also by T. Norris at the Looking-Glass on London-Bridge, and R. Gosling at the Middle-Temple-Gate in Fleet-Street, and J. Maceuen at Buchanan's Head over against St. Clement's Church in the Strand, and at his shop in Edinburgh, [1720].",London,434,unknown,,,FALSE,"to hope would have effectually routed and dellroy'd those Rebels out of the Mountains. What Success the several Parties have had, and how they behaved themselves upon that Service , will appear to you by their refpeetive Journals. And I leave you to judge at the Concern I have been"
0471100200_000369,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succint Information, are annexed, list of duties and drawbacks on the company's trade; the by-laws, constitutions, Rules and Orders for the good Government of the Company, and the Management of their Trade; and an abridgement of the company's charters. With a copious index. Compiled by F. Russell Esq. F. R. S. & F. S. A.",Great Britain,95,2,1,2,0,0,0,3,0,0,5,1,0,0,0,0,0,17,0,4,9,1,0,0,0,1,6,3,0,0,2,0,1,6,3,2,0,0,0,0,2,1,0,0,1,2,6,0,0,0,0,3,5,0,0,0,0,3,0,0,0,3,1794,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, 1794.",London,756,unknown,,,FALSE,"be applied as an augmentation of the fund for reducing the India debt to two crore, as .aove; 6th. Then in paying of any debts of the Compalny, except the bond debt of i, 50c, ooo 1 or for an extension of the Company's trade . 7th. After the above"
1611202500_000017,"An abstract of all the acts passed in the fifth session of the fifth Parliament of Great Britain, and in the sixth year of the reign of our Most Gracious Sovereign Lord King George.",Great Britain,75,0,0,6,0,1,0,0,1,1,2,1,0,2,2,0,0,6,0,0,2,1,0,0,1,1,6,0,0,0,2,2,0,0,0,0,0,0,1,0,4,0,1,0,3,5,4,2,0,3,0,2,2,1,1,0,3,0,0,3,1,2,1720,1,1,"London : Printed by John Baskett, printer to the Kings Most Excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd, 1720.",London,66,unknown,,,FALSE,"thrall. go to Executors; or Aldminifkrators, and not to heirs, and thal not be liable to any Foreign Attachment by the Cuffom of London, or otherwise. The Members of the Company may Assign or Transfer their Stock in the Biooks~ of the Corporation, as preferibed by the as and Charter"
0172500402_000037,"A general treatise of naval trade and commerce, as founded on the laws and statutes of this realm. ...",,102,0,1,6,0,2,2,0,4,1,5,0,1,3,1,0,0,19,0,3,1,3,0,0,0,0,0,2,0,2,1,2,0,0,0,2,1,0,1,0,9,0,0,0,3,6,7,0,0,1,0,0,0,0,1,0,1,0,0,10,0,1,1738,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for E. Symon; and J. Crokatt, 1738-39.",London,497,unknown,,,FALSE,"8oo 1 per Anm. which are hereby charged on the Duties , CC that by the At 9 Ann. cap. 21 or or any other Statute now in Force were charge  able with the said former yearly Payments , and shall be paid to the Company quarterly; c. And"
0372500107_000120,"A collection of the parliamentary debates in England, from the year M,DC,LXVIII. to the present time. ...",Great Britain. Parliament,100,1,0,2,0,1,0,1,1,1,0,1,0,0,0,0,4,6,0,3,6,1,1,1,1,0,0,3,0,0,1,0,7,1,0,1,3,2,0,0,1,0,0,3,1,3,0,1,0,0,6,0,9,0,10,0,3,0,10,2,1,1,1739,7,21,"[London] : Dublin: printed. London: reprinted, and sold by John Torbuck, 1739-42.",London,518,unknown,,,FALSE,"their names to a sort of a letter of attorney.  which was never read to them; and not having had afterwards the option of the terms offerec them. subscription was surreptitious, and therefore not binding:  But they were answered by Mr. Robert iwalpole, Mr. Secretary Crags, Mr. Attorney,"
0372500107_000107,"A collection of the parliamentary debates in England, from the year M,DC,LXVIII. to the present time. ...",Great Britain. Parliament,95,1,5,5,0,0,0,0,0,0,2,3,0,0,3,0,0,8,0,2,2,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0,2,0,0,1,6,0,0,6,2,2,7,4,5,0,1,0,2,1,4,0,3,0,3,5,1,3,1739,7,21,"[London] : Dublin: printed. London: reprinted, and sold by John Torbuck, 1739-42.",London,518,unknown,,,FALSE,"than 98 1 per Annum. VII That all the redeemable annuities and debts subscribed as aforesaid, as well those at 4 percent. as those at 5 percent. be taken in at 105 percent. and be allowed for the same capital stock of this company , at the rate of 800o."
1188400100_000170,"A new system of modern geography: or, a geographical historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climates, Air, Soil, Vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, Taxes, Naval and Military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A Geographical Index, with the Names and Places alphabetically arranged. II. A. Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. To which have been added, the late discoveries of Dr. Herschell, and other eminent Astronomers.",William Guthrie,87,0,1,1,0,1,0,10,1,1,4,1,0,0,1,0,0,9,0,3,1,0,1,2,0,1,0,1,2,1,1,5,3,2,3,0,3,0,0,1,3,0,0,0,0,4,0,11,0,0,0,2,0,2,0,0,0,0,0,2,1,2,1792,1,1,"London : printed for C. Dilly, In The Poultry; and G. G. J. and J. Robinson, Pater Noster Row, MDCCXCII. [1792].",London,1102,male,1708,1770,FALSE,"a if chievous practice in all countries, but most so in that, where the means of plunder are great. Both of there offences are accordingly pronounced misdemeanours: and provision is made, that the guilty persons hall not compound for them with the company , nor ever be restored to appointments"
1202900107_000069,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,91,0,1,5,0,0,0,2,0,1,0,4,0,1,0,0,0,2,0,6,0,7,0,2,0,0,3,0,0,1,9,1,0,0,2,1,3,1,0,0,6,0,1,3,2,4,0,4,0,1,3,0,1,1,0,3,2,1,1,1,0,5,1786,7,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,714,male,1723,1769,FALSE,"and ijie of Thanet, up the Rivers of Shames and Medway; relating to the Landing of Rum or Spirits of the Britih Sugar Plantations before the Duties of Excise are paid thereon; and to the further Punishment of Persons going armed or dif guised, in Defiance of the Laws of"
1485000104_000009,"The debates and proceedings of the British House of Commons, during the third, fourth, and fifth sessions of the third Parliament of His Late Majesty George II. Held in the years 1743, 1744, 1745, and 1746. Compiled from authentic papers, and compared with the journals. Vol. I.",Great Britain. Parliament. House of Commons,90,5,4,4,0,0,1,1,0,0,5,3,0,0,0,0,4,8,0,0,4,0,0,0,0,1,1,2,2,0,1,0,8,4,0,0,1,0,1,1,0,0,2,5,4,3,0,0,0,0,3,2,1,1,2,0,4,0,1,1,0,0,1766,4,11,"London : Printed for J. Almon, opposite Burlington-House in Piccadilly; and S. Bladon, in Pater-noster-Row, MDCCLXVI. [1766].",London,378,unknown,,,FALSE,"Attorney and Mr. Soli citor general , and Sir John Barnard, were ordered to prepare and bring in the same; and it was ordered , that for the immediate taking in of the said Subscriptions and Content, Copies of the said Resolutions should be forthwith transmitted to the Auditor of"
1702400200_000021,"A Summary view of the East-India Company of Great Britain. Exhibiting a sketch of its origin, progress and constitution, in abstracts from its charters, from proceedings in Parliament, and from other documents briefly stated.",,118,2,0,2,0,1,0,0,1,1,0,2,0,0,1,0,2,36,1,9,1,2,2,2,0,0,0,7,1,12,1,0,0,3,0,0,0,0,2,0,1,0,5,3,2,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,8,1784,1,1,"Dublin : Printed by W. Porter, No. 12, Skinner-Row, M,DCC,LXXXIV. [1784].",Dublin,153,unknown,,,FALSE,"additional flock of the Englifhz Company . The manner of managing and carrying on the united trade for fetven years, according to such orders as thall be made by the General Courts of both Companies ; and in the name of the English Company , trading to the East Indies;"
1278900101_000028,"The merchant's lawyer: or, the law of trade in general. viz. of The East-India Company, The Bank of England, The South-Sea Company, And Annuities; The Law relative to Bankrupts, Including the Statutes and Cases determined thereon; An Abridgment of All the Statutes concerning Money and Coinage; The Law of Awards, with all necessary Precedents; The Statutes and an Abridgment of all the Cases determined relative to Bills of Exchange, Promissory Notes, Bank Notes, and Insurances; The Law of Owners and Masters of Ships, Principals and Factors; and An Abridgment of the Statutes relative to the Customs. To which is added a complete book of rates. By a gentleman of the Middle Temple. In two volumes. ...",Timothy Cunningham,95,1,1,2,0,0,2,1,0,1,1,0,1,2,1,0,0,7,0,1,0,9,0,1,0,0,7,2,0,0,1,3,0,0,0,2,0,0,0,0,12,0,1,4,4,11,8,0,0,2,0,0,1,1,1,1,0,0,1,1,0,1,1761,1,2,"London : printed for G. Kearsly, at the Golden-Lion in Ludgate-Street, MDCCLXI. [1761].",London,526,male,,1789,FALSE,"be in his hands, for the service of the navy, to discharge the deficiency due to the company , and within twenty days after such demand to pay the same in money . 52 Southeast. 7 If any treasurer of the navy shall delay to make such payments of any"
0477100303_000177,"The British chronologist; comprehending every material occurrence, ecclesiastical, civil, or military, relative to England and Wales, from the invasion of the Romans to the present time: ... To which is added an index to the whole. In three volumes. ...",,76,0,0,5,0,2,0,1,0,0,1,2,2,7,0,1,0,8,0,3,2,3,1,1,1,0,5,2,0,5,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,2,0,2,1,3,1,0,0,3,0,2,0,1775,3,3,"London : printed for G. Kearsley, 1775.",London,495,unknown,,,FALSE,"no Lowland err were to be received into theferegiments, b; t they were to beraifed from the following clans, r. the crsrpb .l/, the Mackrzis the Frjfrn, -: he cls.a d: a, and th Grars. tjr. 30 Clcra was retaken by colonel ce c. Te fus: V g genr.t :"
0832800205_000102,"The historical Register, containing an impartial relation of all transactions, Foreign and Domestick. With a chronological diary of all The remarkable Occurrences, viz. Births, Marriages, Deaths, Removals, Promotions, &c. that happen'd in this Year: Together with the Characters and Parentage of Persons deceased, of eminent Rank. Volume V. For the year 1720.",,103,2,0,9,0,3,1,4,8,1,1,0,2,1,0,0,0,12,0,1,9,1,0,0,0,0,0,4,0,0,0,5,1,0,0,0,1,0,0,0,4,0,1,4,3,1,4,4,0,0,0,0,2,0,2,0,0,0,2,7,3,0,1720,5,5,"London : printed and sold by C. Meere, in the Old Baily, near Ludgate, where compleat Sets and single Parts may be had, at 1 s. each Register. Sold also by T. Norris at the Looking-Glass on London-Bridge, and R. Gosling at the Middle-Temple-Gate in Fleet-Street, and J. Maceuen at Buchanan's Head over against St. Clement's Church in the Strand, and at his shop in Edinburgh, [1720].",London,434,unknown,,,FALSE,"be adjudged to be the TRUE Proprietors, Proprietors thereof, and of the proportional Share Stock created for the same, at the transmitting the U Lists. The Managers, before they open the Books , an h give Notice to the Accomptant general of the BOF the Days on which such Subfcription"
1093300200_000160,"A new geographical, historical, and commercial grammar: and present state of the several Kingdoms of the World. Containing I. The Figures, Motions, and Distances of the Planets, according to the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, Curiosities, Seas, Rivers, &c. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, and Taxes. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. To Which Have Been Added The late Discoveries of Dr. Herschell, and other eminent Astronomers. Illustrated with a correct set of maps.",William Guthrie,94,0,0,5,0,1,0,16,1,1,5,2,0,1,1,0,0,12,1,1,1,2,0,2,0,0,0,1,7,1,1,1,0,0,2,0,3,0,0,0,6,0,0,2,1,3,1,2,0,3,0,0,0,2,0,0,1,0,0,2,0,3,1799,1,1,"Montrose : printed for Da. Buchanan, & Jas. Morison, sold by them, J. Fairbairn, A. Constable, Edinburgh; W. Coke, Leith; J. Gillies, & J. Duncan, Glasgow and the booksellers of Dundee, Aberdeen, &c, M,DCC,XCIX. [1799].",Montrose,1120,male,1708,1770,FALSE,"country powers , to peace and war, or to the application of their forces or revenues; but the council of Bengal are subjected to the absolute direcion of the company at home, and in all cafes , except those of immediate danger and necessity, restrained from acting without orders received"
0694800200_000002,"A true state of the South-Sea-Scheme, as it was first form'd, &c. With the several alterations made in it before the Act of Parliament pass'd. And an examination of the conduct of the directors in the execution of that act. ...","Blunt, John, Sir",87,1,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,11,0,2,6,4,0,0,0,0,4,2,2,0,3,1,0,1,1,0,0,0,0,1,3,0,0,1,0,2,0,0,0,1,2,3,9,0,7,1,0,1,5,1,4,2,1732,1,1,"London : printed and sold by J. Peele, 1732.",London,107,male,1665,1733,FALSE,"the 5 percent. redccmable ilfus (the * *-** * » 71 en Bank and Eafl india Funds not excepted) will be reduced to 41 percent. per Ann. Secondly, That the Annuities which are now unredeemable, will not only become redeemable, but will also at Midfunmmer 1727 be agually reduced one"
0686800502_000233,"The reports of the Commissioners appointed to examine, take, and state the Public Accounts of the Kingdom, presented to his majesty, and to both houses of Parliament: with the appendixes complete. By William Molleson, secretary to the commissioners. ...","Great Britain. Commissioners Appointed to Examine, Take, and State the Public Accounts of the Kingdom",92,3,2,6,0,0,1,3,0,0,1,1,0,17,0,0,0,9,0,0,3,5,0,3,0,0,3,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,1,3,0,2,3,0,2,0,0,0,2,0,6,0,0,0,7,2,0,1,1783,2,3,"London : printed by His Majesty's printers for T. Cadell in the strand, MDCCLXXXIII. [1783]-87.",London,763,unknown,,,FALSE,"His Majesty's Officers and Ministers herein'concerned, a sufficient Warrant. lwhitehall, Treasury Chambers,. N OR T H, the 5th Day of Dec. 178i. R .S UICO NT E To our very good Lords, Lewis Lord Sondes,. and Lord Viscount Mouinttuart, Auditors of His Majesty's Imprfcls. Peter br rell, Esq; Calhicr of"
