PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(account),termFreq(appear),termFreq(author),termFreq(believ),termFreq(book),termFreq(build),termFreq(carri),termFreq(christ),termFreq(church),termFreq(death),termFreq(earth),termFreq(end),termFreq(faith),termFreq(father),termFreq(feet),termFreq(follow),termFreq(foot),termFreq(form),termFreq(gener),termFreq(glori),termFreq(god),termFreq(grace),termFreq(half),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(holi),termFreq(hous),termFreq(kind),termFreq(king),termFreq(know),termFreq(labour),termFreq(laid),termFreq(law),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(natur),termFreq(neat),termFreq(nothig),termFreq(observ),termFreq(order),termFreq(peopl),termFreq(person),termFreq(piec),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(set),termFreq(sever),termFreq(spirit),termFreq(think),termFreq(water),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0018000200_000084,"A new universal history of the religious rites, ceremonies, and customs of the whole world: or, a complete and impartial view of all the religions in the various nations of the universe. Both Antient and Modern, from the Creation down to the present Time. Containing, besides many other Curious, Instructive and Entertaining Particulars, a full and authentic Account of the Rise and Progress, including the antient and present State of Religion amongst the Jews, Egyptians, Carthagenians, Druids, Bramins, Assyrians, Babylonians, Medes, Persians, Chinese, Japanese, Africans, and all the other Idolatrous and Pagan Nations, Mahometans, Greeks, Christians, Romish Church, with the various Orders of her Communion, &c. &c. Together with a very particular History of the Protestant or Reformed Churches, and of all the Sects and Denominations in Great-Britain and Ireland, and the Colonies abroad, viz. the Church of England, -Scotland, Lutherans, Moravians, Dissenters, Presbyterians, Calvinists, Arminians, Independents, Baptists, Arians, Socinians, Quakers, Nonjurors, Sandimanians, Antinomians, &c. Comprehending also a genuine and circumstantial Description of all the most material lesser Sects, Parties, Heresies, and Religious Opinions, since the first Promulgation of Christianity; and likewise the Ecclesiastical Laws and History concerning every Religion. To which are added the most important Transactions of Church Councils, Assemblies, Synods, &c. &c. I. An Account of those Persons by whom the various Modes of Worship were established, and the Means used in propagating them. II. The most satisfactory Information concerning their Tenets, Creeds, Sentiments and Doctrines, with respect to religious, moral and civil Obligations. III. The Causes which promoted their Prevalence in the World; the Methods taken for their Support; and the Reasons why many of them have sunk into Obscurity. IV. Their general Consequences and Effects in operating on the Minds and Conduct of Men. V. The Ceramonies and Discipline in their different Temples, Cathedrals, Churches, Mosques, Sanctuaries, and other Places of Worship. VI. Their Forms, Ceremonies and Customs in Marriage, Births, Funerals, &c. Vii. A Display of the several Sacrifices, and the Dresses of the Priests and Religious Orders; with an Account of the early Attachment of Mankind to Idolatry. Viii. An exact Summary of the different Objects of Adoration, Deities and Idols; Times and Places of religious Observance, Fasts and Festivals; with a Survey of the Utensils employed at Altars, in Divine Offices, &c. and whatever else is worthy of Notice respecting the origin or present State of every sacred Institution. The Whole being the Result of many Years study, and comprising not only all that is valuable on the Subject of Religion, but also a Variety of new and interesting Matter relative to the Manners and Customs of all Nations, not to be found in any other Work. Designed to Form a Complete Family Library. Including The Whole Body of Divinity, According to the different religious Usages in every Part of the known World. Calculated for Christians of all Denominations; And illustrated by Quotations from the most celebrated Authors. By William Hurd, D.D. Embellished with a set of numerous folio copper-plates, more elegantly designed and engraved than any usually given with periodical Publications. Messrs. Walker, Collyer, Taylor, &c. have united their successful Endeavours in finishing them in the highest Taste: And to make the Whole as superb and masterly as possible, a great number of Ornamental Borders are added by an eminent Hand.","Hurd, William",68,1,1,0,2,4,0,0,2,1,3,0,0,0,2,1,1,1,0,1,0,0,3,2,0,0,1,0,7,0,0,2,0,0,0,0,1,1,0,0,3,1,2,0,0,0,0,5,4,1,1,2,1,0,1,3,0,4,2,0,1,1780,1,1,"London : printed for Alexander Hogg, at No. 16, Pater-Noster Row, [1780?].",London,790,male,,,FALSE,"fglall bells in their temples, to put the people in mind of devotion; but this author is not countenanced in his opinion, by any writer of repute. Wrhen the Turks became masters of constantinople, they prohibited the Greeks from making use of bells, for which reason , those poor affliced"
1001500600_000020,"A serious address to unbaptized Christians. Wherein are shewn, I. The proper qualifications necessary to baptism. II. The Manner how that Ordinance should be perform'd. III. The moral obligation on all Believers to submit to it. IV. Several motives offered to engage their Obedience to this wise and important institution. The whole founded on the Scriptures, And treated in a plain Manner with Reference unto Practice. To which is prefixed a A prefatory discourse, Describing The True Nature of a Christian Church; The One Way of Initiation into the Church; The Perpetuity of Baptism; and Six Reasons proposed, to prove the Obligation on all the Disciples of Jesus to join themselves to some of his Churches. By Thomas Palmer.","Palmer, Thomas, of Hull",85,2,0,1,0,8,0,0,0,6,0,2,1,0,9,1,0,2,0,0,1,1,8,1,0,1,1,4,2,0,0,0,0,0,1,0,3,0,0,1,1,2,1,0,0,1,2,0,1,0,5,1,3,0,0,6,0,1,3,1,1,1750,1,1,"York : printed by Cæsar Ward for the author; and sold by John Mace, Bookseller in Hull, [1750].",York,123,unknown,,,FALSE,"of that ordinance. II The inward Efficacy of the Holy Ghoit, attending the Evangelic ministry, teaches and enables Penitent Sinners to believe in Christ . The miniitry of the Gospel, accompanied with the power of the Spirit , is the appointed means to work Faith in the hearts of Penitents."
0906700100_000001,"Christ the standard of truth set up, by the light of the morning star, the principle of truth: and Satan, the son of perdition, revealed, by the same light. Containing A short Account of the Creation and Fall in Heaven, with the Creation and Fall on Earth-The State of Man in the Fall-Likewise an Account of Christ Reigning with his Saints in his espoused Church, on Earth, for One Thousand Years, till he hath made his Bride ready: when he will descend with all his holy Angels and sound the Trumpet at the Gate of the holy city, to call all to Judgment. By Dorothy Gott, author of ""the midnight cry.""","Gott, Dorothy",76,3,3,0,5,2,4,0,0,3,3,1,3,0,4,0,1,1,0,0,0,1,9,1,0,0,0,2,4,0,0,4,0,0,0,0,2,0,2,0,0,1,1,0,0,1,0,1,1,0,2,0,0,1,0,5,0,0,1,2,2,1800,1,1,"London : printed for the author: and to be had of her at Mrs. Edwards's Boarding-School, Lambeth-Marsh; sold also by C. Riedel, Bookseller, No. 13, Crown-Street, Soho; and by A. Maxwell, No. 23, Old Gravel-Lane, Wapping, [1800?].",London,119,female,,,FALSE,"HRIST the Standard of TRUTH SET UP, BY TIE LIGHT OF THE MORNING STIR, THE SPIRIT OF TRUTH; AND Sitan, the Son of Perdition, Revealed, BY THE SAME LIGHT. contanitycg A 1hort Account of the CREATION and FALL in HEAVEN, with the CREATION and FALL on earth the State of"
0359100601_000104,"A collection of the letters of the late Reverend James Hervey, A. M. Rector of Weston Favell, in Northamptonshire, and Author of the Meditations on the Tombs, Flower-Gardens, &c. To which is prefixed, an account of his life and death. In Two Volumes. ...",James Hervey,68,1,0,2,0,2,0,0,0,9,1,1,0,3,6,0,1,0,0,0,1,0,4,3,0,0,1,3,2,0,1,1,0,0,0,1,4,1,1,4,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,2,2,0,2,1,1,1760,1,2,"Dublin : printed for George Faulkner, in Essex-Street; and Peter Wilson, in Dame-Street, M,DCC,LX. [1760].",Dublin,296,male,1714,1758,TRUE,"Sin; thus we do presume upon our seeming Obedience, not considering how great a CH A N G E mull be wrought upon our Soul by Repentance; and that we must be united to Christ by Faith , and partake of his Likeness, without which, Christ , as to us,"
0114300701_000121,"Faith and practice represented in fifty-four sermons on the principal heads of the Christian religion; preached at Berry-Street, 1733. By I. Watts D. D. D. Neal M. A. J. Guyse D. D. S. Price. D. Jennings. J. Hubbard. Published for the Use of Families, Especially on the Lord's-Day Evenings. ...",,89,5,0,0,1,1,0,0,0,6,2,2,1,1,3,2,0,0,0,0,3,0,8,6,0,0,3,0,7,0,0,1,0,1,0,0,4,0,2,3,1,0,2,0,0,0,0,0,1,0,2,0,3,0,0,7,1,1,3,2,4,1739,1,2,"London : printed for John Oswald, at the Rose and Crown in the Poultry, near the Mansion-House, M.DCC.XXXIX. [1739].",London,567,unknown,,,FALSE,"g9. Rem. 4 This Thoughlt points to us whither to direct our Eyes and Hopes, when the Spirit of God ss withdrawn firom among/i zs. Since Jef its acend ed to Heaven, the great God communicates his promised Spirit to Men only through' the hands of his Son. Let Ministers,"
0564300200_000022,"An introduction to the knowledge of the Holy Spirit, as a divine person, in the undivided Being of God. With a view of his works of Creation, Inspiration and Miracles: Regeneration and Perseverance, and the Resurrection of the Dead: with the worship due to him in the Churches of Christ.",,98,0,1,3,0,1,0,0,0,7,11,1,3,0,1,1,0,0,0,0,1,6,5,4,0,0,0,0,9,0,1,2,1,0,0,0,0,2,1,5,3,0,2,0,0,0,0,1,1,0,0,3,0,0,0,9,1,1,2,4,5,1786,1,1,"London : printed by Thomas Wilkins, Aldermanbury, MDCCLXXXVI. [1786].",London,128,unknown,,,FALSE,"extraordinary gifts in the .primitive church , ie. the word . of wifdom the word of knowledge the gifts of healing, and faith in. miracies. prophecy, discerning of fpi rits diverse kinds of tongue. the interpretation of tongues, i Cor. XII 8 i t. The institution and success of the"
0252800400_000002,The church-Catechism explained: for the use of the diocese of St. Asaph.,William Beveridge,64,1,1,0,0,2,2,0,1,3,9,0,1,0,1,1,0,0,0,0,2,1,2,2,1,0,1,0,3,0,0,1,0,1,0,2,0,2,1,1,0,2,0,0,0,4,1,3,1,0,1,1,1,3,0,0,2,0,2,1,0,1704,1,1,"London : printed by J. Leake, for Walter Kettilby, at the Bishop's Head in St. Paul's Church-Yard, 1704.",London,261,male,1637,1708,FALSE,"mind to stir up the Gift of G o D which is in you by the Imposition of Hands , and to exert it in fjtdying, contriving and using using all the Means and Methods that you can think of, that da in your refpe.sive Parishes, who as yet are"
1075100100_000086,The sunday service of the Methodists; with other occasional services.,Church of England,90,0,0,0,2,0,0,0,0,7,3,1,0,3,2,5,0,1,0,1,0,2,8,2,0,4,3,1,14,0,0,0,1,1,0,0,2,0,0,2,1,1,0,0,0,0,3,1,0,0,0,0,3,1,1,3,0,0,6,2,3,1788,1,1,"London : [s.n.], Printed In The Year 1788.",London,439,unknown,,,FALSE,"Father , Son, and Holy Spirit . That done, the Superintendent Phall pray in this zvuie, and say, A Lmighty God , and heavenly Father , who of k. thine infinite love and goodness towards us, hast given to us thy only and motl dearly beloved Son Jesus Christ to"
0914000400_000002,An essay on psalmody.,William Romaine,85,4,0,0,2,0,2,0,0,7,0,1,0,0,2,4,0,1,0,0,0,3,8,3,0,1,2,6,7,1,0,2,2,0,0,3,0,0,0,4,1,0,0,0,0,1,0,1,3,0,1,0,1,0,1,4,0,0,1,2,4,1778,1,1,"London : [s.n.], Printed In The Year MDCCLXXVIII. [1778].",London,369,male,1714,1795,FALSE,"his promise visitcd and redeemed his people , and hath raised up a' an horn of salvation fur us in the house  of his servant David, as he spake by the  mouth of his holy prophets, which have C been since the world began."" The Lord never left"
0177300500_000018,"Practical discourses on the offices of baptism, confirmation, and matrimony, as prescribed in the liturgy of the Church of England. Useful for all Families. Volume the sixth, in three parts. The First Part on the Office of Baptism. By Matthew Hole, D.D. Rector of Exeter College in Oxford, and Vicar of Stokegursy in Somerset-Shire.",Matthew Hole,79,1,1,0,0,0,0,0,0,3,4,1,0,3,3,1,0,2,0,0,0,1,8,4,0,1,0,0,6,0,1,0,1,0,0,1,3,0,2,0,0,1,1,0,0,1,4,3,4,0,2,1,4,1,0,2,0,4,0,1,3,1719,1,1,"Oxford : printed and sold by L. Lichfield, 1719.",Oxford,208,male,1639,1730,FALSE,"we should not be so easily drawn away, or led Captive by them: But if our own Strength be at any Time too weak to refill the Violence and Importunity of the Tempration, we are to betake ourselves to our Prayers; to call in the Aid and Aflilance of Heaven,"
0696700100_000252,"The complete family prayer book: containing the Book of Common Prayer, And Administration of the Sacraments; with other Ceremonies and Rites of the Church of England: Together with the Psalter or Psalms of David. The Whole elucidated with a Paraphrase and Notes to the Most material and intricate Passages: And also, An Historical Relation of the Fasts, Festivals, Apostolical and Canonical Saints, which are affixed to the Days of the Month in the Calendar or Table of Lessons. To which is Added a Manual of Prayers for Every Day in the Week. The Notes selected from the Works of the late Rev. Mr. Burkitt, Willoughby, Nichols, Comber, and other eminent Divines. By the Rev. Mr. Andrew Johnson, M.A.","Johnson, Andrew, Rev.",79,1,0,1,2,1,1,0,0,6,4,1,0,3,2,5,0,1,0,2,0,1,9,2,0,2,3,1,7,0,0,3,0,0,1,0,2,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,2,1,0,2,2,2,1775,1,1,"London : printed for R. Snagg, No. 29, in Fleet-Street, MDCCLXXV. [1775].",London,536,unknown,,,FALSE,"archb6ijop shall ¶ Tken the Archbilop and bij1ops preifet fjall dtey~ lay, their Hands upon the Head of the Elefed Xs ~s bi/op, kneeling 4efore them uopon his knees, the Lord, hear our prayer; archbifop fayig, Answer. And let our cry come un Eceive the Holy Ghof for the to"
0790200900_000023,"Private devotion and a brief explication of the Ten Commandments. By Edward Bernard, D. D. late Astronomy Professor in the University of Oxford.","Bernard, Edward",78,1,0,1,3,3,0,1,0,6,1,1,4,2,3,2,0,0,0,0,0,3,6,0,0,0,2,0,6,3,0,1,1,0,1,0,3,0,3,2,0,1,1,0,0,0,1,2,0,0,5,0,0,1,0,1,0,0,3,1,3,1707,1,1,"Oxford : printed by L. Lichfield, for J. Holland, Bookseller, at the Bible and Ball in Paul's Alley, near St. Paul's Church. London, [1707].",Oxford,193,male,1638,1696,FALSE,"thousand years in the same efcate and order : for delivering and defending thy faithful people in all ages, with or with. out natural means : and for overruling the counsels and attempts of potentates unto thy own greater glory La I I praise thee, I adore thee, for recovering"
1683800106_000107,"The new theological repository; consisting of original essays, ... extracts from valuable writings, ... sacred criticism, and notes upon ... scripture, ... reviews and new religious publications, with characters of celebrated persons: ...",[Coddington and Co.],82,1,0,0,0,2,0,0,0,1,3,1,4,2,3,2,2,0,0,0,1,1,5,2,0,0,1,5,3,2,0,1,0,0,2,0,2,1,4,11,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,3,0,1,5,1,1,1800,6,6,"Liverpool [England] : printed by Coddington and Ferguson; for W. JOnes, bookseller, Castle-Street. sold by West and Hughes, and R. Ogle, London; J. Guthrie, and J. Ogle, Edinburgh; and J. and A. Duncan, and M. Ogle, Glasgow, [1800-",Liverpool,356,unknown,,,FALSE,"foeas. this affeaing parage also, of the same Apof tie, in the f condl epiitle of Timothy, written a little before his martyr dom, is beautifillly allulive to the abovementioned mrac, to the crownt that awvaited thle viaory, and to thle Helltandics or judges who bestowed it. I have sought"
1053700400_000015,A commentary on the Galatians. By Martin Luther. With the life of the author.,Martin Luther,109,1,0,0,1,0,0,0,0,12,1,5,1,0,5,10,0,2,1,0,0,1,14,7,0,0,2,0,2,0,1,0,0,1,0,3,4,0,0,0,2,2,3,0,0,0,0,0,0,0,5,1,4,1,0,2,0,0,7,7,1,1796,1,1,"Chester : printed and sold by Jones and Crane; and may be had of all booksellers in Great-Britain and Ireland, 1796.",Chester,399,male,1483,1546,FALSE,"be hereafter, but also for the confirmation of our faith . For Satan will not fail to impugn in us all the articles of our faith ere we die. He is a mols deadly enemy to faith , because he knoweth that it is the vietory which overcometh the world"
0278400100_000048,Acta Fratrum Unitatis in Anglia.,United Brethren in Christ,93,2,0,1,0,3,1,0,0,19,0,5,0,2,1,5,0,3,0,0,0,1,9,5,0,2,0,3,4,0,1,0,1,0,0,2,4,0,0,0,2,0,0,0,0,1,2,1,0,0,1,1,1,0,0,1,0,0,4,2,3,1749,1,1,"[London : printed by S. Richardson], 1749.",London,195,unknown,,,FALSE,"which is God himself, who in Christ reconciled the World unto himself. Formerly the Covering of the Ark was called the Mercy seat: Now is Christ himself the TRUE Mercy seat; Out of whom we hear God's gracious Voice, have by him Certainty and Satisfaction, and a sure Access to"
0125500302_000050,"Sermons on practical subjects. By Robert Walker. Late One of the Ministers of the High Church of Edinburgh. To which is prefixed, a character of the author, by Hugh Blair, D.D. A new edition. In four volumes. ...","Walker, Robert",81,1,0,1,0,2,0,1,1,9,0,3,1,0,0,1,1,0,0,1,0,0,12,1,0,0,4,1,1,2,1,1,2,1,1,0,5,0,1,2,0,0,3,0,0,2,0,0,0,0,2,1,3,0,0,5,0,0,0,0,8,1796,2,4,"London : printed for Thomas Kay, No. 332, opposite Somerset House, Strand; and W. Creech, Edinburgh, MDCCXCVI. [1796].",London,448,male,1716,1783,FALSE,"us to a present world : Especially when to the intrinsic worth and value of Christ's sacrifice, we add, that it was offered up in consequence of a divine appointment: for "" Christ glo "" rifled not himself to be made an high ""priest, but he who laid unto him,"
0046000109_000006,"A christian library. Consisting of extracts from and abridgments of the choicest pieces of practical divinity, which have been publish'd in the English tongue. In fifty volumes. By John Wesley, M. A. Fellow of Lincoln-College, Oxford. ...",John Wesley,84,0,0,0,0,2,2,0,0,0,1,2,3,1,2,1,1,0,0,0,0,3,11,6,0,0,2,2,4,0,1,3,1,0,0,2,4,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,3,2,0,4,0,0,6,2,5,1751,9,50,"Bristol : printed by Felix Farley, M.D.CC.XLIX. [1749]-55.",Bristol,325,male,1703,1791,TRUE,"the heavenly Knowledge therein contained, and a fmcere practice of it in our Lives and converfaa tions, tions, may be this: The Word of GOD is, as it were, an Epifsle or Letter (as one of the Fathers calls it) writtenfrom god Alighty unto us mirera. ble Men; published by"
1285200100_000066,"The whole book of Psalms, collected into English metre, by Thomas Sternhold, John Hopkins, and others: Conferred with the Hebrew. Set forth and allowed to be Sung in all Churches, of all the People together, before and after Morning and Evening Prayer, and also before and after Sermons; and moreover in Private Houses, for their godly Solace and Comfort: Laying apart all ungodly Songs and Ballads, which tend only to the nourishing of Vice, and corrupting of Youth.",,81,2,1,1,1,3,0,0,0,4,1,3,1,0,3,3,1,0,0,0,0,2,5,0,0,1,3,3,10,0,0,1,1,0,0,0,5,0,3,1,1,0,0,0,0,0,0,1,2,0,1,2,1,1,0,5,1,0,6,1,0,1763,1,1,"London : printed by Charles Rivington, for the Company of Stationers, 1763.",London,302,unknown,,,FALSE,"34 For as the reasonable soul and flesh but one Man is; Soin one Person God and Man is but one Christ likewise. 35 Who suffered for to save us all, to hell he did descend; The third day rose again from death , to heaven he did ascend. 36"
0308900500_000038,"Devotions in the ancient way of offices. With psalms, hymns, and prayers, for every day of the week, and every holiday in the year. Reformed by a person of quality, and published by George Hickes, D.D.","Birchley, William",77,0,0,0,0,0,0,0,0,1,0,2,3,4,1,3,1,3,0,0,1,3,7,2,0,1,1,2,3,1,0,2,1,1,0,6,5,0,4,4,0,1,2,0,0,1,1,0,0,0,0,3,1,1,0,2,0,0,1,0,2,1706,1,1,"London : printed by E. Mead, for John Nicholson, at the King's-Arms; and John Sprint, at the Bell, in Little-Britain, 1706.",London,652,male,1613,1669,FALSE,"those that are under thee. Fear thou the Lord, and the King , and meddle not with them that are given to Change: For their Deftrueion flaall suddenly come upon them. He that nfeth much Swearing hall be filled with iniquity, and the Plague shall not depart from his House"
1089200300_000025,The practice of piety: directing a Christian how to walk that he may please God. Amplified by the author.,"Bayly, Lewis",82,0,0,2,0,0,0,0,0,7,2,2,1,1,2,5,1,0,0,0,0,5,9,2,1,6,1,1,3,0,0,5,1,0,1,0,2,0,1,4,0,1,1,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,2,1,6,1754,1,1,"London : printed for J. Hodges, Bookseller, sacing St. Magnus's Church, London-Bridge, M.DCC.LIV. [1754].",London,432,male,,,FALSE,"ever. You were&caft out of your Lands and Livings , and for. sook all for my sake and the Gospel's; but thati may appear that you have not lost your.gain, bu gained by your Lois, instead ofan Earthly Inheritance, and Possession, you ( hall possess with me th Inheritance of"
1030302600_000003,"A preservative against the principles and practices of the Herrnhuters, commonly called Moravians, or, Unitas Fratrum. Containing extracts from the Candid narrative, lately published by Henry Rimius, Aulic-Counsellor to his late Majesty the King of Prussia; and Author of the Memoirs of the House of Brunswick. With an appendix.","Rimius, Henry",71,1,0,0,0,6,1,0,0,2,2,1,0,1,4,3,0,0,0,0,0,1,6,2,0,1,3,1,4,1,0,0,2,1,0,1,0,6,2,0,0,1,1,0,0,1,0,2,2,0,1,4,3,0,0,0,1,0,2,1,0,1753,1,1,"[Leicester?] : Printed for, and sold by the booksellers of Leicester, Nottingham, and Derby, [1753].",,23,unknown,,,FALSE,"C, nprehending, that it is Honour enough for the Father , to be the Father of God the Creator of all Things, and to be his own and only Father . The Holy Ghost is called by the Hern butters, the eternal Wife of God , the mother of Christ"
1127502400_000011,"Some account of the convincement, and religious progress of John Spalding; late of Reading.","Spalding, John",69,0,3,2,1,2,1,0,0,2,0,1,0,2,0,1,0,2,0,1,2,0,3,0,0,0,0,2,1,0,0,0,3,1,0,1,2,3,4,1,2,1,1,0,0,3,0,4,1,2,2,3,1,0,0,4,1,0,1,0,2,1795,1,1,"London : printed and sold by James Phillips, George Yard, Lombard Street, 1795.",London,40,male,1765,1795,FALSE,"Reading, Nov. 28, x174, . little (' 30), A little while after he desired my brother mo tell me, to. send in his account , and also to know if he flould tfop his tithes out of it, which amounted to three pohnds. I in consequence wrote his account ,"
0912400400_000068,"The reign of grace, from its rise to its consummation. By Abraham Booth.",Abraham Booth,99,2,0,1,1,2,1,0,0,5,1,0,0,0,3,0,0,0,0,1,1,6,8,5,0,1,0,3,10,0,0,2,3,0,0,1,4,0,1,12,0,2,1,0,0,1,0,0,0,0,0,2,2,0,1,7,0,0,7,2,0,1771,1,1,"London : sold by E. and C. Dilly, in the Poultry; W. Harris, (no. 70) St. Paul's Church-Yard; J. Gurney, (no. 54) Holborn; J. Robinson, Shad-Thames, Southwark; and B. Tomkins, Fenchurch-Street, M.DCC.LXXI. [1771].",London,480,male,1734,1806,FALSE,"in him. For our Lord says, If a man love me he will keep my words . And He informs us, that the reason why any one does not keep his sayings, is, because he does not love Him, whatever he may profess to the contrary *. That is no"
0318800102_000511,"An exposition of the Old Testament, in which are Recorded The Original of Mankind, of The Several Nations of the World, and of The Jewish Nation in particular: The Lives of the Patriarchs of Israel; The Journey of that People from Egypt through the Wilderness to the Land of Canaan, and their Settlement in that Land; Their Laws Moral, Ceremonial and Judicial; their Government and State under Judges and Kings; their several Captivities, and their sacred Books of Devotion. In the Exposition of which, It is attempted to give an Account of the several Books, and the Writers of them; a Summary of each Chapter; and the genuine Sense of every Verse: And throughout the Whole, the Original Text, and the Versions of it are inspected and compared; Interpreters of the best Note, both Jewish and Christian, consulted; Difficult Places at large explained; Seeming Contradictions reconciled, And Various Passages illustrated and confirmed by Testimonies of Writers, as well Gentile as Jewish. ... I. Genesis. II. Exodus. III. Leviticus. IV. Numbers. By John Gill., D.D.",John Gill,88,0,0,0,0,0,0,0,0,4,3,2,5,0,3,1,1,1,0,0,3,3,15,8,0,0,1,0,6,1,1,2,1,0,1,1,0,0,3,0,0,3,0,0,0,1,0,3,0,0,3,1,0,2,0,5,0,0,1,0,3,1764,2,4,"London : printed for the author; and sold by George Keith, at the Bible and Crown in Grace-Church-Street, M.DCC.LXIII. [1763]-65.",London,794,male,1697,1771,FALSE,"thankful for everything that is given them. Their condition, in which they are, is represented by the dust and dunghill; which in general denotes, that they are in a mean estate, in a sinful one, and in a very polluted and loathsome one; in this condition the Lord finds them,"
0833400201_000092,"A defence of some important doctrines of the Gospel, in twenty-six sermons. Most of which were preached at Lime-Street Lecture. By several eminent ministers. In two volumes. ...",,108,2,2,2,2,3,0,0,1,16,2,7,0,0,9,1,0,1,0,0,0,1,5,0,0,0,1,0,5,0,0,0,0,0,0,4,2,0,0,5,0,1,1,0,0,1,1,2,0,0,1,2,4,0,0,16,1,0,0,6,1,1773,1,2,"Glasgow : printed by William Smith; sold at his shop, 1773.",Glasgow,360,unknown,,,FALSE,"can this be consistent with the Father's love to.chrift., any more than it is with Christ's love towards, those for whom he died? Such a failure and loss seems to argue a great defeet in the love of God : to his Son, : .as well as a want of"
0445100800_000001,"A sermon preach'd in the new meeting-house in Carter-Lane, Dec. 5. 1734. being the first-day of opening it for religious worship. By Samuel Wright, D.D.",Samuel Wright,74,2,2,1,0,1,0,4,1,5,7,0,2,0,2,2,0,0,0,2,0,1,12,1,0,0,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,3,1,0,1,2,0,1,0,2,0,0,5,0,1,1735,1,1,"London : printed for Richard Hett, at the Bible and Crown in the Poultry, MDCCXXXV. [1735].",London,34,male,1683,1746,FALSE,"A * SOUTHEAST R M O N SERMON Preached in the New MEETINGHOUSE IN CART R lane, Dec. 5 i734. Being the FIRST day of OPENING it FOR RELIGIOUS WORSHIP By SAMUEL WRIGHT, D.D., LONDON: Pinfilticdr RICHARD HETT, at the Bible and Crown in dits Poultry. MDCCXXXV. ^. i (I)"
0858501000_000006,"The saint entered into peace: a sermon occasioned by the death of Mr Thomas Adams, who departed this life at Rodberow, Glocestershire, August 10, 1770, ... Preached at the Tabernacle near Moorfields, London, on Sunday, August 26, 1770. By Torial Joss. ...",Torial Joss,83,0,0,0,0,1,0,0,0,5,3,4,0,1,3,2,0,2,0,0,0,2,13,2,0,1,3,2,1,1,0,0,1,3,0,0,4,1,1,2,2,1,0,0,0,2,0,3,1,0,4,0,0,0,0,2,0,0,1,8,1,1770,1,1,"London : printed for J. and W. Oliver: and sold by G. Keith; E. and C. Dilly; J. Gurney; and T. Mathews, 1770.",London,40,male,1731,1797,FALSE,"zun to you, will seek to enter in, and Shall not be able. This tends to stir us all up to diligence in attending upon the means of grace and salvation, for our LORD says, that in his Father's house are many mansions; there is room for all GOD's eleet,"
1194702100_000041,"The Heidelbergh catechism, or Method of instruction in the Christian religion. As the same is taught in the Reformed churches and schools in Holland. Together with the articles of faith, and liturgy of said church. Translated for the use of the Reformed Protestant Dutch Church of the City of New-York.",Collegiate Reformed Protestant Dutch Church of the City of New York,88,4,1,3,0,3,1,0,0,4,6,0,1,3,3,2,1,1,0,0,0,2,11,0,0,2,1,2,8,1,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,4,0,0,3,0,0,7,1,2,1796,1,1,"New-York : Printed and sold by George Forman, directly opposite the Post-Office, --1796--",New York,154,unknown,,,FALSE,"that everything may be transacted with good order and decency;; also to open and shut, with the keys of the kingdom of heaven, cmnnmitted to them, according to the charge given them by God . From there things may be learned, what a glo rious work the ministerial office is,"
0578600300_000056,"Discourses of the Honourable and Reverend William Bromley Cadogan, A. M. Late Rector Of ST. Luke's, Chelsea, Vicar Of ST. Giles's, Reading; And Chaplain To The Right Honourable Lord Cadogan. To which are now added short observations on the Lord's Prayer. And letters to several of his friends. The whole collected into one volume, with memoirs of his life. By Richard Cecil, A. M. Minister Of ST. John's Chapel, Bedford Row.",William Cadogan,76,0,0,0,2,4,1,0,0,5,2,1,1,0,2,1,0,0,0,0,0,3,11,5,0,1,1,0,1,0,3,3,1,1,0,4,3,0,4,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,3,3,2,1798,1,1,"London : printed for F. and C. Rivington, NO. 62, ST. Paul's Church-Yard, 1798.",London,559,male,1751,1797,FALSE,"life , leaves you just where it found you as to all prospects of another; born in sin, children of wrath, prisoners and captives under the law which you have broken, liable to be seized and cat Psalm XXVII 4 XXIII 6 into into prison, there to be kept and"
