PassageID,Title,Author,Total termFreq,termFreq(adam),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(church),termFreq(command),termFreq(commit),termFreq(confid),termFreq(corrupt),termFreq(death),termFreq(devil),termFreq(etern),termFreq(evil),termFreq(faith),termFreq(fall),termFreq(father),termFreq(forgiv),termFreq(god),termFreq(grace),termFreq(guilt),termFreq(guilti),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(hell),termFreq(holi),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(obedi),termFreq(offer),termFreq(pardon),termFreq(person),termFreq(power),termFreq(reason),termFreq(repent),termFreq(sacrif),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sens),termFreq(sin),termFreq(sinner),termFreq(soul),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(wick),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0914100105_000012,"Sermons on several subjects and occasions, by the most Reverend Dr. John Tillotson, ...",John Tillotson,103,0,3,0,0,0,5,0,0,6,1,0,0,1,1,6,0,0,1,7,2,0,0,0,0,3,2,5,0,1,3,1,1,1,1,0,3,0,3,0,0,0,7,2,0,6,2,1,5,2,5,0,0,0,1,1,5,2,0,1,6,1757,5,12,"London : printed for C. Hitch and L. Hawes, J. Hodges, A. Millar, J. and R. Tonson, G. Woodfall [and 11 others in London], 1757.",London,463,male,1630,1694,TRUE,"liberty to do it. Nor, 2 That when upon due inquiry and examination, men are fettled, as they think and verily believe , in the TRUE faith and religion, they should ob Itinately refuie to hear any reason that can be offered again if their present persuasion : for reason"
0197300502_000056,"Short hymns on select passages of the Holy Scriptures. By Charles Wesley, M. A. And Presbyter of the Church of England. ...",Charles Wesley,118,1,1,4,3,4,0,0,0,1,1,2,0,0,2,6,3,1,1,12,4,1,0,0,2,1,1,3,3,6,2,3,6,0,1,0,0,1,0,4,0,2,0,0,0,1,4,0,0,0,10,0,5,8,0,0,2,0,4,1,1,1794,2,2,"London : printed by G. Paramore, North-Green, Moorfields; and sold by G. Whitfield, at the Chapel, City-Road; and at the Methodist preaching-houses in town and country, 1794-96.",London,360,male,1707,1788,TRUE,"beneath, He laid his life a ransom down, For every man he tasted death , To justify us by his blood , And bring the sprinkled world to GOD .. 3 Whoever the joyful. news believes , Pardoned through' instantaneous grace ,. The saving power divine receives; And while on"
1204201600_000012,"A companion to the altar: Shewing the Nature and Necessity of a Sacramental Preparation. In order to our worthy receiving the Holy Communion. Wherein those Fears and Scruples about Eating and Drinking Unworthily, and of incurring our own Damnation thereby, are proved groundless and unwarrantable. Unto which are added, Prayers and Meditations, Preparative to a Sacramental Preparation, according to what the Church of England requires from her Communicants.","Vickers, William",115,0,2,0,2,3,0,0,0,1,0,5,1,3,1,9,0,4,3,5,4,1,0,1,6,0,0,5,2,0,4,1,7,0,9,2,0,0,0,0,0,1,0,2,0,2,1,4,0,1,9,0,2,1,1,0,1,1,0,4,4,1745,1,1,"London : printed by assignment from E. Parker, for John Beecroft, at the Bible and Crown In Lombard Street, [1745?].",London,50,male,1707,1711,FALSE,"St. Peter, and let thy compassionate Look so pierce my stony Heart , that Imay weep bitterlyfor my Sins , and pro Atce in me that Godly Sorrow which worketh unto Sal i.ation, not to be repented of, for je/us's sake. Amen.; iee Psal. 25 A Resolution to lead a"
0337101000_000057,"A practical discourse concerning death. By William Sherlock, D. D. Late Dean of St. Paul's.",William Sherlock,129,0,0,3,3,7,4,0,0,0,0,2,1,1,1,6,0,0,0,7,10,0,0,0,2,2,0,3,1,0,8,5,0,1,5,0,0,0,1,3,0,0,5,10,0,3,4,2,0,0,8,1,0,3,2,0,4,0,0,1,10,1735,1,1,"London : printed by J.R. for J. Walthoe, J.J. and P. Knapton, A. Bettesworth and C. Hitch, R. Robinson, J. Pemberton, B. Motte, J. Walthoe, jun. J. Clarke, and D. Browne, MDCCXXXV. [1735].",London,301,male,1641,1707,FALSE,"Ruin, who is rejected by the good Spirit of God , and cast out of the Care of his Providence. Into this miserable State Men may bring themselves by Sin , which though it does not P 4 make make them uncapable of Mercy , if they do repent ,"
0841000300_000018,"Some of the glories of our Lord and Saviour Jesus Christ, exhibited in twenty sacramental discourses, preached at Boston in New England: by Benjamin Coleman, M. A. Pastor of a Church in Boston.","Coleman, Benjamin",117,0,1,3,3,1,0,0,0,0,0,0,11,2,0,1,0,0,1,23,5,0,0,1,1,5,2,4,1,0,1,0,3,1,3,1,8,1,1,0,2,1,0,2,0,2,4,3,0,0,7,2,5,3,1,0,0,0,1,0,0,1728,1,1,"London : printed by S. Palmer, for Thomas Hancock, at the Bible and Three Crowns at Boston in New-England, and sold in London by J. Osborn and T. Longman in Pater noster-row, R. Ford in the Poultry, and T. Cox under the Royal-Exchange, 1728.",London,320,male,1673,1747,FALSE,"They resolve to be miferable with de.. in spite of all that the mercy and grace of God can do to prevent them. They will not that God in their own nature mhould rule and save them, but choose rather to perish with devils whom he abhors. And what can"
1113401500_000012,"The christian monitor; Containing an Earnest Exhortation to an Holy Life: with some directions in order thereto. Written in a plain and easy stile, for all sorts of people.",John Rawlet,121,0,14,0,1,6,3,3,0,2,0,1,1,1,0,10,0,4,1,13,1,0,0,0,1,1,0,15,2,0,5,2,1,1,2,0,0,3,0,2,0,1,0,1,0,1,1,1,1,0,1,0,4,1,0,0,4,1,3,3,2,1759,1,1,"London : printed for John Beecroft, at the Bible and Crown in Pater-Noster-Row, MDCCLIX. [1759].",London,72,male,1642,1686,FALSE,"the Beginning, and by attending to what I have intimated all along in my Discourse. Yet Afor your Assistance, I shall somewhat more plainly ""represent it to you, though but very briefly; as no, other can b. expeaed in this little Paper. In the general then (as I have before"
0955800500_000021,Plain reasons for being a Protestant: a sequel to plain reasons for being a Christian.,Samuel Chandler,107,0,5,0,0,6,8,1,0,1,2,0,0,4,0,7,1,0,1,9,0,1,0,1,3,1,0,2,0,0,2,2,5,3,1,0,4,1,1,0,0,0,3,2,0,7,2,0,1,0,6,0,2,2,1,3,3,0,1,0,2,1735,1,1,"London : printed for T. Cooper, at the Globe in Pater-Noster-Row, [1735?].",London,75,male,1693,1766,FALSE,"tremendous words , as should by no means be promised or pronounced, without a plain and sufficient warrant. One would think , the christian world should have been long agreed, that the only warrant a finner can have to expect eternal salvation , or to hope to escape eternal damnation,"
0400202700_000036,"The scripture-Doctrine of grace. In answer to a treatise on the doctrine of grace, by William Lord Bishop of Gloucester: so far only as that important doctrine is concerned. By John Andrews, L L. B. Of St Mary-Hall, Oxford; and Minister of Stinchcombe in Gloucestershire.","Andrews, John",99,1,0,0,0,9,3,0,0,0,3,3,1,3,3,2,1,0,0,9,1,0,0,1,7,1,0,6,3,2,4,4,0,2,1,1,2,0,0,1,1,2,0,0,0,2,2,1,0,1,2,1,6,0,1,0,1,0,1,1,3,1763,1,1,"London : printed for E. Dilly, at the Rose and Crown in the Poultry; and M. Withers, at the Seven Stars in Fleet-Street, M.DCC.LXIII. [1763].",London,234,male,1729,1813,FALSE,"again, he cannot see the kingdom of GOD ""? And is this all important doctrine of the new birth explained to them in its proper sense and fullness? Do the Preachers call upon sinners in the name of GOD to renounce their sins ; and invite them, by the tender"
0043300100_000012,A cluster of Canaan's grapes. Being select sentences and extracts from the writings of the most evangelical old divines.,,116,4,2,0,1,4,0,0,0,0,2,1,1,2,0,3,1,4,0,18,3,0,0,1,6,2,1,3,2,1,3,1,3,1,0,2,8,1,0,1,4,2,2,0,0,1,2,0,0,1,2,0,5,8,0,0,2,0,0,2,3,1772,1,1,"London : printed for Joseph Gurney, Bookseller, on Holborn-Hill, MDCCLXXII. [1772].",London,88,unknown,,,FALSE,"is by God bestowed upon us, in order to th Spirit's possessing of our souls . Mr. BUNYAN. 205 God the Father's love would not save us finneis, without his Son's sufferings and death . Though God the Son hath saved us, yet we cannot enjoy it without God the"
0914401500_000019,"A discourse upon repentance. By Thomas Scott, ...",Thomas Scott,96,0,0,0,0,5,0,0,1,0,1,1,0,2,1,2,0,0,0,9,4,1,0,1,6,2,2,3,0,4,1,1,2,0,1,1,0,1,0,3,2,1,0,7,0,6,5,0,0,1,7,2,2,2,1,0,3,0,2,0,0,1791,1,1,"London : printed by C. Watts, and sold by J. Johnson; and J. Mathews. To be had also at the authors, Chapel-Street, near the Lock hospital, 1791.",London,121,male,1747,1821,FALSE,"faith precede, and produce repentance in the regenerate foul: but repentance precedes, and makes way for that exercise of faith , which interefis the soul in Christs merits for salvation . For instance: the belief of the existence and perfetions of God , his law and government; our relations, obligations,"
1160000500_000007,"An exposition of the church-catechism. By Samuel Clarke, D. D. Late Rector of St. James's Westminster. Published from the author's manuscript, by John Clarke, D. D. Dean of Sarum.",Samuel Clarke,101,0,7,1,1,2,1,4,0,0,0,0,1,2,1,6,1,6,1,17,1,0,0,1,0,2,1,4,1,1,3,2,1,1,2,0,1,5,0,0,0,1,1,3,0,1,0,5,0,1,2,0,1,1,3,0,0,0,1,1,3,1747,1,1,"London : printed by John and Paul Knapton, in Ludgate-Street, M.DCC.XLVII. [1747].",London,214,male,1675,1729,TRUE,"Obligation, we are taught to de tlare ou r; Thankfulness also for so excellent a Benefit.. "" And I heartily Thank our  aleavenly: Father , that he hath called me, tro iths State of Salvation , thro' .fezps Chrjt "" our. Saviour ."" Our Thanks are to be returned,"
1236200500_000005,"Christ crucified, the grand theme of Paul's ministry; illustrated in a sermon, preached at the Baptist Monthly meeting, August 22, 1799, at Mr. Hutchings' place of Worship, Unicorn-Yard, Southwark. By James Dore.","Dore, James",93,0,2,2,0,8,0,1,0,0,1,1,0,1,0,2,0,1,0,13,2,4,2,1,4,0,0,2,2,1,3,1,6,1,2,2,1,3,0,2,1,1,0,1,0,1,2,0,1,2,4,1,4,1,0,0,0,0,0,0,3,1799,1,1,"London : printed by C. Whittingham, Dean-Street Fetter Lane; and sold by M. Gurney, Holborn-Hill; W. Button, Paternoster-Row; and T. Conder, Bucklersbury, [1799].",London,45,male,1764,1825,FALSE,"the law is universal obedience ; they hear the voice of inflexible and insulted Justice, proclaiming "" the soul that finneth shall die; "" and conscience bears testimony again if them, in the pointed language of Nathan to David, "" Thou art the man!"" Hence they are filled with terrible"
0438100200_000057,"Parsons his Christian directory, being a treatise of holy resolution. In two parts. Put into modern English. And now made Publick, For the Instruction of the Ignorant; The Conviction of the Unbelieving; The Awakening and Reclaiming the Vicious; And for Confirming the Religious in their Good Purposes. By George Stanhope, D.D. Late Dean of Canterbury, and Chaplain in Ordinary to His Majesty.",Edmund Bunny,70,1,0,3,0,0,0,1,2,0,0,1,3,1,1,0,1,1,1,9,2,1,1,0,2,2,1,3,0,1,2,2,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,4,2,2,3,0,1,1,2,0,1,2,1735,1,1,"London : printed for J. J. and P. Knapton in Ludgate-Street, D. Midwinter, W. Innys and R. Manby, and R. Robinson, in St. Paul's Church-Yard; T. Longman in Pater-Noster-Row; and R. Williamson near Gray's-Inn Gate in Holborn, MDCCXXXV. [1735].",London,487,male,1540,1619,FALSE,"to the Ungodly. Death and Blood 1 1 shed, Strife and Sword, Calamities, Famine, Tribula Rom. II lion and the Scour; ge. These Things are created for the 8, 9 Wficked. Sinners fall be turned into tell, and all the People that forget God . Unto them that.do not obey"
0770700500_000005,"A companion to the altar: shewing the nature and necessity of a sacramental preparation, in order to our worthy receiving the Holy Communion. Wherein those fears and scruples about eating and drinking unworthily, and of incurring our own damnation thereby, are proved groundless and unwarrantable. Unto which are added, prayers and meditations, preparative to a sacramental preparation, according to what the Church of England requires from her Communicants.","Vickers, William",96,0,1,2,4,3,0,2,3,0,0,1,0,2,0,2,2,0,2,12,1,0,1,0,2,1,0,7,0,1,0,2,0,1,4,0,1,0,0,1,1,0,2,8,0,0,1,3,1,2,9,1,4,2,0,0,1,2,1,0,0,1729,1,1,"London : printed for Edmund Parker, at the Bible and Crown over against the New Church in Lombard-Street, 1729.",London,54,male,1707,1711,FALSE,"Affections: In a Word , its the likeliest Method to make our Bodies the Temples of the Holy Ghost, and to prepare our Souls for the Enjoyment of God to all Eternity . And if at a Relapses after ny Time, through' Receiving, njt ignorance, fur danger us. dagerus. prize,"
0673301200_000028,"The works of the Rev. Thomas Jones, M. A. Late Chaplain of St. Saviour, Southwark. To which is prefixed, a short account of his life, in a recommendatory preface, by the Rev. William Romaine, M. A. Lecturer of St. Dunstan's in the West.","Jones, Thomas",108,0,0,0,1,4,1,6,0,0,0,0,0,1,0,5,0,0,1,14,2,0,2,1,4,1,2,2,2,11,0,1,3,0,3,0,0,7,0,0,3,0,1,1,0,1,2,3,0,0,3,4,1,3,1,2,0,1,0,7,1,1775,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, M.DCC.LXXV. [1775].",London,392,male,1729,1762,FALSE,"express it by a willing obedience to these commandments : Not that ye can do this of yourselves, ye know that that in yourselves dweleth no good thing, but ye know whom to have recourse to; the throne of grace is ereted for that purpose, and alliftance is provided for"
0329600700_000003,"The poor man's help, and young man's guide. Containing I. Doctrinal instructions for the Right Informing of his Judgment. II. Practical directions for the General Course of Life. III. Particular advice for the well-managing of every Day. With Reference to his I. Natural Actions. II. Civil Employments. III. Necessary Recreations. IV. Religious Duties unto which are added, principles of religion, useful to be known, believ'd, and practis'd, by such as desire to Receive the Holy Communion with Benefit and Comfort. With Forms of prayer for Families and Single Persons. Also divine hymns on several Occasions. By William Burkitt, M. A. of Pembroke-Hall in Cambridge, late Vicar of Dedham in Essex.",William Burkitt,115,2,2,1,4,7,1,0,0,0,1,4,1,3,1,0,3,4,0,18,0,0,0,2,0,4,2,4,3,1,2,2,1,1,1,0,8,1,0,0,1,3,1,0,0,2,2,1,0,0,10,1,1,2,4,0,1,0,0,0,2,1757,1,1,"London : printed for R. Ware, C. Hitch, J. Buckland, B. Dod, J. Waugh, J. Ward, W. Johnston, E. Dilly, M. and T. Longman, and M. Cooper, MDCCLVII. [1757].",London,194,male,1650,1703,FALSE,"these Three are One."" St Joiha; XV Z. "" But when the Conmforter is come, whom I will end unto you from the Father ., even the Spirit of Truth, which procecdeth from the Father , he flail tefrify of me."" p;,. IV 30, ""Grieve not the holy Spirit of"
0056300100_000066,"Epistles of faith, or, spiritual letters on various subjects. Second part. By William Huntington, S.S. Minister of the Gospel at Providence Chapel; and Monk-Well Street, in the City.",William Huntington,106,4,2,1,0,2,0,1,0,0,1,1,4,1,0,0,0,1,1,21,1,0,1,3,3,5,1,1,1,3,3,4,0,0,1,2,0,3,0,1,1,1,1,1,0,0,0,2,0,0,2,0,8,3,0,1,0,0,5,4,4,1790,1,1,"London : printed for G. Terry, Bookseller, No 54, Paternoster Row ; J. Davidson, No 7, Postern Row, Tower Hill ; and J. Baker, No 226, Oxford Street.Sold, also, at Providence chapel; and at Monkwell-Street Meeting, every Tuesday Evening, MDCCXC. [1790].",London,398,male,1745,1813,FALSE,"out. The hands can work for men, while God keeps possession of the heart ; and, as heavenly things gain eiteem, the things of the world grow into contempt: "" Now we "" have received, not the spirit of the world , but ""the Spirit that is of God ;"
0298200500_000004,"An attempt to illustrate the following subjects: I. The Creation, fall, rise, and way of Man. II. A Comment on the 13th Chapter of the First Epistle to the Corinthians. III. The Mercies of God, and the Returns to be made for them. IV. The being filled with all the Fulness of God. V. Rewards and Punishments. VI. The Faith of Sinners, Satan, and Saints. Vii. Despising the goodness of God, and treasuring up Wrath. to which is added remarks on the memoirs of Tate Wilkinson Esquire, Manager of the Theatres-Royal, York and Hull. By Nicholas Manners.","Manners, Nicholas",103,7,0,0,2,7,0,0,2,0,1,7,2,1,2,0,1,0,1,5,1,3,1,1,0,3,0,1,0,2,7,4,0,1,0,1,4,1,1,1,1,3,0,0,0,0,3,0,0,0,14,2,2,1,1,0,0,0,0,1,5,1791,1,1,"York : printed by L. Pennington; and sold by Wilson, Spence, and Mawman, MDCCXCI. [1791].",York,196,unknown,,,FALSE,"was performed in heaven , by Christ as god man, before his ascension, it was by the acting of his human soul in conjunction with his divinity. And not so to act, till his body was glorified, does not well consist with the nature of a personal and perpetual mediatorlhip."
0299000500_000036,"An account of the rise and progress of the religious societies in the city of London, &c. and of their endeavours for reformation of manners. By Josiah Woodward, D.D.",Josiah Woodward,91,0,3,1,0,1,1,0,0,1,0,0,1,6,2,1,0,1,2,4,4,1,1,1,2,2,0,5,1,1,6,4,4,1,3,2,1,1,0,1,0,2,0,0,0,4,1,1,0,0,4,0,2,3,1,0,0,0,1,2,5,1744,1,1,"London : printed and sold by M. Downing, in Bartholomew-Close, near West-Smithfield, 1744.",London,180,male,1660,1712,TRUE,and Afflictions: And grant us a happy End of all our Sorrows at last in thine eternal Kingdom. M A K E us ever mindful of the End for which we were made; and the chief Work we have to do; and the uncertainty of this present Life ; and
0039400103_000081,"Posthumous works of the Rev. Thomas Adam, late Rector of Wintringham. In three volumes. ... . Containing his Private Thoughts on Religion, and Sermons on different Subjects. To which is prefixed A Short Sketch of his Life and Character.","Adam, Thomas",111,0,1,1,1,5,0,1,0,2,0,1,0,1,1,2,2,0,4,16,0,1,0,1,6,4,0,6,2,0,5,5,5,0,0,1,6,1,1,0,0,3,2,2,0,3,1,0,1,0,3,0,2,2,3,1,1,0,0,2,3,1786,3,3,"York : printed by A. Ward, and sold by J. Buckland, Pater-Noster-Row; C. Dilly, in the Poultry; and J. Matthews, in the Strand, London; by all the booksellers in York; and T. Browne, Hull, MDCCLXXXVI. [1786].",York,420,male,1701,1784,FALSE,"living principle. This is our renewal to the image of God ;  for God is love ."" This is the end of God's calling us in Christ , and the end of our coming to Christ , if we know what we come to him for. If we would"
0532600300_000002,"A serious address to those who profane the Lord's-Day, by worldly business, &c.",,96,0,3,1,0,2,0,0,1,1,2,1,1,2,4,0,0,0,0,18,1,3,1,0,6,0,0,3,1,0,2,1,3,0,1,1,1,0,0,0,2,1,0,0,0,3,2,2,0,0,6,2,3,2,3,2,0,1,3,3,1,1745,1,1,"[London?, 1745?].",London,12,unknown,,,FALSE,"""Workman, Labourer, or other Person "" whatsoever, stall do or exe'rcie any worldly "" Labour, Buffnefs, or Work of their ordi, nary Callings, upon the lord's day, or any "" Part thereof ( Works of necef/ity and Charity only excepted) &c."" So that in the Commission of this Evil ,"
0360700500_000002,"Four sermons on the divinity of Christ, by the late Rev. James Hervey, A. M. Rector of Weston Favell, and Collingtree in the County of Northampton, and Author of Meditations and Contemplations, &c. To which are added, four other sermons, faithfully transcribed from the original short-hand of the author.",James Hervey,115,0,3,0,1,3,0,1,1,3,1,9,1,2,1,0,0,0,1,20,0,2,0,0,2,1,0,2,1,1,3,0,9,1,0,1,5,0,0,0,1,3,0,2,0,2,0,2,9,0,6,2,1,1,1,1,3,0,2,1,3,1779,1,1,"London : printed for the editor, and sold by G. Keith, Grace-Church Street; T. Vallance, No 120, Cheapside; J. Mathews, No 18, and W. Otridge, No 134, Strand, MDCCLXXIX. [1779].",London,110,male,1714,1758,TRUE,isis the Life and Glory of his three Offices or Employments ments for the Salvation of Sinners ; his Godhead fills his prophetic Office with boundless Light and Wisdom to suit our Darkness and Folly. it fills his priestly Office with infinite Dignity to suit our Guilt . it fills
0631402100_000005,"A sermon preached at the ordination of Edward Sprague, A.M. to the pastoral care of the Church of Christ in Dublin in the state of New-Hampshire, November 12, 1777. By Samuel Langdon, D.D. president of Harvard College.","Church of Christ (Dublin, N.H.)",112,0,4,1,0,5,2,1,0,0,1,1,0,2,0,6,0,1,0,12,1,1,0,0,4,0,0,3,0,1,4,2,0,0,2,2,2,1,0,1,0,3,0,7,0,1,1,1,2,0,10,2,4,3,0,0,1,0,10,5,2,1778,1,1,"Boston, New-England : Printed by Thomas & John Fleet, 1778.",Boston,35,unknown,,,FALSE,"meditate on the truths delivered, often re fie upon them, bring them dose to you? own consciences, and be careful to reduce them to praaice. But a more particular consideration of the efficacy of the Word on the heart and life , when considered as Divine, belongs to the next"
1271500900_000051,"A version of the Psalms of David, suited and applied to the Christian state and worship. To which are added, translations and paraphrases of several passages in sacred scripture.",,105,2,1,0,0,3,1,0,0,0,0,2,0,1,1,6,2,1,0,9,7,3,1,5,7,3,1,1,0,2,1,4,6,0,2,0,3,2,1,1,0,1,0,0,0,2,1,2,0,0,8,2,3,1,0,0,0,0,2,4,0,1786,1,1,"Dublin : printed for, and sold by William Gilbert, No. 26, Great George's-Street, M,DCC,LXXXVI. [1786].",Dublin,334,unknown,,,FALSE,"Though' him thou can'st not see, nor trace The working of his hands . 4 He gives the conquest to the weak, Supports the fainting heart ; And courage, in the evil hour, His strengthening aids impart. 5 Mere mortal power shall fade, and die, And youthful vigour cease: But"
0934701800_000023,"The first part of An equal check to Pharisaism and Antinomianism, containing I. An Historical Essay on the danger of parting Faith and Works. II. Salvation by the covenant of grace, A. Discourse preached in the parish church of Madeley, April 18, and May 9, 1773. III. A Scriptural Essay on the astonishing rewardableness of works, according to the covenant of grace. IV. An Essay on Truth, Or, A rational Vindication of the doctrine of salvation by Faith, with a dedicatory Epistle to the Right Hon. the Countess of Huntingdon. By the author of the Checks to Antinomianism.",John William Fletcher,104,1,5,1,0,2,4,1,0,0,2,3,0,0,3,12,2,0,0,9,8,1,0,0,1,1,3,2,0,0,2,4,0,0,1,0,2,2,1,2,3,1,1,4,0,4,4,0,1,0,3,0,0,0,0,0,1,0,0,7,0,1774,1,1,"Shrewsbury : printed by J. Eddowes: and sold at the Foundery, and by J. Buckland, in Pater-Noster-Row, London; by T. Mills in Bath; and S. Aris in Birmingham, [1774].",Shrewsbury,275,male,1729,1785,FALSE,".nl. II ( 48) all who depile the way of faith , and put the instrumental causes in the room of the first and properly meritorious cause of our salvation , being no better than blalting Pharisees. ] For to him that zuorketh [without applying to the throne of grace"
0777300200_000007,"An exposition of the church-catechism. By Samuel Clarke, D. D. late Rector of St. James's Westminster. Published from the author's manuscript. By John Clarke, D. D. Dean of Sarum.",Samuel Clarke,103,0,6,1,0,4,1,4,0,0,0,0,2,1,1,7,1,4,1,17,1,0,0,1,0,2,1,5,1,0,5,1,2,1,2,0,1,5,0,0,0,1,1,5,0,1,0,3,0,1,3,0,1,1,3,0,1,0,1,1,2,1730,1,1,"Dublin : printed by S. Powell, for G. Risk at the Shakespear's Head, G. Ewing at the Angel and Bible, and W. Smith at the Hercules, Booksellers in Dame's-Street, MDCCXXX. [1730].",Dublin,174,male,1675,1729,TRUE,"of the God and Father of All, to conceive of him as of a rigid and implacablejudge, in whom was naturally nothing but Wrath and Severity, till he was appealed by the merciful Interposition of Christ . For on the contrary, even This very thing, the Coming of Chryif, was"
0220101800_000019,"The divine banquet: or, sacramental devotions. Consisting of morning and evening prayers, contemplations and hymns for every day in the week, in order to a more solemn preparation for the worthy receiving of the Holy Communion. ... To which is added, The devout Christian daily sacrifice; ...",,88,0,1,2,0,3,0,1,1,0,1,2,0,1,1,5,0,4,1,6,3,0,1,1,3,3,1,7,1,0,2,3,3,0,3,1,1,0,0,3,2,0,1,2,0,1,0,5,0,0,3,2,3,0,0,0,1,0,2,1,0,1724,1,1,"London : printed for Thomas Crouch, 1724.",London,201,unknown,,,FALSE,"Folly; what I shall be in my Death , Stench and Rottenness; what am I therefore, O Lord, that thou shouldst yet favour me, and show thy fell D 4 to so loving and bountiful a Father to me why shouldst thou so mercifully preserve me who am so unworthy"
1127400600_000040,"Orthodoxy and charity united: in several reconciling essays on the law and Gospel, faith and works; viz. Essay I. The substance or matter of the Gospel. II. The form of the Gospel. III. The use of the law under the Gospel. IV. Mistaken ways of coming to God without Christ. V. A plain and easy account of saving faith, or coming to God by Jesus Christ. VI. A reconciling thought on various controversies about faith and salvation. VII. Against uncharitableness. VIII. The difficulties in Scripture, and the different opinions of Christians. IX. An apology for Christians o different sentiments. [One line from Ephesians].",Isaac Watts,96,0,1,3,0,3,1,3,0,0,1,4,0,1,0,5,0,0,2,5,2,0,0,0,1,4,2,1,0,10,5,0,1,1,0,0,0,4,0,0,1,0,2,2,0,4,2,1,0,0,5,3,0,3,0,1,1,1,2,4,4,1749,1,1,"Boston, N.E. : Reprinted and sold by Rogers and Fowle in Queen-Street, MDCCXLIX. [1749].",Boston,296,male,1674,1748,TRUE,"when chri/t shall adjudge the Wicked to Hell , and the Saints to Heaven , the whole Creation must approve the Equity of his Dealings with Men. In the mean time the Saints shall admire the Grace of God , and the Mediation of chris, while they see how unworthy"
1085200700_000032,"Declaration and testimony for the doctrine and order of the church of Christ, and against the errors of the present times. To which is prefixed, a narrative, concerning the maintenance of the reformation-testimony. By the Associate Presbytery of Pennsylvania.",Associate Presbytery of Pennsylvania (1782-1801),103,4,1,0,0,2,1,4,1,0,3,1,0,1,5,1,1,0,0,11,2,4,0,0,4,0,0,1,0,15,3,2,0,1,0,2,9,2,0,0,0,2,0,0,0,1,0,1,1,1,4,2,0,1,2,0,0,1,1,5,0,1786,1,1,"[Edinburgh] : Printed at Philadelphia in the year 1784. Edinburgh: reprinted for A. Brown, Bridge-Street 1786, [1786].",Edinburgh,134,unknown,,,FALSE,"first man Adam being the representative of his posterity, we sinned and fell in him, and are now in our natural tate, under the guilt of Adam's transgression, under the curse due to it, and liable to the eternal wrath threatened as its just punishment. By one man's difobedienca many"
0392400105_000684,"A fifth volume of sermons preached by the late reverend and learned Thomas Manton, D.D. In two parts. ...","Manton, Thomas",111,0,2,0,1,3,0,2,1,1,0,2,0,1,0,4,0,2,1,9,3,1,1,0,1,1,0,0,1,1,3,0,0,0,3,0,0,0,1,9,3,2,1,15,0,2,1,0,0,2,19,4,2,0,1,1,1,0,0,2,1,1701,5,5,"London : printed, and sold by Jonathan Robinson, 1701.",London,1164,unknown,,,FALSE,"God did not propound terms of Repentance to them, whereby they should recover their lost estate, when they sinned ; they were left to their own obstinacy. A truly burdened Soul is glad of this order and method: The guilt of Sin is not only his trouble, but the Power"
0297903400_000012,"The christian monitor; Containing an Earnest Exhortation to an Holy Life: with some directions in order thereto. Written in a plain and easy stile, for all Sorts of People.",John Rawlet,124,0,14,0,1,5,3,4,0,2,0,1,1,1,0,11,0,3,1,15,1,0,0,0,1,1,0,15,2,0,6,2,1,1,2,0,0,4,0,2,0,1,0,1,0,1,1,1,1,0,1,0,4,1,0,0,4,1,3,3,1,1755,1,1,"London : printed for John Beecroft, successor to Mr. Edmund Parker, at the Bible and Crown in Lombard-Street, 1755.",London,72,male,1642,1686,FALSE,"your Affifiance, I shall somewhat more plainly represent it to you, though but very briefly; as no other can be expected in this little Paper. In the general then (as I have before expressed it) I am only persuading you to live as becomes TRUE Christians, according to your Baptismal"
1113400700_000004,"The christian monitor, containing an earnest exhortation to an holy life: with some directions in order thereto. Written in a plain and easy stile, for all sorts of people.",John Rawlet,106,0,1,1,0,7,0,2,0,1,0,4,2,0,2,1,0,1,1,12,0,0,0,4,1,2,0,2,0,0,2,4,7,0,2,0,0,1,0,4,1,1,1,4,0,2,4,5,0,0,12,3,2,1,0,1,2,1,0,2,0,1738,1,1,"London : printed for Edmund Parker, at the Bible and Crown in Lombard-Street, [1738].",London,60,male,1642,1686,FALSE,"reform us from our Sins , and so to deliver us from Mlifery; First, He will make us Holy , and then we shall be made Hapy. For as Man lost his Happiness by disobeying God's Command , so he must recover it by becoming obedient to his Will in"
