PassageID,Title,Author,Total termFreq,termFreq(asleep),termFreq(awak),termFreq(bed),termFreq(bodi),termFreq(brain),termFreq(consciou),termFreq(dai),termFreq(dream),termFreq(excit),termFreq(experi),termFreq(fanci),termFreq(idea),termFreq(imag),termFreq(imagin),termFreq(impress),termFreq(memori),termFreq(mind),termFreq(night),termFreq(percept),termFreq(phantasm),termFreq(real),termFreq(reason),termFreq(rise),termFreq(sens),termFreq(sleep),termFreq(soul),termFreq(state),termFreq(thought),termFreq(vision),termFreq(wake),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0001602102_000022,"A guide to health; being cautions and directions in the treatment of diseases. Designed chiefly for the use of students. By the Rev. Joseph Townsend, Rector of Pewsey, Author of the Physician's vade mecum, and of a Journey Through Spain.",Joseph Townsend,36,0,1,1,1,1,0,2,3,4,0,0,5,3,3,2,0,4,2,1,0,0,1,0,1,0,0,0,0,0,1,1795,2,2,"London : printed for Cox, St. Thomas's-Street, Borough; and sold by Robinsons, Paternoster-Row ; Dilly, in the Poultry ; Murray, Fleet-Street ; and Owen, Piccadilly, Opposite Bond-Street, 1795.",London,577,male,1739,1816,FALSE,"tinguilh delirium, as occurring either in fynocha or in typhus, without however staying to confider the proximate cause of these affections. It will be needful to resume the subject in this place, to which it more immediately belongs. Delirium, as defined by Dr. Cullen, is, in a person awake ,"
0108100101_000063,The works of John Locke Esq; In three volumes. The contents of which follow in the next leaf. With alphabetical tables. ...,John Locke,66,0,0,0,8,1,0,0,6,0,1,0,7,1,0,1,6,1,1,1,0,0,3,0,0,3,14,1,10,0,1,1714,1,3,"London : printed for John Churchill, and Sam. Manship, 1714.",London,659,male,1632,1704,TRUE,"Thoughts , they could remember nothing at all of? Most Men, I think, pars a great part of their seep without dreaming . I once knew a Man that was bred a Scholar, and had no bad Memory , who told me, he had never dreamed in his Life till"
1016000601_000046,"An essay concerning human understanding. In four books. Written by John Locke, gent. ...",John Locke,68,1,0,0,11,0,1,0,2,0,1,0,11,0,0,2,5,1,0,1,0,0,1,0,0,3,16,0,8,0,4,1777,1,2,"Dublin : printed by and for H. Saunders, W. Sleater, D. Chamberlaine, and J. Potts, M,DCC,LXXVII. [1777].",Dublin,403,male,1632,1704,TRUE,"Being, than those do, whom they condemn, for allowing it to be nothing but the fubtilefl Parts of Matter. Characers drawn on Duff, that the first Breath of Wind effaces, or Impressions made on a Heap of Atoms, or animal Spirits, are altogether as useful, and render the Subject as"
1421700101_000058,"The works of John Locke, Esq; in three volumes. The fifth edition. To which is now first added, The life of the author; and a collection of several of his pieces published by Mr. Desmaizeaux.",John Locke,50,1,2,0,3,0,5,0,0,0,2,0,6,0,1,0,0,4,0,2,0,0,7,0,4,3,4,0,5,0,1,1751,1,3,"London : printed for S. Birt, D. Browne, T. Longman, J. Shuckburgh, C. Hitch and L. Hawes, J. Hodges, J. Oswald, A. Millar, J. Beecroft, J. and J. Rivington, J. Ward, and M. Cooper, M.DCC.LI. [1751].",London,653,male,1632,1704,TRUE,"they muff do so. For they f;, R wvho tell us, that the soul always thinkrs, do never, that I remember, fayj, that a and yert not: man always thinks. Can the focus think, and not the mans?? a man think, and retain it the not be conscious of it?"
0849700400_000050,"A philosophical enquiry into the nature, origin, and extent, of animal motion, deduced from the principles of reason and analogy. By Samuel Farr, M.D.",Samuel Farr,42,1,0,0,8,0,1,0,2,0,3,0,3,0,3,2,0,4,0,5,0,1,2,0,3,0,0,0,0,4,0,1771,1,1,"London : printed for T. Beckett and P. A. D'Hondt in the Strand, M,DCC,LXXI. [1771].",London,426,male,1741,1795,FALSE,"although they have no intel leaual faculties to form a properjudgment. For there is a great difference between a kind of natural judgement, that we may form with very little aa of the Mind , and that superior kind which requires the greatest exercise of mental powers, It is by"
0358900101_000062,"The works of John Locke, in four volumes.",John Locke,58,1,0,0,6,0,8,0,0,0,4,0,7,0,2,0,2,3,0,1,0,0,4,0,1,2,10,0,5,0,2,1777,1,4,"London : printed for W. Strahan, J. F. and C. Rivington, L. Davis, W. Owen, S. Baker and G. Leigh, [and 18 others in London], 1777.",London,868,male,1632,1704,TRUE,"a tang of the cask, and manifestly derive their original from that union. If it always thinks, and so had ideas before it was united, or before it received any from the body , it is not'to be supposed but that during sleep it recollects its native ideas ; and"
0552900108_000041,The spectator. ...,,41,1,2,3,1,0,0,2,3,0,1,3,0,0,3,0,0,4,4,0,0,2,1,1,0,3,1,0,5,0,1,1775,8,8,"London : printed for C. Bathurst; W. Strahan; J. Rivington; T. Davies; J. Hinton: L. Davis; T. Lowndes; Hawes, Clarke, and Collins; J. Dodsley; B. White; T. Longman; B. Law; S. Crowder; E. & C. Dilly; T. Caslon; J. Robson; W. Flexney; T. Becket; J. Johnson; W. Grissin; H. Baldwin; W. Nicoll; J. and T. Bowles; J. Knox; J. Ridley; R. Horsfield; G. Robinson; F. Newbery; T. Cadell; W. Otridge, and E. Johnston, MDCCLXXV. [1775].",London,503,unknown,,,FALSE,"from shipping unawares into a habit. If I mightfecond thephilofopher's advice, it should'  mine, that in amorning before my scholar  rose, he should confider what he had been  about that night , and with the same strictness, as if the condition he has believed himself to "
0326202901_000047,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ... .",John Locke,60,1,2,0,2,0,0,0,0,0,2,0,12,0,4,4,0,10,0,3,0,0,6,1,4,2,4,1,2,0,0,1741,1,2,"London : printed for C. Hitch in Pater-Noster-Row; J. Pemberton in Fleetstreet; J. Beecroft in Lombard-Street; and S. Symon in Cornhill, MDCCXLI. [1741].",London,404,male,1632,1704,TRUE,"not asleep ? This is something beyond Philosophy; and it cannot be less than Revelation, that discovers, to another, Thoughts in my mind , when I can find none there myself: And thley must needs have a penetrating Sight, who can certainly see that I thihks when I cannot perceive"
0312100801_000046,"An essay concerning human understanding. In four books. Written by John Locke, Esq. in Three Volumes. ...",John Locke,64,1,0,0,9,0,1,0,3,0,1,0,9,0,0,2,5,1,0,1,0,0,1,0,0,2,16,0,8,0,4,1759,1,3,"Glasgow : printed by Robert Urie, MDCCLIX. [1759].",Glasgow,397,male,1632,1704,TRUE,"for allowing it to be nothing but the subtilest parts of matter. Characters drawn on dust, that the first breath of wind effaces; or impressions made on a heap of atoms, or animal spirits, are altogether as useful, and render the subjet as noble, as the thoughts of a soul"
0282500300_000120,"Essays on the intellectual powers of man. By Thomas Reid, D. D. F. R. S. E. Professor of Moral Philosophy in the University of Glasgow.",Thomas Reid,77,0,0,0,0,1,0,0,0,0,2,0,18,0,8,17,15,3,0,1,3,1,1,0,6,0,0,0,1,0,0,1785,1,1,"Edinburgh : printed for John Bell, Parliament Square, and G. G. J. & J. Robinson, London, M,DCC,LXXXV. [1785].",Edinburgh,777,male,1710,1796,TRUE,"experience , a thing which is impossible. We are imposed upon by our experience , and made to believe contradictions. Perhaps it may be said, that these different appearances of the impression are not to be understood literally, but figuratively; that the impression is personified, and made to appear at"
1293000102_000402,"The spectator, complete in two volumes; with notes critical and explanatory. ...",,41,0,2,3,1,0,0,2,3,0,1,2,0,0,3,0,1,4,3,0,0,1,2,1,0,4,1,0,5,1,1,1800,2,2,"London : printed for Andrew Miller, Strand, 1800.",London,644,unknown,,,FALSE,"con iderable advantage, for this reason , because [ecircumitances which a man imagines him felfin during sleep , are generally such as in trely favour his inclinations good or bad, and Pyre him imaginary opportunities of pursuing them to the utmost; lo that his temper will lie fairly open to"
0658501700_000019,An essay on the human soul.,Jean-Paul Marat,45,0,2,1,0,0,0,1,2,0,1,1,6,3,1,2,8,5,0,0,0,2,1,0,2,1,5,0,1,0,0,1772,1,1,"London : printed for T. Becket and Co. in the Strand, MDCCLXXII. [1772].",London,120,male,1743,1793,TRUE,"the fluid of the nerves. Whilst preyed on by any violent passion; wve extend our regard to the objecs surrounding us, but do not perceive them i, or rather we are inconfcious to their impression . Full of the present sentiment, the soul is absorbed by one objec, and inattentive"
1075000400_000024,"Philosophical essays on various subjects, viz. Space, substance, body, spirit, the Operations of the Soul in Union with the Body, innate Ideas, perpetual Consciousness, Place and Motion of Spirits, the departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals: with some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined A brief scheme of ontology, or the Science of Being in general, with its Affections. By I. Watts, D.D.",Isaac Watts,61,0,0,0,6,7,0,0,0,2,1,0,13,0,0,5,0,6,0,4,1,6,3,0,3,0,4,0,0,0,0,1742,1,1,"London : printed for James Brackstone, at the Globe in Cornhill, MDCCXLII. [1742].",London,430,male,1674,1748,TRUE,"or form upon our Organs of Sense , and which are thence conveyed to the Brain or common Sensory. See Mr. Loche's excel G lent lent Discourse on that Subject, Elfay, Book I. Chap. 8 It is granted here, that the Bulk or vulgar Part of Mankind, are deceived in"
1681200100_000037,"A conference with a theist. Being a proof of the immortality of the soul. Wherein is contained an answer to the objections made against that Christian doctrine in a book intituled, Second thoughts concerning humane soul, &c. Part V. By Will. Nicholls, D.D.",William Nicholls,56,1,2,0,6,0,0,0,2,0,0,0,1,1,4,2,3,6,0,1,0,0,2,0,1,1,16,2,5,0,0,1703,1,1,"London : Printed for Thomas Bennet, at the Half-Moon, in St. Paul's Church-Yard, 1703.",London,282,male,1664,1712,FALSE,"worshipped and imitated, and the Soul is given for this very end : Therefore the Soul muss be in such a Condition in which it may be capable of worshipping and imitating him, which without Existence and Sensibility it cannot be, III But you object to us, Soul does at."
0809100402_000014,"Meditations and contemplations. In two volumes. Containing, ... Meditations among the Tombs; Reflections on a Flower-Garden; And, A Descant on Creation. ... Contemplations on the Night; Contemplations on the Starry Heavens; And, A Winter-Piece. By James Hervey, A. M. Rector of Weston-Favell, in Northamptonshire. The fifteenth edition. ...",James Hervey,31,0,1,2,1,1,0,1,3,0,0,3,0,1,1,0,0,3,2,0,0,1,1,0,1,4,1,1,1,1,1,1759,2,2,"Edinburgh : [s.n.], Printed in the Year MDCCLIX. [1759].",Edinburgh,318,male,1714,1758,TRUE,"an invisible Hand to control his Rage, and protect poor Mortals! What lies? Were our Minds more sober in their Opera rations, or more circumfpea in their Regards? No, verily: Nothing could be more wild, than their Excursions: and None could be more inattentive to their own Welfare. Therefore, if"
0205500200_000142,"Lectures on diet and regimen: being a systematic inquiry into the most rational means of preserving health and prolonging life. Together with physiological and chemical explanations, calculated chiefly for the Use of Families; in order to banish the prevailing Abuses and Prejudices in Medicine. By A. F. M. Willich, M. D. Physician to the Saxon Embassy at the Court of Great Britain; Author of The Elements of Critical Philosophy, &c.","Willich, Anthony Florian Madinger",58,0,0,0,6,12,2,1,0,0,1,0,4,1,1,5,3,10,0,1,0,1,0,0,4,0,5,1,0,0,0,1799,1,1,"London : printed for T.N. Longman, Paternoster-Row, 1799.",London,672,unknown,,,FALSE,"various functions of the soul that there is a fluid, or at least a vapour, secreted from there parts, in consequence of the acivity of the mind exercised in the ventricles of the brain ; and that all the changes of the intelle&, in human beings, depend upon the diversity"
1268802800_000277,The County magazine for ...,William Cowper,72,0,0,0,1,7,1,1,0,2,1,0,14,1,2,13,6,15,0,4,0,0,2,0,2,0,0,0,0,0,0,1786,1,1,"Salisbury [England] : printed by B.C. Collins; and sold by all the booksellers, newsmen, &c., [1786-1792].",Salisbury,603,male,1731,1800,TRUE,"Ideas may also be divided into those of fenfaion, being impressions made through our five senses ; and thole of reflection, being such ideas of fen ation as present themselves to the imagination , or are recalled by the memory ; as when I perceive in the mind's eye the"
0365101000_000010,"A treatise concerning the state of departed souls before, and at, and after the resurrection. Written originally in Latin by the late Rev. Dr. Thomas Burnet, Master of the Charter-House, Author of the Theory of the Earth. Translated into English by Mr. Dennis.",Thomas Burnet,61,0,0,0,7,2,4,0,0,2,3,0,6,6,1,0,1,8,0,2,0,0,0,0,1,1,9,0,8,0,0,1733,1,1,"London : printed for A. Bettesworth and C. Hitch, at the Red-Lyon in Pater-Noster-Row, MDCXXXIII [i.e. 1733].",London,384,male,1635,1715,FALSE,"other feel the Grief or the Pain that I do, nor I what another feels; and so for Pleasure, and the rest of the affe&ions. Besides, I understand either more or less than others; and as every one has the Freedom of his own Will, I have that of mine."
1418700202_000026,"The Mirror. A periodical paper, published at Edinburgh in the years 1779 and 1780. Veluti in speculo. In two volumes. ...","Social Library (Thomaston, Me.), MWA C1",58,0,2,0,1,0,0,2,21,0,1,1,1,1,0,1,0,1,2,0,0,3,4,3,0,7,0,0,5,1,1,1793,2,2,"Philadelphia : Printed for W. Spotswood & B. Johnson, Market-Street, MDCCXCIII. [1793]",Philadelphia,260,unknown,,,FALSE,"ease, and the body in health, we are apt to dream of our ordinary business, The paffons too, which occupy the mind when awake , and the objects and causes of those passions, are apt to recur in sleep , though, for the moll: part, under some ditfgulfe accompanied with"
1623200107_000021,The Spectator.,,45,1,6,0,1,0,1,0,9,0,1,0,2,0,0,0,0,3,1,0,0,0,0,1,0,4,7,1,2,1,4,1750,7,8,"Glasgow : printed for A. Stalker and R. Urie, MDCCL. [1750].",Glasgow,348,unknown,,,FALSE,"dreams it works with that ease and aetivity that we are not sensible when the faculty is employed. For instance, I believe every one, some time or other, dreams that he is reading papers, books, or letters; in which cafe the invention prompts fb readily, that the mind is imposed"
0365600502_000077,The female spectator. By Mrs. Eliza Haywood.,Eliza Haywood,49,0,0,0,7,2,0,0,8,0,1,1,2,2,2,0,0,0,0,0,0,0,3,1,2,6,7,0,1,1,3,1771,2,4,"London : printed for H. Gardner, opposite St. Clement's Church, in the Strand, M.DCC.LXXI. [1771].",London,326,female,1693,1756,TRUE,"are owing those ideas , which have the power to render us in theory, wherever, or whatever we wish : ina word, there is in this all that can fit us for everlasting happiness, the society of glorified spirits, and the presence of the Supreme Author of our existence. ALL"
0161902500_000059,"Observations on the zoonomia of Erasmus Darwin, M.D. By Thomas Brown, Esq.","Brown, Thomas",59,0,0,0,0,2,2,0,2,7,1,0,18,0,3,0,0,1,2,0,0,0,2,0,3,10,0,2,2,0,2,1798,1,1,"Edinburgh : printed for Mundell & Son; for J. Mundell, Glasgow; J. Johnson, St. Paul's Church Yard, and J. Wright, Piccadilly, London, 1798.",Edinburgh,588,male,1778,1820,FALSE,"is merely, as being an unaccustomed change, in our present fate of mind , that the idea excites surprise. My train of thought is difievered by every objet, which meets my eye, or ats on any of my other senses , and I am not conscious of comparing the idea"
1041300151_000314,"The London magazine. Or, Gentleman's monthly intelligencer.",James Boswell,45,3,5,0,4,0,1,1,2,0,0,0,2,1,0,0,0,2,2,0,0,0,1,0,1,14,1,1,1,0,3,1747,1,1,"London [England] : printed for R[ichard]. Baldwin, jun. at the Rose in Pater-Noster-Row, [1747-1783].",London,675,male,1740,1795,TRUE,"selves to a totally. different itate of But the essence and cause and reason being. When in a gloomy frame 1 of there faas cannot be discovered by have sat up late in the night , under human sagacity. dreary apprehensions, frightened to In Sleep , to which we are"
0775100202_000002,"The history of Charlotte Summers, the fortunate parish girl. Who from that low station rose to be a great lady. ...",,41,1,2,1,0,0,0,3,9,0,0,2,2,1,8,0,1,0,1,0,0,0,0,0,1,3,0,0,2,1,3,1758,2,2,"London : printed for J. Wilkie, in St. Paul's Church Yard, [1758?].",London,335,unknown,,,FALSE,"as the Materials happen to be united. lhdeed, there is this material Difference between the i guremaker's Shop and the repository of a Poet, that the figure maker, has nothing in his Custody but what must turn out ome thing; when he makes a Head, though he does not knw"
1099000101_000099,"An essay concerning human understanding. Written by John Locke, Gent. The twentieth edition. To which are now added, I. An analysis of Mr. Locke's Doctrine of Ideas, on a large Sheet. II. A. Defence of Mr. Locke's Opinion concerning Personal Identity, with an Appendix. III. A Treatise on the Conduct of the Understanding. IV. Some Thoughts concerning Reading and Study for a Gentleman. V. Elements of Natural Philosophy. VI. A new method of a Common-Place-Book. Extracted from the author's works. ...",John Locke,66,0,1,0,1,0,0,0,5,0,3,0,17,0,0,2,1,21,1,2,0,0,1,0,3,2,1,0,2,0,3,1796,1,2,"London : printed for T Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. J. and J. Robinson , T. Cadell, W. Richardson, W. Otridge, J. Sewell, F. and C. Rivington, Ogilvy and Speare, S. Hayes, Leigh and Sotheby, T. Payne, W. Lowndes, R. Faulder, B. and J. White, Vernor and Hood, G. and T. Wilkie, Scatcherd and Whitaker, E. Jefferey, and Cadell and Davies, 1796.",London,543,male,1632,1704,TRUE,"ohfcrvcd, or elfe not being of any great use to be taken notice of in the ai airs and convcrie of men, they have not had names given to them, and so pais not sir species. This we fiall have occasion hereafter to confider more at large, when we come"
0336400201_000076,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,67,1,1,0,4,0,0,2,2,0,0,0,23,1,1,0,0,11,2,3,0,0,1,0,3,5,0,0,5,0,2,1735,1,2,"London : printed for A. Bettesworth and C. Hitch at the Red Lion in Pater-Noster-Row; E. Parker at the Bible and Crown in Lombard-Street; J. and J. Pemberton at the Golden Buck in Fleetstreet; and E. Symon against the Royal-Exchange in Cornhill, MDCCXXXV. [1735].",London,420,male,1632,1704,TRUE,"offto think, till the Moment he begins to think again, seems to him to have no Distance. And so I doubt not but it will be to a waking rman, if it were possible for him to keep only one Ideain his Mind , withoutvariation, and thesuc cession of others."
1308200600_000004,"The mystery of dreams discovered containing an introductory dissertation. Authentic stories. Sacred and prophane to which is added, an interpreting dictionary of dreams, by Malcolm Macleod D.D.","Macleod, Malcolm, D.D.",49,1,1,0,2,4,0,2,8,0,0,0,3,0,1,0,2,5,1,0,0,0,1,0,9,1,4,0,1,3,0,1794,1,1,"London : printed by and for J. Roach Russel Court opposite New drury Theatre Royal, 1794.",London,91,unknown,,,FALSE,"We therefore conclude this part of our undertaking by reciting in the words of Dryden, who atually was a concert to the doarine above briefly established : -- -- - Our morning dreams forefhew Th' events of things, and future. weal or woe. Of Daniel you may read in holy"
0500100400_000047,"Letters from a father to his son, on various topics, relative to literature and the conduct of life. Written in the years 1792 and 1793, by J. Aikin, M.D.",John Aikin,36,0,1,0,6,0,1,1,2,0,0,4,3,3,3,2,0,1,2,0,0,1,1,0,0,1,0,1,1,2,0,1796,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard, 1796.",London,359,male,1747,1822,FALSE,"the place of future punishment being a dark cavern underground; and of various other opinions in which uniform associations of ideas have occasioned uniform deductions. To apply this principle in the present cafe. When mankind, from whatever causes, had admitted the belief of a Rfate of exifrence continued beyond the"
0319502701_000045,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,71,1,0,0,10,0,6,2,3,0,0,0,0,1,0,0,2,0,0,5,0,0,1,0,0,10,21,1,2,0,6,1721,1,2,"London : printed for A. Churchill and A. Manship; and sold by W. Taylor, at the Ship and Black Swan in Pater-Noster Row, 1721.",London,405,male,1632,1704,TRUE,"be possible that the Soul can, whilt the Body is seeping, have its Thinking, Enjoy men: s, and Concerns, its Pieafure or Pain apart, which the man is not conscious of, nor partakes in. It is certain, that Soc.: s slleip, and scr a: es awakie, is noc the same"
0499600107_000020,The spectator. ...,,56,0,6,0,4,0,0,0,11,0,1,1,2,0,0,0,2,4,1,0,0,0,3,1,0,4,11,0,2,1,2,1733,7,8,"London : printed for J. Tonson, at Shakespear's-Head, over-against Catharine-Street in the Strand, 1733.",London,335,unknown,,,FALSE,"not a more painful Action of the Mind , thanw Invention; yet in Dreams it works with that Ease and activity that we are not sensible when the Faculty is employed. For instance, I believe. every one,. ome time or other,. dreams that he is reading Papers, Books; or Letters;"
0096200600_000054,"Creation: a philosophical poem, in seven books. By Sir Richard Blackmore. To which is prefixed the life of the author. Cooke's edition. Embellished with superb engravings.",Richard Blackmore,35,0,1,0,0,3,1,0,0,2,0,1,4,2,1,1,1,5,0,2,0,0,3,2,0,1,3,1,1,0,0,1797,1,1,"London : printed for C. Cooke, No. 17, Paternoster-Row, and sold by all the booksellers in Great Britain and Ireland, [1797].",London,179,male,1654,1729,TRUE,"philolophic builder will essay 330 By rules mechanic to unfold the way How a machine must be dispose to think, Ideas how to frame, and how to link? Tell us, Lucretius, Epicurus tell, And you in wit unrivalled fh: ll excel, 335 How through the outward fenlc the objet flies,"
0035201100_000032,"Letters and essays, moral, and miscellaneous. By Mary Hays.",Mary Hays,29,0,0,0,2,1,0,1,3,0,0,2,3,0,1,2,0,2,1,1,0,0,1,1,0,2,1,0,1,2,2,1793,1,1,"London : printed for T. Knott, No. 47, Lombard-Street, MDCCXCIII. [1793].",London,271,female,1759,1843,TRUE,"motives equally powerful, may I not choose between them? Does this ever happen? Indeed I believe it is impossible: the very decision proves a determinate bias. Are we then (horrible thought !) to attribute the final deftruetion of the impenitent to God? Such a final deftrution is no part of"
0658602402_000036,A philosophical essay on man. Being an attempt to investigate the principles and laws of the reciprocal influence of the soul on the body. ...,Jean-Paul Marat,57,3,3,0,5,0,2,0,0,0,0,0,4,2,1,0,0,7,0,0,0,0,0,0,3,12,3,3,6,0,3,1773,2,2,"London : printed for J. Ridley, in St. James's Street; and T. Payne, at the Mews Gate, MDCCLXXIII. [1773].",London,271,male,1743,1793,TRUE,"the principal diversities in minds . Regular thought ever requires a certain aegree of tefion of the fibres; the mind can never never proceed alone, but needs the concurrence of our organs to Ibrm a sound judgement of things, or to reflet. This principle, the importance whereof all who think"
1223000107_000020,The spectator. In eight volumes. Carefully corrected.,,57,1,3,0,5,0,0,1,11,0,1,1,3,0,0,0,2,5,0,0,0,0,4,0,2,3,10,0,2,0,3,1785,7,8,"Edinburgh : printed by D. Paterson, for J. Spottiswood Bookseller, Edinburgh, MDCCLXXXV. [1785].",Edinburgh,324,unknown,,,FALSE,"the only wo * of the age in which (he lives who has possesscd at the same time two abused, and two contented -- - T No. 48y. b; <). 8, r,   ,  : I J.. i! Fapto C.. . a i s Urg' ai meaera guisoif"
1070200101_000045,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ... . Eccles. XI. 5. As thou knowest not what is the way of the Spirit, nor how the bones do grow in the womb of her that is with child: Even so thou knowest not the works of God, who maketh all things.",John Locke,73,1,2,1,10,0,10,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,12,20,0,4,0,6,1753,1,2,"London : printed for S. Birt, D. Browne, T and T. Longman, J. Schuckburgh, C. Hitch and L. Hawes , J. Hodges, J. Oswald, A. Millar, J. Beecroft, J. and J. Rivington, J. Ward, and M. Cooper, 1753.",London,404,male,1632,1704,TRUE,"i'. ncceitarv to be done, II it be not a self evident Proposition. But whethlr this., TNT hi, : ksol nkrivrs thinks, be a ilf evident ipropofiticn, that every boedv a!; : llt. ro at first hearing, I appeal to Mankind. Ti, d!oib!'cd whlther I thought all las nig ht,"
0812401500_000001,"Stanzas, (with some alterations) inscribed to the Reverend William Mason, M. A. AS A Testimony Of Esteem And Friendship, by Sir Grey Cooper, Bart.","Cooper, Grey, Sir",38,0,1,0,4,1,1,1,1,0,0,1,2,0,0,0,1,5,0,1,0,0,3,2,3,2,5,1,1,2,0,1780,1,1,"[London?, s.n., 1780?].",London,20,male,1726,1801,FALSE,"/ S T A N AS, (WITH SOME ALTERATIONS) INSCRIBED 7f0 THE REVEREND WILLIAM masoyr M. A. AS A TESTIMONY OF ESTEEM AND FRIENDSHIP, By Sir GREY coopeir, Bart. ST A N Z A S P Ai T T HE i I S T. The Subjet of the firpf Part"
0177700600_000059,"Religio medici. By Sir Tho. Browne, Knt. M. D. A new edition, corrected and amended. With notes and annotations never before published, upon all the obscure passages therein. To which is added The life of the author. Also Sir Kenelm Digby's observations.",Thomas Browne,52,0,4,1,3,0,0,3,13,0,0,1,0,0,0,0,2,0,3,0,1,0,4,0,3,8,3,0,0,0,3,1736,1,1,"London : printed for J. Torbuck, in Clare-Court, near Drury-Lane; and C. Corbett, against St. Dunstan's Church in Fleet-Street, M,DCC,XXXVI. [1736].",London,298,male,1605,1682,FALSE,"Phantasms of the Night , to the Conceits of the Day . There is is an equal Delusion in both, and the one doth but seem to be the Emblem or Pieture of the other; we are somewhat more than ourselves in our Sleeps , and the lumber of the"
0629401000_000039,"The history of Rhedi, the hermit of Mount Ararat. An Oriental tale.","Duff, William",32,1,2,0,1,1,0,1,6,0,0,1,0,0,3,2,0,2,0,0,0,2,1,0,2,1,2,0,1,3,0,1773,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.LXXIII. [1773].",London,309,male,1732,1815,FALSE,"regions ""in everlasting union."" Just as Ihe -"" had pronounced these words, I made  a second attempt to embrace her; but "" he escaped as formerly from my "" grasp, and the effort which I made "" awakened me from my dream . ""The impression which this delightful phantom"
0508100600_000136,An enquiry into the nature of the human soul; wherein the immateriality of the soul is evinced from the principles of reason and philosophy.,Andrew Baxter,30,0,1,0,0,1,0,0,2,3,0,1,1,0,1,2,0,0,0,1,0,2,4,0,2,4,2,1,1,1,0,1733,1,1,"London : printed by James Bettenham, for the author; and sold by G. Strahan, over-against the Royal-Exchange in Cornhil; J. Gray, at the Cross-Keys in the Poultry; A. Millar, at Buchanan's Head in the Strand; A. Lyon, in Russel-Street, Covent-Garden; O. Payne, in Round-Court, in the Strand; and G. Hamilton, opposite to the Parliament-Close, Edinburgh: at whose Shops Subscribers may call for their Books, [1733].",London,388,male,1686,1750,FALSE,"the occasion of sleep to introduce them; and obtrude them forcibly upon the organ, amidst the ation of external objects. For it requires but a greater degree of the same power, to make delusory imprepfioin upon the sensory, while real external objects are making TRUE impnre/ons upon it; than it"
1382100200_000036,"A discourse concerning the being and attributes of God, the obligations of natural religion, and the truth and certainty of the Christian revelation. In answer to Mr. Hobbs, Spinoza, the author of the oracles of reason, and other deniers of natural and revealed religion. Being sixteen sermons, preach'd in the Cathedral-Church of St. Paul, in the years 1704, and 1705, at the lecture founded by the Honourable Robert Boyle, Esq; in which is inserted a discourse concerning the connextion of the prophecies in the Old Testament, and the application of them to Christ. There is also, an answer to a seventh letter, concerning, the argument a priori, in proof of the being of God. By Samuel Clarke, D.D. late rector of of St. James's Westminster.",Samuel Clarke,29,0,0,0,1,4,1,0,0,1,0,0,0,4,1,2,2,1,0,3,2,1,1,0,4,0,0,0,1,0,0,1749,1,1,"London : Printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCXLIX. [1749].",London,526,male,1675,1729,TRUE,"Apparitio h~ec, five Phantasma, eft id quod vocamus Senfionem. Leviathan. Cap. z. an an Objefi prefing the Organ; which Pressure is by means of the Nerves conveyed to the Brain , and so to the Heart; where, by the Refiftence or Counter pressure of the Heart outwards, is made an"
0594500107_000020,The spectator. ...,,53,1,2,1,4,0,0,1,11,0,0,1,1,0,1,0,2,5,0,0,0,0,4,0,2,4,9,0,1,0,3,1757,7,8,"London : printed for Jacob and Richard Tonson in the Strand, MDCCLVII. [1757].",London,489,unknown,,,FALSE,"the other Lovers was; and how could he think fle could condescend so low, after such a fine Gentleman as each of them? For the same epistle said the same thing to and of every one of them. And so Mr. Secretary and his Lady went to bed with great"
0303200100_000034,"A treatise concerning eternal and immutable morality. By Ralph Cudworth, D. D. Formerly Master of Christ's College in Cambridge. With a preface by the Right Reverend Father in God, Edward Lord Bishop of Durham.",Ralph Cudworth,47,0,0,0,2,0,0,0,1,1,0,2,8,1,0,2,0,13,1,2,5,0,2,0,6,0,1,0,0,0,0,1731,1,1,"London : printed for James and John Knapton, at the Crown in St. Paul's Church-Yard, M,DCC,XXXI. [1731].",London,325,male,1617,1688,FALSE,"signify certain Cogitations. BUT lafily, rather than the Fancy shall quite stand out and do just nothing at all, it will sometimes exercise itself (especially in Speech) in railing Phantafins of the very Sounds and Names, by which the Notions of the Mind are signified refpeaively. So that it is"
