PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(arm),termFreq(bed),termFreq(birth),termFreq(blood),termFreq(bodi),termFreq(born),termFreq(bring),termFreq(brought),termFreq(cafe),termFreq(care),termFreq(caus),termFreq(child),termFreq(children),termFreq(continu),termFreq(dead),termFreq(death),termFreq(deliv),termFreq(deliveri),termFreq(father),termFreq(feet),termFreq(follow),termFreq(forc),termFreq(gener),termFreq(god),termFreq(hand),termFreq(happen),termFreq(head),termFreq(hous),termFreq(infant),termFreq(know),termFreq(labour),termFreq(ladi),termFreq(left),termFreq(life),termFreq(littl),termFreq(live),termFreq(mean),termFreq(month),termFreq(mother),termFreq(natur),termFreq(observ),termFreq(open),termFreq(oper),termFreq(order),termFreq(pain),termFreq(parent),termFreq(person),termFreq(present),termFreq(reason),termFreq(taken),termFreq(turn),termFreq(uteru),termFreq(water),termFreq(wife),termFreq(woman),termFreq(womb),termFreq(women),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0216500200_000059,"The art of midwifery reduced to principles: in which, are explained the most safe and established methods of practice, in each kind of delivery; with a summary history of the art: translated from the French original, written by the late Dr. Astruc, Royal Professor of Physic at Paris, and Physician to the French King: To which, is added an appendix, by the translator; containing illustrative remarks on conception and pregnancy: and on those Particulars, taught by Dr. Astruc, which vary from the Methods adopted by the best Accoucheurs here.","Astruc, John",73,0,1,1,2,1,0,1,1,0,3,1,2,5,0,1,0,2,4,4,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,3,0,1,2,0,2,2,4,0,0,3,0,1,2,2,6,2,0,4,0,1,0,1767,1,1,"London : printed for J. Nourse, Bookseller to his Majesty, opposite Catharine Street in the Strand, MDCCLXVII. [1767].",London,450,male,1684,1766,FALSE,"is fe parared in one part only, which supports the continuance of the flooding, without absolutely causing the abortion. As it is certain, the placenta separated from the tras, in one part, can never reunite with it, no hope should be entertained, that the pregnancy can go on to the"
0240001000_000066,"Outlines of the theory and practice of midwifery. By Alexander Hamilton, M. D. F. R. S. Edin. Professor Of Midwifery In The University, And Fellow Of The Royal College Of Physicians, Edinburgh. Arte Non VI.",Alexander Hamilton,90,0,1,2,1,2,2,0,0,4,4,0,1,5,0,0,0,0,2,6,0,4,0,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,1,6,0,5,0,0,3,2,2,3,7,5,0,2,1,0,0,1791,1,1,"London : printed for T. Kay, NO. 332. Strand; sold by W. Creech, Edinburgh, 1791.",London,422,male,1739,1802,TRUE,"arc whole, or soon after the Rupture. imeihod of delivery in Flooding cqg£s, when the  avely7jring presents . V I'IEN the membranes remain entire till the soft parts of the mother are so much dilated, that the hand of the operator can readily find admittance; or when thie hand"
0692500601_000066,"Cases in midwifery: principally founded on the correspondence of ... Dr. Colin Mackenzie, with references, quotations, and remarks, by William Perfect, ... In two volumes.",William Perfect,129,0,4,0,0,0,4,0,1,1,9,1,0,17,0,0,0,0,7,3,0,8,2,1,0,0,15,0,4,0,0,1,3,0,0,0,1,1,2,0,2,2,4,2,4,0,5,0,0,6,0,1,6,5,3,0,3,0,1,0,1789,1,2,"Rochester : printed by W. Gillman, at the Phoenix Printing Office. And sold by Bew; Murray; and Foster, London, 1789.",Rochester,427,male,1737,1809,FALSE,"chest of the child , but meeting with the placenta, which adhered on that fide of the uterus , I withdrew it, and turning the woman , from her back to her fide, introduced my other hand on the opposite fide; but the action of the uterus prevented my proceeding:"
0649300300_000019,"Select cases in midwifery; extracted from the records of the Edinburgh General Lying-in Hospital. With remarks. By James Hamilton, Junior, M.D. Assistant Physician To The Hospital, And Fellow Of The Royal College Of Physicians Of Edinburgh.",Edinburgh General Lying-in Hospital,91,3,0,1,3,2,2,2,0,0,4,0,1,10,8,1,0,2,1,6,0,2,0,0,0,0,2,0,2,0,2,0,5,0,0,0,1,1,2,0,2,6,0,0,1,0,4,0,0,4,2,2,1,3,1,0,2,0,0,0,1795,1,1,"Edinburgh : printed for the benefit of the hospital, and sold by G. Mudie & Son; and by J. Johnson, London, MDCCXCV. [1795].",Edinburgh,177,unknown,,,FALSE,"while, at the same time, the pressure on the soft parts lining that cavity had swelled them much, the circumstance will be readily underifood. Many practitioners, in cafes similar to the above, must feel greatly embarrassed; for while, on the one hand , humanity forbids, that a fellow-creature should be"
0927000503_000047,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D.",William Smellie,89,1,6,5,1,1,1,0,0,1,3,1,0,11,0,2,0,0,0,5,0,1,2,3,0,0,10,2,9,0,2,0,1,0,3,1,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,3,2,1,2,1,0,0,1764,3,3,"London : printed for D. Wilson, 1752-64.",London,561,male,1697,1763,FALSE,"forehead, I got a firm hold on it, and finished the delivery . The force used in turning the child had loosened the i acenta, and brought on a large dithlarge of blood , as in the former cafe ; a circumstance whiich commonly happens in such deliveries . As"
0649200100_000231,"A treatise on the theory and practice of midwifery, to which is now added, a set of anatomical plates, exhibiting the various cases that occur in practice, accurately engraved, with explanations. By W. Smellie, M.D. in three parts. part I.",William Smellie,80,3,5,3,0,4,1,1,2,1,1,1,0,10,0,3,0,0,3,4,0,2,0,1,0,0,6,0,1,0,1,1,0,0,0,2,1,0,0,3,1,0,0,2,1,2,2,0,0,2,0,1,1,1,1,0,5,1,0,0,1790,1,1,"London : printed for Alexander Cleugh, No. 14, Ratcliff-Highway; and M. Watson, Hermitage-Bridge. Five Shillings in Boards, 1790.",London,506,male,1697,1763,FALSE,"days, the patient continued to have frequent returns of the floodings, which were as , sten teltrainel by the above methods; at which period, being sent for again in a hurry, I found the discharge violent, her pulse exceeding weak, her countenance pale, hereyes sunk in her head , and"
0465300300_000013,"A syllabus of a course of lectures on the theory and practice of midwifery, including the diseases of women and children: read by Thomas Pole, at his theatre in Thomas's-Street, Between Thomas's And Guy's Hospitals, In The Borough Of Southwark, London. With a prefatory address to his pupils.",Thomas Pole,161,0,6,1,0,0,2,2,5,1,13,0,0,19,4,1,2,0,1,22,0,16,0,0,4,0,6,0,6,0,0,0,3,0,1,0,0,2,1,0,1,1,1,1,1,0,3,0,0,19,0,1,7,2,1,0,0,0,5,0,1797,1,1,"London : printed by Stephen Couchman, Throgmorton-Street, MDCCXCVII. [1797].",London,125,male,1753,1829,FALSE,"affiltance. Difficult to divide preternatural labours into classes. The moult simple cafe is the presentation of the feet . Liquor amnii to be preserved until the os uteri is fully dilated. LECTURE XXXVIII On delivery , when both feet present . When the delivery should be begun. The arm to"
0202600100_000009,"The compleat practice of men and women midwives: or, the true manner of assisting a woman in child-bearing. Illustrated with a considerable Number of Observations. By Paul Portal, Sworn Surgeon and Man-Midwife in Paris. Translated from the original.","Portal, Paul",107,1,6,2,0,4,0,1,1,3,0,1,0,13,0,1,1,0,4,5,0,3,0,1,0,0,10,0,3,0,0,0,2,0,1,3,0,0,0,3,1,0,4,1,0,2,6,0,0,0,1,1,1,0,1,0,9,8,3,0,1763,1,1,"London : printed for J. Johnson, at Mead's Head, opposite the Monument, M.DCC.LXIII. [1763].",London,286,male,1630,1703,FALSE,"womb , by bringing my fingers along the neck of it, and finding the child coming with the buttocks foremost, I anointed my hand all over, and laying the woman cross the bed , ordered a woman on each fide to take hold of her knees and legs, and a"
0461001200_000005,"A treatise on the improvement of midwifery; chiefly with regard to the operation. To which are added, fifty-seven cases, Selected from upwards of Twenty-Seven Years Practice. A Work particularly adapted to improve such, of either Sex, whose Profession has already led them to make some Progress in this Science. The third edition; with large additions. By Edmund Chapman, Surgeon.","Chapman, Edmund",107,0,5,0,4,0,0,2,1,0,5,1,1,12,3,0,2,0,3,5,0,1,0,0,0,0,2,0,6,0,8,0,4,0,3,0,0,1,1,1,0,3,0,1,2,0,2,0,0,2,0,4,6,0,1,0,10,5,0,0,1759,1,1,"London : printed for L. Davis and C. Reymers, against Gray's-Inn, Holborn, Printers to the Royal Society, M.DCC.LIX. [1759].",London,264,male,1680,1756,FALSE,"to be Turned , 102, 103 The Posture a Woman ought to be laid in, to have a Child Turned , 103, 104 When you have got the Child's Legs, bow you must proceed, 105, 106, 107 The .te Ue of the FONTANELLE, or Opening of the Sutures in Infants"
1232000113_000139,"Commentaries upon Boerhaave's aphorisms concerning the knowledge and cure of diseases. By Baron Van Swieten, Counsellor and First Physician To their Majesties the Emperor and Empress of Germany; Perpetual President of the College of Physicians in Vienna; Member of the Royal Academy of Sciences and Surgery at Paris; H. Fellow of the Royal College of Physicians at Edinburgh; &c. &c. &c. Translated from the Latin. Vol. I.",Herman Boerhaave,100,1,0,1,0,8,0,0,0,1,5,0,2,7,0,1,1,0,0,6,0,1,2,1,0,0,2,3,5,0,2,0,10,0,0,0,4,1,1,0,0,1,4,1,0,1,8,0,0,2,0,1,2,10,2,0,2,1,0,0,1776,13,15,"Edinburgh : printed for Charles Elliot, Parliament Square. Sold by J. Murray, Fleet Street, London, M.DCC.LXXVI. [1776].",Edinburgh,420,male,1668,1738,FALSE,"He was assisting at a labour , where he expelted a natural and easy delivery . Though waters were formed.: but just as they were ready to break, he observed his hand tained with a little blood ; and, as it very often used to happen , he concluded that"
0167300600_000054,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With fit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd, an exact description of the parts of generation in women. A Work much more perfect than any now extant and very necessary for all, especially Midwives and Men practising that Art. The eighth edition corrected, and augmented with several new figures, and with the Description of an excellent Instrument to bring a Child that comes right; all correctly Engraven in Copper. Written in French by Francis Mauriceau, and translated by Hugh Chamberlen, M.D.",François Mauriceau,99,1,0,0,3,4,1,1,1,0,1,1,1,9,0,2,0,0,1,3,0,0,1,1,0,0,0,1,4,0,7,1,7,0,0,0,2,1,0,1,1,2,0,2,0,0,7,0,0,4,4,1,0,0,6,0,7,9,1,0,1752,1,1,"London : printed for T. Cox, and J. Clarke, under the Royal-Excharge. in Cornhill, M.DCC.I.II. [1752].",London,437,male,1637,1709,FALSE,"about the Region of the Reins and Loins, which coming and reiterating by Intervals, answer in the bottom of the Belly with congruous Throws *: The Face red and inflamed, because the Blood is much heated by the continual Endeavours a Woman makes to bring forth her Child ; as"
0240001000_000059,"Outlines of the theory and practice of midwifery. By Alexander Hamilton, M. D. F. R. S. Edin. Professor Of Midwifery In The University, And Fellow Of The Royal College Of Physicians, Edinburgh. Arte Non VI.",Alexander Hamilton,121,0,6,1,0,0,6,0,2,2,2,0,0,19,0,0,0,0,1,3,0,4,3,2,2,0,6,1,7,0,0,0,0,0,3,1,6,0,1,0,5,3,1,1,5,0,9,0,0,0,0,2,9,2,0,0,4,0,1,1,1791,1,1,"London : printed for T. Kay, NO. 332. Strand; sold by W. Creech, Edinburgh, 1791.",London,422,male,1739,1802,TRUE,"and an assistant at either fide of the bed on a low seat, whose office is to secure the woman's feet , to separate her knees, and prevent her from shifting. When any difficulty in extrating the head maybe fufpeced, or when the pracitioner is not very dextrous in the"
0308000400_000013,"A set of anatomical tables, with explanations, and an abridgment of the practice of midwifery; with a view to illustrate a treatise on that subject, and collection of cases. By William Smellie, M.D. A new edition, corrected; to which is added, two additional tables with explanations, by the late Dr Thomas Young of Edinburgh, and Dr John Evans of Oswestry Shropshire.",William Smellie,101,1,4,0,0,0,5,0,2,4,4,0,0,7,0,0,1,0,4,2,0,4,1,1,0,0,9,2,9,0,0,1,3,0,1,0,0,0,1,0,0,1,0,1,4,3,2,0,0,3,0,0,6,7,3,0,4,1,0,0,1785,1,1,"Edinburgh : printed for Charles Elliot, M,DCC,LXXXV. [1785].",Edinburgh,116,male,1697,1763,FALSE,"mouth, or on each fide of the nose, and, supporting the body on the same arm , fix two fingers of the other hand over the iboulders, on each fide of the child's neck, and in this manner raise the body over the pubes, and bring the face and forehead"
0219001800_000065,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With sit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd an exact description of the parts of generation in women. A Work much more perfect than any now extant, and very necessary for all, especially Midwives and Men practising that Art. The fifth edition corrected, and augmented with several ne figures, and with the Description of an excellent Instrument to bring a Child that comes right; All correctly Engraven in Copper. Written in French by Francis Mauriceau. And translated by Hugh Chamberlen, M.D.",François Mauriceau,90,0,1,0,4,0,2,4,0,0,0,4,3,7,5,1,0,0,2,1,0,3,2,0,0,0,1,1,4,0,2,1,6,0,0,0,0,2,0,1,2,4,2,0,0,1,1,0,0,3,1,0,4,0,1,0,6,6,2,0,1716,1,1,"London : printed for A. Bell, at the Cross-Keys and Bible in Cornhill, near Stocks-Market, 1716.",London,436,male,1637,1709,FALSE,"turn at all, as we may easily perceive in those that come in their first Situation, that is, with their Feet foremost. From whence it is easy to conjecture, and I hold it for a certain Truth, that the Children are the more strong and robust, and consequently may the"
0269500104_000062,"An abridgement of Baron Van Swieten's Commentaries upon the aphorisms of the celebrated Dr. Herman Boerhaave, ... Concerning the knowledge and cure of diseases. By Colin Hossack, ... In five volumes. ...","Swieten, Gerard, Freiherr van",88,1,0,0,0,7,1,2,0,0,1,0,3,5,0,0,6,2,3,6,0,4,2,0,0,0,0,3,5,0,2,0,4,0,2,0,0,1,1,0,3,4,3,1,0,0,2,0,0,0,1,0,0,5,0,0,6,0,2,0,1773,4,5,"London : printed for Robert Horsfield; and Thomas Longman, 1773-75.",London,261,male,1700,1772,FALSE,"prove the foetus to be dead ; for they may arise from other causes . Mannixgbam has well observed , "" that all foetid discharges from the uterus do not always indicate the tcetus to be dead , as they may arise "" from cotted blood too long retained."" The"
0972500100_000030,"Aristotle's compleat master-piece. In three parts. Displaying the secrets of nature in the generation of man. Regularly digested into Chapters and Sections, rendring it far more Useful and Easy than any yet Extant. To which is added, a treasure of health; or, the family physician: Being a Choice and approved Remedies for all the several Distempers incident to Humane Bodies.",Aristotle,89,2,0,2,3,2,0,0,2,0,6,1,2,13,0,0,3,0,2,1,0,3,3,0,0,0,1,0,2,0,3,0,4,0,0,0,2,0,0,0,3,4,2,1,5,1,1,0,0,0,0,1,3,0,1,0,5,4,1,0,1720,1,1,"London : printed, and sold by the booksellers, [1720?].",London,157,male,,,FALSE,"the Womb , may not be so comprefg'd and bru s'd by the hardness of the Mother's Bones in its Passage. Eut if the Cause be Weakness, [he ought to be ftfengthened, the better to enable her to support her Pains . Since therefore difficult Labours proceed from diverse Causes"
0394700400_000011,"A new and general system of midwifery. In four parts. By Brudenell Exton, M.D. Physician & Man Midwife to the Middlefex Hospital.","Exton, Brudenell",108,0,1,0,2,0,0,3,1,2,1,1,0,16,0,0,3,0,9,3,0,10,1,1,2,0,6,2,2,0,6,0,3,0,1,0,2,0,0,0,0,5,1,1,1,0,4,0,0,8,0,0,3,0,2,0,4,1,0,0,1753,1,1,"London : printed for W. Owen, at Homer's Head near Temple-Bar, MDCCLIII. [1753].",London,185,unknown,,,FALSE,"almost -79 most always comes down; and onpreent h that Account the Delivery is to betil Billy: performed as soon as possible, for the Safety of the Child . If the Legs be turned much backwards, they are not to be fetched without some Difficulty. The Hand is to be"
1390201800_000024,"The works of aristole, in four parts. Containing I. His complete master piece; displaying the secrets of nature in the generation of man. To which is added, the family physician, being approved remedies for the several distempers incident to the human body. II. His experienced midwife; absolutely necessary for surgeons, midwives, nurses, and childbearing women. III. His book of problems; containing various questions and answers, relative to the state of man's body. IV. His last legacy; unfolding the secrets of nature respecting the generation of man.",Aristotle,88,0,0,1,2,1,2,0,4,0,1,2,7,4,1,0,0,0,0,1,0,3,0,0,1,0,1,1,5,0,3,1,12,0,1,0,0,0,1,0,3,3,0,1,4,0,5,0,0,0,3,1,0,0,1,0,3,4,3,2,1784,1,1,"London : Printed for, and sold by all the booksellers, 1784.",London,396,male,,,FALSE,"this the child comes with its feet foremost, or with the iide across, it. is quite contrary to: nature , or, to speak more plainfy, unnatural.' Section II Whenice hard, difficult, and unnatural labours : proceed. T LHE TRUE physical reason w hy women in. geieral bring . L forth"
0167500900_000031,"The art of midwifery improv'd. Fully and plainly laying down whatever instructions are requisite to make a compleat midwife. And The many Errors in all the Books hitherto written upon this Subject clearly refuted. Illustrated with thirty eight cuts curiously Engraven on Copper Plates, representing in their due Proportion the several Positions of a Foetus. Also A New Method, demonstrating, How Infants ill situated in the Womb, whether obliquely, or in a strait Posture, may, by the Hand only, without the Use of any Instrument, be turned into their right Position, without hazarding the Life either of Mother or Child. Written in Latin by Henry à Daventer. Made English. To which is added, a preface giving some account of this work, by an eminent physician.",Hendrik fan Deventer,93,1,0,1,3,4,0,0,4,2,0,0,1,7,0,5,0,2,1,0,0,1,4,0,0,0,1,7,0,0,8,1,2,0,0,1,0,1,1,3,5,2,0,2,0,0,2,0,0,0,2,1,2,0,0,0,3,7,5,1,1746,1,1,"London : printed for W. Innys, and C. Hitch in Pater-Noster-Row; J. Hodges, near London Bridge; and J. Pemberton in Fleet-Street, MDCCXLVI. [1746].",London,349,male,1651,1724,FALSE,"that he hold first know it by the Touch, and judge of it warily, either in Regard to the Mother or the Infant whether there may be need of affiflance, or which way that is to be done; then their belt Endeavours are to be used for the Relief, either"
0692500601_000019,"Cases in midwifery: principally founded on the correspondence of ... Dr. Colin Mackenzie, with references, quotations, and remarks, by William Perfect, ... In two volumes.",William Perfect,106,3,0,0,1,0,0,1,0,2,11,0,1,12,4,2,2,0,3,5,0,1,0,2,1,0,6,0,10,0,0,0,4,0,0,0,0,4,1,1,1,2,1,3,1,0,5,0,0,0,3,0,2,1,3,0,6,1,0,0,1789,1,2,"Rochester : printed by W. Gillman, at the Phoenix Printing Office. And sold by Bew; Murray; and Foster, London, 1789.",Rochester,427,male,1737,1809,FALSE,"till about four in the morning of the isth of mafrch. The pains were now genuine, returned at regular periods, and the os tincte began to dilate; the labour was slow in its progress till twelve o'clock at night, when the membranes broke, and the pains returned faster, and were"
0958100100_000024,"The principles and practice of midwifery. In which are comprized and methodically arranged under the Four General Heads, of Generation, Gestation, Delivery, And Recovery, all the anatomical facts, Physiological Reasonings, Pathological Observations, and Practical Precepts, necessary to constitute the fullest and most complete system of midwifery. By Edward Foster, M. D. Late Teacher of Midwifery in the City of Dublin. Completed and corrected by James Sims, M.D.","Foster, Edward           1780",78,0,0,2,3,3,2,1,0,0,0,0,0,1,0,0,0,0,1,7,0,1,4,3,5,0,4,0,4,0,2,0,2,0,1,0,2,0,0,0,1,6,0,2,2,0,6,0,0,2,0,0,2,2,1,0,3,2,1,0,1781,1,1,"London : printed for R. Baldwin, NO. 47, Paternoster-Row, MDCCLXXXI. [1781].",London,327,unknown,,,FALSE,"natural con. tracion; at length, after a various space p.s. tine, the occiput having got below the the arch of the pubes, the propelling overcomes the refilting force , and the vertex ships through the external orifice, the perineum, thin and expanded, sliding down over the face, and the head"
0166100102_000070,"Cases in midwifery: with references and remarks. By William Perfect, M. D. of West-Malling, in Kent. ...",William Perfect,74,3,4,0,2,4,0,1,0,1,4,1,0,5,0,2,3,0,2,1,0,0,1,1,0,0,1,0,3,0,2,0,3,0,1,0,1,0,0,2,2,1,1,0,0,0,6,0,0,5,0,1,1,2,1,1,4,1,0,0,1784,2,2,"Rochester : printed for the author, by T. Fisher: and sold by J. Bew, Pater-Noster-Row; and J. Murray, Fleet-Street, London, 1784.",Rochester,559,male,1737,1809,FALSE,"contents to be evacuated: this he accordingly effected with the nail of his forefinger, and let out a great quantity of putrid coagulated blood : in the interim the parts were frequently fomented with an emollient decoaioii, and in the intervals of the fomentation, a warm cloth was kept continually"
0216100202_000167,"A general system of surgery, in three parts. Containing the doctrine and management I. Of wounds, fractures, Luxations, Tumors, and Ulcers, of all Kinds. II. Of the several operations performed on all Parts of the Body. III. Of the several bandages applied in all Operations and Disorders. To which is prefixed, an introduction, Concerning the Nature, Origin, Progress, and Improvements of Surgery; With such other Preliminaries as are necessary to be known by the Younger Surgeons. Being a Work of Thirty Years Experience. Illustrated with forty copper-plates, exhibiting all the Operations, Instruments, Bandages, and Improvements, according to the Modern and most approved Practice. By Dr. Laurence Heister, Professor of Physic and Surgery in the University of Helmstadt, Fellow of the Royal Society, London, and of the Royal Academy at Paris, &c. Translated from the author's last edition, greatly improved.",Lorenz Heister,78,1,1,1,0,6,1,0,0,0,4,0,2,1,0,0,0,3,0,1,0,0,2,1,3,0,8,1,1,0,2,0,1,0,1,1,1,1,1,4,6,0,1,3,3,0,1,0,0,0,1,1,0,8,1,0,1,1,2,0,1768,2,2,"London : printed for J. Whiston, L. Davis and C. Reymers, B. White, H. Woodfall, R. Baldwin, W. Johnston, T. Lowndes, L. Hawes and Co. T. Caslon, Z. Stuart, W. Law, W. Kearsley, MDCCLXVIII. [1768].",London,459,male,1683,1758,FALSE,"Women with Child , especially those who are near their djatedr. J Time, have a more or less copious Discharge of Blood from the Uterus , which is different from the Menses, because it happens in Women who are pregnant. Sometimes this Flux proceeds, especially in the first Months ,"
0166700103_000048,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D. A new edition. To which is now added, his set of anatomical tables, exhibiting The Various cases that occur in Practice, accurately engraven on forty copperplates; with explanations. In three volumes. ...",William Smellie,101,1,6,2,1,0,1,0,4,3,5,0,0,12,0,1,0,0,6,3,0,2,1,2,0,0,7,0,7,0,0,0,4,0,7,0,0,1,0,0,1,1,0,0,3,0,1,0,0,4,0,0,4,5,0,1,3,2,0,0,1784,3,3,"Edinburgh : printed for C. Elliot, Parliament-Square, M.DCC.LXXXIV. [1784].",Edinburgh,494,male,1697,1763,FALSE,"the fundus u. teri; I now brought down one of the legs, and delivered the child , wxith the assistance of the noose, as in the former cafe ; but with much less difficulty, as this woman had a much larger and better soried pelvis. The child was alive; the"
0465301100_000032,"A general treatise of midwifry: illustrated with upwards of four hundred curious observations and reflexions concerning that art. Written originally in French by Lamotte, Sworn Surgeon and Man Midwife at Valognes. And translated into English by Thomas Tomkyns, Surgeon.",Guillaume Mauquest de La Motte,115,0,4,0,0,0,7,0,1,0,0,0,0,22,2,1,2,1,0,4,0,0,0,1,0,0,1,7,5,0,0,0,1,1,1,0,0,0,1,5,5,6,3,2,1,2,3,0,0,0,2,1,1,13,3,0,4,0,0,2,1746,1,1,"London : printed for James Waugh, at the Turk's Head, in Gracechurch-Street, MDCCXLVI. [1746].",London,550,male,1655,1737,FALSE,"the Uterus , l.t1.. kept up by the inside of the ojj ilia, and the back formed a sort of vault, which answered to the shape of the Uterus , the Placenta being between them. REFLECTION. I make no doubt of this child's being in the same posture, before the"
1525800200_000062,"Outlines of the theory and practice of midwifery. By Alexander Hamilton, M.D. F.R.S. Professor of midwifery in the university, and Fellow of the Royal College of Physicians, Edinburgh. [One line in Latin].","Carlisle, David",112,0,2,1,1,0,2,0,2,0,6,1,0,18,0,0,0,0,2,3,0,4,1,2,2,0,10,0,1,0,0,0,2,0,2,2,0,1,1,0,3,0,1,0,7,0,8,0,0,3,0,2,8,7,5,0,2,0,0,0,1794,1,1,"Printed at Worcester, Massachusetts : by Isaiah Thomas. Sold at his bookstore in Worcester. Sold also by said Thomas, and Andrews, no. 45, Newbury Street, Boston; and by said Thomas, and Carlilse [sic], Walpole, in Newhampshire, 1794.",Worcester|Boston.|Walpole.,301,male,1768,1835,FALSE,"the child's life preserved : But, if the breech be far advanced, and the pains firong, it is not only difficult, but hazardous, to push up the child ; who can seldom, in such circumstances, be preserved. It is better, therefore, to let the child come as it will, if"
0608700600_000041,"A treatise of midwifery; comprehending the management of female complaints, and the treatment of children in early infancy. To which are Added, Prescriptions for Women and Children; and Directions for preparing a Variety of Food and Drinks, adapted to me Circumstances of Lyingain Women. Divested of Technical Terms and Abstruse Theories, for the Use of Female and other Practitioners, and Private Families. By Alexander Hamilton, M. D. Professor of Midwisery in the University of Edinburgh, and Member of the Royal College of Surgeons.",Alexander Hamilton,99,1,0,0,3,1,1,1,0,0,4,1,3,21,0,0,0,1,1,3,0,1,1,3,1,0,1,1,10,0,0,0,5,0,0,1,2,1,2,0,3,3,0,0,2,1,9,0,0,0,0,1,1,1,4,0,3,1,0,0,1785,1,1,"Edinburgh : printed for Charles Elliot, Edinburgh; G. G. J. and J. Robinson, London; and W. Gilbert, Dublin, MDCCLXXXV [1785].",Edinburgh,334,male,1739,1802,TRUE,"thus excluded at once, there is hazard of flooding from the fudin detachment of the placenta and membranes. It should therefore be prevented by breaking the membranes when they advance and spread out at the os externum, and the head of the child follows in the same direcion. The method"
0203000301_000062,"Cases in midwifery; with references, quotations, and remarks. By William Perfect, Surgeon, of West-Malling, In Kent. ...",William Perfect,103,0,8,0,0,1,4,0,3,1,8,0,0,10,2,0,4,0,1,7,0,4,2,2,1,0,5,0,7,0,0,0,2,0,0,0,0,1,5,1,2,2,2,0,2,1,0,0,0,5,0,0,1,2,3,0,3,1,0,0,1781,1,1,"Rochester : printed for the author, by T. Fisher; and sold by J. Dodsley, Pall-Mall; N. Conant, Fleet-Street; and J. Bew, Pater-Noster-Row, London, [1781-83].",Rochester,427,male,1737,1809,FALSE,"the leaf expea; he flopped the flix of blood , and the child (as e beforce [ sso ] before mentioned) lived to be a man. -.- GIFT FARD has given an instance of one hand and the atm shipping down through the inner orifice into the vagina; the waters"
0649300800_000078,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With fit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd an exact description of the parts of generation in women. A Work much more perfect than any now extant, and very necessary for all, especially Midwives and Men practising that Art. The fourth edition corrected, and augmented with several new figures, and with the Description of an excellent Instrument to bring a Child that comes right; All correctly Engraven in Copper. Written in French by Francis Mauriceau. And translated by Hugh Chamberlen, M.D.",François Mauriceau,110,0,0,1,3,0,2,2,0,2,1,2,5,8,3,2,0,0,1,0,0,0,1,1,0,0,2,2,14,0,3,0,4,0,2,1,3,0,3,0,1,4,1,1,1,0,3,0,1,0,1,1,0,0,0,0,7,18,3,0,1710,1,1,"London : printed for Andrew Bell, at the Cross-Keys and Bible in Cornhill, near Stocks-Market, 1710.",London,441,male,1637,1709,FALSE,"the right which holds the Handle of it without, which ought to be a long as the Handle of an ordinary Crochet. They that will take the Pains to conceive my Arguments, and try this Infirument when they have occasion, will confess it to be much more useful and commodious"
0461001200_000006,"A treatise on the improvement of midwifery; chiefly with regard to the operation. To which are added, fifty-seven cases, Selected from upwards of Twenty-Seven Years Practice. A Work particularly adapted to improve such, of either Sex, whose Profession has already led them to make some Progress in this Science. The third edition; with large additions. By Edmund Chapman, Surgeon.","Chapman, Edmund",102,0,1,0,3,0,0,0,0,0,2,0,0,18,3,0,2,0,10,4,0,2,1,0,1,0,1,0,5,0,4,0,4,1,1,1,0,1,0,1,1,0,0,0,1,2,1,0,0,3,0,0,4,1,0,0,13,5,5,0,1759,1,1,"London : printed for L. Davis and C. Reymers, against Gray's-Inn, Holborn, Printers to the Royal Society, M.DCC.LIX. [1759].",London,264,male,1680,1756,FALSE,"A Child Advancing with its Feet , but Stopping at the Head , how Extratled, Pag. 177 CAS E XVI A Child Extraced with the Forceps, 179 CASE XVII A Child Extraied with the Fillet, 180 CASE XVIII Two Women Delivered of Twins, 181 CASE XIX A Woman Delivered of"
1125300301_000037,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D. Vol.I.",William Smellie,88,0,0,0,1,2,3,0,1,0,5,0,0,5,1,1,1,1,1,1,0,1,0,2,1,0,1,0,11,0,0,0,9,0,0,2,1,0,1,4,0,3,0,3,2,0,7,0,0,4,0,2,1,2,2,0,3,3,0,0,1762,1,1,"London : printed for D. Wilson, near Round Court; and T. Durham, near Norfolk Street; both in the Strand, MDCCLXII. [1762].",London,462,male,1697,1763,FALSE,"also rounder and firmer than those swellings that accompany ob itrudions, which proceed from a general fullness of the vessels belonging to the ligaments and neighbouring ifi'era. On the whole, the difficulty of diftin guifling between obflruction and pregnancy in the first months , is so great, that we ought"
