PassageID,Title,Author,Total termFreq,termFreq(),termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0027700302_000051,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; In four volumes. ...",Henry Fielding,44,0,0,1,0,1,0,3,0,0,1,0,0,0,1,1,1,0,1,2,1,0,0,0,0,2,1,2,2,0,2,0,1,0,0,1,0,0,1,0,0,0,3,0,6,0,0,1,0,1,0,0,0,1,0,0,0,2,1,1,2,1,1791,2,4,"Basil : printed for J.L. Legrand, 1791.",Basel,389,male,1707,1754,TRUE,"in Love . Bcit ng otto he 4pe^!i'dl upon i, n her Proceedings, he was a pfrtpetual, ofi^n, e of fndenrnefs and Severity : She firined to yield cnly to be e the ore o//liizate in her Oppion, Iif thogglt he had, y what Ie fidl, d d, me to"
1058800101_000006,"The history and adventures of the renowned Don Quixote. Translated from the Spanish of Miguel de Cervantes Saavedra. To which is prefixed, Some Account of the Author's Life. By T. Smollett, M.D. Illustrated with twenty-eight new copper-plates, designed by Hayman, and elegantly engraved. The third edition, corrected. In fou volumes. ...",Miguel de Cervantes,44,0,1,0,0,4,4,2,0,0,2,0,0,0,3,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,2,1,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,1,1,0,1,3,1,1,0,1765,1,4,"London : printed for T. Osborne, C. Hitch and L. Hawes, A. Millar H. Woodfall, John Rivington, R. Baldwin, S. Crowder, T. Longman, T. Lowndes, T. Caslon, J. Knox, and Richardson and Urquhart, MDCCLXV. [1765].",London,351,male,1547,1616,TRUE,"Cato, Pompey, Cicero, Titus, Trajan, Antonius. How many historians and philosophers have these illustrious nations produced, who are fsill enchanting the world with their inftruaive writings ! It is therefore very surprising, that people nowadays should fllould quit all this noble entertainment in TRUE history , and be perpetually running"
0112300108_000134,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author. Volume the First.",Henry Fielding,46,0,0,2,0,2,1,3,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,5,2,0,4,0,0,0,2,0,1,0,2,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,3,4,0,1775,8,12,"London : printed for John Bell, No 132. Strand, M.DCC.LXXV. [1775].",London,407,male,1707,1754,TRUE,"parent, who does nt profii from! the resources which are here to b i'oiiitd, is unworthy the education of fuctl a aug lltcr. What victories mnay he not obtain over Iicrfelf, by condut in ing this delicacy of soul with gentleness and skill, and yet abandoning the honour of the"
0310400103_000138,"The works of Henry Fielding, Esq; with the life of the author. In four volumes. ...",Henry Fielding,40,0,0,1,0,1,0,1,0,0,1,0,0,1,1,2,1,0,2,0,1,0,0,0,0,2,0,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,6,0,0,1,0,1,0,0,1,1,0,0,0,2,2,0,1,1,1762,3,4,"London : printed for A. Millar, opposite Catharine-Street, in the Strand, M.DCC.LXII. [1762].",London,611,male,1707,1754,TRUE,"a 10), 17 3 To Mr. FITZ adami. SIR, H E present age is overrun with romances , and yet so strong does the appetite for them continue, that, as.otvay says on a less delicate occaion, - every rankfoolgoe; dswn. I AM not surprised that any sketch of human nature"
1618500201_000001,The adventures of Roderick Random. In two volumes. Vol. I.,Tobias Smollett,35,0,2,2,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,0,0,2,0,0,0,4,0,0,0,0,1784,1,2,"Edinburgh : printed for W. Darling, Advocates Close, and W. Coke, bookseller Leith, M.DCC.LXXXIV. [1784].",Edinburgh,302,male,1721,1771,TRUE,"suit the temper of there times, Degraded now to mere hijtorick rhymes; 70 And last be hailed in some sagacious page, The finest, brightest poet of the age ; And that with grave solemnity so, Faith, tis enough to make poor Hayley (t) mad. No: (r) See the Flights of"
1101800202_000090,"The history of Tom Jones, a foundling. In four volumes. ... . By Henry Fielding, Esq;",Henry Fielding,49,0,0,0,0,5,2,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,3,5,0,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,1,0,2,1,0,0,5,3,2,0,1782,2,4,"London : printed for W. Strahan, J. Rivington and Sons, T. Longman, T. Caslon, B. Law, C. Dilly, G. Robinson, T. Cadell, T. Lowndes, J. Sewell, J. Nichols, R. Baldwin, S. Bladon, and T. Evans, MDCCLXXXII. [1782].",London,338,male,1707,1754,TRUE,"notwithstanding some defects, which I am afterwards to mention in the ancient historical plans, it may be safely afierted, that we have no such hiftoiical narration, so elegant, so pi; tu refque, so animated, and interesting as that of Herodotus, Thucydides, Xenophon, Livy, Tacitus, and salluftl Although the conduct of"
0806100202_000082,"The female Quixote: or, the adventures of Arabella. In two volumes. ...",Charlotte Lennox,46,0,1,2,0,5,2,0,0,0,0,0,2,3,1,0,0,0,2,2,0,2,0,0,1,1,0,4,3,0,1,0,1,0,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,1752,2,2,"Dublin : printed for J. Smith, at the Philosophers-Heads on the Blind-Quay, MDCCLII. [1752].",Dublin,256,female,1729,1804,TRUE,"with a woman, ""by dwelling on the idea of her during her absence. Sometimes he would part with you with all his former affecion;. "" but if an expression had escaped you, which might bear an ""unfavourable construction, lie would recollect it, examine it, ""exaggerate it,. perhaps dwell upon it"
0398100108_000037,"The works of Henry Fielding, Esq; with the life of the author. In twelve volumes.",Henry Fielding,42,0,0,0,0,3,2,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,4,3,0,0,0,0,1,1,0,1,0,1,3,0,0,0,1,0,0,1,2,0,0,1,5,1,0,1783,8,12,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsley, G. Robinson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicoll, S. Bladon, J. Murray, W. Flexney, T. Evans. W. Ofridge, J. Sewell, W. Lane, J. Bowen, & W. Fox, MDCCLXXXIII. [1783].",London,409,male,1707,1754,TRUE,"precipice. It was therefore wise and worthy of our author , to caution his pupil a ainft the extravagant paffionsof youth by the table of Calypso; and to give him, in the history of Antiope, an example ofchafte and lawful love . By thus representing this passion to us, sometimes"
0710200101_000001,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel, to her parents. ... In four volumes. ...",Samuel Richardson,55,0,0,0,0,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,2,4,0,2,7,0,0,0,3,2,0,1,0,0,1,1,0,1,1,0,0,2,1,1,1,0,4,3,1,1,2,1741,1,4,"Dublin : printed for George Ewing, and George Faulkner, 1741.",Dublin,313,male,1689,1761,TRUE,"alleviate its cares and troubles, and increase our present happiness. The The path of virtue lies between the two extremes ofunreftrained indulgence and felf inflicted austerity; equally remote fi-om the rigour of the zealot, and unbounded dissipation of the licentious libertine. This path we may tread with safety: it is"
0391900600_000001,"The history of Pamela; or, virtue rewarded. Abridged from the works of Samuel Richardson, Esq; Adorned with copper-plates.",Samuel Richardson,45,0,1,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,4,1,2,0,0,0,0,2,0,1,0,0,2,0,2,0,2,2,0,2,0,1,0,0,0,1,2,3,0,0,0,0,1,0,3,0,0,0,0,2,2,0,0,1,1779,1,1,"London : printed for F. Newbery, at the Corner of St. Paul's Church-Yard, [1779?].",London,185,male,1689,1761,TRUE,"this author , in the company of ""narrative old age ,"" who entertains us with relating stories and circumfian ces that refpe eminent characters , rather than any great events in which those personages were concerned. Thus Cunningham pleases us rather as a writer of memoirs than an historian, and"
0244100106_000139,"The works of Henry Fielding, Esq; with the life of the author. Vol. I.",Henry Fielding,40,0,0,1,0,1,0,1,0,0,1,0,0,1,1,2,1,0,2,0,1,0,0,0,0,2,0,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,6,0,0,1,0,1,0,0,1,1,0,0,0,2,2,0,1,1,1784,6,10,"London : printed for W. Strahan, J. Rivington and Sons, T. Payne, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsly, G. Robinson, J. Johnson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicol, S. Bladon, J. Murray, W. Otridge, J. Sewell, W. Lane, J. Bowen, and W. Fox, MDCCLXXXIV. [1784].",London,564,male,1707,1754,TRUE,"a club of wits with whom he ""associated; 'associated; and that every man contributed, as he could, either improvement or correction; so that, "" said Philips, "" there are perhaps nowhere C in the book thirty lines together, that now stand as they were originally ."" written."" The relation of"
0394400104_000187,"The works of Henry Fielding, Esq; with the life of the author. In eight volumes. ...",Henry Fielding,47,0,0,1,0,5,2,2,1,0,1,0,0,0,1,0,0,0,4,1,0,1,0,0,0,1,2,2,0,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,4,4,0,1762,4,8,"London : printed for A. Millar, in the Strand, M.DCC.LXII. [1762].",London,549,male,1707,1754,TRUE,"Though not a subject comparable to Tasso, the author employed so much erudition and elegance in his work , that it was received with high applause. In the interval of these writings he had published several smaller pieces , of which were 1"" Treatises of the Vestals, and on thebacchanals"
0112101500_000004,Walpoliana.,Horace Walpole,39,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,1,0,0,3,0,0,1,0,0,0,1,4,0,1,1,0,0,1,3,1,2,2,0,1,1,2,0,0,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1800,1,1,"Dublin : printed by B. Smith for the proprietors [Burnett, Wogan, Porter, Moore, Halpin, Dornin, Rice, Folingsby], 1800.",Dublin,286,male,1717,1797,TRUE,"CC me, Livy tells us, were improved, and rendered nri, T a enguifieett by Tarquiniua Prifcus. mnnutius thwl'er e hi d L tmlt eve of the nones of Septembetr i southeast ttls day of the monlth. * rds r, it prchlite1urc, is that more usually called the r it I"
0423300903_000047,"Essays and criticisms, by Dr. Goldsmith; with an account of the author. In three volumes. ...",Oliver Goldsmith,54,0,0,1,0,2,2,4,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,2,0,1,3,0,1,0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,3,5,0,1,1,4,4,0,1798,3,3,"London : printed for J. Johnson, 1798.",London,281,male,1728,1774,TRUE,"Of theprobable and the marvellous, two parts of.; a vulgar, epic poem, which immerge the critic in .deep.confiiderationri the Paradie Los? requires little to be said. it'.cohtains.tlhe history of a miracle, of Creation and Redemption; it .displays the, power: and the mercy of the Supreme Being.; the. probabley therefore; *"
0457600104_000054,"The works of Henry Fielding, Esq; with the life of the author. In eight volumes. ...",Henry Fielding,45,0,7,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,4,0,0,0,0,0,0,6,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,0,1,0,2,0,2,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1771,4,8,"London : printed for W. Strahan, J. & F. Rivington, L. Hawes & Co. R. Horsfield, W. Johnston, T. Caslon, S. Crowder, T. Longman, E. & C. Dilly, W. & J. Richardson, G. Kearsly, R. Dymott, T. Cadell, W. Woodfall, T. Lowndes, S. Bladon, Robinson and Roberts, R. Baldwin, T. Davies, T. Becket, J. Robson, D. Wilson and G. Nicol. T. Noteman, and T. Evans, MDCCLXXI. [1771].",London,565,male,1707,1754,TRUE,a fault obviously occasioned by the little care taken to speak pure language in common conversation. Every Italian or Frenchman of any rank piques himself on speaking his own tongue correctly and with choice. I cannot flatter myself with having done justice to my author in this re fpeet: His
0612400302_000032,"The history of Tom Jones, a foundling. With the life of the author, by Arthur Murphy, ... In three volumes. ... By Henry Fielding, Esq;",Henry Fielding,43,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,0,2,0,3,0,0,0,1,2,0,1,3,0,0,1,0,1,1,0,3,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,0,1,1,1,0,0,2,1,1,4,0,1766,2,3,"Dublin : printed for W. and W. Smith, P. Wilson, J. Exshaw, and H. Bradley, 1766.",Dublin,413,male,1707,1754,TRUE,"indefatigably afjduous in idhneft, but might have been much morejo, bad be been compelled totryhisrittmoiftrengt h? JOACH. FORT. RINGSL. caefar media inter praelia semper Stellarum coelique plagis fuperifque vacabat. Cafar, in the nidjf of his battles, always found leitfre to attend to the fars, and to the celefial bodies. lucan."
0849600301_000009,Ellen and Julia. A novel in two volumes. By Mrs. Parsons. ...,Eliza Parsons,40,0,1,2,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,3,2,0,2,3,0,0,0,1,0,0,0,0,2,0,3,2,2,1,0,0,0,0,1,0,2,0,0,0,2,1793,1,2,"London : printed for William Lane, at the Minerva-Press; and sold by E. Harlow, 1793.",London,299,female,1738,1811,TRUE,"Judgments; are willing to be guided by the Decisions of.men, whom the Voice of the World hath styled wife. IN point of Description, it cannot be denied, that Ifcrks of this Nature are capable of all the Excellence which can be derived from an Acquaintance with polite Writings , and"
0351900700_000002,"Letters for literary ladies. To which is added, an essay on the noble science of self-justification. The second edition, corrected and much enlarged. By Maria Edgeworth, author of practical education, and the parents' assistant.",Maria Edgeworth,44,0,0,1,0,0,0,1,0,3,0,1,0,0,2,0,0,0,3,0,1,1,0,0,1,1,0,3,0,0,0,1,2,1,4,3,0,1,1,0,0,1,0,0,1,0,4,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,1799,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, 1799.",London,243,female,1767,1849,TRUE,"equal advantage. Even his compliments, though rather lofty, to Louis the fourteenth are all conceived in the language of a gentleman and a man of genius , who feels that he is conferring honour, not'receiving it. The majesty of the French monarch, in that cultivated age , was C surely"
0250701101_000006,"Eloisa: or, a series of original letters collected and published by J. J. Rousseau. Translated from the French. In four volumes. ...",Jean-Jacques Rousseau,51,0,0,0,0,2,4,0,1,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,1,1,3,0,1,3,1,1,0,1,2,0,0,0,0,5,0,0,0,0,1,2,5,1,0,1,0,0,3,0,0,0,2,2,0,0,0,1776,1,4,"London : printed for T. Becket, 1776.",London,355,male,1712,1778,TRUE,"been fabulous. He, indeed, who looks into the opera houfe, after reading Dryden's Ode, will be induced, from the V - cant countenance and sleepy eye, to judge that the musical art of Timotheus may be numbered among the lost arts in which antiquity excelled, and which the modens nambitioufly,"
0238600102_000002,Henry; in four volumes. By the author of Arundel. ...,Richard Cumberland,51,0,1,1,0,3,0,6,0,0,0,0,1,1,0,0,0,1,3,2,0,0,3,0,0,0,0,2,1,0,2,3,0,0,1,6,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,2,1,0,1,0,2,1,0,1795,2,4,"London : printed for Charles Dilly, in the Poultry, 1795.",London,333,male,1732,1811,TRUE,"fear of using improperly the sceptre of JUSTICE, referred the cause, to be considered by TIME. The proceedings of TIME, though very dilatory, were, some few caprices excepted, conformable to justice: and many who thought themselves secure by a snort forbearance, have sunk under his fcythlie, as they were polling"
0314400101_000032,"The works of Francis Rabelais, M.D. The first book. Formerly translated by Sir Thomas Urquart, M. D. And explained by Mr. Motteux. Since carefully revised, and compared throughout with M. le du Chat's edition, by Mr. Ozell. Who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le du Chat, and others: In which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious Author.",François Rabelais,47,0,2,1,0,3,2,1,3,0,0,1,7,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,1,3,0,0,2,2,0,0,1750,1,5,"London : printed by John Hart, for J. Brindley, Bookseller to his Royal Highness the Prince of Wales, at the Prince of Wales's arms in New-Bond-Street; and C. Corbett, at Addison's head, against St. Dunstan's church, Fleet-Street, MDCCL. [1750].",London,417,male,1490,1553,FALSE,"his time with amusing English authors , or to devote it entirely to puerile diversion. Let not therefore any prejudice be formed against the elegant books which I have recommended, because, from their perspicuity, some of them are usually read in the lower classes. But, But, when a great facility"
1196400102_000024,Henry; in four volumes. By the author of Arundel. ...,Richard Cumberland,48,0,1,1,0,2,0,2,0,0,0,1,1,0,0,0,4,2,0,0,0,0,1,0,0,2,0,1,2,9,0,2,1,2,0,3,2,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1795,2,4,"London : printed for Charles Dilly, in the Poultry, 1795.",London,338,male,1732,1811,TRUE,"the capital of Nations. To whom are we indebted for this glory, and for those masterpieces of eloquence, poetry , painting, painting, culpture, and architeaure, which have immortalised the reign of Lewis XIVP To Corneille and Afolier. All the arts go hand in hand; the beginning of perfection in one,"
0033200701_000004,"The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in Imitation of The Manner of Cervantes, Author of Don Quixote. By Henry Fielding, Esquire. Illustrated with cuts. In two volumes.",Henry Fielding,51,0,2,0,0,0,5,2,0,0,1,0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,3,2,0,0,1,1,2,0,0,4,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,4,0,2,2,2,4,0,1749,1,2,"London : printed for A. Millar, opposite to Katharine Street, in the Strand, M.DCC.XLIX. [1749].",London,260,male,1707,1754,TRUE,"of coni trading a venerable air, much more than the humbler firains of the plaintive inamorato. If any. part. of Petrarch's. obscurity arises from the confusion of his ideas, or his perplexed method of exprefmig them, no veneration for his name nmufeproteet him from censure. Indeed several very able critics"
1062200202_000090,"The history and adventures of the renowned Don Quixote. Translated from the Spanish of Miguel de Cervantes Saavedra. To which is prefixed, Some Account of the Author's Life. By T. Smollett, M.D. Illustrated with copper-plates. In four volumes. ...",Miguel de Cervantes,44,0,1,0,0,7,7,1,1,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,1,1,1,1,0,1,1,3,0,0,1766,2,4,"Dublin : printed for Thomas Ewing in Dame-Street, M,DCC,LXVI. [1766].",Dublin,278,male,1547,1616,TRUE,"contraced than is generally imagined . The Abbe du Bos, a man of great good. sense, who; in i714 compbfed a treatise upon poetry and painting, found not in.the whole hiltoryvof'france one real subje&t for an epic poem, but the deftiruion of the league by. Henry the Great,.. He. ought,"
0457600104_000055,"The works of Henry Fielding, Esq; with the life of the author. In eight volumes. ...",Henry Fielding,53,0,0,0,0,1,0,5,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,0,0,2,1,1,1,0,0,3,4,0,0,4,3,0,0,2,1,0,0,3,4,3,0,1771,4,8,"London : printed for W. Strahan, J. & F. Rivington, L. Hawes & Co. R. Horsfield, W. Johnston, T. Caslon, S. Crowder, T. Longman, E. & C. Dilly, W. & J. Richardson, G. Kearsly, R. Dymott, T. Cadell, W. Woodfall, T. Lowndes, S. Bladon, Robinson and Roberts, R. Baldwin, T. Davies, T. Becket, J. Robson, D. Wilson and G. Nicol. T. Noteman, and T. Evans, MDCCLXXI. [1771].",London,565,male,1707,1754,TRUE,"His Phadra, his Athalie, and his Mithridate, are a great honour to the French itage. ('he beauty of his language and verfifcation is uncommon); and he has managed his rhymes with a fuperioir advantage. Voltaire has repeatedly observed, that the Athalie of Racine is the "" Chef d'oeu vre"" of"
0028600302_000085,"The history of Tom Jones, a foundling. In four volumes. By Henry Fielding, Esq;",Henry Fielding,45,0,0,0,0,3,2,1,0,0,1,0,1,0,1,0,1,0,2,4,0,0,0,0,0,0,1,0,1,3,1,2,1,0,0,6,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,3,1,1,1763,2,4,"London : printed for A. Millar, over-against Catherine-Street in the Strand, M.DCC.LXIII. [1763].",London,337,male,1707,1754,TRUE,"word aelw, which, in its early signification, so frequently alluded to mere strength and courage, might indeed have been equivocal, had not all ambiguity been removed, by a thorough explanation, in the subsequent part of the Dia Jogue, where Socrates aiks Hippias, which of the two, Achilles or Ulysses, he"
0055203800_000002,"Plays and poems written by T. Smollett, M. D. with memoirs of the life and writings of the author.",Tobias Smollett,40,0,2,0,0,1,1,1,0,0,2,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0,2,0,1,1,0,1,0,1,1,3,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,6,0,0,0,1777,1,1,"London : printed for T. Evans, in the Strand, and R. Baldwin, in Pater-Noster Row, MDCCLXXVII. [1777].",London,316,male,1721,1771,TRUE,"f~~prond me Yel.. i ij~ ~iiii11 - __ _. ADVENTURES Roderick Randomr. .£kgenrus E virtus , nli cumr re, wilior alga eji hor. In. T WPO· V OL TI M E S. YO L I. A N W Et DIT IO .n. LON DON.. by W.. davidson, A. NEWTONI T."
1084400101_000007,"Eloisa: or, a series of original letters collected and published by Mr. J.J. Rousseau, Citizen Of Geneva. Translated from the French.",Jean-Jacques Rousseau,56,0,0,0,0,1,9,0,2,0,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,1,1,1,3,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,3,2,0,0,2,1,4,1,2,1795,1,4,"Dublin : printed by John Pasley, for P. Wogan, P. Byrne, W. Jones, J. Rice, J. Milliken, and J. Archer, 1795.",Dublin,344,male,1712,1778,TRUE,"Modern ears are absolutely debauched by such poetry as Dr. Darwin's, which marks the decline of simplicity and TRUE tatfe in this country. It is to England, what Seneca's prose was to Rome. Abundat dulcibus vitiis.* Dryden and Pope are the standards of excellence, in this species of writing in"
0035201100_000017,"Letters and essays, moral, and miscellaneous. By Mary Hays.",Mary Hays,47,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,1,0,3,1,1,4,0,1,2,2,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,0,2,2,0,0,5,1,1,1,3,1793,1,1,"London : printed for T. Knott, No. 47, Lombard-Street, MDCCXCIII. [1793].",London,271,female,1759,1843,TRUE,"is said, convey the humour of the original . It might seem that Jarvis's translation was one impediment to such an undertaking; but that, though it gives the sense of the author , was performed by persons whole skill in the language was not great. The fais, that Jarvis laboured"
0033200702_000002,"The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in Imitation of The Manner of Cervantes, Author of Don Quixote. By Henry Fielding, Esquire. Illustrated with cuts. In two volumes.",Henry Fielding,43,0,0,1,0,2,1,1,0,0,0,0,0,0,3,3,0,1,5,1,0,1,0,0,0,0,0,2,2,1,1,1,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1749,2,2,"London : printed for A. Millar, opposite to Katharine Street, in the Strand, M.DCC.XLIX. [1749].",London,233,male,1707,1754,TRUE,"of Kotzebue's Plays, particularly his C Stranger,"" and "" Lovers vows"" observing, they savoured too much of the philosophy of the New School."" now as it is possible the same critics may think the like observations may, with equal justice, be extended to his character of Augusta, though totally dissimilar"
0398100106_000005,"The works of Henry Fielding, Esq; with the life of the author. In twelve volumes.",Henry Fielding,50,0,1,0,0,0,5,2,1,0,1,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,3,2,0,0,1,1,2,0,0,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,4,0,2,3,3,4,0,1783,6,12,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsley, G. Robinson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicoll, S. Bladon, J. Murray, W. Flexney, T. Evans. W. Ofridge, J. Sewell, W. Lane, J. Bowen, & W. Fox, MDCCLXXXIII. [1783].",London,381,male,1707,1754,TRUE,"from pccimens, which, a very few accepted, were neither worthy to be known or valued. p poet, in the times of their youth, was esteemed, even by sensible Germans, only as a droll fellow, a kind of buffoon. b it to those who have perused th e Bible o seize"
0916900202_000001,Family secrets: by Mr. Pratt. In five volumes. ...,Samuel Jackson Pratt,50,0,0,0,0,8,1,2,1,0,0,0,1,0,2,0,1,2,0,2,0,0,1,1,0,3,1,1,0,2,0,1,1,0,1,4,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,3,3,1,1,0,1798,2,5,"London : printed for T. N. Longman, Paternoster Row, 1798.",London,429,male,1749,1814,TRUE,"did show; Gods, Devils, Nymphs, Witches, and Giant's race, And all but Man, in man's belt work had place. Thou, like some worthy Knight, with sacred arms Dolt drive the Monsters thence, and end the charms: Infiead of these doll Men and Manners plant, The things which that rich soil"
0951200301_000013,"The progress of romance, through times, countries, and manners; with Remarks on the Good and Bad Effects of it, on them Respectively; in a course of evening conversations. By C. R. author of the English Baron, the Two mentors, &c. In two volumes. ...",Clara Reeve,44,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,1,1,0,1,0,1,4,8,0,0,0,0,2,1,2,0,1,0,2,1,1,0,1785,1,2,"Dublin : printed for Messrs. Price, Exshaw, White, Cash Colbert, Marchbank and Porter, M,DCC,LXXXV. [1785].",Dublin,163,female,1729,1807,TRUE,"merry with her good cheer, without ever thinking of Ithaca, till his men remonstrate with him, and urge his return. It is observable, that this part of his conduis exa&tly that which the Italian poets have attributed to their intem perats peraie heroes , who are presented as examples of"
1244700500_000001,"The castle of Otranto, a Gothic story: translated by William Marshall, Esq. From the original Italian of Onuphrio Muralto, Canon of the Church of St. Nicholas, at Otranto, Embellished with superb engravings.",Horace Walpole,45,0,0,2,0,8,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,2,0,2,1,0,2,1,2,0,0,1,0,1,0,0,2,0,1,1,1,1,0,2,0,0,1,4,0,0,0,1790,1,1,"Dublin : printed by T. Henshall, No. 3, Bride-Street, [1790?].",Dublin,145,male,1717,1797,TRUE,"An allowance must be made for the language itself, which is not poetical as contradistinguished to prose , but forcible, terse, and well adapted to the condensation of satirical expression. As a writer , I think him original . What he has borrowed, he almost seems to have restored to"
