PassageID,Title,Author,Total termFreq,termFreq(),termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0367600200_000005,"A new method of instruction for children from five to ten years old, Including Moral Dialogues, The Children's Island, A Tale, Thoughts And Maxims, Models Of Composition In Writing, For Children Ten OR Twelve Years Old, And A New Method Of Teaching Children To Draw. Translated from the French of Madame de Genlis.",Stéphanie Félicité du Crest de Saint-Aubin,44,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,2,1,0,3,2,0,1,0,2,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,4,0,1800,1,1,"Dublin : printed by William Porter, for P. Wogan, W. Porter, and T. Jackson, 1800.",Dublin,256,female,1746,1830,TRUE,"of persons who were perfetly well acquainted with the world , of a well selected choice of books well digested in her mind, and of her own observations employed upon herielf and on the finall circle of individuals lhe had an opportunity of knowing and contemplating: and this study being"
1700500400_000035,"The works of Mrs. Chapone, adressed to a young lady.",Hester Chapone,44,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,1,0,2,1,0,0,0,0,5,1,0,0,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,1793,1,1,"London : Printed for J. Warlters, MDCCXCIII. [1793].",London,312,female,1727,1801,TRUE,"of a friend, who underfitands it well, you will by degrees enter into his manner of phraseology, and perceive a thousand beauties, which at first lay buried i; i obsolete words and uncouth conifrudtions. The admirable Ej'y on) Shakcfpcare, which has lately appeared, o0 much to the honour of our"
1144200400_000003,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,45,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,3,0,2,1,0,0,0,0,0,1,6,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,3,1,2,1778,1,1,"Dublin : printed for J. Potts, W. Sleater, D. Chamberlaine, J. Williams, and W. Colles, M,DCC,LXXVIII. [1778].",Dublin,232,female,1720,1800,FALSE,"to judge him entirely by the pracice of any particular theatre. Yet some criterion must be established by which we may determine his, merits. First, we must take into consideration what is proposed to be done by the means of dramatic imitation. Every species of poetry has its diffinct offices."
1084200300_000021,"Instructions for a young lady, in every sphere and period of life. Containing, I. A mother's advice to her daughters. II. Two letters to a Lady upon the subject of religion, by a Clergyman. III. A Letter to a Young Lady on her Marriage. IV. A Letter on Temper. V. On Oeconomy. VI. On Politeness. Vii. An Epistle upon the Cultivation of Taste. Viii. Fables for the female sex. Compiled by a lady.",Sarah Pennington,43,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,3,1,2,1,0,0,1,0,0,2,1,0,1,1,1,0,0,0,0,2,0,1,0,0,3,0,0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,1,0,1777,1,1,"London : printed for John Donaldson, the Corner of Arundel Street, No 188. in the Strand, M.DCC.LXXVII. [1777].",London,293,female,1720,1783,TRUE,"correct in ourselves what we find amiss, and to make continual improvements in virtue; and by this means, when this life is ended, to secure to ourselves the possession of an eternal happiness. This is properly our business; and it is no small work if we acquit ourselves therein as"
0477600201_000004,Cecilia: or memoirs of an heiress. By Miss Burney. Author of Evelina. In three volumes. ...,Frances Burney,37,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,1,0,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,1783,1,3,"Dublin : printed for Messrs. Price, Moncrieffe, Wilson, Walker, and Byrne, M,DCC,LXXXIII. [1783].",Dublin,393,female,1752,1840,TRUE,"by what eans, one moment he flippantly extolled the en ertainments, of the town; and the next, rapturously described the charms of the country. A word , a look sufficed to mark her approbation or dissent, which no sooner discovered , than he slid ed into her opinion , with"
1144200400_000043,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,30,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,1778,1,1,"Dublin : printed for J. Potts, W. Sleater, D. Chamberlaine, J. Williams, and W. Colles, M,DCC,LXXVIII. [1778].",Dublin,232,female,1720,1800,FALSE,"minds, are truly exhibited; and I must own, as the imitation is so just, though the' original may be called mean, I think it is not to be entirely condemned: one might perhaps wifhl the part of the mob had been shorter. The miserable conceit of Caesar's blood ruflsing out"
0710500500_000003,"Maxims, characters, and reflections, critical, satyrical, and moral.",Frances Greville,54,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,3,0,1,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,2,3,1757,1,1,"London : printed for J. and R. Tonson in the Strand, MDCCLVII. [1757].",London,261,female,1730,1789,FALSE,"MY firli inducement indeed to give these sheets to the world , was my ownfatisfapiion; and that cannot be taken from me. If I should be so happy as to please the unprejudiced and the just, nay to be reprehended by them, my second pleasure will indeed be greater than"
0634301500_000015,An estimate of the religion of the fashionable world. By one of the laity.,Hannah More,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,0,1791,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.XCI. [1791].",London,268,female,1745,1833,TRUE,"families, that only furnishes a fironger reason why our families should not l3 be be banished from religion in the churches. But if these opportunities are not made easy and convenient to them, their superiors have no right to ex pet from them a zeal so far transcending their own,"
1118001101_000036,Strictures on the modern system of female education. With a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More. In two volumes. ...,Hannah More,39,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,1,0,0,4,2,0,0,0,0,2,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1799,1,2,"London : printed by A. Strahan, Printers Street, for T. Cadell jun. and W. Davies, Strand, 1799.",London,323,female,1745,1833,TRUE,"file has been assured by clergymen who have witnessed the fcr, that they are procured and greedily read in the wards of our hiofpitals! an awful hint, that those. who tcacl the poor to read , should not only take care to furnish them with principles which will lead them"
0191300102_000005,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By a lady. ...",Mary Walker,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,2,0,0,1,1,1,0,0,4,0,2,2,0,1,0,0,4,0,0,2,1,0,0,1,0,2,2,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1776,2,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster Row, MDCCLXXVI. [1776].",London,243,female,1736,,FALSE,"not the rays from which the colours are derived; and plants grow with the same luxuriance, whether we suppose earth or water the parent of vegetation. The boy who strikes a ball with his racket, is as certain where it will be driven by the blow, as if he was"
0130001203_000029,"The school: being a series of letters, between a young lady and her mother.","Maese, Sarah",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,3,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,2,1,0,0,1766,3,3,"London : printed for W. Flexney, near Gray's-Inn Gate, Holborn, MDCCLXVI. [1766]-72.",London,317,female,,,FALSE,"ations. By th study of nmorality "" we learn our duties, the reciprocal relation we stand in to each other, and what ""that relation requires from us. Natural "" philosophy , will teach us to raise our ""thoughts to the great Creator of all the  wonders we behld; we"
1273800600_000012,Thoughts on the importance of the manners of the great to general society.,Hannah More,32,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,2,0,4,0,1,0,0,0,1,0,0,1,2,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1788,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.LXXXVIII. [1788].",London,136,female,1745,1833,TRUE,"well-meaning Sunday traveller with a generous remorse, when he reflects that he owes the accommodation of an unobftruaed road to the very obedience which is paid by others to that divine and human law which he is in the very at of violating? Will not the common people think it"
0137000100_000003,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,43,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,3,0,2,1,0,0,0,0,0,3,6,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,0,2,1770,1,1,"London : printed by J. and H. Hughs, near Lincoln's-Inn-Fields: and sold by J. Dodsley, Pall-Mall; Mess. Baker and Leigh, York-Street, Covent-Garden; T. Becket, and T. Cadell, in the Strand; J. Walter, Charing-Cross; H. Denoyer, Lisle-Street; and J. Wilkie, No 71. St. Paul's Church-Yard, M.DCC.LXX. [1770].",London,277,female,1720,1800,FALSE,"of their stupendous parts, and proud irregularity of Greatness. It has been already declared, that Shakespeare is not to be tried by any code of critic laws ; laws ; nor is it more equitable to judge him entirely by the practice of any particular theatre. Yet some criterion must"
0381401100_000006,Dialogues of the dead.,Elizabeth Montagu,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1,1,1,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1768,1,1,"London : printed for J. Murray (successor to Mr. Sandby) at No. 32, opposite St. Dunstan's Church, in Fleet-Street, M.DCC.LXVIII. [1768].",London,452,female,1720,1800,FALSE,"Europe, as the most savage Tartars could hardly have executed without Remorse and Compassion. Lo uis. It was not my heart, but my Religion, that ditated these Ieverities. My Confessor told me, they alone would atone for all my sins. P E T E R. Had I believed in my"
0020000401_000001,Sentimental memoirs: by a lady. ...,Lady,39,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,0,1,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,2,3,1785,1,2,"London : printed by H. Trapp, No. 1. Pater-Noster-Row; and sold by Mr. Hookham, Bond-Street, MDCCLXXXV. [1785].",London,308,female,,,FALSE,"/ieb , ó%274 i SENTIMENTAL MEMOIRS: B Y A LADY. V O L I. To VIRTUE ONLY, AND HER FRIENDS A FRIEND THE WORLD BESIDE MAY CENSURE OR COMMEND. POP. L 0 N D O N: PRINTED BY H. TRAP, NO. I. PATER noster. Row; AND SOLD br MR. HOOKHAM,"
0137000200_000002,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,2,0,0,1,0,2,0,4,2,3,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,6,0,2,1772,1,1,"London : printed by H. Hughs, near Lincoln's-Inn-Fields; for Edward and Charles Dilly, in the Poultry, M.DCC.LXXII. [1772].",London,277,female,1720,1800,FALSE,French plays are little more) is no difficult matter; for that is the easiest part of every art perhaps (but in poetry without dispute) in which the connoisseur can diree the artist. I do not suppose the Critic imagined that a mere obedience to his laws of drama would make
0343200201_000022,"Religion considered as the only basis of happiness and of true philosophy. A work written for the instruction of the children of his most serene highness the Duke of Orleans; ... By Madame the Marchioness of Sillery, ... In two volumes.",Stéphanie Félicité du Crest de Saint-Aubin,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,2,2,0,0,2,1,0,0,1,1,1,0,1,5,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1787,1,2,"Dublin : printed by William Porter, for H. Chamberlaine, White, Byrne, Colbert, W. Porter, and Moore, 1787.",Dublin,160,female,1746,1830,TRUE,"written so rapidly, and in my youth, that I have inserted in this work : in order that it might not appear to be misplaced, I have been obliged to give an account of the situation and sentiments which ( 56) which produced this singular connecion of ideas . I"
0431500201_000082,"The world unmask'd: or, the Philosopher the greatest Cheat; in twenty-four dialogues. To which is added, The state of souls separated from their Bodies; Being an Epistolary Treatise, wherein is proved, by a Variety of Arguments, deduced from Holy Scripture, that the Punishments of the Wicked will not be Eternal; and all Objections against it solved. To which is prefix'd, A Large Introduction, evincing the same Truth from the Principles of Natural Religion. Translated from the French.",Marie Huber,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,6,1,0,1,4,0,0,4,1,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,2,0,1743,1,2,"London : printed for A. Millar, opposite to Katharine-Street in the Strand, M.DCC.XLIII. [1743].",London,373,female,1695,1753,FALSE,"Opinions . The generality of Mankina judge of an Infinity of things by the Eyes of others. The most sensible Part of the World know how ridiculous this Coriduct is. They make a Profefion of judging only of what they see clearly; but perhaps, they are not fifficiently sensible how"
0290100103_000001,The cry: a new dramatic fable. In three volumes. ...,Jane Collier,34,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,2,0,3,3,0,0,3,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1754,3,3,"London : printed for R. and J. Dodsley, 1754.",London,304,female,1714,1754,TRUE,"THE C R Y: ANEW DRAMATIC FABLE. VOL. III - Hominempagina nojfrafapit. Martial LONDON: Printed for R. and J. DODSLEY in pall mal. M DCC LIV PART the FOURTH. SCENE VI .4theijfs have been but rare, since Nature's birth; fill now, SHE ATHEISTS never appeared on earth. Universal Pafion. PORTIA."
0074301000_000006,"Miscellanies in prose and verse, by Mrs. Chapone, Author of Letters on the Improvement of the Mind. The third edition. To which is now first added, a letter to a new-married lady.",Hester Chapone,33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,2,0,0,1,1,0,1,2,0,1,0,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,1777,1,1,"London : printed for E. and C. Dilly, in the Poultry ; and J. Walter, Charing-Cross, M.DCC.LXXVII. [1777].",London,216,female,1727,1801,TRUE,"in our common discourse. But if the desire of being fashionable leads to many immoralities, one would expect it ffould at least preserve us from such as offend no less against the laws of politeness, than against those of religion and virtue. It is the boast of this age to"
0139100500_000041,"A compendious system of astronomy, in a course of familiar lectures; In which the Principles of that Science are Clearly Elucidated, so as to be Intelligible to those who have not Studied the Mathematics. Also trigonometrical and celestial problems, with a key to the ephemeris, and a vocabulary of the terms of science used in the Lectures; which latter are explained Agreeably to their Application in them. By Margaret Bryan.","Bryan, Margaret           1815",34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,2,0,0,1,0,1,3,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1797,1,1,"London : printed for the author, and sold by Leigh and Sotheby, York Street, Covent Garden; and G. Kearsley, No. 46, Fleet Street, 1797.",London,351,female,,,FALSE,"extended, and the riches of the latter usefully employed. What Armstrong has pointed out as the proper use of riches; is equally applicable to the extensive communication of intellectual [ 102 ] acquirements; and therefore, in agreement with my comparison between them, I shall conclude this Lecture in his words"
0576400402_000004,"Poems and essays, by the late Miss Bowdler. ...",Jane Bowdler,50,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,8,0,0,2,0,4,1,0,2,0,1,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,5,0,0,1,1787,2,2,"Bath : printed by R. Cruttwell; sold by C. Dilly, Poultry, J. Robson and T. Hookham, New-Bond-Street, London; and N. R. Cheyne, New Edinburgh, MDCCLXXXVII. [1787].",Bath,215,female,1743,1784,FALSE,"natured , even those which have been assented to with regret by the sensible and benevolent, may afterwards be changed: but the first will be afraid and unwilling to acknowledge, that they have been obliged to change their opinion ; the last will be ever ready to do it, and"
1122700201_000061,"Constantia Neville; or, the West Indian. A novel. In three volumes. By Helena Wells, Author of ``the Step-Mother,'' &c. ...",Helena Wells,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,4,0,0,1,1,0,1,1,4,2,0,1,0,0,0,0,1,1,0,0,0,4,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1800,1,3,"London : printed by C. Whittingham, Dean-Street, Fetter-Lane, for T. Cadell, jun. and W. Davies, Strand ; and W. Creech, Edinburgh, 1800.",London,398,female,,,FALSE,"blood. Nature may have made us tremblingly alive to sorrows and pleasures, that move not a muscle of those whom we call. brother or sister, yet they are not our inferiors. As useful members of the community in which they live, they may be of superior value, though in the"
0383300103_000048,"The rival mothers, or Calumny. Translated from the French of Madame de Genlis.",Stéphanie Félicité du Crest de Saint-Aubin,33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,1,2,0,1,0,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,3,1,0,1800,3,4,"London : printed by A. Strahan, for T.N. Longman and D. Rees, 1800.",London,381,female,1746,1830,TRUE,"to prove to him that there is no God; he muift be in doubt; and if he admit a God, as I as it is equally impossible for him to prove that God does not with to be honoured and invoked; he must also be in doubt in this respect:,"
0617501500_000054,Letters on education. With observations on religious and metaphysical subjects. By Catherine Macaulay Graham.,Catharine Macaulay,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,1,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,2,0,2,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2,1,0,2,0,0,1,0,1,0,0,1790,1,1,"Dublin : printed for H. Chamberlaine and Rice, L. White, W. Mc. Kenzie, J. Moore, Grueber and Mc. Allister, [and 2 others in Dublin], 1790.",Dublin,336,female,1731,1791,TRUE,"be avoided in the education of a prince; it ought to be a anding law of the realm, that no person go near the mansion in which the prince resides, without the cpcal leave of the council. Some few of the sons of the nobility and gentry, whose education has"
0217701400_000010,A vindication of the rights of woman: with strictures on political and moral subjects. By Mary Wollstonecraft.,Mary Wollstonecraft,36,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,5,0,1,2,0,0,0,0,5,1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1793,1,1,"Dublin : printed by J. Stockdale, for James Moore, No. 45, College-Green, 1793.",Dublin,269,female,1759,1797,TRUE,"a secondary thing, they do not pursue any one branch with that persevering ardour necessary to give vigour to the faculties, and clearness to the judgement. In the present state of society, a little learning is required to fapport the character of a gentleman; and boys are obliged to submit"
1086300102_000051,Memoirs of modern philosophers. In two volumes. ...,Elizabeth Hamilton,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,4,0,2,0,0,0,0,6,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,2,1,0,0,1,1,0,1,1,5,0,1800,2,2,"Dublin : printed by Brett Smith, for Wogan, Burnett, Gilbert and Hodges, Brown, Rice, Porter, Dornin, Folingsby, And Fitzpatrick, 1800.",Dublin,303,female,1758,1816,FALSE,"at your iliter.s' ends to(, a3 a b3dy may lay. I nlever cill ie It) t1ite a spoknz lady ill all my lite. i gt, weii a dal tiir. mc c.re UQ9 164 no more for a woman's words , if so be as how that the happens to be"
1269100800_000008,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,40,0,1,0,7,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,10,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1786,1,1,"London : printed for J. Walter , Charing-Cross ; and C. Dilly, in the Poultry, M.DCC.LXXXVI. [1786].",London,255,female,1727,1801,TRUE,"bellowed on the sacred writers : but this will appear more plainly to you, when you enter on the study of prophecy, which you are now much too young to undertake. The PROVERBS and ECCLESIASTES are rich flores of wisdom; from which I with you to adopt sich maxims as"
0343200102_000039,"Religion considered as the only basis of happiness, and of true philosophy. A work written for the instruction of the children of his Most Serene Highness the Duke of Orleans; And in which the Principles of modern pretended Philosophers are laid open and refuted. By Madame the Marchioness of Sillery, heretofore countess of genlis. In two volumes. ...",Stéphanie Félicité du Crest de Saint-Aubin,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,2,0,2,0,0,0,1,0,0,2,1,0,2,0,2,0,0,3,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,6,4,0,1787,2,2,"London : printed for T. Payne and Son, at the Mews Gate; T. Cadell, and P. Elmsly, in the Strand, M.DCC.LXXXVII. [1787].",London,295,female,1746,1830,TRUE,"This character is so far from nature , so chimerical, that it was sufficient to spoil the beft conceived work . And, indeed, the most enthusiastic partisans of Rousseau equally condemn the idea (from which such pernicious confe quenees result) as well as the cold, insipid, and unnatural personage. Rousseau"
0414500301_000018,Strictures on the modern system of female education. With a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More. In two volumes. ...,Hannah More,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,2,2,1,0,0,3,0,0,1,5,0,0,1,0,5,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,2,0,1799,1,2,"London : printed for T. Cadell Jun. and W. Davies in the Strand, 1799.",London,310,female,1745,1833,TRUE,"often very remote; they are to be discovered in future scenes, and exhibited in as yet untried connexions. Every event of life will be putting the heart into fresh situations, and making new demands on its prudence, its firmness, its integrity, or its forbearance. Those wvhofe bufmnefs it is to"
0352100501_000008,"The knights of the Swan; or, the court of Charlemagne: an historical and moral tale. To serve as a continuation to The tales of the castle; And of which all the Incidents that bear Analogy to the French Revolution are taken from History. Translated from the French of Madame de Genlis, Author of the theatre of education, adelaide and theodore, &c. by the Rev. Mr. Beresford. ...",Stéphanie Félicité du Crest de Saint-Aubin,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,3,3,0,0,0,0,2,0,2,0,0,2,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1797,1,2,"Dublin : printed for P. Wogan, P. Byrne, H. Colbert, J. Milliken, J. Chambers, B. Dugdale, W. Porter, H. Fitzpatrick, J. Rice, G. Folingsby, and N. Kelly, 1797.",Dublin,352,female,1746,1830,TRUE,"to the title of conqueror and legifator that of the restorer of letters and arts. Antiquity furnihes us ith masterpieces in every kind of literature; the itudy, therefore, of those great Alcuin and Theodulphus were Charlemagne's principal co. operatrs in the revival of'letters. The emperor afitled, and gained inftru&lion at"
0047702500_000020,"Letters of Princess Zilia, to Prince Aza of Peru, newly translated from the French original. By James Seguin, Teacher of the French Tongue in Hereford.",Françoise de Graffigny,39,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6,1,2,2,1,0,0,0,0,1,1,0,1,1,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1755,1,1,"London : printed for the author; and sold by James Wilde, Bookseller, in Hereford, MDCCLV. [1755].",London,235,female,1695,1758,FALSE,"which I thought were Gold,. have only a thin Superficies of that Metal, their TRUE Substance being Wood. Their Virtues, my dear Aza, have no more Reality than their Riches. In the like like Manner, what they call Politeness has all the outward Form of Virtue, and lightly covers their"
