PassageID,Title,Author,Total termFreq,termFreq(),termFreq(adventur),termFreq(ag),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0684700401_000032,"Lessons of a governess to her pupils. Or, journal of the method adopted by Madame de Sillery-Brulart, (formerly Countess de Genlis) in the education of the children of M. D'Orleans, First Prince of the Blood-Royal. Published by herself. Translated from the French. Vol I.",Stéphanie Félicité du Crest de Saint-Aubin,39,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,2,0,0,2,2,0,0,0,1,0,1,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,2,0,1,0,6,1793,1,2,"Dublin : printed for Messrs. P. Wogan, P. Byrne, A. Grueber, W. Mc.Kenzie, J. Moore, J. Jones, W. Jones, R. Mc. Allister, H. Colbert, and J. Rice, M.DCC.XCIII. [1793].",Dublin,333,female,1746,1830,TRUE,"the trong desire they feel of meriting the affieion of Monseigneur .and Madame, and of being able one day to imitate the bright example of their virtues . I am also indebted for this fatisfatlion to the cares and inestimable zeal of M. Lebrun, M. ·myris, M. Couppey, M. Alyon,"
1768500103_000023,The female Spectator. ...,"Haywood, Eliza Fowler",42,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0,1,0,0,2,4,0,2,3,1,1,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,0,2,0,2,0,3,1746,3,4,"Dublin : printed for George and Alexander Ewing, 1746.",Dublin,267,female,1693,1756,TRUE,"that the good nature · seeps to sparkle through all your Writings , · besides the common Interest of our Sex, will make · you a little expatiate on the ungenerous Proceeding L of the Captain: -- The more Honour he may have · in other Refpeas, the less he"
0381401100_000062,Dialogues of the dead.,Elizabeth Montagu,52,0,0,1,5,1,1,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,1,1,2,2,2,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,5,3,2,4,0,1768,1,1,"London : printed for J. Murray (successor to Mr. Sandby) at No. 32, opposite St. Dunstan's Church, in Fleet-Street, M.DCC.LXVIII. [1768].",London,452,female,1720,1800,FALSE,like to have a share in. 4 P L U PLUTARCH. It Should be the first objet of writers tdt correct the vices and follies of the age . I will allow as much compliance with the Mode of the times as will make truth and good morals agreeable. Your
0352100501_000001,"The knights of the Swan; or, the court of Charlemagne: an historical and moral tale. To serve as a continuation to The tales of the castle; And of which all the Incidents that bear Analogy to the French Revolution are taken from History. Translated from the French of Madame de Genlis, Author of the theatre of education, adelaide and theodore, &c. by the Rev. Mr. Beresford. ...",Stéphanie Félicité du Crest de Saint-Aubin,39,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,2,0,0,2,0,1,1,0,4,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,1,5,2,1,0,1797,1,2,"Dublin : printed for P. Wogan, P. Byrne, H. Colbert, J. Milliken, J. Chambers, B. Dugdale, W. Porter, H. Fitzpatrick, J. Rice, G. Folingsby, and N. Kelly, 1797.",Dublin,352,female,1746,1830,TRUE,"THE KNIGHTS OF THE SWAN; 0 R, THE COURT OF CHARLEMAGNE: AN HISTORICAL AND MORAL TALE. TO SERVE AS A CONTINUATION TO THE TALES OF THE CASTLE; And of which all the Incidents that bear Analogy to the French Revolution are taken from'hiltory' TRANSLATED FROM THE FRENCH OF MADAME DE"
0356700201_000079,"A series of genuine letters, between Henry and Frances. Accepit famam, nec minus illa dedit. ...",Elizabeth Griffith,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,6,0,2,0,1,0,0,1,2,0,0,1,1,1,0,0,0,0,2,3,1,1,1,2,0,0,1,4,1,0,3,5,1,0,1,1786,1,6,"London : printed (by assignment from E. Johnston) for J. Bew, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,326,female,1720,1793,TRUE,"will build somewhere on the sea coat, my favourite situation; and rendered ffill more so to me by, a romantic whim, that possibly I might have the happy opportunity, at some time of my life , of affording relief to persons in the highest human distress; just after a shipwreck."
0398200402_000038,"Familiar letters between the principal characters in David Simple, and some others. To which is added, A vision. By the author of David Simple. In two volumes. ...",Sarah Fielding,40,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,1,0,4,0,0,0,3,0,1,1,2,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,2,1,2,2,0,0,1,2,0,0,1747,2,2,"London : printed for the author: and sold by A. Millar, 1747.",London,391,female,1710,1768,TRUE,"mind to show their Sense to there two Girls, or any other Girls that came in their way. The Loss of such Lovers, or such Friends, you may imagine , gave me very little Vexation; but, I own, the Consequences have made me very uneasy, for I could go nowhere,"
0558000601_000011,"The memoirs of Ninon de L'Enclos: with her letters to Monsr. de St. Evremond, and to the marquis de Sevigné. Collected and translated from the French, by a lady. In two volumes. Vol. I.",Ninon de l'Enclos,36,0,2,1,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,2,0,1,3,0,2,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,1776,1,2,"London : printed for J. Dodsley, in Pall-Mall ; J. Wilkie, St. Paul's Church Yard ; and E. Johnston, Ludgate-Street, M.DCC.LXXVI. [1776].",London,287,female,1620,1705,FALSE,"the disposition of her whole economy; the fund of which was about ten thousand livres, life annuity of which lhe always reserved one year's income before hand, that ihe might have it in her power to assist her friends upon any emergency. She had few domestics; a waiting maid; a"
1566200103_000013,"Adelaide and theodore; or, Letters on education: Containing all the principles relative to three different plans of education; to that of Princes, and to those of young persons of both sexes. Translated from the French of Madame la Comtesse de Genlis.",Stéphanie Félicité du Crest de Saint-Aubin,45,0,1,1,3,3,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,2,6,2,1,0,0,1,0,0,0,0,3,0,0,3,1,0,3,1794,3,3,"Dublin : Printed for W. Jones, No. 86, Dame-Street, 1794.",Dublin,296,female,1746,1830,TRUE,"read at fifteen the books I just mentioned, for me, to discover to her the false, though subtle reasons they contain? But such a refutation is of too great' consequence, and would occupy one's thoughts too much to be. possibly es seed in reading fast with her; besides the lectures"
0115801101_000001,"The female mentor: or, select conversations. In two volumes. ...",Justa Grata Honoria,46,0,0,1,1,1,0,0,3,1,0,0,0,2,0,0,0,0,1,0,0,1,0,2,5,1,2,1,0,0,1,3,0,2,2,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,3,1793,1,2,"London : printed for T. Cadell, in the Strand, 1793.",London,247,female,417,455,FALSE,"T H E, FEMALE MENTOR; 0 R, SELECT CONVERSATIONS, IN TWO VOLUMES, VOL. I. LONDON: PRINTED FOR T. CADELL, IN THE STRAND, 1793 TO MRS. M, HARTLEY,. BELVIDERE, BATH.. MADAM, I AM unknown to the world, and I wish to continue io: I am not unknown to you, having been"
0898600200_000008,A series of plays: in which it is attempted to delineate the stronger passions of the mind. Each passion being the subject of a tragedy and a comedy.,Joanna Baillie,51,0,0,0,0,0,4,1,0,0,1,0,0,1,0,3,2,1,4,0,0,1,0,0,0,1,1,1,1,0,0,7,0,0,6,0,2,0,0,0,2,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,3,3,1,0,0,1799,1,1,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,412,female,1762,1851,FALSE,"Tragedy would have been the first child of the Drama, for the same reasons that have made heroic ballad, with all its battles, murders, and disasters, the earliest poetical compositions of every country. We behold heroes and great men at a distance, unmarked by those small but distinguis!iing features of"
0137000100_000043,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,44,0,0,1,3,0,2,0,0,0,3,0,0,1,0,1,2,1,3,0,2,3,2,1,0,0,3,0,0,0,0,2,1,0,3,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1770,1,1,"London : printed by J. and H. Hughs, near Lincoln's-Inn-Fields: and sold by J. Dodsley, Pall-Mall; Mess. Baker and Leigh, York-Street, Covent-Garden; T. Becket, and T. Cadell, in the Strand; J. Walter, Charing-Cross; H. Denoyer, Lisle-Street; and J. Wilkie, No 71. St. Paul's Church-Yard, M.DCC.LXX. [1770].",London,277,female,1720,1800,FALSE,"the influence of eloquence upon their minds , are truly exhibited; and I muss own own, as the imitation is so just, though the original may be called mean, I think it is not to be entirely condemned: one might perhaps"" wish the part of the mob had been shorter."
1042800201_000001,"Familiar letters between the principal characters in David Simple, and some others. To which is added, A vision. By the author of David Simple. In two volumes. ...",Sarah Fielding,48,0,0,1,5,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,2,2,0,1,0,2,0,5,0,0,4,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1747,1,2,"Dublin : printed for E. and J. Exshaw, 1747.",Dublin,154,female,1710,1768,TRUE,"its rr~a - CIA * i'e, FA M I LI IA' It.  LETTERS fl' si BETWEEN THE (, / Principal Characters I N DAVID SIMPLE, Y And SOME OTHEKS. To which is added, A VISIO N. By the Au T H OR of D A ID SIMP L E."
0159100302_000023,The Female spectator.,Eliza Haywood,42,0,0,0,6,0,3,0,0,2,0,1,0,1,0,1,1,1,0,2,0,0,1,0,1,0,0,1,2,0,1,1,1,1,2,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,1745,2,4,"London [England] : printed and published by T. Gardner, at Cowley's Head, opposite St. Clement's Church, in the Strand, MDCCXLV. [i.e. 1745-1746].",London,397,female,1693,1755,TRUE,"Zeal, and every Virtue that can illustrate the Character of a Christian Hero be deserving our Regard, where can we find a greater Instance than in our gallant ed ard? TH E Ladies above all have Reason to regret the ill Treatment of this excellent Performance, since none was ever"
0934100102_000023,"The miscellaneous works, in prose and verse, of Mrs. Elizabeth Rowe: Published by her Order, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the Whole is prefixed, An Account of the Lives and Writings of the Authors. In two volumes.",Elizabeth Rowe,50,0,0,0,2,1,1,0,0,2,1,0,1,1,0,1,0,0,2,1,1,0,1,0,4,0,0,1,0,0,2,3,0,1,3,0,0,0,0,3,0,0,0,0,5,1,0,0,2,0,0,0,0,3,1,0,2,1,3,0,0,1749,2,2,"London : printed for Henry Lintot, MDCCXLIX. [1749].",London,346,female,1674,1737,TRUE,"be glad to commence a higher order of beings, that I might aeon verse with your Ladyship more on a level. I HAVE read Dr. Burnet's description of the Miirn: - nim with so much pleasure , that I am not surprise such a subjea should give you so many"
0836400101_000007,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. ...",Hester Chapone,47,0,0,0,1,4,0,0,0,0,1,0,0,0,1,5,0,3,1,0,2,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,0,0,2,4,1,1,0,4,0,0,0,0,1,0,2,1,1,0,0,3,0,0,1,0,1773,1,2,"London : printed by H. Hughs, for J. Walter, Homer's Head, Charing-Cross, MDCCLXXIII. [1773].",London,207,female,1727,1801,TRUE,"history in the book of EZRA, which gives an; account of the return of fbme of the Jews, on the edit of Cyrus, and of the rebuilding the Lord's temple. NEHEMIAH carries on the history , for about twelve years, when he himself was governor of Jerusalem, with authority to"
0095400302_000001,The history of the Marchioness de Pompadour. Part the first.,"Fauques, Marianne-Agnès Pillement, dame de",38,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,2,0,3,1,0,0,0,1,0,0,2,0,2,1,0,0,0,1,0,6,0,2,0,0,1,0,0,1,0,0,1,1,0,1,0,3,0,1759,2,2,"London : printed for S. Hooper, at Cesar's-Head, the corner of the New-Church, opposite to Somerset-Coffee-House, in the Strand, MDCCLIX. [1759].",London,247,female,1720,,FALSE,"THE HIT ORYH E OF T H E MARCHIONESS DE POM PA DOUR. THE H i STORY OF THE MA RC HI O N E SS DE PO M P ADOUR, MISTRESS to the FRENCH KING, and FIRST LADY of HONOUR to the QUEEN?. P A R T the T"
0783300200_000011,"Essays on various subjects, principally designed for young ladies.",Hannah More,43,0,0,2,0,1,2,2,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,10,0,0,1,1,0,0,2,0,2,0,2,1778,1,1,"London : printed for J. Wilkie, in St. Paul's Church-Yard; and T. Cadell, in the Strand, MDCCLXXVIII. [1778].",London,221,female,1745,1833,TRUE,"and ingratitude, is practised with more frequency, because it is practised with impunity impunity; but there being no human laws against these crimes, is so far from an inducement to commit them, that this very consideration would be sus ficient to deter the wife and good, if all others were"
0187100100_000043,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,44,0,0,1,3,0,3,0,0,0,3,0,0,1,0,1,2,0,3,0,2,3,2,1,0,0,3,0,0,0,0,2,1,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,1769,1,1,"London : printed for J. Dodsley, Pall-Mall; Mess. Baker and Leigh, York-Street, Covent-Garden; J. Walter, Charing-Cross; T. Cadell, in the Strand; and J. Wilkie, No 71. St. Paul's Church-Yard, M.DCC.LXIX. [1769].",London,278,female,1720,1800,FALSE,"seems rather to refer to what immediately follows; ANTONY. Then I, and you, and all of us fell down. Whilst bloody treason flourished over us. Meaning how the general state of the republic was affected by the fall of so great a man. As the illiterate people are afraid of"
1240500300_000036,"The works of Mrs. Chapone, containing letters on the improvement of the mind, addressed to a young lady: and Miscellanies in prose and verse. In two volumes. ...",Hester Chapone,56,0,0,0,2,4,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,4,1,0,0,0,0,1,0,0,2,1,5,4,0,2,0,0,3,5,0,0,0,9,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,1786,1,1,"Dublin : printed by Brett Smith, for W. Colles, No. 17, Dame-Street, MDCCLXXXVI. [1786].",Dublin,255,female,1727,1801,TRUE,"our; sex, will open your mind to the peculiar excellencies of this author , and enlighten your judgement on dramatic poetry in general, with such force of reason and brilliancy of wit, as caq not fail to delight as well as inftruet you. Our great English poet, Milton, is as"
0126800301_000001,"The history of Lady Emma Melcombe, and her family. By a female. In three volumes. ...",Female,44,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,5,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,2,0,5,0,1,0,0,1,3,0,0,1,0,0,0,0,4,1,3,1,1787,1,3,"London : printed for G. G. J. and J. Robinson, 1787.",London,179,female,,,FALSE,"THE H I S T O R Y o F Lady Emma Melcombe, AND HER FAMILY. BY A FEMALE. "" Laugh where we must, be candid where we can."" IN THREE volumes. VOL. I. LONDON: P'RIXTED FOR G. G. 1j AND J. ROBINSON, PATER NOSTER row. 1787 TO Miss Eleanor"
0951500500_000008,"Friendship in death: in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. In three parts. By Mrs. Elizabeth Rowe. To which is prefixed, an account of the life of the author.",Elizabeth Rowe,38,0,0,1,2,1,0,2,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,3,0,2,1,0,1,0,3,0,2,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1784,1,1,"London : printed for W. Osborne and T. Griffin, in St. Paul's Church yard, and J. Mozley, Gainsbrough, MDCCLXXXIV. [1784].",London,302,female,1674,1737,TRUE,"she flewed how incapable ihe was of forgetting him, by sledding frefi tearson occasion of the mnention of his name. Twas inly out of regard to Mr. Row, that with his society, fle was willing to bear London during the winter fealon; and, as sion after his decease as her"
1336200100_000035,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,49,0,0,1,2,2,0,0,0,1,0,0,0,1,0,2,0,0,1,0,2,0,4,0,0,2,1,0,0,0,0,0,1,2,2,0,2,0,1,2,5,0,0,0,8,1,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,1793,1,1,"Dundee : Printed for George Milln, Bookseller, MDCCXCIII. [1793].",Dundee,218,female,1727,1801,TRUE,"bear ad.part in fach society, by, at least, a moderate th; tre of re~admg. Though religiont is the mos: important of all your pursuits, there are not many bookr on that subject, which I should recomn mnend to you at present. con~troverly is wholly improper at your age , and"
0451300300_000001,"Sacred dramas: chiefly intended for young persons. The Subjects taken from the Bible. To which is added, sensibility, a poem.",Hannah More,38,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,1,2,0,1,0,3,1,0,2,1,2,0,2,1793,1,1,"London : printed for T. Cadell, in the Strand, 1793.",London,298,female,1745,1833,TRUE,"SACRED DRAMAS: CHIEFLY INTENDED FOR YOIJNG PERSONS, The subje&s taken from the Bible. To which is added, SEN S IBILITY, A POEM. sst'' ' _. _s EIGHTH EDITION. All the Books of the Bible are either rnoll admirable and exalted Pieces of l'octry, or are the bell Materials in the"
0012900701_000001,The romance of real life. By Charlotte Smith. In three volumes. ...,Charlotte Turner Smith,43,0,0,0,4,1,0,0,1,0,1,0,0,0,1,0,0,2,2,2,0,4,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,2,0,1,2,2,0,0,0,2,1,0,0,0,0,6,1,0,0,1787,1,3,"London : printed for T. Cadell, in the Strand, M.DCC.LXXXVII. [1787].",London,252,female,1749,1806,TRUE,"THE ROMANCE .-.. off.. . - REAL LIFE . By CHARLOTTE SMITH. IN THREE VOLUMES, VOL. I. LONDON: TRINTED FOR T. CAOELL, IN THE STRAND. T H E THE ROMANCE REA L LIFE . BY CHARLOTTE SMITH. IN THREE VOLUMES, VOL. I. L O N D O N: PRINTED FOR"
0102400301_000039,Sketches of the lives and writings of the ladies of France. By Ann Thicknesse. ...,Anne Ford,43,0,0,1,1,0,1,0,1,0,0,0,0,1,0,2,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,2,0,1,0,2,2,2,3,0,0,3,0,0,1,1,1,0,0,2,0,2,4,1780,1,3,"London : printed for Dodsley, in Pall-Mall, and W. Brown, in the Strand, M,DCC,LXXX. [1780]-81.",London,325,female,1737,1824,FALSE,"taste , her refined sentiments , but, above all, her adhering so closely to nature , renders (- 239) ders'it impossible to. read her romances ; without becoming a party deeply inte reifed. Voltaire says, (speaking of this celebrated woman) -"" that the was the ""first who ever composed a"
1700500400_000035,"The works of Mrs. Chapone, adressed to a young lady.",Hester Chapone,54,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,4,1,0,1,0,0,1,0,1,2,1,5,5,0,2,0,0,2,5,0,0,0,8,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1793,1,1,"London : Printed for J. Warlters, MDCCXCIII. [1793].",London,312,female,1727,1801,TRUE,"of a friend, who underfitands it well, you will by degrees enter into his manner of phraseology, and perceive a thousand beauties, which at first lay buried i; i obsolete words and uncouth conifrudtions. The admirable Ej'y on) Shakcfpcare, which has lately appeared, o0 much to the honour of our"
0016300103_000008,"Rosina: a novel. In five volumes. By the author of Delia, an interesting tale, in Four Volumes. ...",Mary Pilkington,45,0,0,0,1,7,3,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,2,0,1,1,1,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,3,1793,3,5,"London : printed for William Lane, at the Minerva, Leadenhall-Street, MDCCXCIII. [1793].",London,293,female,1766,1839,TRUE,"and vexation of spirit, except some excellent books of cookery, and the Family Physician, which no woman should ever be without. My. son, indeed,, used to read history books to me sometimes in the winter nights; but I don't see what great improvement there can be in knowing what people"
1168400203_000042,The female Spectator. ...,Eliza Haywood,42,0,0,2,3,0,0,0,2,2,1,0,0,0,1,0,1,4,1,0,0,1,1,2,2,1,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1750,3,4,"London : printed and published by T. Gardner, 1750.",London,334,female,1693,1756,TRUE,"0 D, mentioned by Philo nalurc, was indeed the first who, finding himself stronger than his neighbours, seized on their territories, and ereced himself into a monarch : his example emboldened others to do the same, who also became kings at the expense of public liberty; for, whatever some writers"
0229900601_000002,"Evelina; or, the history of a young lady's entrance into the world. A new edition. In two volumes. ...",Frances Burney,43,0,0,1,3,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,3,0,0,0,3,2,0,0,4,3,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1784,1,2,"London : printed for T. and W. Lowndes, 1784.",London,248,female,1752,1840,TRUE,"or who is so much disdained by his brethren of the quill, as the humble Novelif : nor is his fate less hard in the world at large, since, among the whole clajs of writers , perhaps not one can be named of which the votaries are more numerous but"
1144200400_000043,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,44,0,0,1,3,0,5,0,0,0,2,0,0,1,0,1,2,1,2,0,2,2,2,1,0,0,3,0,0,0,0,2,1,0,3,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1778,1,1,"Dublin : printed for J. Potts, W. Sleater, D. Chamberlaine, J. Williams, and W. Colles, M,DCC,LXXVIII. [1778].",Dublin,232,female,1720,1800,FALSE,"minds , are truly exhibited; and I must own, as the imitation is so just, though the' original may be called mean, I think it is not to be entirely condemned: one might perhaps wifhl the part of the mob had been shorter. The miserable conceit of Caesar's blood ruflsing"
0628400901_000002,"The entertaining novels of Mrs. Jane Barker, of Wilsthorp in Northamptonshire. I. Exilius: Or, The Banished Roman. Written for the Improvement of some Young Ladies of Quality. II. Clelia and Marcellus: Or, The Constant Lovers. III. The Reward of Virtue: Or, The Adventures of Clarinthia and Lysandra. IV. The Lucky Escape: Or, The Fate of Ismenus. V. Clodius and Scipiana: Or, The beautiful Captive. VI. Piso: Or, The lewd Courtier. Vii. The Happy Recluse: Or, The Charms of Liberty. Viii. The Fair Widow: Or, False Friend. IX. The Amours of Bosvil and Galetia.",Jane Barker,56,0,0,1,3,3,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,2,0,4,0,0,4,0,2,0,8,1743,1,2,"London : printed for C. Hitch, at the Red Lion in Pater-Noster Row, MDCCXLIII. [1743].",London,195,female,1652,1732,TRUE,"Title as can to my Reader's Approbation, to which ('is said) Bocks cf this Kind have very little Right. Sir the Grave dislike them for treating onfo gan a s.bjecit; anil the Sparks, for confining the subjes to fiuchflrici Rules oj Virtue and Ho tur : So that a Rvmance"
1293500400_000017,"Secret memoirs and manners of several persons of quality, of both sexes. From the new Atalantis, an island in the Mediteranean. Written originally in Italian.",Delarivier Manley,47,0,0,1,1,1,0,0,2,0,0,0,0,1,0,4,0,0,1,0,0,0,0,2,3,0,0,1,5,1,0,2,0,0,5,1,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,5,0,0,0,3,1709,1,1,"London : printed for John Morphew near Stationer's-Hall, and J. Woodward in St. Christopher's Church-Yard, in Thread-Needle-Street, 1709.",London,264,female,1663,1724,TRUE,"irresistible! be fides, occasion calls not upon him to exert his Faculties, as they did the Duke; his Fortune is made, his Father was born before him, and so happily too, as from a mere Gentleman to make himself one of the Richest and most Potent Subjects in Europe. Clairlot"
0356000301_000032,"A series of genuine letters between Henry and Frances. The second edition, revised, corrected, enlarged, and improved, by the authors. Vol. I.",Elizabeth Griffith,37,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,2,1,0,2,0,0,0,0,0,0,4,1,5,1,0,2,0,1,0,1,1761,1,2,"London : printed for W. Johnston in Ludgate Street, 1761.",London,422,female,1720,1793,TRUE,"rather pass, than spend the Day; Thy Absence clips the wings.of Time, And every Clock forgets to chime. With thee, L'dllgro is my Song, II Penfrrofo tunes my Tongue When thou art gone the Midnight Masque, The wanton Dance, and sprightly Flask, The joyous Friends, and flowing Bowl, hiave lost"
0857400402_000021,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone.",Hester Chapone,55,0,0,3,0,1,3,0,0,2,0,0,0,2,0,0,2,6,4,0,0,1,0,1,0,0,2,1,1,1,0,5,1,0,5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,2,1773,2,2,"London : printed by H. Hughs, for J. Walter, 1773.",London,231,female,1727,1801,TRUE,"deeply interefied and highly entertained ; and, of consequence, eager to treasure up in your memory those heroic aaions and. exalted characers, by which a young mind is naturally so much animated andimpreffed. As Greece and Rome were diftinguiffied as much for genius as valour, and were the theatres, not"
0793800402_000066,"The female Quixote; or, the adventures of Arabella. By Mrs. Lennox. In two volumes. ... Cooke's edition. Embellished with superb engravings.",Charlotte Lennox,44,0,0,0,1,3,0,1,1,2,0,0,0,0,1,2,4,0,0,1,0,0,0,0,5,2,1,1,3,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,2,1,0,2,0,0,0,0,1799,2,2,"London : printed for C. Cooke; and sold bp [sic] all the booksellers in Great-Britain and Ireland, [1799].",London,233,female,1729,1804,TRUE,"the Persian monarch, who had unjustly invaded his dominions, and was destroying the lives and properties of his subjects, having taken the wives and daughters of his enemy prisoners, had by thelf means an opportunity to put a period to a war ib defirutive to his country; yet, out of"
